ticker,EVOP US Equity
2018-10-10,-1.8780999999999999
2018-10-11,0.1276
2018-10-12,-0.4673
2018-10-15,-1.4085
2018-10-16,4.9784
2018-10-17,2.4742
2018-10-18,-2.2535
2018-10-19,-0.0412
2018-10-22,0.1236
2018-10-23,-0.8638
2018-10-24,-0.9544
2018-10-25,-0.1676
2018-10-26,0.8393
2018-10-29,-3.8285
2018-10-30,0.3462
2018-10-31,2.3717
2018-11-01,5.8551
2018-11-02,0.7959
2018-11-05,-2.2108
2018-11-06,0.6863
2018-11-07,9.3424
2018-11-08,1.0268
2018-11-09,-3.1942
2018-11-12,-3.2996
2018-11-13,0.349
2018-11-14,4.1345
2018-11-15,1.2616
2018-11-16,-1.9787
2018-11-19,-7.2897
2018-11-20,-4.3145
2018-11-21,3.0763
2018-11-23,0.6132
2018-11-26,2.5599
2018-11-27,-0.5151
2018-11-28,4.8586
2018-11-29,-0.5697
2018-11-30,0.0382
2018-12-03,-1.26
2018-12-04,-3.3643
2018-12-06,2.481
2018-12-07,-2.8114
2018-12-10,-0.6428
2018-12-11,-1.4153
2018-12-12,0.0
2018-12-13,-2.1739
2018-12-14,0.8386
2018-12-17,-2.8274
2018-12-18,2.7386
2018-12-19,-0.708
2018-12-20,0.2936
2018-12-21,-2.5094
2018-12-24,-4.29
2018-12-26,5.6477
2018-12-27,0.297
2018-12-28,3.0457
2018-12-31,1.2726
2019-01-02,-1.0539
2019-01-03,-3.4822
2019-01-04,2.8438
2019-01-07,1.6508
2019-01-08,-4.8315
2019-01-09,0.9812
2019-01-10,-0.6337
2019-01-11,0.2976
2019-01-14,-0.6359
2019-01-15,1.6638
2019-01-16,1.3428
2019-01-17,1.9048
2019-01-18,-2.438
2019-01-22,1.5827
2019-01-23,0.369
2019-01-24,0.4902
2019-01-25,1.626
2019-01-28,-0.92
2019-01-29,0.5248
2019-01-30,0.3614
2019-01-31,0.6403
2019-02-01,2.1074
2019-02-04,1.285
2019-02-05,1.115
2019-02-06,-0.9125
2019-02-07,-2.1105
2019-02-08,1.0192
2019-02-11,1.7850000000000001
2019-02-12,-1.0675
2019-02-13,-0.1927
2019-02-14,-1.2355
2019-02-15,0.3518
2019-02-19,3.4281
2019-02-20,-1.0169
2019-02-21,-2.1689
2019-02-22,1.1280000000000001
2019-02-25,0.6923
2019-02-26,0.6494
2019-02-27,4.2125
2019-02-28,-2.6948
2019-03-01,0.7111
2019-03-04,-0.2973
2019-03-05,-0.82
2019-03-06,-2.5179
2019-03-07,-0.347
2019-03-08,-1.5474
2019-03-11,2.2397
2019-03-12,-0.7686
2019-03-13,1.7428
2019-03-14,-0.9897
2019-03-15,0.2691
2019-03-18,1.5337
2019-03-19,3.7763999999999998
2019-03-20,-0.6186
2019-03-21,2.0871
2019-03-22,-2.1521
2019-03-25,3.0059
2019-03-26,3.3096
2019-03-27,-0.5512
2019-03-28,-1.0391
2019-03-29,1.6801
2019-04-01,0.6196
2019-04-02,-2.7711
2019-04-03,-4.4335
2019-04-04,2.8350999999999997
2019-04-05,2.6494999999999997
2019-04-08,-1.5695999999999999
2019-04-09,1.1694
2019-04-10,-0.2102
2019-04-11,1.0179
2019-04-12,-0.9034
2019-04-15,-0.7013
2019-04-16,-1.024
2019-04-17,3.2108
2019-04-18,-2.2814
2019-04-22,-0.4599
2019-04-23,3.1983
2019-04-24,-1.3085
2019-04-25,1.9888
2019-04-26,3.729
2019-04-29,-1.1873
2019-04-30,-0.8344
2019-05-01,-1.1107
2019-05-02,-0.7828
2019-05-03,0.4803
2019-05-06,-0.9901
2019-05-07,-1.3793
2019-05-08,-1.7483
2019-05-09,1.3879000000000001
2019-05-10,1.7199
2019-05-13,-2.1394
2019-05-14,-0.2116
2019-05-15,2.4028
2019-05-16,-1.6218
2019-05-17,-0.9821
2019-05-20,0.2834
2019-05-21,1.307
2019-05-22,-0.6974
2019-05-23,-2.5281000000000002
2019-05-24,4.3588000000000005
2019-05-28,5.0397
2019-05-29,-1.2488
2019-05-30,1.1647
2019-05-31,-3.1579
2019-06-03,-6.6236
2019-06-04,3.6013
2019-06-05,2.9494
2019-06-06,0.6139
2019-06-07,0.1356
2019-06-10,0.2708
2019-06-11,-0.1688
2019-06-12,2.232
2019-06-13,-0.8932
2019-06-14,-1.0013
2019-06-17,-0.0337
2019-06-18,1.0793
2019-06-19,0.8008
2019-06-20,-0.0993
2019-06-21,2.4188
2019-06-24,-1.197
2019-06-25,0.1637
2019-06-26,1.6345
2019-06-27,-0.2252
2019-06-28,1.6441
2019-07-01,-6.1846
2019-07-02,-1.8594
2019-07-03,0.3789
2019-07-05,-0.7893
2019-07-08,1.1761
2019-07-09,0.5812
2019-07-10,-0.5438
2019-07-11,-0.5468
2019-07-12,0.2749
2019-07-15,0.7197
2019-07-16,0.9527
2019-07-17,0.6741
2019-07-18,2.3435
2019-07-19,-0.4907
2019-07-22,-1.5122
2019-07-23,1.1682
2019-07-24,-0.033
2019-07-25,0.7261
2019-07-26,1.2123
2019-07-29,2.0719
2019-07-30,-1.5224
2019-07-31,0.2254
2019-08-01,-0.2249
2019-08-02,0.2576
2019-08-05,-2.8269
2019-08-06,0.0992
2019-08-07,-0.9247
2019-08-08,0.5667
2019-08-09,-2.7842000000000002
2019-08-12,0.2046
2019-08-13,-2.8921
2019-08-14,-2.6629
2019-08-15,0.468
2019-08-16,0.3583
2019-08-19,1.5709
2019-08-20,0.0
2019-08-21,0.3163
2019-08-22,1.2964
2019-08-23,-0.2075
2019-08-26,1.7330999999999999
2019-08-27,-0.1022
2019-08-28,0.3411
2019-08-29,1.1557
2019-08-30,-0.2688
2019-09-03,-2.4933
2019-09-04,0.3455
2019-09-05,2.1006
2019-09-06,-2.2597
2019-09-09,-1.0697
2019-09-10,-0.3139
2019-09-11,-0.5248
2019-09-12,0.1407
2019-09-13,1.1591
2019-09-16,-0.0347
2019-09-17,1.5283
2019-09-18,-0.6158
2019-09-19,1.1360000000000001
2019-09-20,-0.8169
2019-09-23,-1.3384
2019-09-24,-0.8696
2019-09-25,2.1053
2019-09-26,-2.3368
2019-09-27,-4.1168
2019-09-30,3.1927
2019-10-01,-1.3869
2019-10-02,-2.8489
2019-10-03,1.0393
2019-10-04,1.5062
2019-10-07,-0.5791
2019-10-08,-1.7473999999999998
2019-10-09,0.9263
2019-10-10,1.1013
2019-10-11,2.106
2019-10-14,-0.1422
2019-10-15,1.6204
2019-10-16,0.0175
2019-10-17,1.2263
2019-10-18,-1.5922
2019-10-21,1.4773
2019-10-22,-2.3224
2019-10-23,0.0
2019-10-24,1.8453
2019-10-25,1.115
2019-10-28,-0.0861
2019-10-29,0.0862
2019-10-30,0.9993
2019-10-31,-3.0024
2019-11-01,0.1583
2019-11-04,-2.3003
2019-11-05,-0.8627
2019-11-06,-0.5439
2019-11-07,0.1458
2019-11-08,1.8202
2019-11-11,0.2145
2019-11-12,-1.6411
2019-11-13,-1.7048
2019-11-14,2.3247
2019-11-15,0.6852
2019-11-18,-2.2744
2019-11-19,0.8979
2019-11-20,0.0
2019-11-21,-2.3429
2019-11-22,0.4649
2019-11-25,4.0355
2019-11-26,2.0641
2019-11-27,-0.6276
2019-11-29,-1.5088
2019-12-02,-1.1756
2019-12-03,1.0454
2019-12-04,-0.9811
2019-12-05,-1.2429999999999999
2019-12-06,-0.4013
2019-12-09,0.2198
2019-12-10,-3.9108
2019-12-11,-1.3693
2019-12-12,-1.2727
2019-12-13,3.7891
2019-12-16,-2.4087
2019-12-17,-1.2727
2019-12-18,2.1094
2019-12-19,1.1094
2019-12-20,-1.2107
2019-12-23,1.3788
2019-12-24,-0.7178
2019-12-26,0.8752
2019-12-27,0.0754
2019-12-30,-0.98
2019-12-31,0.5329
2020-01-02,0.9087
2020-01-03,-0.7129
2020-01-06,3.7793
2020-01-07,-0.3277
2020-01-08,0.475
2020-01-09,-0.4727
2020-01-10,1.3884
2020-01-13,0.7568
2020-01-14,0.6795
2020-01-15,0.9591
2020-01-16,0.9148
2020-01-17,-1.0286
2020-01-21,-1.5325
2020-01-22,-0.1431
2020-01-23,2.2214
2020-01-24,-1.4371
2020-01-27,-1.138
2020-01-28,0.3957
2020-01-29,0.0
2020-01-30,1.2003
2020-01-31,-1.8941
2020-02-03,1.5157
2020-02-04,2.524
2020-02-05,-1.2136
2020-02-06,1.9656
2020-02-07,0.0344
2020-02-10,0.3613
2020-02-11,-0.6
2020-02-12,-0.3105
2020-02-13,0.2768
2020-02-14,-0.4141
2020-02-18,2.0444
2020-02-19,1.0187
2020-02-20,0.0336
2020-02-21,-2.3522
2020-02-24,-1.0668
2020-02-25,-4.2087
2020-02-26,-2.7233
2020-02-27,-0.1866
2020-02-28,-5.46
2020-03-02,1.2263
2020-03-03,-1.3286
2020-03-04,-1.1089
2020-03-05,-4.8859
2020-03-06,-3.7474
2020-03-09,-4.4619
2020-03-10,2.4725
2020-03-11,-2.5916
2020-03-12,-12.3394
2020-03-13,4.2386
2020-03-16,-19.6787
2020-03-17,-0.3125
2020-03-18,-21.442
2020-03-19,20.431
2020-03-20,-6.0305
2020-03-23,-10.7193
2020-03-24,9.3207
2020-03-25,14.1618
2020-03-26,-1.6456
2020-03-27,-10.296
2020-03-30,9.8278
2020-03-31,-0.0653
2020-04-01,-14.5752
2020-04-02,-4.0551
2020-04-03,1.3557000000000001
2020-04-06,8.3399
2020-04-07,-0.7262
2020-04-08,4.6086
2020-04-09,5.4545
2020-04-13,-1.3926
2020-04-14,0.8742
2020-04-15,-8.9333
2020-04-16,-5.4905
2020-04-17,15.5693
2020-04-20,-2.6139
2020-04-21,-0.5506
2020-04-22,4.7059
2020-04-23,3.503
2020-04-24,5.1086
2020-04-27,6.3183
2020-04-28,4.0
2020-04-29,7.6373999999999995
2020-04-30,1.6335
2020-05-01,-3.4656000000000002
2020-05-04,-2.8096
2020-05-05,4.015
2020-05-06,1.0293
2020-05-07,5.0942
2020-05-08,2.3266999999999998
2020-05-11,-3.8844
2020-05-12,-2.3657
2020-05-13,-1.0096
2020-05-14,0.6629
2020-05-15,-1.8237
2020-05-18,7.4818999999999996
2020-05-19,-0.216
2020-05-20,1.2268
2020-05-21,0.3802
2020-05-22,2.036
2020-05-26,6.7285
2020-05-27,2.9565
2020-05-28,-5.3632
2020-05-29,-1.2048
2020-06-01,1.626
2020-06-02,0.9778
2020-06-03,2.1567
2020-06-04,-0.8186
2020-06-05,8.5578
2020-06-08,2.6411
2020-06-09,-2.5731
2020-06-10,-1.6407
2020-06-11,-7.3637
2020-06-12,3.7769
2020-06-15,3.5971
2020-06-16,-1.6747999999999998
2020-06-17,-1.4125
2020-06-18,1.8331
2020-06-19,-1.3449
2020-06-22,-0.755
2020-06-23,0.8664
2020-06-24,-2.2418
2020-06-25,0.3429
2020-06-26,-4.6561
2020-06-29,1.8369
2020-06-30,0.4399
2020-07-01,0.219
2020-07-02,-2.0979
2020-07-06,-2.9018
2020-07-07,-1.7471
2020-07-08,1.2167
2020-07-09,-1.0633
2020-07-10,-0.4673
2020-07-13,-1.2207
2020-07-14,2.0437
2020-07-15,6.1947
2020-07-16,0.0439
2020-07-17,0.263
2020-07-20,0.962
2020-07-21,1.4292
2020-07-22,1.6652
2020-07-23,0.252
2020-07-24,-2.0528
2020-07-27,-0.2566
2020-07-28,-1.458
2020-07-29,0.9574
2020-07-30,0.3879
2020-07-31,-2.5762
