ticker,EVOP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-05-23,18.875
2018-05-24,2.5237
2018-05-25,1.9487
2018-05-29,-0.1006
2018-05-30,3.575
2018-05-31,4.4239
2018-06-01,2.0484
2018-06-04,-2.9653
2018-06-05,-1.2694
2018-06-06,-0.1429
2018-06-07,-0.7153
2018-06-08,-1.633
2018-06-11,-1.416
2018-06-12,-0.9411
2018-06-13,5.75
2018-06-14,4.1135
2018-06-15,4.4505
2018-06-18,-3.4783
2018-06-19,2.2523
2018-06-20,-2.2026
2018-06-21,-4.2342
2018-06-22,-0.7056
2018-06-25,-0.9948
2018-06-26,0.7177
2018-06-27,-2.1853
2018-06-28,-0.5342
2018-06-29,0.4883
2018-07-02,-1.9922
2018-07-03,-1.6360999999999999
2018-07-05,2.2681
2018-07-06,-0.8379
2018-07-09,3.33
2018-07-10,-0.7215
2018-07-11,1.7442
2018-07-12,2.3810000000000002
2018-07-13,1.5814
2018-07-16,-1.1905000000000001
2018-07-17,2.7804
2018-07-18,2.8404
2018-07-19,0.8768
2018-07-20,-0.8257
2018-07-23,0.7011
2018-07-24,-1.5666
2018-07-25,2.5199
2018-07-26,4.3553
2018-07-27,-3.8017
2018-07-30,-5.5842
2018-07-31,-3.7762000000000002
2018-08-01,2.1277
2018-08-02,0.1852
2018-08-03,-0.6007
2018-08-06,4.5095
2018-08-07,-2.5801
2018-08-08,-7.8995
2018-08-09,1.5865
2018-08-10,0.488
2018-08-13,-0.1457
2018-08-14,0.2432
2018-08-15,3.0568
2018-08-16,-0.3766
2018-08-17,2.3157
2018-08-20,-0.1848
2018-08-21,1.0643
2018-08-22,0.641
2018-08-23,4.2311
2018-08-24,-3.8411
2018-08-27,2.5874
2018-08-28,2.8319
2018-08-29,-0.4303
2018-08-30,0.6914
2018-08-31,0.9442
2018-09-04,2.8912
2018-09-05,1.157
2018-09-06,-1.4706000000000001
2018-09-07,0.7463
2018-09-10,-0.8642
2018-09-11,0.6642
2018-09-12,6.8454
2018-09-13,2.7788
2018-09-14,0.4882
2018-09-17,-0.3363
2018-09-18,-1.6122999999999998
2018-09-19,-4.2302
2018-09-20,0.8357
2018-09-21,1.5785
2018-09-24,-1.2821
2018-09-25,-1.5348000000000002
2018-09-26,-2.1583
2018-09-27,-1.2255
2018-09-28,-1.158
2018-10-01,1.8828
2018-10-02,-1.6427
2018-10-03,2.6305
2018-10-04,0.1627
2018-10-05,3.6962
2018-10-08,-4.4262
2018-10-09,-1.8033000000000001
