ticker,CBMG US Equity
2007-10-29,-16.3636
2007-10-30,1.087
2007-10-31,7.5269
2007-11-01,-1.0
2007-11-02,0.0
2007-11-05,1.0101
2007-11-06,15.0
2007-11-07,-4.3478
2007-11-08,4.5455
2007-11-09,-8.6957
2007-11-12,4.7619
2007-11-13,-4.5455
2007-11-14,14.2857
2007-11-15,-8.3333
2007-11-16,0.0
2007-11-19,0.0
2007-11-20,0.0
2007-11-21,0.0
2007-11-23,-9.0909
2007-11-26,0.0
2007-11-27,0.0
2007-11-28,-5.0
2007-11-29,5.2632
2007-11-30,0.0
2007-12-03,-10.0
2007-12-04,-4.4444
2007-12-05,5.814
2007-12-06,4.3956
2007-12-07,-5.2632
2007-12-10,-5.5556
2007-12-11,0.0
2007-12-12,-5.8824
2007-12-13,2.5
2007-12-14,0.0
2007-12-17,-2.439
2007-12-18,6.25
2007-12-19,5.8824
2007-12-20,5.5556
2007-12-21,5.2632
2007-12-24,10.0
2007-12-26,-9.0909
2007-12-27,-10.0
2007-12-28,22.2222
2007-12-31,-11.3636
2008-01-02,2.5641
2008-01-03,-5.0
2008-01-04,5.2632
2008-01-07,-10.0
2008-01-08,-4.4444
2008-01-09,1.1628
2008-01-10,0.0
2008-01-11,3.4483
2008-01-14,-5.5556
2008-01-15,-3.5294
2008-01-16,3.6585
2008-01-17,5.8824
2008-01-18,0.0
2008-01-22,-5.5556
2008-01-23,-5.8824
2008-01-24,6.25
2008-01-25,1.1764999999999999
2008-01-28,-8.1395
2008-01-29,0.0
2008-01-30,-3.7975
2008-01-31,3.9474
2008-02-01,-11.3924
2008-02-04,3.5714
2008-02-05,0.6897
2008-02-06,-5.4795
2008-02-07,-1.4493
2008-02-08,32.3529
2008-02-11,-22.2222
2008-02-12,14.2857
2008-02-13,-13.75
2008-02-14,-1.4493
2008-02-15,17.647100000000002
2008-02-19,-2.5
2008-02-20,-10.2564
2008-02-21,-4.2857
2008-02-22,4.4776
2008-02-25,-1.4285999999999999
2008-02-26,7.2464
2008-02-27,-8.1081
2008-02-28,-7.3529
2008-02-29,3.1746
2008-03-03,-6.1538
2008-03-04,6.5574
2008-03-05,0.0
2008-03-06,0.0
2008-03-07,0.0
2008-03-10,0.0
2008-03-11,-7.6923
2008-03-12,16.6667
2008-03-13,-18.5714
2008-03-14,14.0351
2008-03-17,0.0
2008-03-18,0.0
2008-03-19,0.0
2008-03-20,6.1538
2008-03-24,-5.7971
2008-03-25,23.0769
2008-03-26,0.0
2008-03-27,-12.5
2008-03-28,7.1429
2008-03-31,0.0
2008-04-01,6.6667
2008-04-02,0.0
2008-04-03,3.75
2008-04-04,8.4337
2008-04-07,-5.5556
2008-04-08,0.0
2008-04-09,-5.8824
2008-04-10,0.0
2008-04-11,-6.25
2008-04-14,6.6667
2008-04-15,-12.5
2008-04-16,-14.2857
2008-04-17,8.3333
2008-04-18,0.0
2008-04-21,0.0
2008-04-22,-7.6923
2008-04-23,-8.3333
2008-04-24,9.0909
2008-04-25,0.0
2008-04-28,0.0
2008-04-29,0.0
2008-04-30,-11.6667
2008-05-01,-5.6604
2008-05-02,-14.625
2008-05-05,17.1303
2008-05-06,10.0
2008-05-07,25.4545
2008-05-08,1.4493
2008-05-09,-14.2857
2008-05-12,0.0
2008-05-13,-16.6667
2008-05-14,10.0
2008-05-15,45.4545
2008-05-16,-12.5
2008-05-19,-7.1429
2008-05-20,-5.8654
2008-05-21,0.0
2008-05-22,12.7681
2008-05-23,-5.7971
2008-05-27,-7.6923
2008-05-28,0.0
2008-05-29,-8.3333
2008-05-30,-9.0909
2008-06-02,16.0
2008-06-03,-8.6207
2008-06-04,-15.0943
2008-06-05,11.1111
2008-06-06,0.0
2008-06-09,-4.0
2008-06-10,0.0
2008-06-11,-12.5
2008-06-12,-4.7619
2008-06-13,25.0
2008-06-16,0.0
2008-06-17,-2.0
2008-06-18,-18.3673
2008-06-19,42.5
2008-06-20,-12.2807
2008-06-23,0.0
2008-06-24,-20.0
2008-06-25,0.0
2008-06-26,-5.0
2008-06-27,-3.9474
2008-06-30,9.589
2008-07-01,0.0
2008-07-02,-7.5
2008-07-03,8.1081
2008-07-07,-6.25
2008-07-08,6.6667
2008-07-09,-12.5
2008-07-10,0.0
2008-07-11,0.0
2008-07-14,11.4286
2008-07-15,0.0
2008-07-16,0.0
2008-07-17,-30.7692
2008-07-18,29.6296
2008-07-21,-25.7143
2008-07-22,-3.8462
2008-07-23,0.0
2008-07-24,20.0
2008-07-25,0.0
2008-07-28,0.0
2008-07-29,0.0
2008-07-30,-6.6667
2008-07-31,7.1429
2008-08-01,-10.0
2008-08-04,-7.4074
2008-08-05,0.0
2008-08-06,0.0
2008-08-07,-4.0
2008-08-08,25.0
2008-08-11,-33.3333
2008-08-12,50.0
2008-08-13,0.0
2008-08-14,0.0
2008-08-15,0.0
2008-08-18,0.0
2008-08-19,-20.0
2008-08-20,25.0
2008-08-21,-33.3333
2008-08-22,25.0
2008-08-25,16.0
2008-08-26,-31.0345
2008-08-27,50.0
2008-08-28,0.0
2008-08-29,0.0
2008-09-02,-16.6667
2008-09-03,20.0
2008-09-04,0.0
2008-09-05,-16.6667
2008-09-08,0.0
2008-09-09,0.0
2008-09-10,20.0
2008-09-11,30.0
2008-09-12,-10.2564
2008-09-15,-14.2857
2008-09-16,-10.0
2008-09-17,29.6296
2008-09-18,0.0
2008-09-19,-14.2857
2008-09-22,0.0
2008-09-23,16.6667
2008-09-24,-5.7143
2008-09-25,6.0606
2008-09-26,5.7143
2008-09-29,-5.4054
2008-09-30,40.5357
2008-10-01,-18.6785
2008-10-02,5.0
2008-10-03,9.5238
2008-10-06,19.5652
2008-10-07,9.0909
2008-10-08,0.0
2008-10-09,11.6667
2008-10-10,-4.4776
2008-10-13,10.9375
2008-10-14,12.6761
2008-10-15,-12.5
2008-10-16,0.0
2008-10-17,-14.2857
2008-10-20,0.0
2008-10-21,-18.3333
2008-10-22,-8.1633
2008-10-23,-11.1111
2008-10-24,0.0
2008-10-27,12.5
2008-10-28,-11.1111
2008-10-29,-25.0
2008-10-30,33.3333
2008-10-31,0.0
2008-11-03,-17.5
2008-11-04,21.2121
2008-11-05,-17.5
2008-11-06,-9.0909
2008-11-07,-5.0
2008-11-10,5.2632
2008-11-11,-10.0
2008-11-12,-25.9259
2008-11-13,0.0
2008-11-14,0.0
2008-11-17,10.0
2008-11-18,-27.2727
2008-11-19,25.0
2008-11-20,0.0
2008-11-21,10.0
2008-11-24,-9.0909
2008-11-25,10.0
2008-11-26,-9.0909
2008-11-28,0.0
2008-12-01,5.0
2008-12-02,0.0
2008-12-03,9.5238
2008-12-04,8.6957
2008-12-05,0.0
2008-12-08,-12.0
2008-12-09,4.5455
2008-12-10,30.4348
2008-12-11,-20.0
2008-12-12,0.0
2008-12-15,-4.1667
2008-12-16,4.3478
2008-12-17,4.1667
2008-12-18,20.0
2008-12-19,-6.6667
2008-12-22,-10.7143
2008-12-23,0.0
2008-12-26,0.0
2008-12-29,-20.0
2008-12-30,0.0
2008-12-31,0.0
2009-01-02,0.0
2009-01-05,0.0
2009-01-06,-10.0
2009-01-07,11.1111
2009-01-08,0.0
2009-01-09,0.0
2009-01-12,5.0
2009-01-13,0.0
2009-01-14,-4.7619
2009-01-15,5.0
2009-01-16,0.0
2009-01-20,0.0
2009-01-21,-9.5238
2009-01-22,0.0
2009-01-23,5.2632
2009-01-26,-5.0
2009-01-27,5.2632
2009-01-28,-5.0
2009-01-29,-5.2632
2009-01-30,5.5556
2009-02-02,-5.2632
2009-02-03,2.7778
2009-02-04,0.0
2009-02-05,-2.7027
2009-02-06,11.1111
2009-02-09,-10.0
2009-02-10,0.0
2009-02-11,0.0
2009-02-12,0.0
2009-02-13,-5.5556
2009-02-17,8.8235
2009-02-18,-8.1081
2009-02-19,2.9412000000000003
2009-02-20,-8.5714
2009-02-23,0.0
2009-02-24,0.0
2009-02-25,0.0
2009-02-26,0.0
2009-02-27,0.0
2009-03-02,-6.25
2009-03-03,0.0
2009-03-04,0.0
2009-03-05,-6.6667
2009-03-06,0.0
2009-03-09,-10.7143
2009-03-10,-4.0
2009-03-11,50.0
2009-03-12,-16.6667
2009-03-16,-26.6667
2009-03-18,18.1818
2009-03-19,23.0769
2009-03-20,-6.25
2009-03-23,0.0
2009-03-24,0.0
2009-03-26,-6.6667
2009-03-27,0.0
2009-03-30,0.0
2009-03-31,3.5714
2009-04-01,0.0
2009-04-02,3.4483
2009-04-03,0.0
2009-04-06,0.0
2009-04-08,0.0
2009-04-09,0.0
2009-04-13,-6.6667
2009-04-15,0.0
2009-04-16,14.2857
2009-04-17,-6.25
2009-04-20,-6.6667
2009-04-21,3.5714
2009-04-22,0.0
2009-04-23,3.4483
2009-04-24,-3.3333
2009-04-27,-2.1552
2009-04-29,4.4053
2009-04-30,-5.4852
2009-05-01,2.2321
2009-05-04,1.31
2009-05-05,0.0
2009-05-06,0.0
2009-05-07,-3.4483
2009-05-08,0.0
2009-05-11,0.0
2009-05-12,3.5714
2009-05-13,-10.3448
2009-05-14,0.0
2009-05-18,0.0
2009-05-19,0.0
2009-05-20,0.0
2009-05-21,7.6923
2009-05-22,0.0
2009-05-26,14.2857
2009-05-27,-6.25
2009-05-28,0.0
2009-05-29,-6.6667
2009-06-01,0.0
2009-06-02,0.0
2009-06-03,21.4286
2009-06-04,-11.7647
2009-06-05,13.3333
2009-06-08,-5.8824
2009-06-09,12.5
2009-06-10,-5.5556
2009-06-11,47.0588
2009-06-12,-12.0
2009-06-15,-22.7273
2009-06-16,0.0
2009-06-17,-11.7647
2009-06-18,0.0
2009-06-19,0.0
2009-06-22,0.0
2009-06-23,0.0
2009-06-24,6.6667
2009-06-25,50.0
2009-06-26,-33.3333
2009-06-29,9.375
2009-06-30,-8.5714
2009-07-01,50.0
2009-07-02,-4.1667
2009-07-06,0.0
2009-07-07,0.0
2009-07-08,-13.0435
2009-07-09,10.0
2009-07-10,-8.5227
2009-07-13,-5.5901
2009-07-14,-5.2632
2009-07-15,5.5556
2009-07-16,5.2632
2009-07-17,5.0
2009-07-20,4.7619
2009-07-21,-15.9091
2009-07-22,2.7027
2009-07-23,0.0
2009-07-24,2.6316
2009-07-27,-2.5641
2009-07-28,0.0
2009-07-29,0.0
2009-07-30,0.0
2009-07-31,-2.6316
2009-08-03,0.0
2009-08-04,2.7027
2009-08-05,-2.6316
2009-08-06,0.0
2009-08-07,2.7027
2009-08-10,-1.9737
2009-08-11,15.4362
2009-08-12,0.8721
2009-08-13,33.7176
2009-08-14,-3.4483
2009-08-17,-28.5714
2009-08-18,50.0
2009-08-19,-6.6667
2009-08-20,-3.5714
2009-08-21,3.7037
2009-08-24,-10.7143
2009-08-25,-4.0
2009-08-26,16.6667
2009-08-28,-14.2857
2009-08-31,-12.5
2009-09-01,-11.9048
2009-09-02,35.1351
2009-09-03,-16.0
2009-09-04,4.7619
2009-09-08,-18.1818
2009-09-09,16.6667
2009-09-10,0.0
2009-09-11,-4.7619
2009-09-14,5.0
2009-09-15,-9.5238
2009-09-16,5.2632
2009-09-17,-2.5
2009-09-18,2.5641
2009-09-21,-2.5
2009-09-22,2.5641
2009-09-23,0.0
2009-09-24,0.0
2009-09-25,-2.5
2009-09-28,7.6923
2009-09-29,-4.7619
2009-09-30,0.0
2009-10-01,-1.5625
2009-10-02,1.5873
2009-10-05,-5.0
2009-10-06,0.0
2009-10-07,0.0
2009-10-08,-1.6447
2009-10-09,1.6722000000000001
2009-10-12,-1.6447
2009-10-14,-3.6789
2009-10-15,0.0
2009-10-16,5.5556
2009-10-19,5.2632
2009-10-20,0.0
2009-10-21,0.0
2009-10-22,-5.0
2009-10-23,5.2632
2009-10-26,0.0
2009-10-27,-12.5
2009-10-28,8.5714
2009-10-29,5.2632
2009-11-02,-5.0
2009-11-03,0.0
2009-11-04,2.6316
2009-11-05,2.5641
2009-11-06,-10.0
2009-11-09,11.1111
2009-11-10,5.0
2009-11-11,-4.7619
2009-11-12,-15.0
2009-11-13,11.7647
2009-11-16,-5.2632
2009-11-17,11.1111
2009-11-18,0.0
2009-11-19,0.0
2009-11-23,-10.0
2009-11-24,0.0
2009-11-25,-16.6667
2009-11-27,20.0
2009-11-30,0.0
2009-12-01,5.5556
2009-12-03,-5.2632
2009-12-04,8.3333
2009-12-07,-5.1282
2009-12-08,0.0
2009-12-10,56.7568
2009-12-11,0.0
2009-12-14,48.2759
2009-12-15,-2.3256
2009-12-16,-9.5238
2009-12-17,-7.8947
2009-12-18,0.0
2009-12-21,14.2857
2009-12-22,5.0
2009-12-23,-4.7619
2009-12-24,2.5
2009-12-28,-12.1951
2009-12-29,11.1111
2009-12-30,0.0
2009-12-31,0.0
2010-01-04,20.0
2010-01-05,-4.1667
2010-01-06,-2.1739
2010-01-07,0.0
2010-01-08,0.0
2010-01-11,11.1111
2010-01-12,20.0
2010-01-13,8.3333
2010-01-14,-7.6923
2010-01-15,6.6667
2010-01-19,-6.25
2010-01-20,-3.3333
2010-01-21,-10.3448
2010-01-22,-13.461500000000001
2010-01-25,0.0
2010-01-26,20.0
2010-01-27,-5.5556
2010-01-28,7.8431
2010-01-29,5.4545
2010-02-01,-13.7931
2010-02-02,0.0
2010-02-03,0.0
2010-02-04,16.0
2010-02-05,-6.8966
2010-02-08,3.7037
2010-02-09,-1.7856999999999998
2010-02-10,0.0
2010-02-11,0.0
2010-02-12,0.0
2010-02-16,0.0
2010-02-17,5.4545
2010-02-18,6.8966
2010-02-19,12.9032
2010-02-22,42.8571
2010-02-23,5.0
2010-02-24,4.7619
2010-02-25,-9.0909
2010-02-26,12.5
2010-03-01,15.5556
2010-03-02,26.9231
2010-03-03,6.0606
2010-03-04,-2.8571
2010-03-05,-11.7647
2010-03-08,23.3333
2010-03-09,-10.8108
2010-03-10,6.0606
2010-03-11,-2.8571
2010-03-12,8.8235
2010-03-15,-11.8919
2010-03-16,7.362
2010-03-17,-2.8571
2010-03-18,-8.8235
2010-03-19,3.2258
2010-03-22,-0.625
2010-03-23,3.7736
2010-03-24,0.0
2010-03-25,-12.1212
2010-03-26,10.3448
2010-03-29,-3.125
2010-03-30,-12.9032
2010-03-31,-14.0741
2010-04-01,12.069
2010-04-05,11.538499999999999
2010-04-06,-3.4483
2010-04-07,0.0
2010-04-08,0.0
2010-04-09,7.1429
2010-04-12,0.0
2010-04-13,0.0
2010-04-14,4.0
2010-04-15,-10.2564
2010-04-16,-8.5714
2010-04-19,-14.0625
2010-04-20,0.9091
2010-04-21,10.8108
2010-04-22,3.6585
2010-04-23,1.1764999999999999
2010-04-26,0.7752
2010-04-27,0.0
2010-04-28,-8.461500000000001
2010-04-29,9.2437
2010-04-30,0.0
2010-05-03,0.0
2010-05-04,-14.6154
2010-05-05,17.1171
2010-05-06,-11.538499999999999
2010-05-07,13.0435
2010-05-10,-7.6923
2010-05-11,-4.1667
2010-05-12,0.0
2010-05-13,0.0
2010-05-14,8.6957
2010-05-17,-8.0
2010-05-18,-11.3043
2010-05-19,-14.2157
2010-05-20,-8.5714
2010-05-21,21.25
2010-05-24,13.4021
2010-05-25,-9.0909
2010-05-26,0.0
2010-05-27,9.0
2010-05-28,-8.2569
2010-06-01,-1.0
2010-06-02,1.0101
2010-06-03,0.0
2010-06-04,-10.0
2010-06-07,-5.5556
2010-06-08,5.8824
2010-06-09,-5.5556
2010-06-10,5.8824
2010-06-11,0.0
2010-06-14,0.0
2010-06-15,0.0
2010-06-16,0.0
2010-06-17,-3.3333
2010-06-18,-2.2989
2010-06-21,5.8824
2010-06-22,-11.1111
2010-06-23,0.0
2010-06-24,0.0
2010-06-25,-3.75
2010-06-28,-2.5974
2010-06-29,13.3333
2010-06-30,-11.7647
2010-07-01,-6.6667
2010-07-02,14.2857
2010-07-06,-12.5
2010-07-07,35.7143
2010-07-08,-1.0526
2010-07-09,-1.0638
2010-07-12,-3.2258
2010-07-13,-11.1111
2010-07-14,6.0938
2010-07-15,6.0383
2010-07-16,-5.5556
2010-07-20,-8.2353
2010-07-21,-0.1603
2010-07-22,-10.1124
2010-07-23,2.8571
2010-07-26,11.1111
2010-07-27,-6.0938
2010-07-28,-6.822
2010-07-29,14.2857
2010-08-02,-2.5
2010-08-03,-5.1282
2010-08-04,1.3514
2010-08-05,-6.6667
2010-08-06,0.0
2010-08-09,12.857099999999999
2010-08-10,-5.0633
2010-08-11,-6.6667
2010-08-12,7.1429
2010-08-13,5.3333
2010-08-16,-11.3924
2010-08-17,0.0
2010-08-18,0.0
2010-08-19,0.0
2010-08-20,0.0
2010-08-23,7.1429
2010-08-24,-6.6667
2010-08-25,-7.1429
2010-08-26,-7.6923
2010-08-27,13.3333
2010-08-30,-11.7647
2010-08-31,-6.6667
2010-09-01,16.0714
2010-09-02,0.0
2010-09-07,-7.6923
2010-09-08,3.3333
2010-09-09,-9.6774
2010-09-10,7.1429
2010-09-13,0.0
2010-09-14,0.0
2010-09-15,1.6667
2010-09-16,-1.6393
2010-09-17,-6.6667
2010-09-20,3.5714
2010-09-21,3.4483
2010-09-22,8.3333
2010-09-23,-10.7692
2010-09-24,-3.4483
2010-09-27,-10.7143
2010-09-28,20.0
2010-09-29,0.0
2010-09-30,-8.3333
2010-10-01,9.0909
2010-10-04,0.0
2010-10-05,-11.6667
2010-10-06,-5.6604
2010-10-07,-4.0
2010-10-08,-4.1667
2010-10-11,-4.3478
2010-10-12,13.6364
2010-10-13,40.0
2010-10-14,-8.5714
2010-10-15,9.375
2010-10-18,-14.2857
2010-10-19,0.0
2010-10-20,0.0
2010-10-21,5.0
2010-10-22,0.0
2010-10-25,-4.7619
2010-10-26,-11.6667
2010-10-27,-5.6604
2010-10-28,4.0
2010-10-29,0.0
2010-11-01,0.0
2010-11-02,3.8462
2010-11-03,20.3704
2010-11-04,-7.6923
2010-11-05,0.0
2010-11-08,-13.3333
2010-11-09,1.9231
2010-11-10,13.2075
2010-11-11,-11.6667
2010-11-12,24.5283
2010-11-15,-16.6667
2010-11-16,-9.0909
2010-11-17,20.0
2010-11-18,8.3333
2010-11-22,-20.0
2010-11-23,15.3846
2010-11-24,-8.3333
2010-11-26,9.0909
2010-11-29,-6.6667
2010-11-30,7.1429
2010-12-01,11.6667
2010-12-02,1.4925
2010-12-03,2.9412000000000003
2010-12-06,-14.2857
2010-12-07,8.3333
2010-12-08,0.0
2010-12-09,0.0
2010-12-10,-10.7692
2010-12-13,12.069
2010-12-15,-7.6923
2010-12-16,8.3333
2010-12-17,3.0769
2010-12-20,4.4776
2010-12-21,-7.1429
2010-12-22,7.6923
2010-12-23,0.0
2010-12-27,0.0
2010-12-28,0.0
2010-12-29,21.4286
2010-12-30,0.0
2010-12-31,12.9412
2011-01-03,2.0833
2011-01-04,7.1429
2011-01-05,0.0
2011-01-06,-0.9524
2011-01-07,29.8077
2011-01-10,-3.7037
2011-01-11,1.5385
2011-01-12,-3.0303
2011-01-13,4.6875
2011-01-14,-2.9851
2011-01-18,7.6923
2011-01-19,0.0
2011-01-20,0.0
2011-01-21,7.1429
2011-01-24,-26.6667
2011-01-25,0.0
2011-01-26,0.0
2011-01-27,7.2727
2011-01-28,-6.7797
2011-01-31,8.1818
2011-02-01,-5.8824
2011-02-02,-3.5714
2011-02-03,0.0
2011-02-04,0.0
2011-02-07,-4.6296
2011-02-08,-0.9709
2011-02-09,-3.9215999999999998
2011-02-10,2.0408
2011-02-11,0.0
2011-02-14,-4.0
2011-02-15,4.1667
2011-02-16,-5.0
2011-02-17,5.2632
2011-02-18,0.0
2011-02-22,5.0
2011-02-23,14.2857
2011-02-24,-0.8333
2011-02-25,0.0
2011-02-28,17.647100000000002
2011-03-01,2.1429
2011-03-02,11.800699999999999
2011-03-03,6.3331
2011-03-04,-5.8824
2011-03-07,9.375
2011-03-08,-5.7857
2011-03-09,-2.9568
2011-03-10,-6.25
2011-03-11,0.0
2011-03-14,-20.0
2011-03-15,8.3333
2011-03-16,-7.6923
2011-03-17,0.0
2011-03-18,8.3333
2011-03-21,-7.6923
2011-03-23,-8.3333
2011-03-24,3.6364
2011-03-25,-6.1404
2011-03-28,-6.4252
2011-03-29,2.372
2011-03-30,12.1951
2011-03-31,0.0
2011-04-01,-8.6957
2011-04-04,-4.7619
2011-04-05,0.0
2011-04-06,-10.0
2011-04-07,16.6667
2011-04-08,0.0
2011-04-11,4.7619
2011-04-13,-9.0909
2011-04-14,10.0
2011-04-15,0.0
2011-04-18,-0.1136
2011-04-19,-8.9875
2011-04-20,5.0
2011-04-21,-7.1429
2011-04-25,-7.6923
2011-04-26,0.0
2011-04-27,2.7778
2011-04-28,-8.1081
2011-04-29,10.5882
2011-05-02,-12.766
2011-05-03,9.7561
2011-05-04,-5.5556
2011-05-05,-14.7059
2011-05-06,10.3448
2011-05-09,35.0
2011-05-10,-7.4074
2011-05-11,10.0
2011-05-12,-17.2727
2011-05-13,-1.0989
2011-05-16,11.1111
2011-05-18,-11.0
2011-05-19,16.8539
2011-05-20,-13.461500000000001
2011-05-23,-4.4444
2011-05-24,10.4651
2011-05-25,0.0
2011-05-26,-5.2632
2011-05-27,-11.1111
2011-05-31,-12.5
2011-06-01,-2.8571
2011-06-02,-10.2941
2011-06-03,6.5574
2011-06-06,-15.3846
2011-06-07,18.1818
2011-06-08,0.0
2011-06-09,0.0
2011-06-10,-1.5385
2011-06-13,1.5625
2011-06-14,-3.8462
2011-06-15,0.0
2011-06-16,0.8
2011-06-17,-15.873
2011-06-20,0.0
2011-06-21,13.2075
2011-06-22,-8.3333
2011-06-23,0.0
2011-06-24,-3.6364
2011-06-27,3.7736
2011-06-28,0.0
2011-06-29,0.0
2011-06-30,3.6364
2011-07-01,5.2632
2011-07-05,0.0
2011-07-06,0.0
2011-07-07,0.0
2011-07-08,0.0
2011-07-11,0.0
2011-07-12,-5.0
2011-07-13,-3.5088
2011-07-14,9.0909
2011-07-15,8.3333
2011-07-18,6.1538
2011-07-19,-20.2899
2011-07-20,0.0
2011-07-21,18.1818
2011-07-22,-13.8462
2011-07-25,16.0714
2011-07-26,-3.0769
2011-07-27,3.1746
2011-07-28,20.0
2011-07-29,15.3846
2011-08-01,0.0
2011-08-02,-4.4444
2011-08-03,-6.9767
2011-08-04,-7.5
2011-08-05,0.0
2011-08-08,-18.9189
2011-08-09,3.3333
2011-08-10,0.0
2011-08-11,4.8387
2011-08-12,-4.6154
2011-08-15,12.7016
2011-08-16,-2.6834
2011-08-17,2.9412000000000003
2011-08-18,3.5714
2011-08-19,0.0
2011-08-22,15.8621
2011-08-23,-4.7619
2011-08-24,6.25
2011-08-25,-5.8824
2011-08-29,-6.25
2011-08-30,6.6667
2011-08-31,0.0
2011-09-01,0.0
2011-09-02,0.0
2011-09-06,0.0
2011-09-07,0.0
2011-09-08,-6.25
2011-09-09,0.0
2011-09-12,0.0
2011-09-13,2.6667
2011-09-14,0.0
2011-09-15,-8.4416
2011-09-16,6.383
2011-09-19,-3.3333
2011-09-20,-3.4483
2011-09-21,0.0
2011-09-22,0.0
2011-09-23,-10.7143
2011-09-26,-0.8
2011-09-27,-11.2903
2011-09-28,-5.4545
2011-09-29,-3.8462
2011-09-30,10.0
2011-10-03,-5.4545
2011-10-04,5.7692
2011-10-05,45.4545
2011-10-06,-6.25
2011-10-07,-0.6667
2011-10-10,14.094
2011-10-11,4.7059
2011-10-12,0.0
2011-10-13,-3.3708
2011-10-14,4.6512
2011-10-17,-2.2222
2011-10-18,-9.0909
2011-10-19,3.125
2011-10-20,-0.6061
2011-10-21,0.0
2011-10-24,-13.4146
2011-10-25,-1.4085
2011-10-26,0.0
2011-10-27,7.1429
2011-10-28,-6.6667
2011-10-31,7.1429
2011-11-01,0.0
2011-11-02,4.0
2011-11-03,-3.8462
2011-11-04,-12.0
2011-11-07,13.6364
2011-11-08,-9.3333
2011-11-09,6.6176
2011-11-10,-6.2069
2011-11-11,0.0
2011-11-14,-4.4118
2011-11-15,3.0769
2011-11-16,0.7463
2011-11-17,-3.7037
2011-11-18,-7.6923
2011-11-21,0.0
2011-11-22,0.0
2011-11-23,-1.6667
2011-11-28,1.6949
2011-11-29,-8.3333
2011-11-30,12.7273
2011-12-01,-6.4516
2011-12-02,3.4483
2011-12-05,-8.3333
2011-12-06,9.0909
2011-12-07,-5.0
2011-12-08,5.2632
2011-12-09,-6.6667
2011-12-12,7.1429
2011-12-13,-8.3333
2011-12-14,0.0
2011-12-15,9.0909
2011-12-16,-8.3333
2011-12-19,-1.8182
2011-12-20,1.8519
2011-12-21,-1.8182
2011-12-22,-7.4074
2011-12-23,4.0
2011-12-27,-13.461500000000001
2011-12-28,11.1111
2011-12-29,2.0
2011-12-30,-1.9607999999999999
2012-01-03,0.0
2012-01-04,-2.0
2012-01-05,-2.0408
2012-01-06,2.0833
2012-01-09,-4.0816
2012-01-10,2.1277
2012-01-11,0.0
2012-01-12,0.0
2012-01-13,-12.8906
2012-01-17,19.5815
2012-01-18,0.0
2012-01-19,16.0
2012-01-20,-13.7931
2012-01-23,2.0
2012-01-24,-11.7647
2012-01-25,11.1111
2012-01-27,0.0
2012-01-31,0.0
2012-02-01,0.0
2012-02-02,0.0
2012-02-03,0.0
2012-02-06,0.0
2012-02-07,4.0
2012-02-08,0.0
2012-02-09,-1.9231
2012-02-10,13.4804
