ticker,SEIID US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-05-01,100.0
2000-10-23,0.0
2001-06-22,-52.0
2002-01-03,0.0
2002-01-28,0.0
2002-01-30,0.0
2002-08-22,0.0
2002-10-14,0.0
2002-11-19,0.0
2003-07-29,0.0
2003-07-30,316.6667
2004-05-12,-68.0
2004-12-21,537.5
2004-12-23,0.0
2005-03-10,-31.3725
2005-05-23,0.0
2005-06-20,0.0
2005-08-25,-14.2857
2005-09-26,16.6667
2006-03-13,0.0
2006-05-26,0.0
2006-10-02,-71.4286
2006-10-20,50.0
2006-11-08,0.0
2006-12-01,0.0
2007-02-20,0.0
2007-03-20,366.6667
2007-03-21,-20.0
2007-03-22,-1.7856999999999998
2007-03-23,-7.2727
2007-03-26,29.4118
2007-03-29,-22.7273
2007-05-18,-1.9607999999999999
2007-06-18,-26.0
2007-07-25,0.0
2007-08-03,8.1081
2007-09-06,-7.5
2007-11-14,197.2973
2007-11-15,5.4545
2007-11-16,-2.5862
2007-11-19,-10.6195
2007-11-20,0.0
2007-11-21,5.9406
2007-11-26,-11.215
2007-11-27,9.473700000000001
2007-11-28,5.7692
2007-11-29,5.4545
2007-11-30,6.8966
2007-12-03,-3.2258
2007-12-04,5.8333
2007-12-05,25.9843
2007-12-06,40.625
2007-12-07,-4.4444
2007-12-10,0.0
2007-12-11,-2.3256
2007-12-12,-2.3810000000000002
2007-12-13,-2.439
2007-12-14,0.0
2007-12-17,2.5
2007-12-18,0.0
2007-12-19,-2.439
2007-12-21,2.5
2007-12-26,19.5122
2007-12-27,-4.0816
2007-12-28,6.383
2007-12-31,1.6
2008-01-02,-1.5748
2008-01-03,4.4
2008-01-04,-2.2989
2008-01-07,-5.8824
2008-01-08,-3.75
2008-01-09,-6.9264
2008-01-10,-2.3256
2008-01-14,21.4286
2008-01-15,-7.8431
2008-01-16,-17.0213
2008-01-17,15.3846
2008-01-22,-15.5556
2008-01-23,1.0526
2008-01-25,4.1667
2008-01-28,-2.5
2008-01-30,0.0
2008-01-31,-2.5641
2008-02-01,-5.2632
2008-02-04,16.6667
2008-02-05,14.2857
2008-02-06,-8.3333
2008-02-07,-9.0909
2008-02-08,-2.5
2008-02-12,1.0256
2008-02-15,1.0152
2008-02-20,10.5528
2008-02-21,2.2727
2008-02-22,-2.2222
2008-02-26,-6.3636
2008-02-27,0.0
2008-02-28,-0.4854
2008-02-29,-1.9512
2008-03-04,0.0
2008-03-10,-10.4478
2008-03-11,-2.7778
2008-03-13,-2.2857
