ticker,BEMG US Equity
2015-01-08,20.0
2015-01-09,-23.3333
2015-01-12,0.0
2015-01-13,-13.0435
2015-01-16,0.0
2015-02-17,0.0
2015-02-18,-10.0
2015-03-16,27.7778
2015-03-17,-8.6957
2015-03-18,-19.0476
2015-03-23,0.0
2015-03-24,-5.8824
2015-03-25,0.0
2015-03-27,25.0
2015-03-30,-10.0
2015-03-31,-5.5556
2015-04-01,0.0
2015-04-02,-11.7647
2015-04-07,16.6667
2015-04-09,-20.0
2015-04-10,0.0
2015-04-14,7.1429
2015-04-15,6.6667
2015-04-23,-18.75
2015-04-24,0.0
2015-04-28,0.0
2015-05-04,0.0
2015-05-11,-7.6923
2015-05-15,-58.3333
2015-05-22,0.0
2015-06-25,0.0
2015-07-01,20.0
2015-07-07,0.0
2015-07-09,-9.6875
2015-07-10,-7.7278
2015-07-15,0.0
2015-07-21,0.0
2015-08-04,0.0
2015-08-17,0.0
2015-09-17,0.0
2015-09-18,0.0
2015-09-28,0.0
2015-10-22,0.0
2015-12-29,10.0
2016-02-26,27.2727
2016-03-16,-28.5714
2016-03-18,0.0
2016-03-29,0.0
2016-04-06,0.0
2016-05-06,0.0
2016-05-17,20.0
2016-05-18,-12.8125
2016-06-13,91.1589
2016-06-14,-35.0
2016-06-15,31.25
2016-06-23,-17.9487
2016-06-24,-14.2857
2016-07-01,0.0
2016-07-18,0.0
2016-08-09,0.0
2016-09-30,33.3333
2016-10-05,25.0
2016-10-14,-20.0
2016-11-03,0.0
2016-11-07,0.0
2016-11-21,-12.5
2016-11-25,0.0
2016-12-08,-14.2857
2016-12-16,0.0
2016-12-19,0.0
2016-12-22,16.6667
2016-12-23,-1.4285999999999999
2017-01-06,15.942
2017-01-09,12.5
2017-01-10,8.8889
2017-01-11,-18.3673
2017-01-13,20.0
2017-01-17,4.1667
2017-01-18,-40.0
2017-01-19,-16.6667
2017-01-23,20.0
2017-01-24,-16.6667
2017-01-25,-20.0
2017-01-26,0.0
2017-01-27,0.0
2017-01-31,25.0
2017-02-02,-40.0
2017-02-06,-33.3333
2017-02-09,0.0
2017-02-13,147.5
2017-02-15,61.3636
2017-02-17,-59.0767
2017-02-21,7.0746
2017-02-22,42.8571
2017-02-23,27.0
2017-02-24,1.7717
2017-02-27,8.3172
2017-03-02,-14.2857
2017-03-06,-16.6667
2017-03-07,-20.0
2017-03-08,-12.5
2017-03-09,-28.5714
2017-03-10,0.0
2017-03-28,0.0
2017-03-30,-20.0
2017-04-03,0.0
2017-04-11,25.0
2017-05-05,-20.0
2017-05-08,0.0
2017-05-09,25.0
2017-05-10,0.0
2017-06-07,-58.0
2017-06-16,90.4762
2017-06-22,0.0
2017-07-06,-47.0
2017-07-26,0.0
2017-08-24,0.0
2017-10-10,0.0
2017-11-02,0.0
2017-11-22,0.0
2017-11-29,0.0
2017-12-11,145.283
2017-12-12,-23.0769
2017-12-18,78.0
2017-12-29,-15.7303
2018-01-04,-50.0
2018-01-09,100.0
2018-02-07,-64.1667
2018-02-16,0.0
2018-02-22,132.5581
2018-02-23,100.0
2018-02-26,-20.0
2018-03-01,-25.0
2018-03-13,-16.6667
2018-03-19,60.0
2018-03-20,50.0
2018-03-21,-66.6667
2018-03-22,0.0
2018-03-27,194.0
2018-04-06,-23.639499999999998
2018-04-20,0.2227
2018-04-23,60.0
2018-04-24,-8.1944
2018-04-25,-31.77
2018-04-26,-4.6563
2018-04-27,-6.9767
2018-04-30,0.0
2018-05-02,-25.0
2018-05-09,16.6667
2018-05-10,0.0
2018-05-11,42.8571
2018-05-14,-30.0
2018-05-15,14.2857
2018-05-17,-40.0
2018-05-22,9.1667
2018-05-29,14.5038
2018-06-08,0.0
2018-06-25,0.0
2018-06-27,16.6667
2018-06-28,0.0
2018-07-02,0.0
2018-07-03,0.0
2018-07-05,208.5714
2018-07-06,57.4074
2018-07-09,-11.7647
2018-07-10,-33.3333
2018-07-11,-30.0
2018-07-12,35.7143
2018-07-13,0.0
2018-07-16,5.1579
2018-07-17,-24.9249
2018-07-18,19.7333
2018-07-19,-12.0267
2018-07-20,1.2658
2018-07-23,-22.925
2018-07-24,-26.857
2018-07-25,33.0377
2018-07-26,-3.3333
2018-07-27,10.1724
2018-07-30,0.0
2018-07-31,-18.6228
2018-08-01,-17.3077
2018-08-02,18.3721
2018-08-03,-24.3615
2018-08-06,49.3506
2018-08-07,6.087
2018-08-08,-1.6393
2018-08-09,-12.25
2018-08-10,-19.4682
2018-08-13,-3.7736
2018-08-14,1.9607999999999999
2018-08-15,-8.6538
2018-08-16,-15.7895
2018-08-17,-1.5625
2018-08-20,7.9365
2018-08-21,14.7059
2018-08-22,0.0
2018-08-23,-33.3333
2018-08-24,26.9231
2018-08-27,-33.3333
2018-08-28,0.0
2018-08-29,36.3636
2018-08-30,0.0
2018-08-31,-15.8333
2018-09-04,6.9307
2018-09-05,0.0
2018-09-06,48.1481
2018-09-07,-10.0
2018-09-10,-16.6667
2018-09-11,5.0
2018-09-12,11.1111
2018-09-13,-11.4286
2018-09-14,0.0
2018-09-17,9.6774
2018-09-18,-8.8235
2018-09-19,-9.6774
2018-09-20,2.1429
2018-09-21,-13.6713
2018-09-24,1.2556
2018-09-25,36.0
2018-09-26,-11.7647
2018-09-27,-7.0
2018-09-28,7.5269
2018-10-01,-18.3333
2018-10-02,22.0408
2018-10-03,0.3344
2018-10-04,-19.3333
2018-10-05,-4.9587
2018-10-08,-20.8696
2018-10-09,9.8901
2018-10-10,7.5
2018-10-11,11.6279
2018-10-12,-8.3333
2018-10-15,-9.0909
2018-10-16,25.0
2018-10-17,0.0
2018-10-18,36.0
2018-10-19,-13.2353
2018-10-22,-5.7627
2018-10-23,-6.5108
2018-10-24,-3.8092
2018-10-25,0.0
2018-10-26,-12.0
2018-10-29,1.3636
2018-10-30,16.5919
2018-10-31,-30.7692
2018-11-01,44.4444
2018-11-02,26.9231
2018-11-05,16.3636
2018-11-06,-6.25
2018-11-07,-2.7778
2018-11-08,-2.8571
2018-11-09,-22.647100000000002
2018-11-12,-1.5209000000000001
2018-11-13,4.2471
2018-11-14,11.1111
2018-11-15,-23.3333
2018-11-16,-26.087
2018-11-19,29.4118
2018-11-20,0.0
2018-11-21,-4.5455
2018-11-23,0.0
2018-11-27,14.7619
2018-11-28,-5.3942
2018-11-29,-16.6667
2018-11-30,19.4737
2018-12-03,0.0
2018-12-04,-1.3216
2018-12-06,-6.25
2018-12-07,4.7619
2018-12-10,-13.6364
2018-12-12,0.0
2018-12-13,-21.0526
2018-12-14,33.3333
2018-12-17,-5.0
2018-12-18,0.0
2018-12-19,0.0
2018-12-20,0.0
2018-12-24,-15.7895
2018-12-26,6.25
2018-12-27,-11.7647
2018-12-28,28.0
2018-12-31,-11.4583
2019-01-02,11.7647
2019-01-03,-5.2632
2019-01-04,-2.7778
2019-01-07,14.2857
2019-01-08,-2.5
2019-01-09,-7.6923
2019-01-10,0.0
2019-01-11,8.3333
2019-01-14,2.5641
2019-01-16,-20.0
2019-01-17,4.375
2019-01-18,14.6707
2019-01-22,4.4386
2019-01-23,9.0
2019-01-24,-10.5505
2019-01-25,-5.1282
2019-01-28,8.1081
2019-01-29,-5.0
2019-01-30,10.526299999999999
2019-01-31,-21.4286
2019-02-01,0.0
2019-02-04,33.3333
2019-02-05,-18.1818
2019-02-07,-8.3333
2019-02-08,20.6061
2019-02-12,13.0653
2019-02-13,-11.1111
2019-02-14,11.0
2019-02-15,1.3514
2019-02-19,0.0
2019-02-20,-2.2222
2019-02-21,2.7273
2019-02-22,-20.7965
2019-02-26,19.5531
2019-02-27,-7.0093
2019-02-28,0.5025
2019-03-01,13.0
2019-03-04,-11.5044
2019-03-06,-22.5
2019-03-07,27.7419
2019-03-08,-14.1414
2019-03-11,-2.9412000000000003
2019-03-12,51.5152
2019-03-13,47.6
2019-03-14,-2.439
2019-03-15,-12.7639
2019-03-18,14.6314
2019-03-19,9.7222
2019-03-20,-10.1266
2019-03-21,-9.8592
2019-03-22,25.0
2019-03-25,-27.5
2019-03-26,14.1379
2019-03-27,-12.9909
2019-03-28,-37.5
2019-03-29,50.0
2019-04-01,-3.3333
2019-04-02,14.9425
2019-04-03,-15.9
2019-04-04,-15.7947
2019-04-05,22.3817
2019-04-08,-14.6154
2019-04-09,3.6036
2019-04-10,4.3478
2019-04-11,-5.2083
2019-04-12,3.7363
2019-04-15,-15.2542
2019-04-16,-2.5
2019-04-17,5.1282
2019-04-18,26.8293
2019-04-22,-11.538499999999999
2019-04-23,-6.3043
2019-04-24,22.0418
2019-04-25,-1.1407
2019-04-26,-11.1538
2019-04-29,8.2251
2019-04-30,24.0
2019-05-01,0.6452
2019-05-02,-0.3205
2019-05-03,4.5016
2019-05-06,21.5385
2019-05-07,77.2152
2019-05-08,-40.4286
2019-05-09,30.2158
2019-05-10,-15.5341
2019-05-13,9.0156
2019-05-14,-6.4
2019-05-15,-18.8034
2019-05-16,2.6316
2019-05-17,-0.2564
2019-05-20,1.3162
2019-05-21,6.5665
2019-05-22,-0.4762
2019-05-23,-7.8947
2019-05-24,-14.5455
2019-05-28,6.079
2019-05-29,-2.3639
2019-05-30,-8.4373
2019-05-31,4.4872
2019-06-03,-21.4724
2019-06-04,5.0781
2019-06-05,11.0967
2019-06-06,-2.9614000000000003
2019-06-07,3.4483
2019-06-10,-6.6667
2019-06-11,28.5714
2019-06-12,-14.1667
2019-06-13,-7.767
2019-06-14,-0.7544
2019-06-17,-5.6037
2019-06-18,-6.367
2019-06-19,6.8
2019-06-20,-13.8577
2019-06-21,-8.913
2019-06-24,-4.5346
2019-06-25,12.0
2019-06-26,2.6339
2019-06-27,2.2184
2019-06-28,-9.5745
2019-07-01,-5.8824
2019-07-02,-5.0
2019-07-03,9.473700000000001
2019-07-09,0.9615
2019-07-10,3.0952
2019-07-11,-11.7783
2019-07-12,-5.7592
2019-07-15,-5.5556
2019-07-16,-10.5882
2019-07-17,5.9211
2019-07-18,5.5901
2019-07-19,3.9118
2019-07-23,-12.2559
2019-07-24,14.5161
2019-07-25,-12.6761
2019-07-26,12.2581
2019-07-29,-16.6667
2019-07-30,1.7931
2019-07-31,-7.1816
2019-08-01,-12.4088
2019-08-02,46.4
2019-08-05,-3.2332
2019-08-06,-14.7059
2019-08-07,16.5517
2019-08-08,-0.5917
2019-08-09,-26.1905
2019-08-12,11.2903
2019-08-13,1.4493
2019-08-14,-16.4286
2019-08-15,-5.1282
2019-08-16,-14.8649
2019-08-19,17.4603
2019-08-20,-9.9099
2019-08-21,19.0
2019-08-22,25.7983
2019-08-23,-16.1657
2019-08-26,-20.3187
2019-08-27,60.0
2019-08-28,-18.75
2019-08-29,-13.8462
2019-08-30,-1.7856999999999998
2019-09-03,1.8182
2019-09-05,50.8036
2019-09-06,0.0592
2019-09-09,-18.9349
2019-09-10,-16.0584
2019-09-11,36.5217
2019-09-12,-16.879
2019-09-13,-7.2797
2019-09-16,-1.405
2019-09-17,-1.1316
2019-09-18,22.9334
2019-09-19,-24.8276
2019-09-23,-8.2569
2019-09-24,20.0
2019-09-26,16.6667
2019-09-30,-14.2857
2019-10-01,-17.1667
2019-10-02,-11.4688
2019-10-03,-1.1364
2019-10-07,18.3908
2019-10-08,-22.3301
2019-10-09,25.0
2019-10-10,-11.0
2019-10-11,23.5955
2019-10-14,7.2727
2019-10-16,0.0
2019-10-21,0.0
2019-10-22,1.6949
2019-10-24,8.3333
2019-10-25,-3.8462
2019-10-28,-20.0
2019-10-29,30.0
2019-10-30,-0.7692
2019-10-31,-20.5426
2019-11-01,-16.0976
2019-11-04,4.6512
2019-11-05,-11.1111
2019-11-07,34.6
2019-11-08,-0.6315
2019-11-11,-6.5421
2019-11-14,-6.0
2019-11-15,-5.3191
2019-11-18,1.1236
2019-11-19,-5.5556
2019-11-21,-5.8824
2019-11-22,18.75
2019-11-26,-21.2632
2019-11-27,29.1979
2019-12-04,-31.7053
2019-12-05,43.9394
2019-12-06,45.2632
2019-12-09,0.0
2019-12-10,-23.913
2019-12-11,0.0
2019-12-12,-23.8095
2019-12-13,-1.25
2019-12-18,0.0
2019-12-19,1.2658
2019-12-20,-15.0
2019-12-23,0.0
2019-12-26,-2.9412000000000003
2019-12-27,10.6061
2019-12-30,-31.5068
2019-12-31,-2.0
2020-01-02,2.0408
2020-01-06,-2.0
2020-01-07,10.102
2020-01-08,-7.3216
2020-01-09,-8.0
2020-01-10,47.8261
2020-01-13,0.0
2020-01-14,27.9412
2020-01-17,-25.2874
2020-01-23,-1.5385
2020-01-27,-25.0
2020-01-28,14.5833
2020-01-29,-12.7273
2020-01-30,-12.5
2020-01-31,19.0476
2020-02-04,50.0
2020-02-05,-12.0
2020-02-06,6.0606
2020-02-07,25.7143
2020-02-10,0.0
2020-02-11,51.1364
2020-02-12,-17.2932
2020-02-13,0.0
2020-02-14,18.1818
2020-02-18,20.7692
2020-02-19,-10.828
2020-02-20,3.5714
2020-02-21,0.0
2020-02-25,0.0
2020-02-26,8.2759
2020-02-28,-49.0446
2020-03-02,31.25
2020-03-04,0.0
2020-03-09,-20.9524
2020-03-10,20.4819
2020-03-11,-1.0
2020-03-13,-23.7374
2020-03-16,-12.5828
2020-03-20,119.697
2020-03-23,-43.4483
2020-03-24,-9.7561
2020-03-26,-5.4054
2020-03-27,0.0
2020-03-30,0.0
2020-03-31,0.0
2020-04-02,-1.4285999999999999
2020-04-07,-28.985500000000002
2020-04-09,22.449
2020-04-14,83.3333
2020-04-15,14.5455
2020-04-16,0.0
2020-04-20,-3.9683
2020-04-21,-21.9008
2020-04-22,-5.8201
2020-04-27,-10.1124
2020-04-28,0.0
2020-04-29,-31.25
2020-04-30,27.2727
2020-05-06,41.4286
2020-05-11,-0.404
2020-05-12,0.4057
2020-05-15,-10.101
2020-05-19,11.236
2020-05-20,-13.1313
2020-05-21,25.5814
2020-05-26,0.0
2020-05-27,-0.9259
2020-05-28,-7.4766
2020-05-29,4.0404
2020-06-01,0.0
2020-06-04,-3.8834999999999997
2020-06-08,0.0
2020-06-10,1.0101
2020-06-12,-10.0
2020-06-15,4.4444
2020-06-17,4.2553
2020-06-18,-1.0204
2020-06-19,-7.2165
2020-06-23,-11.1111
2020-06-24,12.5
2020-06-25,-20.5556
2020-06-26,-16.0839
2020-06-29,31.6667
2020-07-02,22.7848
2020-07-07,-56.701
2020-07-08,0.0
2020-07-09,128.5714
2020-07-10,0.0
2020-07-15,4.1667
2020-07-16,-2.0
2020-07-17,1.0204
2020-07-22,-1.0101
2020-07-23,-1.0204
2020-07-29,1.0309
2020-07-30,-35.7143
2020-07-31,55.5556
