ticker,NTRP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-10-04,15.3846
2013-10-09,-11.1111
2013-10-10,0.0
2013-10-11,-27.5
2013-10-14,-3.4483
2013-10-15,3.5714
2013-10-16,17.2414
2013-10-17,-14.7059
2013-10-18,3.4483
2013-10-21,3.3333
2013-10-22,0.0
2013-10-23,0.6452
2013-10-24,-4.4872
2013-10-25,-2.6846
2013-10-28,3.4483
2013-10-29,0.0
2013-10-30,0.0
2013-10-31,0.6542
2013-11-01,-3.9616
2013-11-04,2.7586
2013-11-06,3.3557
2013-11-07,7.1429
2013-11-08,-6.0606
2013-11-11,-2.5806
2013-11-12,7.2848
2013-11-15,-1.2346
2013-11-19,5.625
2013-11-20,0.0
2013-11-21,6.5089
2013-11-22,7.2222
2013-11-25,-2.0725
2013-11-26,0.0
2013-11-27,-15.3439
2013-12-03,-6.25
2013-12-04,20.0
2013-12-06,2.2222
2013-12-09,-3.2609
2013-12-12,-0.5618
2013-12-16,0.0
2013-12-17,11.2994
2013-12-18,-8.6294
2013-12-19,11.6667
2013-12-20,1.4925
2013-12-23,-0.9804
2013-12-24,2.9703
2013-12-30,-6.25
2013-12-31,-2.5641
2014-01-02,-2.6316
2014-01-06,2.7027
2014-01-07,-7.8947
2014-01-08,2.8571
2014-01-10,44.4444
2014-01-13,-3.0769
2014-01-15,-0.7937
2014-01-16,4.0
2014-01-17,-7.6923
2014-01-22,-26.6667
2014-01-23,-0.5682
2014-01-28,-16.0
2014-01-29,2.0408
2014-01-30,13.3333
2014-01-31,12.3529
2014-02-03,-22.5131
2014-02-04,0.0
2014-02-05,24.3243
2014-02-06,8.6957
2014-02-07,10.0
2014-02-10,-18.1818
2014-02-11,-16.1111
2014-02-12,4.6358
2014-02-14,7.5949
2014-02-18,0.0
2014-02-19,0.0
2014-02-21,2.9412000000000003
2014-02-24,11.4286
2014-02-25,15.3846
2014-02-28,22.2222
2014-03-04,1.8182
2014-03-05,-1.7856999999999998
2014-03-06,0.0
2014-03-07,0.0
2014-03-10,0.0
2014-03-11,0.0
2014-03-12,-10.5455
2014-03-13,7.3171
2014-03-14,-3.0303
2014-03-17,5.0781
2014-03-18,-4.8327
2014-03-19,-3.9063
2014-03-21,-6.5041
2014-03-24,-13.0435
2014-03-25,12.5
2014-03-26,-2.2222
2014-03-27,2.2727
2014-03-28,-11.1111
2014-03-31,-25.0
2014-04-01,16.0
2014-04-02,-13.7931
2014-04-03,0.0
2014-04-07,0.6667
2014-04-08,14.5695
