ticker,IGRU US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-10-12,0.0
2005-11-03,0.0
2005-11-04,0.0
2005-11-07,-0.381
2005-11-23,0.0
2005-12-06,0.3824
2005-12-09,-3.8095
2005-12-12,-0.9901
2005-12-30,0.2
2006-01-20,3.7923999999999998
2006-01-24,0.0
2006-02-06,0.9615
2006-02-27,0.0
2006-03-01,92.381
2006-03-07,-65.3465
2006-03-08,44.5714
2006-03-14,0.7905
2006-03-28,0.0
2006-03-29,-0.3922
2006-04-21,0.3937
2006-04-28,0.0
2006-05-10,-9.8039
2006-05-19,0.0
2006-05-22,0.0
2006-05-23,0.0
2006-05-24,2.6087
2006-05-25,2.1186
2006-05-26,2.4896
2006-05-30,2.0243
2006-05-31,-0.3968
2006-06-01,0.7968
2006-06-02,1.581
2006-06-05,1.9455
2006-06-06,0.7634
2006-06-07,-0.3788
2006-06-08,-0.7605
2006-06-09,1.1494
2006-06-12,-3.4091
2006-06-13,3.9215999999999998
2006-06-14,-4.1509
2006-06-15,3.1496
2006-06-16,1.5267
2006-06-19,-1.5038
2006-06-20,0.0
2006-06-21,1.145
2006-06-22,0.3774
2006-06-23,-3.7594
2006-06-26,3.9063
2006-06-27,3.3835
2006-06-28,1.0909
2006-06-29,1.4388
2006-06-30,1.7730000000000001
2006-07-03,0.3484
2006-07-05,1.0417
2006-07-06,1.3746
2006-07-07,1.0169
2006-07-10,1.3423
2006-07-11,0.6623
2006-07-12,0.9868
2006-07-13,0.3257
2006-07-14,-0.974
2006-07-17,-1.9672
2006-07-18,-4.6823
2006-07-19,-3.1579
2006-07-20,-2.1739
2006-07-21,14.0741
2006-07-24,-5.5195
2006-07-25,2.0619
2006-07-26,1.0101
2006-07-27,-1.0
2006-07-28,0.3367
2006-07-31,0.0
2006-08-01,0.0
2006-08-02,-2.6846
2006-08-03,0.0
2006-08-04,-2.7586
2006-08-07,-1.4184
2006-08-08,-1.0791
2006-08-09,1.8182
2006-08-10,-1.0714
2006-08-11,-0.722
2006-08-14,0.0
2006-08-15,0.0
2006-08-16,0.0
2006-08-17,0.0
2006-08-18,0.0
2006-08-21,0.0
2006-08-22,0.0
2006-08-23,0.0
2006-08-24,0.0
2006-08-25,0.0
2006-08-28,0.0
2006-08-29,0.0
2006-08-30,0.3636
2006-08-31,-0.3623
2006-09-01,0.3636
2006-09-05,-2.1739
2006-09-06,-3.7037
2006-09-07,-3.8462
2006-09-08,0.0
2006-09-11,0.8
2006-09-12,0.0
