ticker,AGGL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-04-24,-10.0
2007-04-30,2.2222
2008-06-10,-17.3913
2009-02-17,-73.1579
2010-03-26,-80.3922
2010-06-23,-80.0
2010-06-25,1150.0
2010-06-28,0.0
2010-07-01,104.0
2010-07-07,47.0588
2010-07-08,40.0
2010-10-25,-71.4286
2010-10-27,-13.3333
2011-01-07,0.0
2011-01-25,-3.8462
2011-06-01,104.0
2011-11-17,0.0
2011-11-22,7.8431
2011-12-02,-3.6364
2011-12-07,-41.5094
2011-12-22,0.0
2012-03-16,-51.6129
2012-03-28,0.0
2012-03-30,0.0
2012-04-03,0.0
2012-04-30,-13.3333
2013-04-22,-46.1538
2013-09-19,0.0
2013-12-06,-42.8571
2014-02-21,-25.0
2014-04-22,-33.3333
2014-04-29,50.0
2014-05-16,-33.3333
2014-09-02,0.0
2015-12-10,-24.375
2016-03-14,78.9256
2016-03-15,343.418
2016-03-16,-16.6667
2016-07-08,-95.0
2017-04-17,500.0
2017-04-19,566.6667
2017-04-20,0.0
2017-04-24,-10.0
2017-04-25,0.0
2017-04-26,11.1111
2017-04-28,20.0
2017-05-01,66.6667
2017-05-03,-22.5
2017-05-04,52.6411
2017-05-05,33.3509
2017-05-08,7.9239
2017-05-09,2.0283
2017-05-10,0.0
2017-05-12,0.0
2017-05-22,0.7466
2017-05-23,0.0
2017-05-24,-27.1429
2017-05-26,17.647100000000002
2017-06-14,-1.25
2017-06-21,-10.3966
2017-07-12,-3.9367
2017-07-18,-11.7647
2017-07-19,-11.1111
2017-07-28,12.5
2017-08-10,6.6667
2017-08-11,0.0
2017-08-14,0.0
2017-08-17,-21.4583
2017-08-24,3.0504
2017-09-18,-9.9099
2017-09-27,0.0
2017-10-06,-10.9714
2017-10-17,26.7651
2017-10-19,13.4177
2017-10-20,0.4464
2017-10-24,-44.4444
2017-10-30,40.0
2017-11-08,0.0
2017-11-16,0.0
2017-11-17,0.0
2017-11-22,0.0
2017-12-12,-14.2857
2017-12-15,-3.3333
2018-01-22,10.3448
2018-02-01,9.375
2018-02-06,0.0
2018-02-08,-17.1429
2018-02-21,-3.4483
2018-03-14,-7.1429
2018-03-23,0.0
2018-04-19,-23.0769
2018-06-04,60.0
2018-06-05,0.0
2018-06-06,-34.375
2018-06-07,0.0
2018-06-08,0.0
2018-06-15,0.0
2018-08-16,-28.5714
2018-08-21,66.6667
2018-08-23,120.0
2018-08-24,30.9091
2018-08-27,-2.7778
2018-08-29,-64.0
2018-10-09,118.254
2018-10-10,78.0909
2018-10-11,2.0929
2018-10-12,5.0
2018-10-15,-4.7619
2018-10-16,-25.0
2018-10-17,-6.6667
2018-10-18,34.2857
2018-10-19,0.0
2018-10-23,-25.5319
2018-10-25,32.1429
2018-10-29,-17.8378
2018-10-31,18.4211
2018-11-01,0.0
2018-11-02,-12.2222
2018-11-08,-10.1266
2018-11-13,30.9859
2018-11-16,-19.3548
2018-11-26,-6.6667
2018-11-28,0.0
2018-11-29,5.7143
2018-12-03,-11.5541
2018-12-10,-8.327
2018-12-12,0.0
2018-12-21,-15.0
2018-12-24,-41.1765
2018-12-31,0.0
2019-01-03,106.6667
2019-01-04,-9.6774
2019-01-07,8.9286
2019-01-09,-18.0328
2019-01-10,22.0
2019-01-16,-16.3934
2019-01-17,1.3725
2019-01-22,-1.354
2019-01-24,7.8431
2019-01-31,-9.0909
2019-02-07,0.0
2019-02-08,-20.0
2019-02-20,0.0
2019-02-27,0.0
2019-03-07,-17.5
2019-03-08,0.0
2019-03-29,96.9697
2019-04-15,-22.9231
2019-05-03,-34.1317
2019-06-05,0.0
2019-06-13,-15.1515
2019-06-20,75.0
2019-07-09,-42.8571
2019-07-10,0.0357
2019-07-19,60.6569
2019-07-31,2.2222
2019-08-01,-4.3478
2019-08-22,-36.3409
2019-09-09,0.0
2019-09-30,64.2271
2019-10-07,-39.1304
2019-10-08,21.4286
2019-10-16,0.0
2019-10-17,2.9412000000000003
2019-10-31,-34.2857
2019-11-07,2.4435000000000002
2019-11-14,48.5443
2019-11-15,-43.9429
2019-11-19,0.0
2019-12-02,-48.9806
2019-12-05,0.0
2019-12-06,129.7702
2019-12-11,8.6957
2019-12-19,6.0
2019-12-27,-62.2642
2019-12-31,155.0
2020-01-07,-5.8824
2020-01-16,-7.9167
2020-01-21,7.4661
2020-02-04,11.5789
2020-02-07,0.0
2020-02-24,0.0
2020-03-09,-54.6792
2020-04-09,0.0
2020-05-05,0.0
2020-06-05,108.1599
2020-06-08,-75.96
2020-06-10,282.6955
2020-07-29,8.6957
