ticker,TCNT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-08-13,1.9048
2015-08-14,-1.8692
2015-08-17,7.4286
2015-08-18,-11.3475
2015-08-21,-20.0
2015-08-24,-25.0
2015-08-25,-16.6667
2015-08-26,-20.0
2015-08-27,-49.5
2015-08-28,0.9901
2015-08-31,-80.3922
2015-09-01,400.0
2015-09-02,1.0
2015-09-03,0.0
2015-09-08,0.0
2015-09-09,-0.9901
2015-09-24,-49.0
2015-10-15,0.0
2015-11-04,96.0784
2016-01-06,-90.0
2016-03-17,0.0
2016-04-07,1000.0
2016-04-08,13.6364
2016-04-11,-4.0
2016-04-27,-15.8333
2016-04-29,58.4158
2016-05-18,-6.25
2016-07-06,-20.0
2016-07-15,29.1667
2016-07-20,-22.5806
2016-08-30,0.0
2016-09-02,0.0
2016-09-27,0.0
2017-02-06,58.3333
2017-02-22,-5.2632
2017-02-27,-5.5556
2017-06-05,-1.1764999999999999
2017-06-06,1.1905000000000001
2017-06-07,0.0
2017-07-28,5.8824
2017-07-31,122.2222
2017-08-01,-18.75
2017-08-02,38.4615
2017-08-03,-22.2222
2017-08-04,25.7143
2017-08-07,-4.5455
2017-08-08,-16.1905
2017-08-09,-7.6705
2017-08-10,7.6923
2017-08-11,-14.2857
2017-08-14,0.0
2017-08-15,-3.3333
2017-08-16,-20.6897
2017-08-17,-8.6957
2017-08-18,-4.7619
2017-08-22,0.0
2017-08-23,-12.5
2017-08-31,14.2857
2017-09-01,5.0
2017-09-06,4.3333
2017-09-07,13.6467
2017-09-15,-29.3173
2017-09-26,42.0455
2017-09-27,-24.0
2017-09-28,-9.473700000000001
2017-09-29,-11.3953
2017-10-02,-3.5433
2017-10-05,2.0408
2017-10-06,-6.6667
2017-10-09,25.0
2017-10-10,0.6286
2017-10-11,-11.414
2017-10-12,1.9231
2017-10-13,-0.0063
2017-10-18,-2.5725
2017-10-19,-3.1633
2017-10-23,-3.3266999999999998
2017-10-25,-0.0069
2017-11-01,-13.7931
2017-11-06,0.0
2017-11-07,28.0
2017-11-16,-26.4375
2017-11-17,1.9541
2017-11-21,-16.6667
2017-11-22,5.0
2017-11-29,0.0
2017-11-30,-4.7619
2017-12-01,-5.0
2017-12-07,-5.2632
2017-12-11,0.0
2017-12-19,0.0
2017-12-29,-11.1111
2018-02-06,10.55
2018-02-09,1.7639
2018-03-14,-22.2222
2018-03-16,28.5714
2018-05-10,-33.3333
2018-06-22,20.8333
2018-08-15,3.5766
2018-08-17,26.643
2018-09-11,-18.2229
2018-11-05,28.5843
2018-11-15,194.0
2018-11-16,-48.2993
2018-11-19,-3.2895
2018-11-21,31.2925
2018-11-26,-47.6684
2018-11-28,-0.9901
2018-12-04,45.0
2018-12-10,-31.0345
2018-12-12,1.0
2018-12-17,18.8119
2019-01-07,-33.3333
2019-01-09,12.5
2019-03-05,-27.7778
2019-03-06,38.4615
2019-03-20,-43.3333
2019-03-21,0.0
2019-03-27,-19.6078
2019-05-02,143.9024
2019-05-03,40.0
2019-05-06,21.4286
2019-05-07,-11.7647
2019-05-08,-30.0
2019-05-09,0.0
2019-05-14,18.0952
2019-05-21,-20.1613
2019-05-30,-48.4848
2019-06-06,152.9412
2019-06-07,-22.4806
2019-06-11,0.0
2019-06-12,29.0
2019-07-05,-41.8605
2019-07-08,0.0
2019-07-17,0.0133
2019-07-18,0.0
2019-07-23,0.0
2019-07-31,0.0
2019-08-07,-0.0133
2019-08-21,-16.6667
2019-09-17,60.0
2019-09-19,0.0
2019-10-29,25.0
2019-11-06,-19.2
2020-02-11,-67.3267
2020-02-14,203.0303
2020-03-10,-20.0
2020-03-11,0.0
2020-03-12,0.0
2020-03-16,-6.25
2020-03-17,-33.3333
2020-05-01,-20.0
2020-05-07,0.0
2020-05-08,-16.675
2020-05-11,0.0
