ticker,GEGI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-06-30,0.0
2006-07-06,0.0
2006-08-01,-76.0
2006-08-02,108.3333
2006-08-03,20.0
2006-08-08,-33.3333
2006-08-14,25.0
2006-08-15,12.0
2006-08-16,-24.2857
2006-08-17,-0.9434
2006-08-18,-2.8571
2006-08-21,0.9804
2006-08-24,-0.9709
2006-08-28,0.0
2006-08-31,0.0
2006-09-05,0.0
2006-09-07,0.0
2006-09-08,-36.2745
2006-09-11,15.3846
2006-09-13,13.3333
2006-09-14,0.0
2006-09-28,0.0
2006-10-04,-41.1765
2006-10-05,50.0
2006-10-18,-6.6667
2006-11-03,7.1429
2006-12-06,-2.6667
2006-12-11,0.0
2007-01-05,-24.6575
2007-01-09,36.3636
2007-01-16,0.0
2007-01-22,-16.6667
2007-01-23,12.0
2007-02-14,5.7143
2007-02-15,1.3514
2007-02-16,0.0
2007-02-20,-26.6667
2007-02-21,27.2727
2007-02-22,-45.7143
2007-02-23,34.2105
2007-02-27,-41.1765
2007-02-28,33.3333
2007-03-01,12.5
2007-03-06,13.3333
2007-03-07,7.8431
2007-03-08,9.0909
2007-03-12,0.0
2007-03-14,-15.0
2007-03-15,17.647100000000002
2007-03-19,-15.0
2007-03-22,7.8431
2007-03-26,-23.6364
2007-03-27,0.0
2007-03-28,-45.2381
2007-03-29,0.0
2007-03-30,39.1304
2007-04-02,6.25
2007-04-03,-11.7647
2007-04-04,0.0
2007-04-05,0.0
2007-04-09,0.0
2007-04-10,-13.3333
2007-04-11,3.8462
2007-04-12,-33.3333
2007-04-13,94.4444
2007-04-16,5.7143
2007-04-17,0.0
2007-04-18,-18.9189
2007-04-19,-6.6667
2007-04-20,-17.8571
2007-04-23,13.0435
2007-04-24,7.6923
2007-04-25,17.8571
2007-04-27,-12.1212
2007-04-30,-6.8966
2007-05-01,29.6296
2007-05-02,-25.7143
2007-05-03,46.1538
2007-05-04,-21.0526
2007-05-07,-16.6667
2007-05-08,-20.0
2007-05-09,15.0
2007-05-10,0.0
2007-05-14,0.0
2007-05-15,-13.0435
2007-05-16,10.0
2007-05-17,-4.5455
2007-05-18,0.0
2007-05-21,-28.5714
2007-05-22,33.3333
2007-05-23,-25.0
2007-05-25,-6.6667
2007-05-30,21.4286
2007-05-31,-41.1765
2007-06-01,-20.0
2007-06-04,50.0
2007-06-05,0.0
2007-06-06,25.0
2007-06-07,-6.6667
2007-06-08,21.4286
2007-06-11,-11.7647
2007-06-12,-13.3333
