ticker,MMEX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-02-05,1.6667
2009-02-06,1.6393
2009-02-09,1.6129
2009-02-10,4.7619
2009-02-11,0.0
2009-02-12,1.5152
2009-02-13,-1.791
2009-02-17,1.2158
2009-02-18,2.1021
2009-02-19,0.0
2009-02-20,0.2941
2009-02-23,0.5865
2009-02-24,0.0
2009-02-27,0.0
2009-03-02,0.0
2009-03-04,0.0
2009-03-05,0.0
2009-03-06,-0.8746
2009-03-09,1.4706000000000001
2009-03-10,-0.5797
2009-03-11,-1.4577
2009-03-12,0.0
2009-03-13,-0.5917
2009-03-16,-0.2976
2009-03-17,0.8955
2009-03-18,-0.8876
2009-03-19,0.8955
2009-03-23,0.0
2009-03-24,0.2959
2009-03-25,-0.295
2009-03-26,0.2959
2009-03-27,0.0
2009-03-30,-0.59
2009-03-31,0.2967
2009-04-01,0.0
2009-04-02,1.1834
2009-04-03,0.8772
2009-04-06,1.4493
2009-04-07,1.4285999999999999
2009-04-08,0.8451
2009-04-09,1.9553
2009-04-13,-0.5479
2009-04-14,0.551
2009-04-15,-1.9178
2009-04-16,1.9553
2009-04-17,0.0
2009-04-20,1.3699
2009-04-21,0.0
2009-04-22,1.3514
2009-04-23,0.0
2009-04-24,0.0
2009-04-27,-0.8
2009-04-28,0.5376
2009-04-29,-1.0695000000000001
2009-04-30,1.3514
2009-05-01,-0.8
2009-05-04,5.1075
2009-05-05,1.023
2009-05-06,0.0
2009-05-07,0.7595
2009-05-08,-3.0151
2009-05-11,1.5544
2009-05-12,0.7653
2009-05-13,1.2658
2009-05-14,1.25
2009-05-15,2.4691
2009-05-18,0.4819
2009-05-19,0.7194
2009-05-20,1.1905000000000001
2009-05-21,-2.3529
2009-05-22,0.7229
2009-05-26,-4.3062000000000005
2009-05-27,0.0
2009-05-28,0.0
2009-05-29,0.0
2009-06-01,1.25
2009-06-02,1.7284000000000002
2009-06-03,1.9417
2009-06-04,2.3810000000000002
2009-06-05,0.6977
2009-06-08,0.4619
2009-06-09,0.0
2009-06-10,0.0
2009-06-11,0.0
2009-06-12,0.0
2009-06-15,0.2299
2009-06-16,-3.6696999999999997
2009-06-17,3.8095
2009-06-18,0.0
2009-06-22,0.0
2009-06-23,0.0
2009-06-24,0.0
2009-06-25,4.3578
2009-06-26,2.1978
2009-06-29,2.1505
2009-06-30,4.2105
2009-07-01,2.0202
2009-07-02,1.9802
2009-07-06,0.9709
2009-07-07,1.9231
2009-07-08,0.0
2009-07-09,1.8868
