ticker,BILL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-12-12,61.3636
2019-12-13,9.8028
2019-12-16,-6.6701
2019-12-17,1.7042000000000002
2019-12-18,2.8108
2019-12-19,0.4206
2019-12-20,-0.1571
2019-12-23,1.6256
2019-12-24,3.3282
2019-12-26,-2.6217
2019-12-27,-1.0769
2019-12-30,-4.2768
2019-12-31,3.0328
2020-01-02,1.7083
2020-01-03,-1.7829000000000002
2020-01-06,-1.3154
2020-01-07,-2.6393
2020-01-08,3.7514
2020-01-09,2.56
2020-01-10,1.6212
2020-01-13,4.0263
2020-01-14,-0.0243
2020-01-15,-2.3618
2020-01-16,3.4414
2020-01-17,5.352
2020-01-21,0.2746
2020-01-22,6.1616
2020-01-23,-0.5374
2020-01-24,2.0748
2020-01-27,-1.3761999999999999
2020-01-28,3.6067
2020-01-29,0.891
2020-01-30,-0.3902
2020-01-31,3.7526
2020-02-03,2.2456
2020-02-04,2.8183
2020-02-05,-6.1626
2020-02-06,-2.2763999999999998
2020-02-07,15.0484
2020-02-10,6.1279
2020-02-11,2.3974
2020-02-12,3.7758000000000003
2020-02-13,-1.2869
2020-02-14,-0.5794
2020-02-18,-3.9501
2020-02-19,5.8149
2020-02-20,-4.2529
2020-02-21,-6.3717
2020-02-24,-1.8479
2020-02-25,-0.0181
2020-02-26,2.9875
2020-02-27,-6.083
2020-02-28,6.2523
2020-03-02,6.5891
2020-03-03,-3.0083
2020-03-04,0.1363
2020-03-05,-0.5276
2020-03-06,-8.2464
2020-03-09,-16.6138
2020-03-10,7.424
2020-03-11,-6.224
2020-03-12,-10.9434
2020-03-13,-0.4237
2020-03-16,-9.2616
2020-03-17,-7.2
2020-03-18,-13.1688
2020-03-19,22.1842
2020-03-20,5.856
2020-03-23,-1.297
2020-03-24,10.9145
2020-03-25,-0.6044
2020-03-26,0.2919
2020-03-27,-5.8938
2020-03-30,-3.299
2020-03-31,-8.8486
2020-04-01,-7.1637
2020-04-02,-4.7874
2020-04-03,2.7125
2020-04-06,23.3494
2020-04-07,1.8016
2020-04-08,13.5419
2020-04-09,-4.3596
2020-04-13,-4.9126
2020-04-14,4.6696
2020-04-15,-7.3802
2020-04-16,-2.6646
2020-04-17,10.6344
2020-04-20,10.1356
2020-04-21,-2.3115
2020-04-22,5.4843
2020-04-23,-2.1384
2020-04-24,4.413
2020-04-27,8.3709
2020-04-28,4.9224
2020-04-29,8.8055
2020-04-30,-2.3383
2020-05-01,-5.3659
2020-05-04,-1.0587
2020-05-05,12.84
2020-05-06,5.9145
2020-05-07,11.1077
2020-05-08,14.2038
2020-05-11,-5.2739
2020-05-12,-0.3787
2020-05-13,-4.3214
2020-05-14,5.404
2020-05-15,-2.9027
2020-05-18,-1.4883
2020-05-19,3.1266
2020-05-20,-4.4713
2020-05-21,-5.7608
2020-05-22,-5.8016
2020-05-26,-3.3048
2020-05-27,-0.1864
2020-05-28,7.9689
2020-05-29,0.3892
2020-06-01,4.1499
2020-06-02,-2.854
2020-06-03,3.4062
2020-06-04,-3.4312
2020-06-05,-0.2843
2020-06-08,-3.2212
2020-06-09,3.6082
2020-06-10,6.6098
2020-06-11,-3.5867
2020-06-12,8.3529
2020-06-15,-0.2936
2020-06-16,-1.9841
2020-06-17,-0.7575
2020-06-18,7.7247
2020-06-19,0.0489
2020-06-22,3.1624
2020-06-23,-3.7283
2020-06-24,-0.5532
2020-06-25,4.4381
2020-06-26,6.2263
2020-06-29,0.0223
2020-06-30,0.5013
2020-07-01,-0.3326
2020-07-02,-1.6795
2020-07-06,0.2036
2020-07-07,-3.319
2020-07-08,5.6282
2020-07-09,1.3376000000000001
2020-07-10,-2.2580999999999998
2020-07-13,-7.2545
2020-07-14,-0.2166
2020-07-15,-0.0121
2020-07-16,-1.6764999999999999
2020-07-17,1.6928
2020-07-20,7.0688
2020-07-21,-2.58
2020-07-22,-1.2606
2020-07-23,-2.4362
2020-07-24,-1.1764999999999999
2020-07-27,0.6924
2020-07-28,2.6662
2020-07-29,7.4031
2020-07-30,0.733
2020-07-31,1.1296
