ticker,LZENF US Equity
2011-04-25,2.8846
2011-04-26,2.8037
2011-04-27,-1.8182
2011-04-28,-0.6944
2011-04-29,4.4289
2011-05-02,-8.923
2011-05-03,-0.4963
2011-05-05,-6.4039
2011-05-06,7.8947
2011-05-10,0.0
2011-05-11,-1.4634
2011-05-13,-2.9703
2011-05-16,-3.0612
2011-05-17,6.8421
2011-05-18,-1.4778
2011-05-19,9.0
2011-05-20,-6.4163
2011-05-23,-6.3783
2011-05-24,1.0471
2011-05-25,3.6269
2011-05-26,-11.7938
2011-05-27,-5.9024
2011-05-31,4.7703
2011-06-01,14.9962
2011-06-02,0.5
2011-06-03,-0.4975
2011-06-06,-2.875
2011-06-10,2.9600999999999997
2011-06-13,2.5
2011-06-14,0.0
2011-06-15,4.878
2011-06-16,-5.5814
2011-06-17,-1.9704000000000002
2011-06-20,-2.0101
2011-06-21,-2.5641
2011-06-23,-12.6316
2011-06-24,-0.6024
2011-06-27,-6.0606
2011-06-28,8.3871
2011-06-29,-5.9524
2011-06-30,7.5949
2011-07-01,3.5294
2011-07-05,12.3864
2011-07-06,-6.4712
2011-07-07,-8.6419
2011-07-11,4.726
2011-07-13,1.6949
2011-07-14,5.5556
2011-07-15,0.0
2011-07-21,-0.5263
2011-07-22,0.5291
2011-07-25,-2.6316
2011-07-26,-4.3243
2011-08-01,-1.1299
2011-08-04,-2.8571
2011-08-05,2.9412000000000003
2011-08-08,-2.2857
2011-08-09,-4.6784
2011-08-10,0.0
2011-08-11,2.4463
2011-08-12,-8.9752
2011-08-16,-6.5789
2011-08-17,-5.6338
2011-08-18,23.1343
2011-08-19,0.0
2011-08-23,-25.4545
2011-08-24,-8.8618
2011-08-25,-8.9987
2011-08-26,5.8694
2011-08-29,-2.7778
2011-08-30,-8.5714
2011-09-01,-6.25
2011-09-07,-13.3333
2011-09-09,-1.5865
2011-09-14,6.823
2011-09-15,8.5366
2011-09-20,1.1236
2011-09-21,-7.7778
2011-09-22,0.0828
2011-09-23,-9.7133
2011-09-26,-16.9167
2011-09-27,13.9418
2011-09-28,0.0
2011-09-29,0.0
2011-09-30,-1.4085
2011-10-03,0.0
2011-10-04,0.0
2011-10-06,0.0
2011-10-11,-2.8393
2011-10-13,0.1287
2011-10-14,12.2614
2011-10-18,-39.6991
2011-10-19,41.0249
2011-10-20,-14.4491
2011-10-27,16.8671
2011-10-28,0.0
2011-10-31,0.0
2011-11-01,0.0
2011-11-02,21.5385
2011-11-04,1.2658
2011-11-07,-12.5
2011-11-08,7.1429
2011-11-10,9.3333
2011-11-14,-3.6433
2011-11-15,6.6682
2011-11-16,-3.3
2011-11-29,4.908
2011-11-30,9.9415
2011-12-05,-6.2766
2011-12-08,1.1564
2011-12-12,-41.6509
2011-12-14,0.0
2011-12-16,15.3846
2011-12-19,-18.3333
2011-12-20,44.898
2011-12-21,-51.1268
2011-12-22,101.7291
2011-12-23,-17.1429
2011-12-27,-5.1724
2011-12-30,1.0
2012-01-03,20.7921
2012-01-05,-18.0328
2012-01-09,14.5455
2012-01-10,-1.5873
2012-01-11,0.0
2012-01-12,-7.1169
2012-01-17,-7.9661
2012-01-26,3.7736
2012-01-30,16.4545
2012-01-31,3.0445
2012-02-02,-16.6477
2012-02-08,27.2438
2012-02-09,-14.2857
2012-02-21,0.0
2012-02-27,21.2292
2012-02-29,-1.4264000000000001
2012-03-01,-2.371
2012-03-06,-14.2857
2012-03-13,-8.1667
2012-03-14,-18.3303
2012-03-21,38.5556
2012-03-23,-32.6383
2012-03-26,52.381
2012-03-27,3.125
2012-03-29,-24.2424
2012-03-30,0.0
2012-04-02,29.225
2012-04-03,-22.6156
2012-04-04,0.0
2012-04-05,23.975
2012-04-09,-8.046
2012-04-10,3.5088
2012-04-11,-3.3898
2012-04-12,14.0351
2012-04-13,-4.6154
2012-04-16,-11.2903
2012-04-17,-9.0909
2012-04-19,14.0
2012-04-20,-0.3509
2012-04-23,-11.9718
2012-04-24,-0.1
2012-04-26,-11.9119
2012-04-27,6.8182
2012-04-30,-8.5106
2012-05-01,-2.3256
2012-05-03,-17.8571
2012-05-07,-8.6957
2012-05-08,1.5873
2012-05-09,37.5
2012-05-10,-9.0909
2012-05-11,-2.5
2012-05-14,19.4872
2012-05-15,10.059
2012-05-16,-18.0843
2012-05-23,-6.8134
2012-05-24,-10.6003
2012-05-29,-14.2857
2012-05-30,7.3333
2012-05-31,-13.0435
2012-06-01,-8.9286
2012-06-04,-3.5294
2012-06-05,0.0
2012-06-06,12.1951
2012-06-07,-2.1739
2012-06-08,-8.8889
2012-06-13,4.065
2012-06-18,-3.9063
2012-06-19,-0.0508
2012-06-20,-10.5236
2012-07-02,127.2727
2012-07-03,-56.2
2012-07-05,6.5354
2012-07-06,53.4423
2012-07-09,8.9385
2012-07-12,4.7756
2012-07-13,-41.2664
2012-07-16,8.3333
2012-07-17,-7.6923
2012-07-19,-5.4167
2012-07-20,-18.1993
2012-07-23,-19.1518
2012-07-24,67.2773
2012-07-25,19.5122
2012-07-26,-14.7022
2012-07-27,1.5625
2012-07-30,3.8462
2012-07-31,-3.75
2012-08-01,0.0481
2012-08-02,-10.7692
2012-08-07,-18.1034
2012-08-09,0.0
2012-08-13,-3.1579
2012-08-14,-2.1739
2012-08-15,0.0
2012-08-17,-6.2153
2012-08-21,-28.9152
2012-08-22,-0.1563
2012-08-23,113.6672
2012-08-24,-2.3438
2012-08-27,-36.0
2012-08-28,55.625
2012-08-29,-11.6466
2012-08-30,13.6364
2012-08-31,-0.325
2012-09-04,16.3782
2012-09-05,-8.9655
2012-09-06,9.8485
2012-09-07,-17.2414
2012-09-10,4.1146
2012-09-11,16.058
2012-09-12,-8.6207
2012-09-13,20.3066
2012-09-14,-12.1741
2012-09-18,-5.4018
2012-09-21,-5.6159
2012-09-24,12.0
2012-09-25,6.7857
2012-09-26,-13.0435
2012-09-28,15.3846
2012-10-01,-16.6667
2012-10-02,0.0
2012-10-03,-4.0
2012-10-05,-37.5
2012-10-08,26.6667
2012-10-09,-2.6316
2012-10-10,-18.9189
2012-10-11,-11.875
2012-10-12,-5.4374
2012-10-15,44.0
2012-10-16,-11.1111
2012-10-17,-43.75
2012-10-22,-44.4444
2012-11-06,100.0
2012-11-09,-50.0
2012-11-14,40.0
2012-11-19,0.0
2012-11-23,-28.5714
2012-11-27,20.0
2012-11-28,0.0
2012-11-29,-16.6667
2012-11-30,0.0
2012-12-03,-40.0
2012-12-05,-16.6667
2012-12-06,20.0
2012-12-10,66.6667
2012-12-12,-60.0
2012-12-14,0.0
2012-12-20,80.0
2012-12-26,-44.4444
2012-12-27,0.0
2013-01-08,2.5
2013-01-15,-2.439
2013-01-17,-50.0
2013-01-24,0.0
2013-02-08,20.0
2013-02-11,-50.0
2013-02-14,-16.6667
2013-02-21,0.0
2013-02-22,0.0
2013-02-25,0.0
2013-02-26,0.0
2013-02-27,0.0
2013-02-28,0.0
2013-03-01,0.0
2013-03-04,190.0
2013-03-05,0.0
2013-03-06,0.0
2013-03-07,-51.7241
2013-03-08,7.1429
2013-03-14,113.3333
2013-03-15,0.0
2013-03-19,-50.0
2013-03-20,100.0
2013-04-01,-50.0
2013-04-03,100.0
2013-04-17,-37.5
2013-05-03,0.0
2013-05-06,140.0
2013-05-08,-58.3333
2013-05-21,0.0
2013-06-05,0.0
2013-06-18,0.0
2013-06-24,0.0
2013-07-25,-50.0
2013-07-30,490.0
2013-08-02,-83.0508
2013-08-06,0.0
2013-08-19,0.0
2013-08-29,0.0
2013-09-05,4410.0
2013-09-09,-97.7827
2013-09-10,390.0
2013-09-13,-79.5918
2013-09-26,0.0
2013-10-03,400.0
2013-10-07,-80.0
2013-10-09,440.0
2013-10-17,-58.7963
2013-10-18,-8.9888
2013-10-21,-79.0123
2013-10-23,2.9412000000000003
2013-10-29,0.0
2013-10-31,-2.8571
2013-11-22,841.1765
2013-11-25,0.0
2013-12-05,-71.5625
2013-12-10,-12.0879
2013-12-11,-56.25
2013-12-12,-2.8571
2013-12-17,164.7059
2013-12-30,0.0
2013-12-31,-62.2222
2014-01-06,841.1765
2014-01-09,50.0
2014-01-10,-33.3333
2014-01-17,0.0
2014-01-21,0.0
2014-01-29,400.0
2014-02-03,-16.0
2014-02-05,0.0
2014-02-11,7.1429
2014-02-26,-77.7778
2014-02-28,0.0
2014-03-04,0.0
2014-03-07,55.0
2014-04-10,-35.4839
2014-04-16,0.0
2014-04-17,0.0
2014-05-02,0.0
2014-05-22,0.0
2014-06-06,0.0
2014-08-01,5.0
2014-08-27,-4.7619
2014-09-02,0.0
2014-09-04,0.0
2014-09-18,0.0
2014-09-19,0.0
2014-10-13,-75.0
2014-10-16,500.0
2014-10-17,33.3333
2014-10-20,-62.5
2014-12-01,-83.3333
2014-12-22,0.0
2014-12-26,220.0
2015-01-06,-68.75
2015-01-12,0.0
2015-01-14,0.0
2015-01-16,-55.0
2015-01-26,0.0
2015-02-09,0.0
2015-02-13,88.8889
2015-03-06,2.9412000000000003
2015-05-18,-31.4286
2015-06-24,1333.3333
2015-06-25,-93.0233
2015-07-21,-20.8333
2015-07-22,0.0
2015-09-23,10.526299999999999
2015-10-07,-23.8095
2015-10-08,100.0
2015-10-12,-40.625
2015-10-27,31.5789
2015-12-04,-28.0
2015-12-08,0.0
2015-12-22,-11.1111
2015-12-28,0.0
2015-12-30,0.0
2016-01-05,0.0
2016-01-15,0.0
2016-01-21,0.0
2016-03-16,-68.75
2016-04-12,200.0
2016-04-21,113.3333
2016-04-29,0.0
2016-05-04,-84.375
2016-05-19,0.0
2016-05-20,540.0
2016-05-27,150.0
2016-07-20,0.0
2016-09-02,-30.0
2016-10-13,-80.3571
2016-11-04,18.1818
2016-11-22,1130.7692
2016-11-30,-91.875
2016-12-13,0.0
2016-12-21,0.0
2016-12-22,115.3846
2016-12-23,-50.0
2016-12-27,-7.1429
2016-12-30,0.0
2017-02-01,0.0
2017-04-05,0.0
2017-04-12,230.7692
2017-04-26,86.0465
2017-05-23,-92.5
2017-07-25,350.4
2017-08-02,-34.2806
2017-09-12,259.4595
2017-09-13,100.5013
2017-09-19,-87.5
2017-10-03,-50.0
2017-10-30,0.0
2017-11-02,100.0
2017-11-08,20.0
2017-11-14,225.0
2017-11-15,0.0
2017-11-21,23.0769
2017-12-05,-16.6667
2017-12-06,-15.0
2017-12-07,-11.7647
2017-12-11,15.0
2017-12-14,-13.0435
2017-12-18,-33.3333
2017-12-19,0.0
2017-12-21,150.0
2017-12-26,-60.0
2017-12-27,67.5
2018-01-04,-40.2985
2018-01-10,0.0
2018-02-02,-50.0
2018-02-16,-48.0
2018-05-24,53.8462
2018-05-29,0.0
2018-06-05,0.0
2018-06-27,0.0
2018-09-12,-50.0
2018-10-04,125.0
2018-10-25,111.1111
2018-11-12,-78.9474
2019-01-09,1262.5
2019-01-15,83.4862
2019-01-24,-60.0
2019-02-13,-90.0
2019-02-21,1900.0
2019-03-15,-81.25
2019-03-21,0.0
2019-04-15,-53.3333
2019-08-30,0.0
2019-09-19,-14.2857
2019-12-16,0.0
2019-12-23,0.0
2020-01-09,0.0
2020-04-07,16.6667
2020-04-29,-14.2857
2020-06-03,16.6667
