ticker,BGMO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-09-28,0.0
2006-09-29,-16.0
2006-10-13,0.0
2006-10-16,-9.5238
2006-10-23,-26.3158
2006-10-26,50.0
2006-10-27,-51.9048
2006-10-31,73.2673
2006-11-02,-42.2857
2006-11-03,0.0
2006-11-08,23.7624
2006-11-09,-11.2
2006-11-10,0.0
2006-11-13,-2.7027
2006-11-14,0.0
2006-11-15,-6.4815
2006-11-16,0.0
2006-11-21,-49.505
2006-11-22,-11.7647
2006-11-29,-22.2222
2006-12-11,-42.8571
2006-12-12,25.0
2006-12-14,-64.0
2006-12-15,66.6667
2006-12-18,33.3333
2006-12-20,20.0
2006-12-21,-16.6667
2006-12-26,55.0
2006-12-27,12.9032
2006-12-28,0.0
2006-12-29,0.0
2007-01-03,-14.2857
2007-01-09,16.6667
2007-01-10,-22.8571
2007-01-18,29.6296
2007-01-19,-25.7143
2007-01-26,-3.8462
2007-01-31,-52.0
2007-02-02,-16.6667
2007-02-09,10.0
2007-02-28,9.0909
2007-03-02,0.0
2007-03-07,233.3333
2007-03-13,-5.0
2007-03-14,-44.7368
2007-03-15,19.0476
2007-04-03,-20.0
2007-04-05,10.0
2007-04-10,9.0909
2007-04-11,-4.1667
2007-04-12,-8.6957
2007-04-16,14.2857
2007-04-17,0.0
2007-04-20,0.0
2007-04-25,-16.6667
2007-04-26,0.0
2007-04-27,25.0
2007-04-30,-28.0
2007-05-01,22.2222
2007-05-02,13.6364
2007-05-03,32.0
2007-05-04,-3.0303
2007-05-07,-6.25
2007-05-08,0.0
2007-05-09,-16.6667
2007-05-10,0.0
2007-05-11,-20.0
2007-05-16,0.0
2007-05-17,10.0
2007-05-21,18.1818
2007-05-22,-3.8462
2007-05-25,-12.0
2007-05-29,13.6364
2007-06-04,0.0
2007-06-05,-2.0
2007-06-06,22.449
2007-06-11,6.6667
2007-06-12,-25.0
2007-06-14,25.0
2007-06-18,-23.3333
2007-06-19,-8.6957
2007-06-20,0.0
2007-06-21,4.7619
2007-06-25,-18.1818
2007-06-26,0.0
2007-06-29,-16.6667
2007-07-05,33.3333
2007-07-13,0.0
2007-07-17,-50.0
2007-07-18,20.0
2007-07-23,-41.6667
2007-07-25,171.4286
2007-07-27,-34.2105
2007-08-01,28.0
2007-08-08,6.25
2007-08-09,-17.647100000000002
2007-08-10,0.0
2007-08-13,0.0
2007-08-27,7.1429
2007-08-31,0.0
2007-09-07,-6.6667
2007-09-20,-14.2857
2007-09-26,-8.3333
