ticker,TBACQ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.9009
2000-01-04,1.7856999999999998
2000-01-05,-1.7544
2000-01-06,0.0
2000-01-07,0.8929
2000-01-10,0.885
2000-01-11,-1.7544
2000-01-12,0.0
2000-01-13,0.0
2000-01-14,-3.5714
2000-01-18,0.0
2000-01-19,3.7037
2000-01-20,-3.5714
2000-01-21,5.0926
2000-01-24,-3.9648
2000-01-25,-0.9174
2000-01-26,5.0926
2000-01-27,3.9648
2000-01-28,-4.2373
2000-01-31,6.1947
2000-02-01,-5.0
2000-02-03,0.2193
2000-02-04,-0.2188
2000-02-07,0.0
2000-02-08,0.2193
2000-02-09,-1.5316999999999998
2000-02-10,3.1111
2000-02-11,-1.5086
2000-02-14,-1.5316999999999998
2000-02-15,-1.3333
2000-02-16,-4.5045
2000-02-17,1.8868
2000-02-18,0.0
2000-02-22,-1.8519
2000-02-23,-1.8868
2000-02-24,-10.5769
2000-02-25,-26.8817
2000-02-28,8.8235
2000-02-29,1.3514
2000-03-01,1.3333
2000-03-02,-1.3158
2000-03-03,4.6667
2000-03-06,1.9108
2000-03-07,-3.125
2000-03-08,-6.7742
2000-03-09,9.342600000000001
2000-03-10,-5.0633
2000-03-13,-5.3333
2000-03-14,7.0423
2000-03-15,0.0
2000-03-16,-2.6316
2000-03-17,2.027
2000-03-20,-1.6556
2000-03-21,-0.3367
2000-03-22,-2.027
2000-03-23,0.0
2000-03-24,0.0
2000-03-27,0.0
2000-03-28,-2.931
2000-03-29,-1.9538
2000-03-30,3.6231999999999998
2000-03-31,-2.0979
2000-04-03,0.0
2000-04-04,-2.8571
2000-04-05,-2.9412000000000003
2000-04-06,14.3939
2000-04-07,-8.6093
2000-04-10,3.6231999999999998
2000-04-11,0.6993
2000-04-12,-1.3889
2000-04-13,-1.4085
2000-04-14,5.7143
2000-04-17,-6.7568
2000-04-18,3.9855
2000-04-19,-5.2265
2000-04-20,-2.2059
2000-04-24,1.5038
2000-04-25,-5.1852
2000-04-26,0.0
2000-04-27,0.0
2000-04-28,1.5625
2000-05-01,0.0
2000-05-02,1.5385
2000-05-03,-3.0303
2000-05-05,-6.25
2000-05-08,2.5
2000-05-09,-11.3821
2000-05-10,2.7523
2000-05-11,0.0
2000-05-12,-3.5714
2000-05-16,4.6296
2000-05-17,-0.885
2000-05-18,1.7856999999999998
2000-05-19,0.8772
2000-05-22,1.087
2000-05-24,-1.9355
2000-05-25,-3.5088
2000-05-26,-5.4545
