ticker,ENDV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-01-03,-47.0588
2013-01-07,18.5185
2013-01-08,9.375
2013-01-09,2.8571
2013-01-10,-2.7778
2013-01-11,-20.0
2013-01-14,7.1429
2013-01-15,-13.3333
2013-01-16,-28.8462
2013-01-17,2.7027
2013-01-18,-10.526299999999999
2013-01-22,35.2941
2013-01-23,-38.6957
2013-01-24,-11.3475
2013-01-25,-20.0
2013-01-28,50.0
2013-01-29,-10.0
2013-01-30,-11.1111
2013-01-31,25.0
2013-02-01,23.3333
2013-02-04,-34.5946
2013-02-05,1.7562
2013-02-06,17.7665
2013-02-07,9.6552
2013-02-08,-22.6415
2013-02-11,0.0
2013-02-13,0.0
2013-02-14,0.0
2013-02-15,5.6911000000000005
2013-02-19,-13.7019
2013-02-20,33.7047
2013-02-21,-1.0
2013-02-22,-25.9259
2013-02-26,0.0
2013-02-27,0.0
2013-03-04,-9.0909
2013-03-12,10.0
2013-03-14,0.0
2013-03-19,0.0
2013-03-21,-27.2727
2013-03-22,1.25
2013-03-25,-25.9259
2013-03-26,0.0
2013-03-27,0.0
2013-03-28,-16.6667
2013-04-01,0.0
2013-04-04,40.0
2013-04-05,0.0
2013-04-09,-14.2857
2013-04-12,16.6667
2013-04-15,-14.2857
2013-04-16,16.6667
2013-04-17,-14.2857
2013-04-25,16.6667
2013-04-29,-28.5714
2013-05-07,39.625
2013-05-10,-14.0555
2013-05-15,16.3542
2013-05-17,-28.3796
2013-05-21,2.0
2013-05-22,37.2549
2013-05-23,0.0
2013-05-24,-26.875
2013-05-28,36.3858
2013-05-29,0.0
2013-05-31,-25.2462
2013-06-03,0.0
2013-06-13,0.0
2013-06-18,0.0
2013-06-24,-3.9520999999999997
2013-07-12,-30.1746
2013-07-19,8.5714
2013-07-23,-7.8947
2013-07-29,0.0
2013-07-31,8.5714
2013-08-01,0.0
2013-08-02,-7.8947
2013-08-05,0.0
2013-08-06,-28.5714
2013-08-07,0.0
2013-09-11,0.0
2013-09-25,0.0
2013-10-04,0.0
2013-11-01,60.0
2013-11-18,24.5313
2013-11-19,-4.6424
2013-11-22,-34.7368
2013-11-26,0.0
2013-12-03,0.0
2013-12-11,0.0
2013-12-16,0.0
2013-12-17,0.0
2013-12-23,0.0
2013-12-26,0.0
2013-12-31,0.0
2014-01-06,254.8387
2014-01-07,-4.5455
2014-01-13,-42.8571
2014-01-14,1.6667
2014-01-31,45.9016
2014-02-04,12.3596
2014-02-06,50.0
2014-02-07,26.6667
