ticker,OFSI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-09-29,10.4211
2006-10-02,-0.286
2006-10-03,-1.5295999999999998
2006-10-04,0.1165
2006-10-05,2.6959
2006-10-06,4.2493
2006-10-09,0.9964
2006-10-10,-0.4484
2006-10-11,-1.4505
2006-10-12,0.4662
2006-10-13,-1.2739
2006-10-16,-0.2765
2006-10-17,-2.8651
2006-10-18,-0.0951
2006-10-19,1.0476
2006-10-20,-1.2253
2006-10-23,-3.4351
2006-10-24,1.7787
2006-10-25,-0.4854
2006-10-26,6.3415
2006-10-27,-2.2936
2006-10-30,0.1878
2006-10-31,-1.687
2006-11-01,0.0953
2006-11-02,-2.6667
2006-11-03,1.6699000000000002
2006-11-06,-0.9662
2006-11-07,2.439
2006-11-08,-0.4762
2006-11-09,-0.9569
2006-11-10,-0.9662
2006-11-13,-0.9756
2006-11-14,1.4778
2006-11-15,-0.6796
2006-11-16,2.6393
2006-11-17,2.3810000000000002
2006-11-20,-3.814
2006-11-21,0.0
2006-11-22,-0.0967
2006-11-24,-0.7744
2006-11-27,-0.2927
2006-11-28,-0.5871
2006-11-29,3.1496
2006-11-30,-2.1947
2006-12-01,-1.3659
2006-12-04,0.8902
2006-12-05,0.0
2006-12-06,-0.4902
2006-12-07,0.0
2006-12-08,0.0985
2006-12-11,1.3780000000000001
2006-12-12,0.4854
2006-12-13,0.4831
2006-12-14,-2.2115
2006-12-15,0.1967
2006-12-18,0.3582
2006-12-19,-0.7481
2006-12-20,0.6897
2006-12-21,0.3914
2006-12-22,-1.5582
2006-12-26,1.4839
2006-12-27,0.4744
2006-12-28,0.0134
2006-12-29,1.165
2007-01-03,-0.6718
2007-01-04,-1.4493
2007-01-05,1.4706000000000001
2007-01-08,-0.4831
2007-01-09,-0.0971
2007-01-10,-0.2915
2007-01-11,0.2924
2007-01-12,0.0
2007-01-16,-0.0972
2007-01-17,-1.2646
2007-01-18,-0.4926
2007-01-19,1.1881
2007-01-22,-0.1957
2007-01-23,0.8811
2007-01-24,-0.7762
2007-01-25,0.1959
2007-01-26,-1.173
2007-01-29,0.5935
2007-01-30,-1.7699
2007-01-31,0.1001
2007-02-01,0.0
2007-02-02,-0.3988
2007-02-05,0.7015
2007-02-06,0.997
2007-02-07,0.4936
2007-02-08,0.1974
2007-02-09,-0.4938
2007-02-12,-0.9889
2007-02-13,0.8
2007-02-14,-0.9921
2007-02-15,0.2004
2007-02-16,-0.2
2007-02-20,0.501
2007-02-21,-0.997
