ticker,NINE US Equity
2018-06-08,-5.8487
2018-06-11,0.6415
2018-06-12,-0.369
2018-06-13,3.3333
2018-06-14,-1.2056
2018-06-15,-0.2639
2018-06-18,0.3968
2018-06-19,1.1528
2018-06-20,5.4054
2018-06-21,-0.8032
2018-06-22,5.2009
2018-06-25,-2.2795
2018-06-26,-0.8785
2018-06-27,0.1834
2018-06-28,0.7932
2018-06-29,0.2421
2018-07-02,-3.5023999999999997
2018-07-03,-2.6283
2018-07-05,0.3535
2018-07-06,3.074
2018-07-09,2.7027
2018-07-10,-0.7562
2018-07-11,-3.4136
2018-07-12,-0.4418
2018-07-13,0.3803
2018-07-16,-3.5996
2018-07-17,1.1464
2018-07-18,2.3964
2018-07-19,-2.5617
2018-07-20,4.1545
2018-07-23,-1.9321000000000002
2018-07-24,-7.6899
2018-07-25,-2.3407999999999998
2018-07-26,-0.564
2018-07-27,2.3396
2018-07-30,1.8012000000000001
2018-07-31,-0.6125
2018-08-01,-1.7117
2018-08-02,0.3831
2018-08-03,-0.0694
2018-08-06,-0.1042
2018-08-07,0.2781
2018-08-08,-0.6586
2018-08-09,1.3259
2018-08-10,1.4118
2018-08-13,-1.562
2018-08-14,-2.4491
2018-08-15,-0.5658
2018-08-16,2.4538
2018-08-17,3.1239
2018-08-20,1.4137
2018-08-21,2.456
2018-08-22,0.4535
2018-08-23,-1.2899
2018-08-24,-0.8494
2018-08-27,2.1746
2018-08-28,-0.7417
2018-08-29,0.5848
2018-08-30,-3.9729
2018-08-31,0.8409
2018-09-04,-1.7345000000000002
2018-09-05,0.9165
2018-09-06,-4.7427
2018-09-07,-3.4605
2018-09-10,6.7301
2018-09-11,4.5236
2018-09-12,1.3443
2018-09-13,0.9706
2018-09-14,1.3457
2018-09-17,-4.2049
2018-09-18,5.0825
2018-09-19,2.1357
2018-09-20,-0.0923
2018-09-21,1.6313
2018-09-24,-1.3628
2018-09-25,1.0132
2018-09-26,-7.5988
2018-09-27,0.0987
2018-09-28,0.4929
2018-10-01,3.2701000000000002
2018-10-02,2.8816
2018-10-03,-0.1539
2018-10-04,-0.4316
2018-10-05,0.6192
2018-10-08,2.1538
2018-10-09,4.6687
2018-10-10,-3.8273
2018-10-11,0.5685
2018-10-12,5.5936
2018-10-15,8.1713
2018-10-16,1.2243
2018-10-17,0.5147
2018-10-18,-2.0737
2018-10-19,-2.3529
2018-10-22,-1.8474
2018-10-23,-3.0824
2018-10-24,-2.8427
2018-10-25,2.752
2018-10-26,1.8607
2018-10-29,-4.4561
2018-10-30,2.781
2018-10-31,4.3687000000000005
2018-11-01,-2.0254
2018-11-02,0.4961
2018-11-05,-0.7131
2018-11-06,-1.4365
2018-11-07,0.7287
2018-11-08,-1.8086
2018-11-09,-0.3684
2018-11-12,-4.5506
2018-11-13,-10.3695
2018-11-14,-0.7314
2018-11-15,-1.6745
2018-11-16,3.6104000000000003
2018-11-19,5.5884
2018-11-20,-7.7522
2018-11-21,0.3712
2018-11-23,-3.3289
2018-11-26,0.8
2018-11-27,-3.7267
2018-11-28,3.0108
2018-11-29,-1.183
2018-11-30,-0.7746
2018-12-03,1.313
2018-12-04,-7.5306
2018-12-06,-3.4848
2018-12-07,-0.6279
2018-12-10,-3.3175
2018-12-11,-7.2712
2018-12-12,3.7445
2018-12-13,-1.9108
2018-12-14,0.6494
2018-12-17,0.8172
2018-12-18,-1.9198
2018-12-19,-3.9582
2018-12-20,-0.5888
2018-12-21,-2.2779
2018-12-24,-4.1492
2018-12-26,7.1498
2018-12-27,-0.7717
2018-12-28,0.8234
2018-12-31,2.2686
2019-01-02,1.9077
2019-01-03,0.6095
2019-01-04,5.0195
2019-01-07,2.8842
2019-01-08,-3.4041
2019-01-09,2.4461
2019-01-10,0.0405
2019-01-11,-1.4968
2019-01-14,-2.0123
2019-01-15,3.1852
2019-01-16,2.9245
2019-01-17,-1.7758
2019-01-18,-0.2009
2019-01-22,-2.2142
2019-01-23,-4.3639
2019-01-24,1.5928
2019-01-25,4.9576
2019-01-28,-2.4627
2019-01-29,-1.6141999999999999
2019-01-30,1.0937999999999999
2019-01-31,-0.2081
2019-02-01,2.794
2019-02-04,0.568
2019-02-05,3.1868
2019-02-06,-1.4855
2019-02-07,-6.1905
2019-02-08,0.5499
2019-02-11,1.3883
2019-02-12,0.166
2019-02-13,0.2486
2019-02-14,1.7355
2019-02-15,3.4119
2019-02-19,0.0786
2019-02-20,1.8446
2019-02-21,-2.2736
2019-02-22,0.9069
2019-02-25,0.7034
2019-02-26,-0.5433
2019-02-27,0.4682
2019-02-28,1.8252000000000002
2019-03-01,0.3814
2019-03-04,1.4058
2019-03-05,-3.2222
2019-03-06,-3.252
2019-03-07,-13.5254
2019-03-08,-0.6478
2019-03-11,4.285
2019-03-12,-0.3126
2019-03-13,1.4337
2019-03-14,-1.0159
2019-03-15,-1.4726
2019-03-18,5.3442
2019-03-19,-1.5476999999999999
2019-03-20,2.8384
2019-03-21,0.8493
2019-03-22,-4.5895
2019-03-25,-1.8535
2019-03-26,2.7428
2019-03-27,-0.4814
2019-03-28,1.6711
2019-03-29,-2.0329
2019-04-01,6.755
2019-04-02,-2.1092
2019-04-03,-2.5770999999999997
2019-04-04,2.4718
2019-04-05,1.862
2019-04-08,-0.8725
2019-04-09,-2.5566
2019-04-10,-1.9355
2019-04-11,-3.5088
2019-04-12,1.0455
2019-04-15,-3.7786999999999997
2019-04-16,0.2805
2019-04-17,-1.7715999999999998
2019-04-18,-1.0916
2019-04-22,5.5182
2019-04-23,0.2729
2019-04-24,-2.2676
2019-04-25,-3.6195
2019-04-26,-0.674
2019-04-29,-0.1454
2019-04-30,-2.2816
2019-05-01,-4.5206
2019-05-02,2.1332
2019-05-03,1.0698
2019-05-06,2.4698
2019-05-07,0.0984
2019-05-08,8.9926
2019-05-09,-0.6763
2019-05-10,0.9079
2019-05-13,-4.6784
2019-05-14,2.5012
2019-05-15,1.6114000000000002
2019-05-16,1.6312
2019-05-17,-1.5158
2019-05-20,-3.2594
2019-05-21,0.1872
2019-05-22,-2.4288
2019-05-23,-6.1752
2019-05-24,-0.6633
2019-05-28,-1.6949
2019-05-29,-1.8809
2019-05-30,-4.6858
2019-05-31,-5.5866
2019-06-03,0.6509
2019-06-04,3.8213
2019-06-05,-5.5493
2019-06-06,-0.5396
2019-06-07,0.6028
2019-06-10,-0.1797
2019-06-11,-0.12
2019-06-12,-4.8678
2019-06-13,4.3588000000000005
2019-06-14,-3.753
2019-06-17,5.5346
2019-06-18,3.4565
2019-06-19,-0.576
2019-06-20,5.2144
2019-06-21,-3.7996
2019-06-24,-3.2055
2019-06-25,-0.6505
2019-06-26,-1.6071
2019-06-27,-1.3914
2019-06-28,6.319
2019-07-01,-1.7888
2019-07-02,-6.1692
2019-07-03,-1.6280999999999999
2019-07-05,1.5913
2019-07-08,-0.4386
2019-07-09,-1.825
2019-07-10,0.7051
2019-07-11,-0.2546
2019-07-12,-1.3401
2019-07-15,-5.8215
2019-07-16,-2.9533
2019-07-17,-3.7509
2019-07-18,-1.25
2019-07-19,0.6701
2019-07-22,2.145
2019-07-23,0.1448
2019-07-24,0.2892
2019-07-25,-6.4888
2019-07-26,-0.1542
2019-07-29,-7.3359
2019-07-30,2.9167
2019-07-31,4.2105
2019-08-01,-6.1383
2019-08-02,-2.649
2019-08-05,-5.6973
2019-08-06,-5.5906
2019-08-07,1.3372
2019-08-08,-2.0735
2019-08-09,-5.3898
2019-08-12,-5.9003
2019-08-13,-3.6757
2019-08-14,-6.2851
2019-08-15,-7.9042
2019-08-16,0.7802
2019-08-19,2.4516
2019-08-20,-1.1335
2019-08-21,-3.1847
2019-08-22,-10.3947
2019-08-23,-5.8737
2019-08-26,-5.3042
2019-08-27,-3.6244
2019-08-28,0.8547
2019-08-29,-1.6949
2019-08-30,-5.5172
2019-09-03,-7.6642
2019-09-04,4.5455
2019-09-05,2.4575
2019-09-06,-0.738
2019-09-09,13.7546
2019-09-10,4.5752
2019-09-11,5.9375
2019-09-12,-3.5398
2019-09-13,-1.2232
2019-09-16,14.7059
2019-09-17,-3.7786999999999997
2019-09-18,-0.2805
2019-09-19,-0.7032
2019-09-20,-4.6742
2019-09-23,-0.2972
2019-09-24,-7.1535
2019-09-25,-2.8891999999999998
2019-09-26,0.3306
2019-09-27,0.9885
2019-09-30,0.6525
2019-10-01,-4.8622
2019-10-02,-1.8739
2019-10-03,2.0833
2019-10-04,-1.3605
2019-10-07,2.4138
2019-10-08,-5.2189
2019-10-09,-5.6838
2019-10-10,-3.2015000000000002
2019-10-11,4.8638
2019-10-14,-3.525
2019-10-15,-0.5769
2019-10-16,-3.675
2019-10-17,5.8233
2019-10-18,-2.0873
2019-10-21,2.5194
2019-10-22,5.482
2019-10-23,0.3584
2019-10-24,-5.5357
2019-10-25,5.482
2019-10-28,1.6129
2019-10-29,1.94
2019-10-30,-7.4394
2019-10-31,5.6075
2019-11-01,5.4867
2019-11-04,7.2148
2019-11-05,-0.4695
2019-11-06,-7.2327
2019-11-07,-3.2203
2019-11-08,-13.8354
2019-11-11,21.3415
2019-11-12,-5.0251
2019-11-13,-1.4109
2019-11-14,-1.4311
2019-11-15,2.5408
2019-11-18,-9.5575
2019-11-19,-7.8278
2019-11-20,-6.3694
2019-11-21,7.9365
2019-11-22,1.2605
2019-11-25,4.1494
2019-11-26,0.3984
2019-11-27,1.5873
2019-11-29,7.0313
2019-12-02,0.365
2019-12-03,-16.1818
2019-12-04,3.2538
2019-12-05,4.4118
2019-12-06,10.664
2019-12-09,2.5455
2019-12-10,5.4965
2019-12-11,-3.1933
2019-12-12,7.2917
2019-12-13,6.1489
2019-12-16,6.4024
2019-12-17,1.2894
2019-12-18,-0.2829
2019-12-19,1.7021
2019-12-20,-0.2789
2019-12-23,7.8322
2019-12-24,1.9455
2019-12-26,-1.2723
2019-12-27,-1.2887
2019-12-30,0.1305
2019-12-31,1.9557
2020-01-02,-2.046
2020-01-03,7.5718
2020-01-06,21.6019
2020-01-07,-4.3911999999999995
2020-01-08,-8.5595
2020-01-09,0.0
2020-01-10,6.1644
2020-01-13,-4.8387
2020-01-14,-1.6949
2020-01-15,-8.1609
2020-01-16,-4.7559000000000005
2020-01-17,-4.7306
2020-01-21,-9.5172
2020-01-22,-4.4207
2020-01-23,-5.2632
2020-01-24,1.0101
2020-01-27,-6.1667
2020-01-28,6.2167
2020-01-29,-7.5251
2020-01-30,-6.1483
2020-01-31,-6.7437000000000005
2020-02-03,-1.6529
2020-02-04,-4.4118
2020-02-05,12.0879
2020-02-06,-2.7451
2020-02-07,-3.4274
2020-02-10,-7.9332
2020-02-11,5.6689
2020-02-12,12.8755
2020-02-13,1.7109999999999999
2020-02-14,3.1776
2020-02-18,1.8115999999999999
2020-02-19,2.1352
2020-02-20,1.2195
2020-02-21,-6.7126
2020-02-24,-7.3801
2020-02-25,-10.3586
2020-02-26,-8.0
2020-02-27,3.6231999999999998
2020-02-28,-5.3613
2020-03-02,-12.5616
2020-03-03,-12.3944
2020-03-04,10.6109
2020-03-05,-11.3372
2020-03-06,-29.1803
2020-03-09,-37.037
2020-03-10,-19.1176
2020-03-11,-2.7273
2020-03-12,0.9346
2020-03-13,-12.037
2020-03-16,-4.2
2020-03-17,-1.1098
2020-03-18,-57.7778
2020-03-19,105.2632
2020-03-20,16.5641
2020-03-23,-14.3753
2020-03-24,36.1593
2020-03-25,0.9434
2020-03-26,-10.6355
2020-03-27,-26.4798
2020-03-30,6.6856
2020-03-31,7.7733
2020-04-01,-7.2127
2020-04-02,2.6667
2020-04-03,0.7403
2020-04-06,10.0297
2020-04-07,5.3544
2020-04-08,0.089
2020-04-09,0.0
2020-04-13,-4.4111
2020-04-14,-0.8718
2020-04-15,-0.7856
2020-04-16,-3.9356999999999998
2020-04-17,10.7037
2020-04-20,-8.8575
2020-04-21,-8.0722
2020-04-22,11.1686
2020-04-23,4.9397
2020-04-24,0.4662
2020-04-27,3.7574
2020-04-28,-3.9375999999999998
2020-04-29,7.8687000000000005
2020-04-30,52.6316
2020-05-01,-16.5517
2020-05-04,-4.1322
2020-05-05,-3.4483
2020-05-06,-4.4643
2020-05-07,21.4953
2020-05-08,8.461500000000001
2020-05-11,15.6028
2020-05-12,24.5399
2020-05-13,-16.2562
2020-05-14,-0.5882
2020-05-15,1.1834
2020-05-18,6.4327
2020-05-19,-10.4396
2020-05-20,9.2025
2020-05-21,-1.6854
2020-05-22,-5.7143
2020-05-26,6.6667
2020-05-27,11.3636
2020-05-28,14.7959
2020-05-29,-9.7778
2020-06-01,-0.4926
2020-06-02,-6.4356
2020-06-03,5.8201
2020-06-04,13.0
2020-06-05,15.9292
2020-06-08,45.8015
2020-06-09,2.356
2020-06-10,-19.4373
2020-06-11,-13.9683
2020-06-12,7.3801
2020-06-15,0.3436
2020-06-16,-4.7945
2020-06-17,-9.7122
2020-06-18,-4.3825
2020-06-19,-2.0833
2020-06-22,-7.6596
2020-06-23,7.8341
2020-06-24,-14.1026
2020-06-25,2.9851
2020-06-26,-5.7971
2020-06-29,3.0769
2020-06-30,-2.9851
2020-07-01,-4.6154
2020-07-02,5.3763
2020-07-06,-1.5306
2020-07-07,-1.5544
2020-07-08,-4.2105
2020-07-09,-11.538499999999999
2020-07-10,-1.2422
2020-07-13,-3.7736
2020-07-14,3.9215999999999998
2020-07-15,25.1572
2020-07-16,11.5578
2020-07-17,-9.9099
2020-07-20,-10.0
2020-07-21,13.3333
2020-07-22,-2.451
2020-07-23,0.5025
2020-07-24,-2.5
2020-07-27,-5.641
2020-07-28,3.8043
2020-07-29,4.1885
2020-07-30,-4.5226
2020-07-31,-2.1053
