ticker,MOHO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-11-08,1.0
2019-11-11,-0.9901
2019-11-12,-0.2
2019-11-13,-0.3006
2019-11-14,-1.005
2019-11-15,-1.0152
2019-11-18,5.8462
2019-11-19,-4.2636
2019-11-20,-2.0243
2019-11-21,-4.8151
2019-11-22,-0.9106
2019-11-25,-0.8762
2019-11-26,-11.4917
2019-11-27,5.6342
2019-11-29,-7.6974
2019-12-02,1.2804
2019-12-03,8.7231
2019-12-04,1.0465
2019-12-05,0.1151
2019-12-06,-0.1724
2019-12-09,0.6333
2019-12-10,-6.8535
2019-12-11,1.2161
2019-12-12,-0.9175
2019-12-13,-0.5438
2019-12-16,0.0677
2019-12-17,-4.0059
2019-12-18,-1.9231
2019-12-19,-7.7647
2019-12-20,2.6077
2019-12-23,4.0055
2019-12-24,-3.3572
2019-12-26,-10.6799
2019-12-27,-13.8462
2019-12-30,3.5714
2019-12-31,-0.0862
2020-01-02,6.6437
2020-01-03,8.4142
2020-01-06,-1.4925
2020-01-07,-5.0409
2020-01-08,37.2202
2020-01-09,-18.9535
2020-01-10,15.495
2020-01-13,-4.3478
2020-01-14,-4.7532
2020-01-15,4.0087
2020-01-16,-2.5537
2020-01-17,-3.8099
2020-01-21,-2.2378
2020-01-22,2.8612
2020-01-23,-3.1905
2020-01-24,4.2697
2020-01-27,-1.4329
2020-01-28,-1.2916
2020-01-29,-0.1614
2020-01-30,2.8369
2020-01-31,-4.5517
2020-02-03,-2.0231
2020-02-04,10.0295
2020-02-05,-3.4853
2020-02-10,-0.9722
2020-02-11,-3.2258
2020-02-14,1.5941999999999998
2020-02-18,-2.8531
2020-02-19,0.2937
2020-02-20,3.3675
2020-02-26,0.5666
2020-02-28,2.8169
2020-03-02,-4.1096
2020-03-05,-17.1429
2020-03-06,23.2397
2020-03-09,-7.5253
2020-03-10,1.528
2020-03-11,8.0316
2020-03-12,-2.1338
2020-03-13,3.5897
2020-03-16,2.5986000000000002
2020-03-17,-1.2067
2020-03-18,0.0174
2020-03-19,5.7534
2020-03-20,1.5228000000000002
2020-03-23,3.75
2020-03-24,7.2289
2020-03-25,-4.4944
2020-03-26,17.647100000000002
2020-03-27,4.7
2020-03-30,1.1461000000000001
2020-03-31,-46.3645
2020-04-01,8.8028
2020-04-02,-6.1489
2020-04-03,-2.7586
2020-04-06,1.7713
2020-04-07,-19.3366
2020-04-08,4.9676
2020-04-09,0.6173
2020-04-13,-0.2045
2020-04-14,12.6988
2020-04-15,-5.0857
2020-04-16,-3.6398
2020-04-17,-4.5725999999999996
2020-04-20,1.25
2020-04-21,0.963
2020-04-22,1.8994
2020-04-23,-7.0
2020-04-24,-2.3656
2020-04-27,1.1013
2020-04-28,4.5752
2020-04-29,1.0417
2020-04-30,-4.1237
2020-05-01,-7.5269
2020-05-04,-5.1163
2020-05-05,-1.7157
2020-05-06,-1.4963
2020-05-07,1.2658
2020-05-08,0.0
2020-05-11,1.0
2020-05-12,-2.5421
2020-05-13,-9.3287
2020-05-14,-2.2409
2020-05-15,5.7307
2020-05-18,1.5312000000000001
2020-05-19,0.3603
2020-05-20,-5.5851
2020-05-21,0.2817
2020-05-22,1.9607
2020-05-26,-1.0965
2020-05-27,-1.7465000000000002
2020-05-28,-0.6322
2020-05-29,-2.1398
2020-06-01,1.1662
2020-06-02,0.8646
2020-06-03,-8.5714
2020-06-04,-13.4375
2020-06-05,0.361
2020-06-08,17.6259
2020-06-09,13.1498
2020-06-10,-6.8514
2020-06-11,-2.0746
2020-06-12,-12.592600000000001
2020-06-15,-5.0847
2020-06-16,-5.3571
2020-06-17,0.3774
2020-06-18,9.0226
2020-06-19,-8.2759
2020-06-22,3.3835
2020-06-23,9.818200000000001
2020-06-24,-4.9669
2020-06-25,0.3484
2020-06-26,-3.8194
2020-06-29,2.5271
2020-06-30,-1.0563
2020-07-01,0.7117
2020-07-02,-7.0671
2020-07-06,-14.4487
2020-07-07,5.2133
2020-07-08,-1.1532
2020-07-09,2.5641
2020-07-10,2.5
2020-07-13,-2.439
2020-07-14,-2.9167
2020-07-15,-3.0043
2020-07-16,-7.9646
2020-07-17,0.9615
2020-07-20,-1.4285999999999999
2020-07-21,0.4831
2020-07-22,0.0
2020-07-23,-0.9615
2020-07-24,3.8834999999999997
2020-07-27,-1.0607
2020-07-28,3.4336
2020-07-29,-3.653
2020-07-30,1.8957000000000002
2020-07-31,1.8605
