ticker,IFRX US Equity
2018-04-03,-0.2092
2018-04-04,0.9783
2018-04-05,-5.4325
2018-04-06,0.2561
2018-04-09,10.4015
2018-04-10,-0.1322
2018-04-11,6.521
2018-04-12,3.2318
2018-04-13,-0.7827
2018-04-16,5.4612
2018-04-17,5.351
2018-04-18,0.7646
2018-04-19,0.6504
2018-04-20,4.3888
2018-04-23,-1.7797
2018-04-24,0.0263
2018-04-25,3.0979
2018-04-26,-0.331
2018-04-27,-1.9673
2018-04-30,2.0328
2018-05-01,5.9004
2018-05-02,-6.5364
2018-05-03,-7.0452
2018-05-04,0.4164
2018-05-07,2.4606
2018-05-08,-1.2142
2018-05-09,-4.2338000000000005
2018-05-10,-4.6207
2018-05-11,2.183
2018-05-14,0.995
2018-05-15,-0.3187
2018-05-16,0.1453
2018-05-17,-0.1742
2018-05-18,1.0468
2018-05-21,1.8129
2018-05-22,-3.6744
2018-05-23,0.2934
2018-05-24,-0.2048
2018-05-25,3.7232
2018-05-29,8.8185
2018-05-30,-1.6883
2018-05-31,0.7662
2018-06-01,-2.989
2018-06-04,1.0
2018-06-05,-0.107
2018-06-06,-0.6697
2018-06-07,-1.0248
2018-06-08,-0.9537
2018-06-11,-3.7414
2018-06-12,2.3149
2018-06-13,0.419
2018-06-14,-1.8081
2018-06-15,-5.7224
2018-06-18,-0.8413
2018-06-19,-1.3939
2018-06-20,-2.0283
2018-06-21,-2.7917
2018-06-22,-1.0003
2018-06-25,-3.455
2018-06-26,-2.6671
2018-06-27,0.3469
2018-06-28,3.0418
2018-06-29,8.1852
2018-07-02,-3.3178
2018-07-03,-2.3412
2018-07-05,2.4631
2018-07-06,2.5641
2018-07-09,-1.125
2018-07-10,0.0316
2018-07-11,-3.7915
2018-07-12,-0.4598
2018-07-13,11.6463
2018-07-16,-2.039
2018-07-17,-0.1207
2018-07-18,5.7082
2018-07-19,-4.0
2018-07-20,-3.5714
2018-07-23,-1.7901
2018-07-24,0.5657
2018-07-25,2.1875
2018-07-26,-3.0581
2018-07-27,-3.3123
2018-07-30,-1.7292
2018-07-31,1.494
2018-08-01,2.3225
2018-08-02,7.0972
2018-08-03,-5.9104
2018-08-06,0.9518
2018-08-07,0.9114
2018-08-08,-3.5814
2018-08-09,-1.0659
2018-08-10,1.3712
2018-08-13,-3.3172
2018-08-14,4.5303
2018-08-15,-6.501
2018-08-16,3.2379
2018-08-17,-0.4622
2018-08-20,-2.1559
2018-08-21,4.0339
2018-08-22,-0.2607
2018-08-23,2.5155
2018-08-24,0.3505
2018-08-27,-0.6986
2018-08-28,5.0208
2018-08-29,1.7052
2018-08-30,4.7605
2018-08-31,-2.858
2018-09-04,-2.2948
2018-09-05,-0.1204
2018-09-06,-1.2964
2018-09-07,0.9469
2018-09-10,1.059
2018-09-11,-0.8084
2018-09-12,-0.7848
2018-09-13,0.3955
2018-09-14,0.0909
2018-09-17,-0.4844
2018-09-18,5.7803
2018-09-19,-2.2146
2018-09-20,1.1618
2018-09-21,-3.8814
2018-09-24,1.7241
2018-09-25,2.3491
2018-09-26,0.9152
2018-09-27,-0.7629
2018-09-28,-0.4352
2018-10-01,1.1945999999999999
2018-10-02,0.4607
2018-10-03,0.3153
2018-10-04,-0.1429
2018-10-05,-0.4292
2018-10-08,-1.4368
2018-10-09,-0.5831
2018-10-10,-3.9295999999999998
2018-10-11,3.022
2018-10-12,-1.8963
2018-10-15,-1.8121
2018-10-16,7.1978
2018-10-17,-3.5868
2018-10-18,-1.4881
2018-10-19,0.2417
2018-10-22,0.9042
2018-10-23,-0.2091
2018-10-24,3.5319000000000003
2018-10-25,-7.5166
2018-10-26,0.8128
2018-10-29,-3.5659
2018-10-30,-1.865
2018-10-31,5.5046
2018-11-01,4.6584
2018-11-02,0.3264
2018-11-05,-0.3253
2018-11-06,0.8309
2018-11-07,-8.7699
2018-11-08,8.0645
2018-11-09,-3.1343
2018-11-12,-6.5639
2018-11-13,1.4842
2018-11-14,-2.5674
2018-11-15,-7.1381
2018-11-16,0.5747
2018-11-19,-5.8929
2018-11-20,-1.2524
2018-11-21,7.2252
2018-11-23,7.0968
2018-11-26,0.4016
2018-11-27,1.0333
2018-11-28,0.5939
2018-11-29,-0.5248
2018-11-30,-3.6597
2018-12-03,0.8898
2018-12-04,0.2035
2018-12-06,-0.1354
2018-12-07,1.0847
2018-12-10,-1.0396
2018-12-11,-0.3728
2018-12-12,0.3401
2018-12-13,-5.4237
2018-12-14,-2.509
2018-12-17,-10.7721
2018-12-18,-2.3898
2018-12-19,2.1106
2018-12-20,-3.5552
2018-12-21,3.0862
2018-12-24,0.7069
2018-12-26,14.9463
2018-12-27,2.8017
2018-12-28,11.9497
2018-12-31,13.5144
2019-01-02,-4.0418
2019-01-03,-3.7249
2019-01-04,6.6964
2019-01-07,0.2789
2019-01-08,-1.2517
2019-01-09,-2.7042
2019-01-10,3.2137000000000002
2019-01-11,-3.6746
2019-01-14,-1.3978
2019-01-15,4.2233
2019-01-16,-1.8702
2019-01-17,-1.877
2019-01-18,3.9435000000000002
2019-01-22,-0.8494
2019-01-23,2.4557
2019-01-24,-5.6577
2019-01-25,6.6765
2019-01-28,-3.7386
2019-01-29,-4.1427
2019-01-30,-1.5606
2019-01-31,-0.0305
2019-02-01,-1.1894
2019-02-04,0.7099
2019-02-05,5.026
2019-02-06,-1.2256
2019-02-07,0.5318
2019-02-08,-1.5574
2019-02-11,0.4478
2019-02-12,-0.1486
2019-02-13,-4.7619
2019-02-14,-2.625
2019-02-15,6.4827
2019-02-19,-0.6028
2019-02-20,-0.6064
2019-02-21,-2.471
2019-02-22,0.2502
2019-02-25,2.3401
2019-02-26,0.3049
2019-02-27,5.8055
2019-02-28,6.4637
2019-03-01,2.4015
2019-03-04,0.6061
2019-03-05,6.5479
2019-03-06,-1.7945
2019-03-07,6.2078
2019-03-08,5.0907
2019-03-11,9.0155
2019-03-12,-3.2709
2019-03-13,2.9562
2019-03-14,0.4338
2019-03-15,-2.5093
2019-03-18,-1.8565
2019-03-19,1.2038
2019-03-20,-1.9541
2019-03-21,-1.7548
2019-03-22,-3.6604
2019-03-25,-1.5564
2019-03-26,-5.6033
2019-03-27,-2.1182
2019-03-28,-1.4092
2019-03-29,-3.5477
2019-04-01,-1.4289
2019-04-02,-0.2416
2019-04-03,6.324
2019-04-04,-1.5945
2019-04-05,7.7932
2019-04-08,-2.8394
2019-04-09,7.4902
2019-04-10,7.3795
2019-04-11,0.1489
2019-04-12,3.2292
2019-04-15,0.9467
2019-04-16,3.0785
2019-04-17,0.0396
2019-04-18,-0.0395
2019-04-22,1.4241
2019-04-23,0.6435
2019-04-24,-0.9107
2019-04-25,-3.2069
2019-04-26,0.8687
2019-04-29,-6.0885
2019-04-30,-1.7061
2019-05-01,-1.8441999999999998
2019-05-02,-2.8515
2019-05-03,2.0023
2019-05-06,-0.4907
2019-05-07,-4.3264
2019-05-08,1.0075
2019-05-09,-1.4614
2019-05-10,0.0706
2019-05-13,-1.5526
2019-05-14,-1.0992
2019-05-15,0.5074
2019-05-16,0.1442
2019-05-17,-4.3447
2019-05-20,-3.6136
2019-05-21,4.8425
2019-05-22,-5.5128
2019-05-23,2.7595
2019-05-24,-10.2046
2019-05-28,4.0729
2019-05-29,-0.1642
2019-05-30,1.8366
2019-05-31,-3.1225
2019-06-03,1.4447999999999999
2019-06-04,2.1364
2019-06-05,-91.794
2019-06-06,4.5752
2019-06-07,-0.625
2019-06-10,3.1447
2019-06-11,-6.0976
2019-06-12,6.4935
2019-06-13,2.439
2019-06-14,-6.25
2019-06-17,5.3968
2019-06-18,-1.506
2019-06-19,1.5291000000000001
2019-06-20,-2.7108
2019-06-21,-0.3096
2019-06-24,-2.1739
2019-06-25,-2.8571
2019-06-26,0.0
2019-06-27,1.9607999999999999
2019-06-28,1.2821
2019-07-01,8.5443
2019-07-02,-1.1662
2019-07-03,-1.1799
2019-07-05,-0.8955
2019-07-08,1.2048
2019-07-09,4.4643
2019-07-10,-2.849
2019-07-11,-3.8123
2019-07-12,-1.2195
2019-07-15,-2.4691
2019-07-16,-0.3165
2019-07-17,-2.8571
2019-07-18,2.6144
2019-07-19,-4.4586
2019-07-22,-1.6667
2019-07-23,-2.0339
2019-07-24,1.3841
2019-07-25,-2.3891
2019-07-26,2.0979
2019-07-29,-1.0274
2019-07-30,2.4221
2019-07-31,0.6757
2019-08-01,-3.6913
2019-08-02,0.0
2019-08-05,-3.4843
2019-08-06,-2.5271
2019-08-07,2.963
2019-08-08,-1.0791
2019-08-09,-1.4545
2019-08-12,-2.583
2019-08-13,0.7576
2019-08-14,-3.0075
2019-08-15,-0.7752
2019-08-16,2.7344
2019-08-19,0.3802
2019-08-20,0.0
2019-08-21,7.5758
2019-08-22,0.0
2019-08-23,-5.2817
2019-08-26,-0.3717
2019-08-27,-1.4925
2019-08-28,5.6818
2019-08-29,2.8674
2019-08-30,-1.0453
2019-09-03,-0.7042
2019-09-04,1.7730000000000001
2019-09-05,-3.4843
2019-09-06,5.7762
2019-09-09,0.0
2019-09-10,4.0956
2019-09-11,1.3115
2019-09-12,-2.2654
2019-09-13,0.0
2019-09-16,1.9868000000000001
2019-09-17,-5.5195
2019-09-18,-0.3436
2019-09-19,-1.3793
2019-09-20,1.3986
2019-09-23,-3.1034
2019-09-24,-4.9822
2019-09-25,0.0
2019-09-26,-2.9962999999999997
2019-09-27,-2.3166
2019-09-30,-2.3715
2019-10-01,-4.0486
2019-10-02,-1.6878
2019-10-03,1.7167
2019-10-04,-0.8439
2019-10-07,-3.4043
2019-10-08,1.7621
2019-10-09,-0.8658
2019-10-10,2.1834
2019-10-11,-0.8547
2019-10-14,0.8621
2019-10-15,8.547
2019-10-16,-6.6929
2019-10-17,-0.8439
2019-10-18,-6.383
2019-10-21,6.3636
2019-10-22,-2.1368
2019-10-23,3.4934
2019-10-24,-3.7975
2019-10-25,8.3333
2019-10-28,5.668
2019-10-29,-1.5326
2019-10-30,4.6693
2019-10-31,-1.487
2019-11-01,6.0377
2019-11-04,-1.4235
2019-11-05,-3.6101
2019-11-06,-2.9962999999999997
2019-11-07,5.7915
2019-11-08,1.4599
2019-11-11,-5.3957
2019-11-12,-3.4221
2019-11-13,-5.5118
2019-11-14,-2.0833
2019-11-15,-1.2766
2019-11-18,0.431
2019-11-19,10.7296
2019-11-20,0.0
2019-11-21,0.7752
2019-11-22,0.3846
2019-11-25,1.5326
2019-11-26,16.2264
2019-11-27,12.6623
2019-11-29,-2.0173
2019-12-02,4.7059
2019-12-03,-4.4944
2019-12-04,-0.2941
2019-12-05,-3.8348
2019-12-06,-3.0675
2019-12-09,4.1139
2019-12-10,-1.2158
2019-12-11,-2.4615
2019-12-12,5.9937000000000005
2019-12-13,3.5714
2019-12-16,2.5862
2019-12-17,18.2073
2019-12-18,-6.3981
2019-12-19,1.5190000000000001
2019-12-20,-1.4963
2019-12-23,1.2658
2019-12-24,8.0
2019-12-26,5.0926
2019-12-27,-4.6256
2019-12-30,-9.2379
2019-12-31,0.7634
2020-01-02,-6.8182
2020-01-03,-1.084
2020-01-06,-3.5616
2020-01-07,4.8295
2020-01-08,3.252
2020-01-09,5.5118
2020-01-10,-1.2438
2020-01-13,-0.7557
2020-01-14,3.5533
2020-01-15,-0.2451
2020-01-16,-8.5995
2020-01-17,-2.1505
2020-01-21,-4.1209
2020-01-22,-2.5788
2020-01-23,0.8824
2020-01-24,-2.9154999999999998
2020-01-27,-0.6006
2020-01-28,-0.9063
2020-01-29,5.1829
2020-01-30,-4.058
2020-01-31,-2.4169
2020-02-03,7.4303
2020-02-04,-2.0173
2020-02-05,-1.7647
2020-02-06,-2.0958
2020-02-07,-1.8349
2020-02-10,0.0
2020-02-11,0.0
2020-02-12,3.7382999999999997
2020-02-13,2.7027
2020-02-14,-0.8772
2020-02-18,23.5988
2020-02-19,13.8425
2020-02-20,-0.4193
2020-02-21,-4.2105
2020-02-24,-5.9341
2020-02-25,-2.3364
2020-02-26,16.0287
2020-02-27,-6.3918
2020-02-28,-6.6079
2020-03-02,43.3962
2020-03-03,-24.5066
2020-03-04,-1.5251000000000001
2020-03-05,-7.9646
2020-03-06,7.4519
2020-03-09,-14.7651
2020-03-10,-1.8373
2020-03-11,-13.6364
2020-03-12,-13.6223
2020-03-13,11.1111
2020-03-16,-12.2581
2020-03-17,4.0441
2020-03-18,-6.3604
2020-03-19,12.8302
2020-03-20,14.7157
2020-03-23,0.5831
2020-03-24,1.1594
2020-03-25,-2.2923
2020-03-26,5.5718
2020-03-27,0.0
2020-03-30,-1.9444
2020-03-31,8.2153
2020-04-01,50.0
2020-04-02,-17.801
2020-04-03,20.1699
2020-04-06,-5.3004
2020-04-07,-8.3955
2020-04-08,6.11
2020-04-09,-3.071
2020-04-13,-0.396
2020-04-14,1.7893
2020-04-15,2.5391
2020-04-16,3.2381
2020-04-17,-4.059
2020-04-20,-0.9615
2020-04-21,-1.165
2020-04-22,1.5716999999999999
2020-04-23,2.5145
2020-04-24,10.1887
2020-04-27,7.8767
2020-04-28,-7.9365
2020-04-29,-6.5517
2020-04-30,30.4428
2020-05-01,-1.1315
2020-05-04,-2.432
2020-05-05,-0.4399
2020-05-06,6.6274
2020-05-07,-1.5192999999999999
2020-05-08,2.805
2020-05-11,8.5948
2020-05-12,0.5025
2020-05-13,-7.875
2020-05-14,-1.0855
2020-05-15,2.8807
2020-05-18,-0.1333
2020-05-19,1.4686
2020-05-20,5.0
2020-05-21,7.7694
2020-05-22,-4.0698
2020-05-26,-0.9697
2020-05-27,2.448
2020-05-28,7.049
2020-05-29,-1.5625
2020-06-01,0.4535
2020-06-02,-4.7404
2020-06-03,-4.2654
2020-06-04,1.2376
2020-06-05,-8.4352
2020-06-08,-12.1495
2020-06-09,12.69
2020-06-10,-1.0115
2020-06-11,-11.1717
2020-06-12,2.7607
2020-06-15,8.806000000000001
2020-06-16,-1.2346
2020-06-17,-25.0694
2020-06-18,-5.2827
2020-06-19,3.3268
2020-06-22,-5.303
2020-06-23,2.0
2020-06-24,-2.1569
2020-06-25,1.002
2020-06-26,-6.746
2020-06-29,2.766
2020-06-30,-4.9689
2020-07-01,0.6536
2020-07-02,2.1645
2020-07-06,-1.9068
2020-07-07,10.5832
2020-07-08,-0.3906
2020-07-09,-1.1764999999999999
2020-07-10,-3.373
2020-07-13,-4.3121
2020-07-14,5.5794
2020-07-15,0.0
2020-07-16,11.1789
2020-07-17,-4.7532
2020-07-20,-1.3436
2020-07-21,1.751
2020-07-22,-5.9273
2020-07-23,-0.2033
2020-07-24,-4.277
2020-07-27,4.8936
2020-07-28,3.4483
2020-07-29,-4.1176
2020-07-30,0.0
2020-07-31,2.6585
