ticker,DATI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-27,200.0
2000-02-07,-66.6667
2000-02-28,400.0
2000-03-15,0.0
2000-03-16,-60.0
2000-03-31,0.0
2000-05-02,0.0
2000-05-03,150.0
2000-05-08,-60.0
2000-05-10,0.0
2000-06-15,0.0
2000-06-27,0.0
2000-07-19,0.0
2000-07-25,0.0
2000-07-31,500.0
2000-08-22,0.0
2000-09-12,-83.3333
2000-10-16,0.0
2000-10-24,0.0
2000-10-25,0.0
2000-10-26,-50.0
2000-10-30,0.0
2000-11-28,0.0
2000-12-20,0.0
2000-12-27,0.0
2001-02-27,250.0
2001-06-07,-57.1429
2001-07-11,-33.3333
2001-07-16,50.0
2001-08-07,0.0
2001-09-25,0.0
2001-11-14,0.0
2001-11-28,0.0
2001-12-07,-46.6667
2001-12-28,0.0
2002-05-03,-50.0
2002-06-10,0.0
2002-08-19,0.0
2002-10-15,-50.0
2002-10-29,100.0
2002-11-06,0.0
2002-12-17,0.0
2003-01-14,0.0
2003-03-31,-75.0
2003-04-01,0.0
2003-07-10,0.0
2003-09-10,0.0
2003-09-15,0.0
2003-09-16,0.0
2003-09-18,0.0
2003-10-01,0.0
2003-11-03,0.0
2003-11-19,0.0
2003-12-11,0.0
2003-12-16,0.0
2004-09-28,0.0
2004-12-14,0.0
2005-01-07,0.0
2005-03-11,0.0
2005-05-04,0.0
2005-05-16,0.0
2005-06-30,0.0
2005-07-19,0.0
2005-09-23,0.0
2005-11-16,0.0
2006-02-07,900.0
2006-02-09,-90.0
2006-02-28,0.0
2006-03-13,0.0
2006-04-18,900.0
2006-06-15,0.0
2006-08-09,0.0
2006-08-10,-90.0
2006-12-12,1900.0
2007-01-04,0.0
2007-01-17,-90.0
2007-01-26,0.0
2007-04-25,900.0
2007-05-23,0.0
2007-05-24,2150.0
2007-05-31,124.4444
2007-06-05,0.0
2007-06-19,-7.9208
2007-06-22,6.4516
2007-06-25,0.0
2007-07-12,1.0101
2007-07-13,-25.0
2007-08-01,-20.0
2007-08-06,0.0
2007-08-13,-66.6667
2007-08-22,0.0
2007-08-23,-5.0
2007-08-28,-15.7895
2007-10-15,-18.75
2007-10-26,15.3846
2007-11-05,-20.0
2007-11-13,16.6667
2007-11-29,-14.2857
2007-12-05,0.0
2007-12-10,0.0
2007-12-20,0.0
2008-02-05,25.0
2008-02-27,100.0
2008-03-26,-56.6667
2008-04-10,0.0
2008-05-22,-7.6923
2008-07-30,0.0
2008-08-18,0.0
