ticker,AZRH US Equity
2014-06-18,0.0
2014-06-20,11.1111
2014-06-25,-10.0
2014-07-01,-8.3333
2014-07-02,0.0
2014-07-07,0.0
2014-07-15,21.2121
2014-08-06,-17.5
2014-08-08,0.0
2014-08-12,0.0
2014-08-13,0.0
2014-08-15,0.0
2014-08-18,0.0
2014-08-20,0.0
2014-08-21,0.0
2014-08-25,21.2121
2014-09-09,-17.5
2014-09-10,0.0
2014-09-12,-9.0909
2014-09-16,0.0
2014-09-17,-6.6667
2014-09-18,0.0
2014-09-22,7.1429
2014-09-26,0.0
2014-10-14,0.0
2014-10-15,-16.6667
2014-10-21,0.0
2014-10-22,40.0
2014-10-23,0.0
2014-10-24,0.0
2014-10-28,0.0
2014-11-03,-28.5714
2014-11-06,40.0
2014-11-07,-28.5714
2014-11-11,0.0
2014-11-13,0.0
2014-11-14,0.0
2014-11-20,0.0
2014-11-24,0.0
2014-12-01,0.0
2014-12-10,0.0
2014-12-15,0.0
2014-12-18,2.0
2014-12-24,-1.9607999999999999
2014-12-29,0.0
2014-12-31,0.0
2015-01-06,0.0
2015-01-30,0.0
2015-02-05,0.0
2015-02-09,0.0
2015-02-24,0.0
2015-02-26,0.0
2015-03-05,0.0
2015-03-31,0.0
2015-04-01,0.0
2015-04-02,0.0
2015-04-06,0.0
2015-04-08,0.0
2015-04-09,0.0
2015-04-10,0.0
2015-04-20,0.0
2015-04-21,0.0
2015-04-23,0.0
2015-05-05,0.0
2015-05-15,8.0
2015-06-10,11.1111
2015-06-22,0.0
2015-06-23,0.0
2015-06-24,0.0
2015-07-06,0.0
2015-07-10,0.0
2015-07-13,0.0
2015-07-15,0.0
2015-07-16,0.0
2015-08-13,0.0
2015-08-24,0.0
2015-09-04,0.0
2015-09-10,0.0
2015-09-24,0.0
2015-10-12,-33.3333
2015-10-13,24.375
2015-10-15,8.5427
2015-10-28,-7.8704
2015-10-29,-5.5276
2015-11-11,0.0
2015-11-17,0.0
2015-11-23,0.0
2015-12-02,0.0
2015-12-09,0.0
2015-12-11,0.0
2015-12-18,0.0
2015-12-24,0.0
2015-12-29,0.0
2015-12-31,0.0
2016-01-07,0.0
2016-01-20,5.0532
2016-01-22,0.0
2016-01-28,0.2532
2016-03-07,-5.0505
2016-03-08,0.0
2016-03-11,0.0
2016-03-18,0.0
2016-04-11,0.0
2016-04-13,0.266
2016-05-02,-0.2653
2016-05-23,-14.8936
2016-05-26,7.5
2016-06-07,0.5814
2016-06-13,-5.7803
2016-06-15,-1.8405
2016-06-24,0.0
2016-07-07,0.0
2016-07-15,-15.0
2016-07-20,-23.5294
2016-07-21,-3.8462
2016-07-22,-21.0
2016-08-03,1.2658
2016-08-11,-0.625
2016-08-16,-9.434
2016-08-29,-11.1111
2016-08-30,-12.5
2016-08-31,14.2857
2016-09-22,50.0
2016-10-17,-41.6667
2016-10-20,0.0
2016-10-24,0.0
2016-10-27,0.0
2016-11-08,0.0
2016-11-09,0.0
2016-11-10,0.0
2016-11-11,0.0
2016-11-16,-14.2857
2016-11-17,-16.6667
2016-11-21,0.0
2016-12-12,0.0
2016-12-20,36.25
2016-12-22,-26.6055
2016-12-27,0.0
2016-12-28,0.0
2017-01-18,2.5
2017-01-25,-2.439
2017-02-13,40.0
2017-02-21,-22.3214
2017-02-24,0.0
2017-03-02,-8.046
2017-03-08,40.0
2017-03-24,-37.5
2017-04-03,14.2857
2017-04-07,-12.5
2017-04-10,0.0
2017-04-21,1.4285999999999999
2017-04-27,12.6761
2017-05-04,13.75
2017-06-07,17.6264
2017-06-19,-24.0658
2017-08-08,85.2362
2017-08-16,-61.7428
2017-08-24,16.1111
2017-09-05,-13.8756
2017-09-22,161.1111
2017-09-26,48.9362
2017-09-27,0.0
2017-09-29,7.1429
2017-10-02,100.0
2017-10-11,-33.3333
2017-11-20,0.0
2017-11-22,-24.5
2017-12-06,0.0
2017-12-07,0.0
2017-12-11,7.4636
2017-12-14,0.0
2017-12-20,23.2514
2017-12-27,12.5
2018-01-08,-6.5778
2018-02-05,-28.1637
2018-02-15,39.0728
2018-02-21,0.0
2018-02-23,0.0
2018-02-27,42.381
2018-02-28,17.0569
2018-03-05,0.0
2018-03-06,-56.8571
2018-03-09,131.7881
2018-03-28,-56.8571
2018-04-02,131.7881
2018-04-03,0.0
2018-04-10,-56.8571
2018-04-23,0.0
2018-05-30,0.0
2018-06-26,0.0
2018-07-11,-28.4768
2018-08-10,-24.0741
2018-08-14,0.0
2018-08-23,-1.2195
2018-08-28,-25.9259
2018-08-29,0.0
2018-09-25,60.1667
2018-11-27,-35.4839
2018-11-30,0.0
2018-12-12,-3.2258
2018-12-13,0.0
2018-12-27,0.0
2018-12-28,0.0
2019-01-08,0.0
2019-02-12,33.3333
2019-03-29,-31.25
2019-04-03,38.6364
2019-04-09,-27.8689
2019-04-16,81.8182
2019-04-25,5.0
2019-04-26,52.381
2019-05-02,0.0
2019-05-03,18.75
2019-05-10,57.8947
2019-05-13,33.3333
2019-05-14,0.0
2019-05-15,-15.0
2019-05-23,14.7059
2019-06-06,-10.2564
2019-06-10,34.2857
2019-06-11,-20.2128
2019-06-12,0.0
2019-06-13,-6.6667
2019-06-17,-2.0
2019-06-18,-18.3673
2019-06-21,21.4286
2019-06-26,0.0
2019-06-27,28.8676
2019-06-28,1.9057
2019-07-01,9.7424
2019-07-02,-16.3265
2019-07-09,34.1463
2019-07-16,0.0
2019-07-22,-32.7273
2019-07-25,2.7027
2019-07-26,84.2105
2019-07-30,0.0
2019-08-06,0.0
2019-08-09,-34.2857
2019-08-12,30.4348
2019-08-28,16.6667
2019-08-30,0.0
2019-09-04,-32.0714
2019-09-05,3.0494
2019-09-09,0.0
2019-09-11,63.2653
2019-09-17,-38.75
2019-09-18,85.7143
2019-09-25,-1.0989
2019-10-04,-22.2222
2019-10-07,42.8571
2019-10-10,10.0
2019-10-15,-27.2727
2019-10-16,-10.0
2019-10-17,-23.6111
2019-10-18,63.5455
2019-10-22,-38.8549
2019-10-23,8.9091
2019-10-24,-16.778
2019-10-25,20.3611
2019-10-28,8.3333
2019-10-29,-38.4615
2019-10-30,75.0
2019-10-31,-7.1429
2019-11-01,38.4615
2019-11-04,-32.1111
2019-11-05,4.7463
2019-11-06,40.625
2019-11-07,-11.1111
2019-11-08,0.0
2019-11-11,-0.25
2019-11-12,-24.812
2019-11-13,-33.3333
2019-11-14,-12.5
2019-11-15,14.2857
2019-11-19,12.5
2019-11-21,11.1111
2019-11-25,-36.0
2019-11-26,32.0313
2019-11-29,-40.8284
2019-12-02,-9.6
2019-12-03,-2.2124
2019-12-04,17.647100000000002
2019-12-06,-1.9231
2019-12-09,5.4902
2019-12-10,-7.0632
2019-12-11,-8.0
2019-12-12,-34.7826
2019-12-13,60.0
2019-12-16,-37.5
2019-12-17,-20.0
2019-12-18,58.3333
2019-12-19,-39.4737
2019-12-20,56.5217
2019-12-23,-16.6667
2019-12-24,-26.6667
2019-12-26,0.0
2019-12-27,-35.4545
2019-12-30,69.0141
2019-12-31,-29.1667
2020-01-02,22.9412
2020-01-03,-24.8804
2020-01-07,-8.2803
2020-01-08,-1.3889
2020-01-09,1.4085
2020-01-10,-23.6111
2020-01-13,-3.6364
2020-01-14,7.5472
2020-01-15,-10.526299999999999
2020-01-16,-3.9215999999999998
2020-01-17,4.0816
2020-01-21,-15.6863
2020-01-22,4.6512
2020-01-23,-17.7778
2020-01-24,3.5676
2020-01-27,30.4802
2020-01-28,-16.0
2020-01-29,-9.5238
2020-01-30,-7.8947
2020-01-31,-20.0
2020-02-03,25.0
2020-02-04,31.4286
2020-02-05,-27.7174
2020-02-11,53.3835
2020-02-12,56.8627
2020-02-13,-25.0
2020-02-14,31.6667
2020-02-18,-13.9241
2020-02-19,-19.1176
2020-02-20,-25.4545
2020-02-27,92.6829
2020-02-28,-7.5949
2020-03-04,-5.4795
2020-03-05,-5.7971
2020-03-10,-23.0769
2020-03-12,-10.0
2020-03-13,37.7778
2020-03-16,11.2903
2020-03-17,-10.1449
2020-03-18,0.0
2020-03-19,20.9677
2020-03-20,0.0
2020-03-23,-41.3333
2020-03-24,17.0455
2020-03-26,-6.7961
2020-03-31,-31.25
2020-04-01,48.4848
2020-04-03,-32.6531
2020-04-06,-6.0606
2020-04-08,-16.129
2020-04-09,153.8462
2020-04-13,-56.0606
2020-04-15,58.6207
2020-04-20,-8.6957
2020-04-21,0.0
2020-04-27,-7.1429
2020-04-29,-7.6923
2020-05-04,2.7778
2020-05-08,-10.8108
2020-05-12,-12.1212
2020-05-13,68.9655
2020-05-18,12.2449
2020-05-19,40.8182
2020-05-20,13.6217
2020-05-22,-13.0682
2020-05-27,-26.7974
2020-05-28,-37.5
2020-05-29,100.0
2020-06-02,-28.5714
2020-06-04,-28.0
2020-06-05,-2.7778
2020-06-11,-2.8571
2020-06-12,100.0
2020-06-15,-2.9412000000000003
2020-06-16,25.7576
2020-06-17,-6.0241
2020-06-18,-6.4103
2020-06-19,16.4384
2020-06-22,-8.2353
2020-06-23,-2.5641
2020-06-24,-3.9474
2020-06-25,-49.3151
2020-06-26,81.0811
2020-06-29,-2.9851
2020-07-01,-23.0769
2020-07-02,-48.0
2020-07-08,11.538499999999999
2020-07-09,100.0
2020-07-14,-8.6207
2020-07-16,0.0
2020-07-17,7.5472
2020-07-21,0.0
2020-07-23,-50.8772
2020-07-24,67.8571
2020-07-27,-40.4255
2020-07-29,67.8571
2020-07-30,21.2766
