ticker,NECA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-11-30,284.6154
2011-01-18,2400.0
2011-02-18,-46.0
2011-02-22,3.7037
2011-02-23,7.1429
2011-02-24,0.0
2011-02-25,0.0
2011-03-01,0.0
2011-03-15,83.3333
2011-03-16,90.9091
2011-03-28,-3.8095
2011-03-29,-4.9505
2011-04-12,-6.25
2011-05-24,-61.1111
2011-09-28,-28.5714
2011-09-29,36.0
2011-09-30,2.9412000000000003
2011-10-03,0.0
2011-10-04,0.0
2011-10-05,0.0
2011-10-06,0.0
2011-10-07,0.0
2011-10-11,0.0
2011-10-13,-14.2857
2011-10-14,16.6667
2011-10-18,0.0
2011-10-19,0.0
2011-10-20,0.0
2011-10-21,0.0
2011-10-24,0.0
2011-10-25,0.0
2011-10-26,-11.4286
2011-10-27,-3.2258
2011-10-28,6.6667
2011-10-31,6.25
2011-11-01,8.8235
2011-11-02,10.8108
2011-11-03,-7.3171
2011-11-04,7.8947
2011-11-07,0.0
2011-11-08,14.6341
2011-11-09,-12.766
2011-11-10,-2.439
2011-11-11,-5.0
2011-11-14,21.0526
2011-11-15,-14.0897
2011-11-16,3.7481999999999998
2011-11-17,-4.878
2011-11-18,2.5641
2011-11-21,-5.0
2011-11-22,0.0
2011-11-23,5.2632
2011-11-25,0.0
2011-11-28,-5.0
2011-11-29,-9.2105
2011-11-30,10.1449
2011-12-01,-2.6316
2011-12-02,5.4054
2011-12-05,2.5641
2011-12-06,0.0
2011-12-07,-5.0
2011-12-08,-0.7895
2011-12-09,0.7958
2011-12-12,-2.6316
2011-12-13,2.7027
2011-12-14,0.0
2011-12-15,5.0
2011-12-16,-2.2556
2011-12-19,-8.7179
2011-12-20,6.7416
2011-12-21,-3.6513
2011-12-22,3.7897
2011-12-23,0.0
2011-12-27,-2.6316
2011-12-28,-4.0541
2011-12-29,4.2254
2011-12-30,-4.0541
2012-01-03,4.2254
2012-01-04,-2.7027
2012-01-05,0.0
2012-01-06,2.7778
2012-01-09,-0.0338
2012-01-10,0.0338
2012-01-11,0.0
2012-01-12,0.0
2012-01-13,-4.0203
2012-01-17,1.3728
2012-01-18,0.0
2012-01-19,2.7431
2012-01-20,-2.6698
2012-01-23,0.0
2012-01-24,-2.7778
2012-01-25,5.7143
2012-01-26,-0.0338
2012-01-27,-5.3734
2012-01-30,2.8571
2012-01-31,-5.5556
2012-02-01,2.9412000000000003
2012-02-02,4.2857
2012-02-03,-6.3014
2012-02-06,8.1871
2012-02-07,5.4054
