ticker,AVOI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-02-04,2090.0
2008-02-05,25.0
2008-02-06,-30.6667
2008-02-07,15.3846
2008-02-08,1.6667
2008-02-11,-1.6393
2008-02-12,0.0
2008-02-13,0.0
2008-02-14,-8.3333
2008-02-15,0.0
2008-02-19,-1.8182
2008-02-20,-1.8519
2008-02-21,13.2075
2008-02-22,6.6667
2008-02-25,15.625
2008-02-26,1.3514
2008-02-27,-22.6667
2008-02-28,3.4483
2008-02-29,0.0
2008-03-03,6.6667
2008-03-04,-3.125
2008-03-05,4.8387
2008-03-06,3.0769
2008-03-07,7.4627
2008-03-10,-2.7778
2008-03-11,0.0
2008-03-12,-0.7143
2008-03-13,12.2302
2008-03-14,6.4103
2008-03-17,-2.4096
2008-03-18,-1.2346
2008-03-19,0.0
2008-03-20,-2.5
2008-03-24,2.5641
2008-03-25,-6.25
2008-03-26,-0.6667
2008-03-27,0.6711
2008-03-28,-6.6667
2008-03-31,-51.4286
2008-04-01,5.8824
2008-04-02,-8.3333
2008-04-03,3.0303
2008-04-04,0.0
2008-04-07,-8.8235
2008-04-08,22.5806
2008-04-09,0.0
2008-04-10,-2.6316
2008-04-11,-8.1081
2008-04-14,-2.9412000000000003
2008-04-15,0.0
2008-04-16,-3.0303
2008-04-17,-31.25
2008-04-18,4.5455
2008-04-21,8.6957
2008-04-22,-24.0
2008-04-23,31.5789
2008-04-24,-8.0
2008-04-25,8.6957
2008-04-28,-4.0
2008-04-29,-4.1667
2008-04-30,-8.6957
2008-05-01,14.2857
2008-05-02,-4.1667
2008-05-05,4.3478
2008-05-06,4.1667
2008-05-07,-12.0
2008-05-08,-11.3636
2008-05-09,43.5897
2008-05-12,60.7143
2008-05-13,11.1111
2008-05-14,0.0
2008-05-15,0.0
2008-05-16,2.0
2008-05-19,33.3333
2008-05-20,-11.7647
2008-05-21,-15.0
2008-05-22,3.9215999999999998
2008-05-23,33.9623
2008-05-27,-8.4507
2008-05-28,-30.7692
2008-05-29,-8.8889
2008-05-30,4.878
2008-06-02,0.0
2008-06-03,-4.6512
2008-06-04,0.0
2008-06-05,-2.439
2008-06-06,10.0
2008-06-09,-9.0909
2008-06-10,0.0
2008-06-11,2.5
2008-06-13,-7.3171
2008-06-16,15.7895
2008-06-17,-9.0909
2008-06-18,-5.0
2008-06-19,3.9474
2008-06-20,1.2658
2008-06-23,0.0
2008-06-24,-1.25
2008-06-25,-8.8608
2008-06-26,5.5556
2008-06-27,2.6316
