ticker,CAMT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-07-28,-14.2857
2000-07-31,1.0417
2000-08-01,5.1546
2000-08-02,3.9215999999999998
2000-08-03,-3.7736
2000-08-04,0.0
2000-08-07,10.7843
2000-08-08,-2.6549
2000-08-09,1.8182
2000-08-10,-3.5714
2000-08-11,-2.7778
2000-08-14,18.3333
2000-08-15,-2.6157
2000-08-16,2.4793
2000-08-17,-12.9032
2000-08-18,9.2593
2000-08-21,0.0
2000-08-22,4.2373
2000-08-23,9.7561
2000-08-24,6.6667
2000-08-25,-2.0833
2000-08-28,0.7092
2000-08-29,-1.4085
2000-08-30,2.8571
2000-08-31,5.5556
2000-09-01,16.447400000000002
2000-09-05,-4.5198
2000-09-06,-4.7337
2000-09-07,1.8634
2000-09-08,-4.878
2000-09-11,-3.0449
2000-09-12,0.4959
2000-09-13,-1.3158
2000-09-14,4.6667
2000-09-15,-1.9108
2000-09-18,-6.4935
2000-09-19,9.7222
2000-09-20,-4.4304
2000-09-21,-2.3179
2000-09-22,2.3729
2000-09-25,-1.6556
2000-09-26,-3.0303
2000-09-27,-9.0278
2000-09-28,4.5802
2000-09-29,-1.4599
2000-10-02,0.7407
2000-10-03,0.0
2000-10-04,0.0
2000-10-05,-2.9412000000000003
2000-10-06,-5.303
2000-10-09,-12.0
2000-10-10,-6.8182
2000-10-11,3.4146
2000-10-12,2.8302
2000-10-13,-10.0917
2000-10-16,6.1224
2000-10-17,3.8462
2000-10-18,5.5556
2000-10-19,8.7719
2000-10-20,3.2258
2000-10-23,0.0
2000-10-24,-1.5625
2000-10-25,-11.1111
2000-10-26,-0.8929
2000-10-27,0.9009
2000-10-30,-1.7856999999999998
2000-10-31,16.3636
2000-11-01,4.2969
2000-11-02,7.8652
2000-11-03,5.5556
2000-11-06,-4.6053
2000-11-07,0.0
2000-11-08,-5.5172
2000-11-09,-4.3796
2000-11-10,-6.8702
2000-11-13,-1.6393
2000-11-14,6.6667
2000-11-15,0.0
2000-11-16,-3.125
2000-11-17,-1.6129
2000-11-20,-4.918
2000-11-21,0.8621
2000-11-22,-5.1282
2000-11-24,8.1081
2000-11-27,1.6667
2000-11-28,-9.0164
2000-11-29,-0.9009
2000-11-30,-4.5455
2000-12-01,5.7143
2000-12-04,-7.2072
2000-12-05,5.8252
2000-12-06,-1.8349
2000-12-07,-0.9346
2000-12-08,2.8302
2000-12-11,2.7523
2000-12-12,0.8929
2000-12-13,-0.885
2000-12-14,0.8929
2000-12-15,-1.7699
