ticker,DJCO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-05,-0.5769
2000-01-06,-0.9671
2000-01-07,-0.7813
2000-01-11,0.1969
2000-01-14,-0.1965
2000-01-18,0.0
2000-01-19,0.0
2000-01-24,0.0
2000-01-26,7.0866
2000-01-31,-6.6176
2000-02-02,0.7874
2000-02-07,0.0
2000-02-08,-0.3906
2000-02-14,0.3922
2000-02-15,3.125
2000-02-24,-3.0303
2000-03-01,0.0
2000-03-03,1.1719
2000-03-06,0.3861
2000-03-07,-1.5385
2000-03-09,0.0
2000-03-13,0.0
2000-03-14,0.0
2000-03-15,-0.7813
2000-03-20,0.0
2000-03-24,0.3937
2000-03-27,-0.3922
2000-03-28,0.0
2000-03-29,-2.3622
2000-03-30,0.8065
2000-03-31,0.0
2000-04-03,-3.2
2000-04-04,0.0
2000-04-05,0.0
2000-04-11,-3.3058
2000-04-13,0.0
2000-04-18,0.4274
2000-04-19,1.2766
2000-04-24,-1.6806999999999999
2000-04-25,0.0
2000-04-27,2.1368
2000-04-28,-1.6736
2000-05-04,-0.4255
2000-05-15,0.4274
2000-05-19,0.0
2000-05-26,0.0
2000-05-31,0.0
2000-06-01,0.4255
2000-06-02,-0.4237
2000-06-05,-3.8298
2000-06-19,0.885
2000-06-20,2.6316
2000-06-23,0.0
2000-06-29,-1.7094
2000-07-17,0.0
2000-07-18,-2.6087
2000-07-25,3.5714
2000-07-28,0.0
2000-08-10,0.0
2000-08-11,-0.8621
2000-08-15,2.6087
2000-08-22,-3.3898
2000-08-23,1.7544
2000-09-07,0.0
2000-09-12,0.0
2000-09-14,0.0
2000-09-20,-1.7241
2000-09-22,0.8772
2000-10-06,-0.4348
2000-10-20,-0.4367
2000-10-24,0.0
2000-10-30,0.8772
2000-11-06,-0.8696
2000-11-13,0.0
2000-11-21,2.6316
2000-12-07,0.0
2000-12-11,2.7778
2000-12-12,-2.2869
2000-12-20,0.0
2000-12-27,1.2766
2000-12-28,-5.4622
2000-12-29,6.6667
2001-01-16,-0.8333
2001-01-19,1.2605
2001-01-22,2.9046
2001-01-23,0.0
2001-01-26,-0.8065
2001-01-29,3.252
2001-01-31,0.7874
2001-02-01,-3.125
2001-02-05,-0.8065
2001-02-08,1.2195
2001-02-09,0.0
2001-02-22,6.8273
2001-02-23,-4.8872
2001-02-26,0.0
2001-03-02,0.0
2001-03-12,-1.9763
2001-03-13,2.0161
2001-03-15,-2.7668
2001-03-28,-0.813
2001-04-06,-1.2295
2001-04-09,1.2448
