ticker,ATXG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-12-13,91.4286
2016-12-15,-4.9751
2016-12-19,-47.1204
2016-12-28,58.4158
2016-12-29,3.125
2016-12-30,2.4242
2017-01-03,-11.2426
2017-01-04,3.3333
2017-01-05,12.9032
2017-01-06,1.7143000000000002
2017-01-09,3.9326
2017-01-10,-2.7027
2017-01-11,2.7778
2017-01-12,-2.7027
2017-01-13,11.1111
2017-01-17,-9.0
2017-01-19,1.6484
2017-01-20,1.0811
2017-01-24,-3.7433
2017-02-08,-33.3403
2017-02-09,0.0104
2017-02-10,0.0
2017-02-13,-0.8333
2017-02-14,-0.8403
2017-02-15,0.0
2017-02-16,-6.7797
2017-02-17,-4.5455
2017-02-21,10.4762
2017-02-22,3.4483
2017-02-23,-0.8333
2017-02-24,0.8403
2017-02-27,0.0
2017-02-28,-4.1667
2017-03-01,0.8696
2017-03-02,0.8621
2017-03-03,2.5641
2017-03-06,8.3333
2017-03-07,3.8462
2017-03-08,-0.0093
2017-03-09,-3.6948
2017-03-10,3.8462
2017-03-13,-7.4074
2017-03-14,0.8
2017-03-15,11.1111
2017-03-16,-1.4285999999999999
2017-03-20,-1.4493
2017-03-21,1.4706000000000001
2017-03-22,1.4493
2017-03-23,2.8571
2017-03-24,3.4722
2017-03-27,-3.3557
2017-03-28,-6.25
2017-03-29,5.1852
2017-03-30,7.0423
2017-03-31,-4.6053
2017-04-03,0.0
2017-04-04,0.0
2017-04-05,-5.5172
2017-04-06,5.8394
2017-04-07,2.7586
2017-04-10,5.3690999999999995
2017-04-11,-3.1847
2017-04-12,-3.9474
2017-04-13,-5.4795
2017-04-17,8.6957
2017-04-18,6.6667
2017-04-19,-3.125
2017-04-20,-3.2258
2017-04-21,-3.3333
2017-04-24,-10.3448
2017-04-25,0.0
2017-04-26,9.2308
2017-04-27,7.0423
2017-04-28,6.5789
2017-05-01,-7.4074
2017-05-02,-3.3333
2017-05-03,-6.8966
2017-05-04,5.1852
2017-05-05,5.6338
2017-05-08,6.6667
2017-05-10,9.375
2017-05-16,-5.4857
2017-05-18,0.0
2017-05-19,2.7811
2017-05-22,0.5882
2017-05-23,0.0
2017-05-24,-1.7544
2017-05-25,-1.7856999999999998
2017-05-26,3.0303
2017-05-30,0.0
2017-05-31,-2.9412000000000003
2017-06-01,6.0606
2017-06-02,4.4
2017-06-05,1.2589000000000001
2017-06-06,2.7027
2017-06-07,2.6316
2017-06-08,0.0
2017-06-09,0.0
2017-06-12,5.1282
