ticker,PACK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-03-06,0.0
2018-03-07,0.0
2018-03-08,0.0
2018-03-13,0.2094
2018-03-15,0.3135
2018-03-19,-0.1042
2018-03-20,0.001
2018-03-21,-0.2096
2018-03-22,0.0
2018-03-23,0.1045
2018-03-26,0.2088
2018-03-27,0.0
2018-03-29,-0.5208
2018-04-03,0.8377
2018-04-04,0.2077
2018-04-06,-0.5181
2018-04-09,0.5208
2018-04-10,-0.5181
2018-04-11,0.4167
2018-04-12,-0.4149
2018-04-16,0.0
2018-04-24,0.0
2018-04-30,0.2083
2018-05-02,-0.2079
2018-05-08,0.2083
2018-05-09,-0.104
2018-05-11,-0.2081
2018-05-22,0.3128
2018-05-23,0.3119
2018-05-24,-0.1036
2018-05-25,-0.1037
2018-05-29,0.3115
2018-05-31,-0.2091
2018-06-05,0.1058
2018-06-06,0.0539
2018-06-07,-0.0539
2018-06-12,0.0
2018-06-13,0.0
2018-06-14,0.0104
2018-06-15,0.2228
2018-06-18,0.1809
2018-06-19,0.0
2018-06-20,-0.2064
2018-06-22,0.2068
2018-06-25,-0.1032
2018-06-26,0.3099
2018-06-27,-0.103
2018-06-28,0.0
2018-07-02,0.0
2018-07-03,0.0
2018-07-05,0.0
2018-07-09,0.0
2018-07-12,0.1031
2018-07-13,0.0
2018-07-16,0.0
2018-07-17,0.309
2018-07-18,0.1027
2018-07-20,0.2051
2018-07-25,-0.5118
2018-07-26,0.2006
2018-08-01,-0.0975
2018-08-02,0.0
2018-08-06,0.0
2018-08-07,0.0
2018-08-08,0.1028
2018-08-09,0.0
2018-08-10,-0.1027
2018-08-16,0.0
2018-08-20,-0.2055
2018-08-21,0.103
2018-08-27,0.0
2018-08-28,0.1029
2018-09-04,-0.1028
2018-09-11,0.1029
2018-09-12,-0.1028
2018-09-14,-0.2058
2018-09-19,0.3093
2018-09-25,-0.1028
2018-09-26,0.0
2018-09-27,0.0
2018-10-01,0.0
2018-10-02,0.0
2018-10-03,0.0
2018-10-04,0.0
2018-10-12,0.0
2018-10-15,0.0
2018-10-16,0.1574
2018-10-26,-0.0544
2018-10-30,0.0
2018-10-31,-0.1028
2018-11-01,0.0
2018-11-05,0.1029
2018-11-06,0.2055
2018-11-07,0.0
2018-11-12,0.0
2018-11-13,0.0
2018-11-16,-0.2051
2018-11-21,0.2055
2018-11-27,0.0
2018-11-30,0.2051
2018-12-04,0.1024
2018-12-06,-0.2147
2018-12-07,0.2152
2018-12-10,0.3067
