ticker,DTRK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,6.8966
2000-01-04,-3.2258
2000-01-05,0.0
2000-01-06,0.0
2000-01-07,5.0
2000-01-10,-1.5873
2000-01-11,4.8387
2000-01-12,-1.5385
2000-01-13,3.125
2000-01-14,0.0
2000-01-18,3.0303
2000-01-19,-2.9412000000000003
2000-01-20,1.5152
2000-01-21,-2.9851
2000-01-24,10.7692
2000-01-25,0.0
2000-01-26,-8.3333
2000-01-27,-3.0303
2000-01-28,0.0
2000-01-31,7.8125
2000-02-01,0.0
2000-02-03,-1.4493
2000-02-04,-5.8824
2000-02-07,-3.125
2000-02-08,3.2258
2000-02-09,0.0
2000-02-10,-0.7812
2000-02-11,5.5118
2000-02-14,1.4925
2000-02-15,1.4706000000000001
2000-02-16,17.3913
2000-02-17,16.0494
2000-02-18,3.7234
2000-02-22,10.7692
2000-02-23,9.2593
2000-02-24,-15.2542
2000-02-25,6.5
2000-02-28,7.0423
2000-02-29,-3.5088
2000-03-01,-1.8182
2000-03-02,-1.8519
2000-03-03,-1.8868
2000-03-06,8.6538
2000-03-07,16.8142
2000-03-08,-3.0303
2000-03-09,-1.5625
2000-03-10,0.0
2000-03-13,-2.3810000000000002
2000-03-14,13.8211
2000-03-15,-8.5714
2000-03-16,10.9375
2000-03-17,2.8169
2000-03-20,-1.3699
2000-03-21,-5.5556
2000-03-22,17.647100000000002
2000-03-23,-5.1563
2000-03-24,10.0494
2000-03-27,-9.8802
2000-03-28,-0.3322
2000-03-29,-8.0
2000-03-30,-9.4203
2000-03-31,-14.4
2000-04-03,-6.5421
2000-04-04,-14.0
2000-04-05,10.4651
2000-04-06,5.2632
2000-04-07,-10.0
2000-04-10,-6.6667
2000-04-11,2.3810000000000002
2000-04-12,-13.9535
2000-04-13,8.1081
2000-04-14,-12.5
2000-04-17,-2.8571
2000-04-18,7.3529
2000-04-19,4.1096
2000-04-20,15.7895
2000-04-24,-6.8182
2000-04-25,0.0
2000-04-26,-8.5366
2000-04-27,4.0
2000-04-28,8.9744
2000-05-01,-5.8824
2000-05-02,-1.25
2000-05-03,1.2658
2000-05-04,12.5
2000-05-05,0.0
2000-05-08,0.0
2000-05-09,-6.6667
2000-05-10,0.0
2000-05-11,-4.7619
2000-05-12,-2.5
2000-05-15,0.0
2000-05-16,2.5641
2000-05-17,0.0
2000-05-18,0.0
2000-05-19,-2.5
2000-05-22,-7.6923
2000-05-23,1.3889
2000-05-24,-1.3699
2000-05-25,0.0
