ticker,POLR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-01-31,6900.0
2013-02-13,0.0
2013-02-14,40.9091
2013-02-22,3.2258
2013-02-28,-6.25
2013-03-01,-32.0
2013-03-06,0.0
2013-03-08,0.0
2013-03-11,-26.4706
2013-03-18,0.0
2013-03-27,13.3333
2013-03-28,0.0
2013-04-09,-11.7647
2013-04-10,13.3333
2013-04-15,16.4706
2013-04-16,51.5152
2013-04-17,20.0
2013-04-19,0.0
2013-04-25,11.1111
2013-04-29,10.0
2013-04-30,31.8182
2013-05-01,18.6207
2013-05-02,18.8953
2013-05-03,1.2225
2013-05-06,-11.8357
2013-05-07,-17.8082
2013-05-08,21.0
2013-05-09,4.9587
2013-05-10,6.0367
2013-05-13,31.6832
2013-05-14,12.594
2013-05-15,-12.3539
2013-05-16,-18.8571
2013-05-17,13.1455
2013-05-20,3.7344
2013-05-21,-2.0
2013-05-22,-7.1429
2013-05-23,-8.3516
2013-05-24,0.2398
2013-05-28,0.4785
2013-05-29,-0.7143
2013-05-30,5.5156
2013-05-31,12.9545
2013-06-03,14.2857
2013-06-04,-4.5775
2013-06-05,-4.2435
2013-06-06,2.5048
2013-06-07,8.082699999999999
2013-06-24,-84.3478
2013-06-25,-5.5556
2013-06-26,-17.647100000000002
2013-06-27,28.5714
2013-06-28,22.2222
2013-07-01,36.3636
2013-07-02,30.0
2013-07-03,-7.6923
2013-07-05,-16.6667
2013-07-08,-46.6667
2013-07-09,0.0
2013-07-10,-17.5
2013-07-11,-9.0909
2013-07-12,-16.6667
2013-07-15,-10.0
2013-07-16,-17.7778
2013-07-17,35.1351
2013-07-18,20.0
2013-07-19,1.6667
2013-07-22,29.5082
2013-07-23,-11.3924
2013-07-24,-7.1429
2013-07-25,-21.5385
2013-07-26,27.451
2013-07-29,-27.6923
2013-07-30,-14.8936
2013-07-31,-5.0
2013-08-01,0.0
2013-08-02,2.6316
2013-08-05,2.5641
2013-08-06,-2.5
2013-08-07,2.5641
2013-08-08,15.0
2013-08-09,4.3478
2013-08-12,0.0
2013-08-13,1.0417
2013-08-14,-1.0309
2013-08-15,-10.4167
2013-08-16,4.6512
2013-08-19,-6.6667
2013-08-20,0.0
2013-08-21,-9.5238
2013-08-22,5.2632
2013-08-23,0.0
2013-08-26,0.0
2013-08-27,2.5
2013-08-28,-2.439
2013-08-29,0.0
2013-08-30,-45.0
2013-09-03,-9.0909
2013-09-04,10.0
2013-09-05,13.6364
2013-09-06,-8.0
2013-09-09,21.7391
