ticker,FGCO US Equity
2014-05-23,-6.1125
2014-05-27,-16.4063
2014-05-28,13.6449
2014-05-29,-0.8772
2014-05-30,-2.6549
2014-06-02,3.5227
2014-06-03,-0.0549
2014-06-04,-10.4887
2014-06-05,7.9755
2014-06-06,-8.9773
2014-06-09,-19.1011
2014-06-10,23.4568
2014-06-11,-20.0
2014-06-12,0.0
2014-06-13,0.0
2014-06-16,25.4688
2014-06-17,-19.1781
2014-06-18,3.5439
2014-06-19,-3.5714
2014-06-20,19.7531
2014-06-23,-22.2938
2014-06-24,12.7695
2014-06-25,5.8824
2014-06-26,0.0
2014-06-27,-2.2222
2014-06-30,0.0
2014-07-01,-14.5597
2014-07-02,6.4007
2014-07-03,-6.7188
2014-07-07,13.9028
2014-07-08,-12.2059
2014-07-09,-6.0302
2014-07-10,0.0
2014-07-11,14.082
2014-07-14,-12.3438
2014-07-15,16.221
2014-07-16,-11.6564
2014-07-17,12.7604
2014-07-18,-13.7798
2014-07-21,-21.4286
2014-07-22,41.5909
2014-07-23,-41.3323
2014-07-24,61.9699
2014-07-25,-32.0101
2014-07-28,0.7453
2014-07-29,2.2195
2014-07-30,1.3269
2014-07-31,0.9524
2014-08-01,27.1226
2014-08-04,-25.7885
2014-08-05,-8.0
2014-08-06,-1.9022000000000001
2014-08-07,-11.3573
2014-08-08,-32.1875
2014-08-11,43.7788
2014-08-12,-33.3333
2014-08-13,-21.6346
2014-08-14,-26.3804
2014-08-15,-16.6667
2014-08-18,4.0
2014-08-19,34.6154
2014-08-20,-20.0
2014-08-21,14.2857
2014-08-22,0.0
2014-08-25,18.75
2014-08-26,-31.5789
2014-08-27,38.4615
2014-08-28,0.0
2014-08-29,0.0
2014-09-02,28.4722
2014-09-03,8.1081
2014-09-04,-20.0
2014-09-05,0.0
2014-09-08,-19.375
2014-09-09,79.845
2014-09-10,-31.0345
2014-09-11,0.0
2014-09-12,-25.0
2014-09-15,0.0
2014-09-16,12.5
2014-09-17,-40.7407
2014-09-18,31.25
2014-09-19,-16.1905
2014-09-22,-18.1818
2014-09-23,27.7778
2014-09-24,-4.3478
2014-09-25,13.6364
2014-09-26,-12.0
2014-09-29,13.6364
2014-09-30,4.0
2014-10-01,14.4231
2014-10-02,-26.0504
2014-10-06,10.2273
2014-10-07,-1.0309
2014-10-08,-6.7708
2014-10-09,-1.6760000000000002
2014-10-10,9.0909
2014-10-13,-16.6667
2014-10-14,20.0
2014-10-15,-9.375
2014-10-16,0.0
2014-10-17,1.1494
2014-10-20,-4.5455
2014-10-22,0.0
2014-10-23,-4.7619
2014-10-24,5.0
2014-10-27,-14.2857
2014-10-28,-22.2222
2014-10-29,-21.4286
2014-10-30,25.0
2014-10-31,-20.0
2014-11-03,-6.8182
2014-11-04,-8.5366
2014-11-05,-12.0
2014-11-06,13.6364
2014-11-07,6.6667
2014-11-10,0.0
2014-11-11,-30.0
2014-11-13,94.6429
2014-11-14,-11.9266
2014-11-17,56.25
2014-11-18,-38.0
2014-11-19,3.2258
2014-11-20,0.0
2014-11-21,14.5833
2014-11-24,-12.7273
2014-11-25,22.9167
2014-11-26,0.0
2014-11-28,1.6949
2014-12-02,-21.6667
2014-12-03,-20.2128
2014-12-04,6.6667
2014-12-05,13.75
2014-12-08,28.5714
2014-12-09,-31.6239
2014-12-10,40.0
2014-12-11,-26.7857
2014-12-12,34.1463
2014-12-15,0.0
2014-12-16,-20.0
2014-12-17,0.0
2014-12-18,2.2727
2014-12-19,-4.4444
2014-12-22,-4.6512
2014-12-23,3.6585
2014-12-26,5.8824
2014-12-29,0.0
2014-12-30,-5.5556
2014-12-31,-22.352899999999998
2015-01-02,65.1515
2015-01-05,-14.6789
2015-01-07,-11.828
2015-01-08,-2.439
2015-01-09,0.0
2015-01-12,23.75
2015-01-13,-19.1919
2015-01-15,30.0
2015-01-16,-4.8077
2015-01-20,-3.0303
2015-01-22,8.3333
2015-01-26,0.0
2015-01-28,0.0
2015-01-29,-30.7692
2015-02-02,40.2778
2015-02-03,2.9703
2015-02-04,-36.5385
2015-02-05,12.1212
2015-02-06,40.5405
2015-02-09,0.0
2015-02-10,-11.538499999999999
2015-02-11,10.8696
2015-02-13,-2.9412000000000003
2015-02-18,-24.2424
2015-02-20,-91.4667
2015-02-26,1150.0
2015-02-27,12.0
2015-03-02,7.1429
2015-03-03,0.0
2015-03-05,0.0
2015-03-06,-16.6667
2015-03-09,1.0
2015-03-11,7.9208
2015-03-16,-5.5046
2015-03-17,-1.9417
2015-03-18,0.0
2015-03-19,-0.9901
2015-03-24,0.0
2015-03-25,-94.9
2015-04-21,2821.5686
2015-04-22,-99.3289
2015-08-17,900.0
2015-08-25,-90.0
2015-09-25,2900.0
2015-09-28,0.0
2015-10-01,0.0
2015-10-02,-16.6667
2015-10-08,120.0
2015-10-15,81.8182
2015-10-16,0.0
2015-10-23,-98.0
2015-10-27,4900.0
2015-10-29,-10.0
2015-10-30,0.0
2015-11-05,0.0
2015-11-06,-97.7778
2015-12-01,75.0
2015-12-10,2471.4286
2015-12-11,-96.3889
2015-12-15,0.3846
2015-12-28,1.1494
2015-12-29,3.0303
2016-01-14,-8.8235
2016-03-09,3125.8065
2016-03-10,-90.0
2016-03-23,-90.0
2016-04-26,9900.0
2016-04-28,-98.5
2016-05-24,12.0833
2016-06-20,18.9591
2016-07-06,-45.0
2016-07-15,263.6364
2016-08-05,-70.0
2016-09-29,0.0
2016-10-12,25.0
2016-10-13,10566.6667
2016-10-14,0.625
2016-10-17,-16.5411
2016-10-18,-24.4616
2016-10-19,-21.1823
2016-10-20,56.25
2016-10-21,0.0
2016-10-24,-39.2
2016-10-25,64.4737
2016-11-02,-20.0
2016-11-03,19.0
2016-11-09,-5.8246
2016-11-11,-0.9537
2016-11-14,17.1171
2016-11-15,19.2308
2016-11-16,0.0
2016-11-17,-3.2258
2016-11-21,-30.6667
2016-11-22,10.5769
2016-11-25,-0.8696
2016-12-01,31.5789
2016-12-09,0.0
2016-12-15,-97.5583
2016-12-16,2630.3754
2016-12-20,19.25
2016-12-21,-11.9497
2016-12-23,14.2857
2016-12-27,-1.5833
2016-12-29,-6.8586
2016-12-30,-4.5455
2017-01-03,-14.2857
2017-01-04,33.3194
2017-01-10,25.013
2017-01-11,-16.6667
2017-01-18,-4.0
2017-01-23,-4.1667
2017-01-24,8.6957
2017-01-25,0.0
2017-01-31,100.0
2017-02-01,-30.0
2017-02-02,-14.2857
2017-02-03,0.0
2017-02-07,16.6667
2017-02-10,-51.4286
2017-02-14,17.647100000000002
2017-02-15,15.0
2017-02-21,8.6957
2017-02-22,11.2
2017-02-27,-17.9856
2017-03-01,-3.5088
2017-03-03,0.0
2017-03-09,4.5455
2017-03-10,0.0
2017-03-14,0.0
2017-03-15,0.0
2017-03-16,-4.3478
2017-03-17,-9.0909
2017-03-20,10.0
2017-03-21,-9.0909
2017-03-27,0.0
2017-03-30,5.0
2017-04-03,0.7143
2017-04-12,-5.4374
2017-04-17,0.0
2017-05-01,-45.0
2017-05-04,46.8182
2017-05-10,-90.7121
2017-05-11,1233.3333
2017-05-16,0.0
2017-06-20,-20.0
2017-06-21,0.0
2017-06-26,-31.25
2017-06-29,54.5455
2017-06-30,-11.2941
2017-07-03,6.1008
2017-07-05,0.0
2017-07-12,0.0
2017-08-02,0.0
2017-08-15,-25.0
2017-08-18,0.0
2017-08-22,0.0
2017-08-23,0.0
2017-08-25,8.3333
2017-08-28,0.0
2017-08-29,0.0
2017-09-18,53.8462
2017-10-03,6.15
2017-10-04,3.6269
2017-10-05,36.3636
2017-10-06,-1.3333
2017-10-23,-15.5405
2017-10-25,-20.0
2017-10-27,0.0
2017-11-03,-20.79
2017-11-08,-11.6273
2017-11-16,0.0
2017-11-21,-6.5714
2017-11-29,-23.5474
2017-12-01,-9.2
2017-12-05,-0.8811
2017-12-06,11.1111
2017-12-07,0.0
2017-12-12,0.0
2017-12-18,-92.0
2017-12-22,1775.0
2017-12-26,-46.6667
2017-12-27,0.0
2017-12-29,0.0
2018-02-09,25.0
2018-02-12,0.0
2018-02-21,0.0
2018-03-01,-20.0
2018-03-05,-2.5
2018-03-07,-48.7179
2018-03-14,0.0
2018-03-19,75.0
2018-03-20,0.0
2018-03-27,-42.8571
2018-03-28,-62.5
2018-03-29,13.3333
2018-04-18,64.7059
2018-04-19,0.0
2018-04-27,100.0
2018-05-01,-7.1429
2018-05-02,0.0
2018-05-07,-73.0769
2018-05-09,271.4286
2018-05-10,-23.0769
2018-05-11,0.0
2018-05-14,0.0
2018-05-17,65.0
2018-05-23,-39.3939
2018-06-01,-40.0
2018-06-04,-15.8333
2018-06-07,-0.9901
2018-06-11,10.0
2018-06-12,-27.2727
2018-06-13,37.5
2018-06-14,-9.0909
2018-06-15,-26.0
2018-06-18,35.1351
2018-06-19,-26.0
2018-06-20,-32.4324
2018-06-22,100.0
2018-06-25,-30.0
2018-06-27,0.0
2018-06-28,-14.2857
2018-06-29,-16.6667
2018-07-02,80.0
2018-07-03,11.1111
2018-07-05,-5.0
2018-07-10,-26.3158
2018-07-11,0.0
2018-07-19,0.0
2018-07-23,0.0
2018-07-24,21.4286
2018-08-01,0.0
2018-08-02,0.0
2018-08-08,-23.5294
2018-08-09,44.6154
2018-08-15,-4.2553
2018-08-17,-27.7778
2018-09-04,0.0
2018-09-28,-15.3846
2018-10-01,18.1818
2018-10-02,19.2308
2018-10-03,0.0
2018-10-04,0.0
2018-10-05,0.0
2018-10-08,0.0
2018-10-15,25.1613
2018-10-16,-17.5258
2018-10-24,21.25
2018-10-25,-0.8763
2018-10-26,-16.7967
2018-11-13,21.25
2018-12-11,0.0
2018-12-27,0.0
2019-01-16,0.0
2019-01-17,-17.5258
2019-01-23,87.5
2019-01-24,0.0
2019-01-30,-15.0
2019-01-31,0.0
2019-02-01,1.9607999999999999
2019-02-07,-37.6923
2019-02-08,60.4938
2019-02-12,13.8462
2019-02-13,-12.1622
2019-02-14,-15.3846
2019-02-15,0.0
2019-02-19,107.2727
2019-02-22,-7.8947
2019-02-25,0.0
2019-02-26,0.0
2019-02-27,0.0
2019-02-28,9.5238
2019-03-01,121.7391
2019-03-04,-3.9215999999999998
2019-03-05,0.0
2019-03-06,2.0408
2019-03-07,-40.0
2019-03-11,0.0
2019-03-12,26.6667
2019-03-13,-27.6316
2019-03-18,52.7273
2019-03-19,0.0
2019-03-21,-61.1905
2019-03-25,23.9264
2019-03-27,106.9307
2019-03-28,-4.7847
2019-04-03,-12.5628
2019-04-04,0.0
2019-04-05,-52.5862
2019-04-08,104.2424
2019-04-09,-3.2641
2019-04-10,-47.8528
2019-04-23,0.0
2019-04-25,0.0
2019-05-08,63.5294
2019-05-14,-20.8633
2019-05-15,0.0
2019-05-16,-22.7273
2019-05-17,27.647100000000002
2019-05-20,15.2074
2019-05-21,18.0
2019-05-23,-1.6949
2019-05-30,1.7241
2019-06-04,-25.4237
2019-06-06,-13.6364
2019-06-10,52.6316
2019-06-13,-37.931
2019-06-21,63.8889
2019-06-25,-35.5932
2019-07-02,-5.2632
2019-07-03,51.1111
2019-07-05,28.6765
2019-07-08,-20.0
2019-07-09,7.1429
2019-07-10,16.6667
2019-07-11,0.0
2019-07-12,-14.2857
2019-07-16,0.0
2019-07-22,0.0
2019-07-25,0.0
2019-07-30,23.3333
2019-08-01,-5.4054
2019-08-02,0.0
2019-08-05,0.0
2019-08-06,-14.2857
2019-08-07,0.0
2019-08-12,0.0
2019-08-14,10.0
2019-08-15,6.0606
2019-08-16,42.2857
2019-08-20,0.4016
2019-08-21,-10.0
2019-08-22,0.0
2019-08-26,13.3333
2019-08-27,-0.5882
2019-08-28,-0.3945
2019-08-29,0.0
2019-08-30,0.0
2019-09-03,0.0
2019-09-06,0.0
2019-09-18,-30.297
2019-09-19,0.0
2019-09-23,27.8409
2019-09-24,0.0
2019-10-04,0.0
2019-10-08,-2.2222
2019-10-11,0.0
2019-10-17,1.1364
2019-10-22,-16.9438
2019-10-23,-0.974
2019-10-29,20.2186
2019-12-02,0.0
2019-12-04,-17.0455
2019-12-26,-44.6575
2019-12-27,0.495
2020-01-17,23.1527
2020-01-24,20.0
2020-02-28,199.3333
2020-03-02,-94.4321
2020-03-05,400.0
2020-03-10,-17.6
2020-03-12,0.0
2020-03-19,-46.6019
2020-04-06,0.9091
2020-04-14,222.5225
2020-04-16,-5.5866
2020-04-17,-0.8876
2020-04-21,-25.3731
2020-04-23,-33.6
2020-05-27,68.0723
2020-06-01,21.8638
2020-06-03,0.0
2020-06-04,-18.2353
2020-06-08,25.8993
2020-06-09,0.0
2020-06-11,-8.0
2020-06-15,36.646
2020-06-16,-9.0909
2020-06-17,-15.0
2020-06-18,-20.5882
2020-07-08,-7.037
2020-07-15,-0.3984
2020-07-20,-18.8
2020-07-21,46.798
2020-07-30,-32.8859
