ticker,AHCD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2002-09-26,0.0
2003-03-27,0.0
2003-04-24,0.0
2003-10-01,0.0
2003-11-04,0.0
2003-12-31,0.0
2004-01-09,0.0
2004-02-10,0.0
2004-03-17,0.0
2004-04-27,0.0
2004-04-28,0.0
2004-08-05,0.0
2005-02-09,0.0
2005-02-23,0.0
2005-03-02,0.0
2005-03-04,0.0
2005-05-10,0.0
2005-09-26,0.0
2006-01-06,0.0
2006-02-10,0.0
2006-11-14,0.0
2009-03-20,0.0
2009-03-31,39900.0
2010-02-17,-99.75
2012-03-29,7900.0
2012-08-13,0.0
2015-08-14,-98.75
2019-05-14,-99.2
2019-10-17,0.0
