ticker,OBLN US Equity
2017-03-01,0.5365
2017-03-02,-3.3084
2017-03-03,1.766
2017-03-06,1.6269
2017-03-07,-2.4546
2017-03-08,-1.4223
2017-03-09,0.9989
2017-03-10,0.989
2017-03-13,3.9173
2017-03-14,0.6283
2017-03-15,4.6826
2017-03-16,4.4732
2017-03-17,1.7127
2017-03-20,3.3676
2017-03-21,-4.8869
2017-03-22,-2.2835
2017-03-23,-0.5842
2017-03-24,2.6445
2017-03-27,4.9618
2017-03-28,-4.0
2017-03-29,-0.7576
2017-03-30,0.7634
2017-03-31,1.2311
2017-04-03,-1.4032
2017-04-04,2.6565
2017-04-05,-3.512
2017-04-06,-0.0958
2017-04-07,-0.1918
2017-04-10,-0.5764
2017-04-11,4.5411
2017-04-12,-2.2181
2017-04-13,0.6616
2017-04-17,3.1925
2017-04-18,1.1829
2017-04-19,-0.2698
2017-04-20,-0.3607
2017-04-21,-0.0905
2017-04-24,0.5435
2017-04-25,-0.1802
2017-04-26,-0.0903
2017-04-27,-4.607
2017-04-28,0.5682
2017-05-01,-1.2241
2017-05-02,0.4766
2017-05-03,-0.3795
2017-05-04,5.3333
2017-05-05,-0.4521
2017-05-08,-0.2725
2017-05-09,5.2823
2017-05-10,-2.3356
2017-05-11,-0.9743
2017-05-12,-4.7406
2017-05-15,-5.7277000000000005
2017-05-16,0.2988
2017-05-17,0.7944
2017-05-18,-1.0836999999999999
2017-05-19,0.5976
2017-05-22,-2.3762
2017-05-23,-3.144
2017-05-24,0.9424
2017-05-25,0.4149
2017-05-26,-6.1983
2017-05-30,4.8458
2017-05-31,-2.416
2017-06-01,6.9968
2017-06-02,2.8169
2017-06-05,1.4677
2017-06-06,-5.4002
2017-06-07,2.2426
2017-06-08,-0.7976
2017-06-09,2.3116
2017-06-12,4.8134
2017-06-13,2.343
2017-06-14,3.3883
2017-06-15,2.7458
2017-06-16,-5.5172
2017-06-19,1.0949
2017-06-20,-1.083
2017-06-21,-7.6642
2017-06-22,2.4704
2017-06-23,6.0752
2017-06-26,-2.8182
2017-06-27,-1.3096
2017-06-28,-0.4739
2017-06-29,-0.9524
2017-06-30,-4.7115
2017-07-03,-5.5499
2017-07-05,-2.6709
2017-07-06,-2.3052
2017-07-07,1.7978
2017-07-10,-0.7726
2017-07-11,0.4449
2017-07-12,0.0
2017-07-13,-1.5504
2017-07-14,1.1249
2017-07-17,-1.6684999999999999
2017-07-18,0.2262
2017-07-19,1.2415
2017-07-20,-0.3344
2017-07-21,-1.1186
2017-07-24,-0.5656
2017-07-25,0.0
2017-07-26,-1.479
2017-07-27,-2.194
2017-07-28,-0.2361
2017-07-31,0.5917
2017-08-01,-2.5882
2017-08-02,-1.087
2017-08-03,-1.3431
2017-08-04,1.1139000000000001
2017-08-07,2.9375999999999998
2017-08-08,4.5184
2017-08-09,-1.0239
2017-08-10,6.5517
2017-08-11,-3.8834999999999997
2017-08-14,1.459
2017-08-15,4.4248
2017-08-16,-1.2711999999999999
2017-08-17,-2.3605
2017-08-18,-2.8571
2017-08-21,-3.1673999999999998
2017-08-22,2.1028000000000002
2017-08-23,-1.4874
2017-08-24,1.0453
2017-08-25,1.954
2017-08-28,1.2401
2017-08-29,0.2227
2017-08-30,0.1111
2017-08-31,-0.222
2017-09-01,-0.5562
2017-09-05,1.5659999999999998
2017-09-06,2.533
2017-09-07,5.1557
2017-09-08,-4.9030000000000005
2017-09-11,2.7927
2017-09-12,0.3135
2017-09-13,0.5208
2017-09-14,0.9326
2017-09-15,2.6694
2017-09-18,-0.1
2017-09-19,-0.5005
2017-09-20,1.006
2017-09-21,-2.1912
2017-09-22,0.4073
2017-09-25,0.8114
2017-09-26,-1.1066
2017-09-27,2.238
2017-09-28,0.2985
2017-09-29,-5.4563
2017-10-02,1.5739999999999998
2017-10-03,2.5826000000000002
2017-10-04,0.6042
2017-10-05,1.8018
2017-10-06,-1.0816
2017-10-09,-1.9881
2017-10-10,0.3043
2017-10-11,0.7078
2017-10-12,-0.9036
2017-10-13,-2.5329
2017-10-16,0.4158
2017-10-17,-1.3458
2017-10-18,-0.7345
2017-10-19,-7.7167
2017-10-20,3.8946
2017-10-23,-3.8589
2017-10-24,-3.0963
2017-10-25,3.9053
2017-10-26,-5.1253
2017-10-27,3.4814
2017-10-30,-2.9002
2017-10-31,0.7168
2017-11-01,-0.7117
2017-11-02,1.0753
2017-11-03,5.9102
2017-11-06,-1.7856999999999998
2017-11-07,-5.5682
2017-11-08,-3.4898
2017-11-09,2.4938000000000002
2017-11-10,-2.1898
2017-11-13,-0.8706
2017-11-14,-1.2547
2017-11-15,-1.1436
2017-11-16,2.8278
2017-11-17,0.375
2017-11-20,-1.3699
2017-11-21,2.2727
2017-11-22,-0.8642
2017-11-24,0.2491
2017-11-27,3.8509
2017-11-28,2.1531000000000002
2017-11-29,-0.9368
2017-11-30,-2.7187
2017-12-01,-0.243
2017-12-04,-3.6541
2017-12-05,-1.8963
2017-12-06,-0.2577
2017-12-07,-1.8088
2017-12-08,-0.7895
2017-12-11,-1.061
2017-12-12,0.5362
2017-12-13,2.4
2017-12-14,1.8229
2017-12-15,0.3836
2017-12-18,-4.2038
2017-12-19,-3.7234
2017-12-20,1.105
2017-12-21,0.2732
2017-12-22,-0.4087
2017-12-26,-2.3256
2017-12-27,-2.8011
2017-12-28,-0.8646
2017-12-29,-3.9244
2018-01-02,8.1694
2018-01-03,-7.6923
2018-01-04,4.8485
2018-01-05,6.6474
2018-01-08,0.6775
2018-01-09,1.6151
2018-01-10,3.3113
2018-01-11,0.8974
2018-01-12,0.3812
2018-01-16,0.3797
2018-01-17,-13.43
2018-01-18,-10.5608
2018-01-19,-14.658
2018-01-22,-0.9542
2018-01-23,-33.3333
2018-01-24,3.1792
2018-01-25,14.5658
2018-01-26,7.824
2018-01-29,-1.3605
2018-01-30,0.9195
2018-01-31,-6.6059
2018-02-01,4.878
2018-02-02,-5.3488
2018-02-05,-2.7027
2018-02-06,3.4091
2018-02-07,0.8547
2018-02-08,-1.6949
2018-02-09,5.1724
2018-02-12,2.1077
2018-02-13,-3.6696999999999997
2018-02-14,-1.1905000000000001
2018-02-15,-5.3012
2018-02-16,2.2901
2018-02-20,5.2239
2018-02-21,-0.7092
2018-02-22,-1.4285999999999999
2018-02-23,0.7246
2018-02-26,1.4388
2018-02-27,0.0
2018-02-28,-4.9645
2018-03-01,-1.2438
2018-03-02,1.0076
2018-03-05,0.0
2018-03-06,-3.7406
2018-03-07,13.2124
2018-03-08,-7.0938
2018-03-09,4.9261
2018-03-12,-2.8169
2018-03-13,-1.9324
2018-03-14,-1.4778
2018-03-15,0.25
2018-03-16,2.4938000000000002
2018-03-19,-7.7859
2018-03-20,1.3193
2018-03-21,-2.3438
2018-03-22,-2.9333
2018-03-23,-3.022
2018-03-26,1.4163999999999999
2018-03-27,-6.7039
2018-03-28,2.0958
2018-03-29,0.5865
2018-04-02,3.4985
2018-04-03,-2.2535
2018-04-04,-0.8646
2018-04-05,2.0349
2018-04-06,0.2849
2018-04-09,-2.8409
2018-04-10,-1.7544
2018-04-11,2.0833
2018-04-12,0.5831
2018-04-13,-0.5797
2018-04-16,-4.6647
2018-04-17,3.0581
2018-04-18,2.3739
2018-04-19,1.7391
2018-04-20,-3.4188
2018-04-23,-2.3599
2018-04-24,12.3867
2018-04-25,-0.8065
2018-04-26,5.4201
2018-04-27,-2.0566
2018-04-30,1.0499
2018-05-01,5.1948
2018-05-02,1.9752999999999998
2018-05-03,-0.2421
2018-05-04,3.8834999999999997
2018-05-07,0.4673
2018-05-08,-2.5581
2018-05-09,1.9093
2018-05-10,1.171
2018-05-11,-34.0278
2018-05-14,-1.0526
2018-05-15,0.3546
2018-05-16,-8.1272
2018-05-17,0.7692
2018-05-18,0.3817
2018-05-21,0.3802
2018-05-22,2.6515
2018-05-23,-1.845
2018-05-24,-6.015
2018-05-25,1.6
2018-05-29,1.5748
2018-05-30,-2.3256
2018-05-31,0.0
2018-06-01,0.3968
2018-06-04,-13.0435
2018-06-05,1.8182
2018-06-06,-0.4464
2018-06-07,-0.4484
2018-06-08,-0.4505
2018-06-11,-2.2624
2018-06-12,9.2593
2018-06-13,0.0
2018-06-14,0.0
2018-06-15,4.2373
2018-06-18,2.8455
2018-06-19,1.581
2018-06-20,0.3891
2018-06-21,14.3411
2018-06-22,-17.6271
2018-06-25,-3.2922000000000002
2018-06-26,-1.2766
2018-06-27,-6.0345
2018-06-28,-1.8349
2018-06-29,0.4673
2018-07-02,-1.8605
2018-07-03,-0.4739
2018-07-05,2.3810000000000002
2018-07-06,-0.9302
2018-07-09,3.2864
2018-07-10,-0.4545
2018-07-11,1.8265
2018-07-12,-1.3453
2018-07-13,0.0
2018-07-16,-8.6364
2018-07-17,0.0
2018-07-18,-1.99
2018-07-19,-5.5838
2018-07-20,2.6882
2018-07-23,-0.5236
2018-07-24,1.5789
2018-07-25,2.5907
2018-07-26,-0.5051
2018-07-27,-5.5838
2018-07-30,-10.7527
2018-07-31,0.0
2018-08-01,0.6024
2018-08-02,-0.5988
2018-08-03,-1.8072
2018-08-06,0.0
2018-08-07,1.8405
2018-08-08,1.2048
2018-08-09,7.1429
2018-08-10,-2.2222
2018-08-13,-2.8409
2018-08-14,4.0936
2018-08-15,1.1236
2018-08-16,-5.5556
2018-08-17,0.5882
2018-08-20,5.2632
2018-08-21,1.1111
2018-08-22,-3.8462
2018-08-23,52.0
2018-08-24,4.8872
2018-08-27,5.3763
2018-08-28,-10.2041
2018-08-29,2.2727
2018-08-30,4.8148
2018-08-31,2.1201
2018-09-04,-3.1142
2018-09-05,3.9286
2018-09-06,-1.3746
2018-09-07,6.6202
2018-09-10,9.8039
2018-09-11,0.5952
2018-09-12,-0.8876
2018-09-13,-2.9851
2018-09-14,-9.2308
2018-09-17,-0.678
2018-09-18,-11.6041
2018-09-19,4.2471
2018-09-20,-2.5926
2018-09-21,-0.3802
2018-09-24,-7.2519
2018-09-25,5.3498
2018-09-26,0.0
2018-09-27,10.1562
2018-09-28,-4.2553
2018-10-01,-2.5926
2018-10-02,-2.2814
2018-10-03,-1.1673
2018-10-04,-1.1811
2018-10-05,-0.7968
2018-10-08,-15.261
2018-10-09,10.9005
2018-10-10,-2.9915000000000003
2018-10-11,3.9648
2018-10-12,0.4237
2018-10-15,-7.173
2018-10-16,-4.0909
2018-10-17,-0.9479
2018-10-18,-6.6986
2018-10-19,1.0256
2018-10-22,-3.5533
2018-10-23,0.0
2018-10-24,-5.2632
2018-10-25,9.4444
2018-10-26,1.0152
2018-10-29,-1.005
2018-10-30,1.0152
2018-10-31,1.7588
2018-11-01,6.1728
2018-11-02,-8.8372
2018-11-05,1.5306
2018-11-06,0.5025
2018-11-07,0.0
2018-11-08,2.0
2018-11-09,-2.451
2018-11-12,0.0
2018-11-13,3.0151
2018-11-14,-0.9756
2018-11-15,1.4778
2018-11-16,-3.3981
2018-11-19,-2.5126
2018-11-20,0.7732
2018-11-21,-0.2558
2018-11-23,-3.5897
2018-11-26,-3.1915
2018-11-27,2.1978
2018-11-28,-10.2151
2018-11-29,4.7904
2018-11-30,-5.1429
2018-12-03,10.8434
2018-12-04,-3.8043
2018-12-06,-1.1299
2018-12-07,0.0
2018-12-10,1.1429
2018-12-11,4.5198
2018-12-12,-7.027
2018-12-13,-4.6512
2018-12-14,3.6585
2018-12-17,-4.1176
2018-12-18,-4.2945
2018-12-19,4.4872
2018-12-20,0.6135
2018-12-21,61.5854
2018-12-24,0.3774
2018-12-26,-0.7519
2018-12-27,-1.1364
2018-12-28,-13.7931
2018-12-31,-8.0
2019-01-02,11.1111
2019-01-03,-15.6522
2019-01-04,-2.0619
2019-01-07,-2.6316
2019-01-08,-3.2432
2019-01-09,0.0
2019-01-10,2.7933
2019-01-11,-1.6303999999999998
2019-01-14,2.2099
2019-01-15,-7.5676
2019-01-16,-0.5848
2019-01-17,-2.3529
2019-01-18,3.012
2019-01-22,-4.0936
2019-01-23,3.6585
2019-01-24,0.0
2019-01-25,0.0
2019-01-28,0.5882
2019-01-29,-1.7544
2019-01-30,1.1905000000000001
2019-01-31,7.6471
2019-02-01,-1.0929
2019-02-04,2.7624
2019-02-05,-0.5376
2019-02-06,0.0
2019-02-07,2.1622
2019-02-08,-3.1746
2019-02-11,0.5464
2019-02-12,3.2609
2019-02-13,0.0
2019-02-14,6.8421
2019-02-15,1.9704000000000002
2019-02-19,-0.9662
2019-02-20,3.9024
2019-02-21,2.3474
2019-02-22,-10.0917
2019-02-25,9.1837
2019-02-26,-6.5421
2019-02-27,-6.005
2019-02-28,-4.2501999999999995
2019-03-01,-1.1111
2019-03-04,1.1236
2019-03-05,-0.8333
2019-03-06,-3.0812
2019-03-07,-0.578
2019-03-08,0.0
2019-03-11,1.7442
2019-03-12,-3.4286
2019-03-13,1.1834
2019-03-14,1.1696
2019-03-15,2.8902
2019-03-18,-6.7416
2019-03-19,-3.6145
2019-03-20,1.875
2019-03-21,-0.6135
2019-03-22,-1.8519
2019-03-25,-2.5157
2019-03-26,-4.5161
2019-03-27,1.3514
2019-03-28,-2.0
2019-03-29,-2.0408
2019-04-01,2.0833
2019-04-02,0.0
2019-04-03,-61.8707
2019-04-04,0.2676
2019-04-05,-1.7793999999999999
2019-04-08,-5.6159
2019-04-09,9.405
2019-04-10,5.9181
2019-04-11,-7.426
2019-04-12,0.1968
2019-04-15,0.0
2019-04-16,-7.1071
2019-04-17,-1.5763
2019-04-18,-8.4961
2019-04-22,-0.6403
2019-04-23,-1.1815
2019-04-24,11.5217
2019-04-25,-1.1111
2019-04-26,-10.4869
2019-04-29,1.5415
2019-04-30,-2.1904
2019-05-01,-3.5255
2019-05-02,2.0455
2019-05-03,-3.1532
2019-05-06,13.0698
2019-05-07,12.3359
2019-05-08,5.2772
2019-05-09,-6.0696
2019-05-10,-9.2761
2019-05-13,-5.0816
2019-05-14,3.2036
2019-05-15,-4.3333
2019-05-16,-6.4678
2019-05-17,-1.9558
2019-05-20,-7.9554
2019-05-21,-0.6708
2019-05-22,237.6623
2019-05-23,-47.6923
2019-05-24,-0.3676
2019-05-28,5.3875
2019-05-29,58.2633
2019-05-30,39.823
2019-05-31,-17.0886
2019-06-03,-2.2901
2019-06-04,0.0
2019-06-05,-20.3125
2019-06-06,13.7255
2019-06-07,-9.4828
2019-06-10,-2.8571
2019-06-11,-6.0294
2019-06-12,-19.6661
2019-06-13,2.6623
2019-06-14,-13.9785
2019-06-17,-0.0588
2019-06-18,0.2796
2019-06-19,-11.2106
2019-06-20,-1.6857
2019-06-21,0.2017
2019-06-24,26.3379
2019-06-25,5.6301
2019-06-26,-5.6568000000000005
2019-06-27,-7.515
2019-06-28,0.7204
2019-07-01,1.9883
2019-07-02,-3.2258
2019-07-03,-4.8261
2019-07-05,-7.8727
2019-07-08,-3.6364
2019-07-09,1.2006999999999999
2019-07-10,11.5702
2019-07-11,-4.0203
2019-07-12,0.5065
2019-07-15,-3.6693
2019-07-16,2.1579
2019-07-17,-3.0245
2019-07-18,-2.6238
2019-07-19,2.525
2019-07-22,20.6612
2019-07-23,31.5068
2019-07-24,-40.4063
2019-07-25,-6.6597
2019-07-26,21.7228
2019-07-29,-1.2308
2019-07-30,-11.5265
2019-07-31,-8.4507
2019-08-01,-6.7308
2019-08-02,-33.1959
2019-08-05,0.3086
2019-08-06,0.0
2019-08-07,-4.6154
2019-08-08,0.6452
2019-08-09,-3.8462
2019-08-12,-6.0
2019-08-13,-4.6099
2019-08-14,-6.6914
2019-08-15,0.7968
2019-08-16,-4.3478
2019-08-19,0.0
2019-08-20,-4.9587
2019-08-21,-3.4783
2019-08-22,-0.4505
2019-08-23,0.0
2019-08-26,2.2624
2019-08-27,-7.9646
2019-08-28,-6.25
2019-08-29,9.7436
2019-08-30,-4.2056000000000004
2019-09-03,-4.3902
2019-09-04,-3.5714
2019-09-05,-0.5291
2019-09-06,-2.1277
2019-09-09,-6.5217
2019-09-10,0.5814
2019-09-11,23.4104
2019-09-12,3.5129
2019-09-13,-2.2624
2019-09-16,-3.2407
2019-09-17,-1.4354
2019-09-18,4.8544
2019-09-19,3.7037
2019-09-20,-3.5714
2019-09-23,0.0
2019-09-24,-0.9259
2019-09-25,-5.6075
2019-09-26,5.4455
2019-09-27,-4.6948
2019-09-30,-4.4335
2019-10-01,-5.6701
2019-10-02,-2.1858
2019-10-03,9.4972
2019-10-04,-8.6735
2019-10-07,-2.2346
2019-10-08,-2.8571
2019-10-09,-1.7647
2019-10-10,-2.3952
2019-10-11,3.0675
2019-10-14,5.3571
2019-10-15,-2.8249
2019-10-16,6.9767
2019-10-17,-2.1739
2019-10-18,0.0
2019-10-21,5.5556
2019-10-22,2.1053
2019-10-23,-7.732
2019-10-24,-3.352
2019-10-25,1.1561
2019-10-28,-1.7143000000000002
2019-10-29,-2.3256
2019-10-30,-2.3810000000000002
2019-10-31,2.439
2019-11-01,4.1667
2019-11-04,3.4286
2019-11-05,6.0773
2019-11-06,-4.1667
2019-11-07,-2.7174
2019-11-08,-6.1453
2019-11-11,-1.7856999999999998
2019-11-12,2.4242
2019-11-13,-1.1834
2019-11-14,3.5928
2019-11-15,-2.3121
2019-11-18,2.9586
2019-11-19,1.7241
2019-11-20,1.6949
2019-11-21,0.0
2019-11-22,-1.1111
2019-11-25,-1.1236
2019-11-26,-1.7045
2019-11-27,4.6243
2019-11-29,0.5525
2019-12-02,3.8462
2019-12-03,-2.6455
2019-12-04,-1.087
2019-12-05,-1.0989
2019-12-06,-1.1111
2019-12-09,-2.2472
2019-12-10,1.1494
2019-12-11,5.1136
2019-12-12,2.7027
2019-12-13,1.5789
2019-12-16,-0.5181
2019-12-17,-1.5625
2019-12-18,1.0582
2019-12-19,-8.377
2019-12-20,4.5714
2019-12-23,-2.1858
2019-12-24,-0.5587
2019-12-26,2.0843
2019-12-27,4.0119
2019-12-30,1.0582
2019-12-31,-0.5236
2020-01-02,-1.0526
2020-01-03,-1.5957
2020-01-06,0.5405
2020-01-07,0.5376
2020-01-08,-2.6738
2020-01-09,-0.5495
2020-01-10,-1.105
2020-01-13,3.352
2020-01-14,-1.0811
2020-01-15,4.918
2020-01-16,0.5208
2020-01-17,-1.5544
2020-01-21,6.3158
2020-01-22,-5.302
2020-01-23,2.985
2020-01-24,-4.5685
2020-01-27,-2.6596
2020-01-28,1.0929
2020-01-29,-0.5405
2020-01-30,-2.8641
2020-01-31,-2.8143000000000002
2020-02-03,3.6269
2020-02-04,0.5556
2020-02-05,0.0
2020-02-06,-1.6575
2020-02-07,-0.7022
2020-02-10,2.9703
2020-02-11,0.0
2020-02-12,2.7473
2020-02-13,-1.0695000000000001
2020-02-14,0.0
2020-02-18,7.027
2020-02-19,-6.0606
2020-02-20,-0.5376
2020-02-21,-0.5405
2020-02-24,-2.7174
2020-02-25,-2.9497
2020-02-26,2.4637000000000002
2020-02-27,-23.5955
2020-02-28,2.9412000000000003
2020-03-02,0.7143
2020-03-03,-7.0922
2020-03-04,0.7557
2020-03-05,-1.5077
2020-03-06,-13.0769
2020-03-09,-3.0973
2020-03-10,-2.2831
2020-03-11,-1.8692
2020-03-12,-18.4095
2020-03-13,0.572
2020-03-16,0.441
2020-03-17,-1.7795
2020-03-18,-15.282399999999999
2020-03-19,-6.534
2020-03-20,4.1529
2020-03-23,0.5849
2020-03-24,1.4041000000000001
2020-03-25,-2.0979
2020-03-26,0.0
2020-03-27,-1.4143
2020-03-30,4.4486
2020-03-31,-0.111
2020-04-01,-4.1806
2020-04-02,-5.4356
2020-04-03,-0.4292
2020-04-06,0.1385
2020-04-07,2.9977
2020-04-08,2.8806000000000003
2020-04-09,2.2487
2020-04-13,-3.5187
2020-04-14,139.7059
2020-04-15,-27.6074
2020-04-16,-12.7119
2020-04-17,-9.0194
2020-04-20,-7.1604
2020-04-21,-2.7816
2020-04-22,-1.8681
2020-04-23,7.8434
2020-04-24,4.1783
2020-04-27,5.0938
2020-04-28,-4.2143
2020-04-29,-0.2663
2020-04-30,-7.7868
2020-05-01,-4.089
2020-05-04,1.4493
2020-05-05,-1.881
2020-05-06,-4.1495
2020-05-07,12.6582
2020-05-08,-2.4831
2020-05-11,-12.4323
2020-05-12,3.6842
2020-05-13,-1.2437
2020-05-14,7.9414
2020-05-15,2.3810000000000002
2020-05-18,0.0116
2020-05-19,2.1974
2020-05-20,-1.1377
2020-05-21,-5.3855
2020-05-22,0.9365
2020-05-26,13.2667
2020-05-27,11.6915
2020-05-28,-4.7528
2020-05-29,-3.01
2020-06-01,-0.0103
2020-06-02,-1.0105
2020-06-03,7.2917
2020-06-04,-2.9126
2020-06-05,1.5
2020-06-08,6.4039
2020-06-09,10.1852
2020-06-10,-5.8824
2020-06-11,-15.1875
2020-06-12,5.2742
2020-06-15,-2.2
2020-06-16,9.0798
2020-06-17,2.1747
2020-06-18,-1.8349
2020-06-19,-28.0374
2020-06-22,-4.8571
2020-06-23,-0.3549
2020-06-24,-4.1096
2020-06-25,1.4285999999999999
2020-06-26,-2.1549
2020-06-29,7.9315
2020-06-30,-5.8949
2020-07-01,-1.3605
2020-07-02,2.0259
2020-07-06,-1.1407
2020-07-07,-0.8405
2020-07-08,0.5603
2020-07-09,0.0
2020-07-10,0.0
2020-07-13,-0.5714
2020-07-14,7.7586
2020-07-15,3.2
2020-07-16,-3.1008
2020-07-17,-2.1733000000000002
2020-07-20,0.8587
2020-07-21,0.6757
2020-07-22,1.6644
2020-07-23,1.2675
2020-07-24,-0.9254
2020-07-27,-3.9745
2020-07-28,-1.1923
2020-07-29,-2.9126
2020-07-30,0.0143
2020-07-31,-3.4566
