ticker,SADL US Equity
2003-08-06,1.9231
2003-09-09,-1.6981000000000002
2003-09-12,-0.1152
2003-09-29,0.8839
2003-10-09,2.8571
2003-10-27,-1.8519
2003-10-29,2.8302
2003-10-31,-1.8349
2003-11-04,3.7382999999999997
2003-11-20,0.9009
2003-11-25,-0.8929
2003-12-18,0.5405
2004-01-08,0.3584
2004-02-17,-0.8929
2004-02-19,0.0
2004-03-10,0.0
2004-03-17,1.8018
2004-03-22,0.885
2004-03-26,0.0
2004-04-20,0.0
2004-05-04,-0.8772
2004-05-12,0.0
2004-05-25,3.9783
2004-05-26,-2.6087
2004-06-01,0.0
2004-06-03,-3.5714
2004-06-04,3.2222
2004-07-02,-1.1482
2004-07-23,0.0
2004-08-02,-1.9964
2004-08-13,0.0
2004-08-17,0.1852
2004-08-18,-7.5786
2004-08-19,4.0
2004-08-23,0.0
2004-08-24,1.5385
2004-08-27,0.0
2004-08-30,0.0
2004-09-03,-2.4621
2004-09-08,4.8544
2004-09-09,-2.037
2004-09-13,2.0794
2004-09-15,-0.9259
2004-09-22,2.8037
2004-09-27,0.0
2004-10-26,-2.7273
2004-11-26,0.0
2004-12-02,0.0
2005-01-04,2.8037
2005-01-11,-2.7273
2005-02-18,1.8692
2005-02-24,-1.6514
2005-03-08,0.7463
2005-03-18,0.7407
2005-04-01,3.6765
2005-04-06,-0.7092
2005-04-14,0.0
2005-04-15,1.7856999999999998
2005-04-21,4.386
2005-05-02,14.2857
2005-06-01,5.2632
2005-06-14,0.0
2005-06-15,4.2857
2005-06-17,1.3699
2005-06-22,-1.3514
2005-06-24,-1.5068000000000001
2005-08-17,0.0
2005-08-23,1.5299
2005-09-01,1.3699
2005-10-25,-1.2162
2005-12-21,0.9576
2005-12-29,-0.4878
2006-01-04,0.2179
2006-01-19,-0.1359
2006-01-23,2.0408
2006-02-03,-1.6
2006-02-06,-0.4065
2006-02-21,-0.5442
2006-02-22,0.0
2006-02-23,0.5472
2006-03-08,-2.0408
2006-03-30,7.6389
2006-04-10,1.9355
2006-05-16,0.0
2006-05-18,2.9793
2006-06-06,-6.9182
2006-06-08,1.3514
2006-08-01,4.0
2006-10-19,-3.8462
2006-12-18,0.0
2006-12-20,1.3333
2007-01-18,-1.3158
2007-01-23,1.3333
2007-03-26,-1.3158
2007-03-28,-1.3333
2007-03-30,6.3514
2007-04-13,-0.8895
2007-04-30,0.641
2007-05-08,0.2548
2007-05-31,4.9544
2007-08-01,6.8323
2007-08-13,4.6512
2007-08-16,-3.3333
2007-09-26,-0.5747
2007-09-28,4.3931000000000004
2007-11-13,-1.4396
2007-12-03,-1.6854
2007-12-12,1.1429
2008-04-11,1.6949
2008-05-08,-1.0
2008-05-19,0.6849
2008-05-22,-1.5873
2008-06-23,-3.8018
2008-07-01,-2.6347
2008-08-13,0.246
2008-08-22,5.3988
2008-10-03,-9.1967
2008-10-06,-7.6923
2008-10-09,-13.6111
2008-10-10,-2.2508
2008-10-14,10.9211
2008-10-15,-8.0664
2008-10-16,-3.2258
2008-10-17,-6.6667
2008-10-31,16.0714
2008-11-06,-7.0769
2008-11-07,4.9007
2008-11-10,-2.1465
2008-11-11,5.9677
2008-11-13,-8.5236
2008-11-17,-0.1664
2008-11-19,4.7667
2008-11-21,-7.7315000000000005
2008-11-25,0.0
2008-12-08,-1.7241
2008-12-15,-3.5088
2008-12-16,-5.4545
2008-12-23,5.5769
2009-02-12,-0.1821
2009-02-18,-10.219
2009-02-23,-13.7398
2009-05-26,26.7057
2009-07-08,0.0
2009-07-13,5.7692
2009-07-14,0.0
2009-07-15,1.8182
2009-08-11,3.6786
2009-08-14,-2.6869
2009-08-27,1.7699
2009-09-03,-0.3478
2009-09-11,18.6736
2009-09-14,0.0
2009-09-15,0.0
2009-09-16,0.0
2009-10-01,2.9412000000000003
2009-10-06,-2.8571
2009-10-09,-2.9412000000000003
2009-11-17,-10.9394
2009-12-07,-4.3892
2009-12-09,0.8897
2009-12-15,0.5291
2009-12-18,-1.7544
2009-12-21,0.3571
2010-02-23,6.7616
2010-03-29,5.0
2010-05-12,11.2698
2010-05-13,-10.8131
2010-05-25,9.4635
2010-05-27,3.1963
2010-08-24,-5.6047
2010-08-31,6.25
2010-12-27,2.0588
2010-12-31,0.0
2011-01-05,3.7464
2011-01-13,5.2778
2011-01-28,0.2639
2011-02-04,0.0
2011-04-06,5.2632
2011-04-14,0.0
2011-04-15,0.0
2011-06-01,1.5424
2011-06-02,0.0
2011-06-03,-2.5316
2011-06-06,2.4675000000000002
2011-06-07,0.0
2011-06-08,0.7605
2011-06-14,0.0
2011-06-15,0.0
2011-06-16,0.0
2011-06-22,0.6289
2011-07-01,0.0
2011-07-13,0.0
2011-07-14,0.0
2011-07-18,5.0
2011-07-20,-4.7619
2011-10-11,-5.0
2011-12-12,2.6316
2011-12-14,0.0
2012-01-13,6.1538
2012-01-25,-5.7971
2012-02-22,0.0
2012-03-20,12.6923
2012-05-03,-4.4369
2012-06-01,13.1611
2012-08-10,-15.1957
2012-08-30,2.5378
2012-09-07,0.5
2012-09-25,0.1244
2012-11-08,2.1118
2013-01-02,13.6364
2013-02-07,-4.4444
2013-05-23,4.3967
2013-06-28,2.9984
2013-07-01,4.9556000000000004
2013-09-13,-0.487
2013-09-20,0.0
2013-09-26,0.0
2013-10-11,-2.1277
2013-10-21,0.0
2013-11-27,3.2609
2013-12-26,1.2631999999999999
2013-12-31,13.0769
2014-01-10,-9.6709
2014-01-15,5.8416
2014-01-16,-0.4231
2014-01-23,-3.4375999999999998
2014-01-24,5.42
2014-01-27,0.0
2014-02-10,6.2417
2014-02-11,-0.0357
2014-05-13,2.09
2014-05-14,0.0
2014-05-16,-0.0893
2014-06-13,-4.3789
2014-06-24,0.0
2014-11-18,4.0748
2014-11-20,0.0
2014-11-24,-1.796
2014-12-01,0.5852
2015-01-20,-1.8182
2015-01-21,0.0
2015-01-27,-7.4074
2015-01-28,10.0
2015-02-25,-2.5455
2015-03-16,2.6119
2015-06-04,1.2071
2015-06-05,0.0
2015-06-15,0.9174
2015-06-16,1.8
2015-06-24,-1.7682
2015-08-07,-8.5636
2015-08-14,7.3772
2015-09-16,1.8519
2015-10-02,0.0
2015-10-13,0.0
2015-12-18,-1.8182
2016-02-11,5.5556
2016-05-09,-3.5088
2016-05-10,-1.8182
2016-05-24,4.0681
2016-06-01,1.8182
2016-06-13,-4.4643
2016-06-15,2.8037
2016-07-08,-7.2727
2016-07-27,7.7451
2016-10-18,-8.0983
2016-10-25,8.9109
2016-10-27,0.0
2016-12-15,0.0
2017-01-20,-16.3636
2017-02-06,6.5217
2017-02-27,2.0408
2017-04-10,12.0
2017-05-02,-13.392900000000001
2017-05-10,19.5876
2017-05-17,-11.9828
2017-05-23,-1.7631999999999999
2017-05-30,12.2452
2017-06-29,6.4545
2017-09-12,10.982099999999999
2017-09-13,-3.0471
2017-10-10,7.1429
2017-10-18,-12.7407
2017-10-31,6.961
2017-12-04,0.7937
2017-12-12,0.0
2018-01-08,0.0
2018-01-10,0.0
2018-01-16,2.3622
2018-01-26,0.0
2018-02-01,0.0
2018-02-09,3.0769
2018-02-14,-3.7313
2018-02-15,-5.4264
2018-02-22,0.0
2018-02-23,-3.2459
2018-02-26,6.7435
2018-02-28,1.5873
2018-03-06,-1.5625
2018-03-07,0.0
2018-03-27,0.7937
2018-03-28,0.0
2018-04-16,-5.5087
2018-04-17,4.9965
2018-04-30,2.3810000000000002
2018-05-14,0.7752
2018-05-21,-6.0298
2018-05-24,0.0
2018-06-21,-8.3333
2018-07-10,-9.0909
2018-07-27,6.0
2018-08-06,-0.9434
2018-08-30,-2.3810000000000002
2018-09-05,0.0
2018-09-13,-7.3171
2018-09-18,-1.5789
2018-09-26,0.5348
2018-09-27,-2.1277
2018-10-15,5.9783
2018-10-18,-1.5385
2018-11-20,0.0
2018-12-13,0.0
2019-01-10,4.1667
2019-02-13,6.0
2019-05-21,4.6095
2019-05-22,-0.4425
2019-05-24,-0.5556
2019-06-03,-6.8901
2019-06-13,0.0
2019-06-25,0.0
2019-06-26,6.0
2019-07-09,-10.3774
2019-07-10,-3.1579
2019-08-07,-0.9783
2019-08-13,5.3787
2019-09-03,-2.0833
2019-09-04,-0.8511
2019-09-06,1.9313
2019-09-10,0.0
2019-09-24,0.0
2019-09-25,0.0
2019-09-30,0.0
2019-10-10,-3.1579
2019-10-11,0.0
2019-10-15,0.0
2019-10-28,-2.1739
2019-11-06,-0.5111
2019-11-19,-0.0447
2019-12-06,0.0
2019-12-09,-1.6760000000000002
2020-01-07,-2.2727
2020-01-29,-3.7209
2020-02-14,0.0
2020-03-09,-3.7439999999999998
2020-04-01,-23.463
2020-04-13,8.1967
2020-05-13,0.0
2020-06-24,6.0606
2020-07-22,-4.2857
2020-07-27,0.0
2020-07-28,-5.2239
2020-07-30,0.1575
2020-07-31,0.0
