ticker,KEFI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2003-05-15,4.717
2003-12-29,5.8559
2003-12-30,0.0
2004-01-29,-2.1277
2004-01-30,2.1739
2004-05-05,0.0
2005-01-11,-1.2766
2005-03-17,4.5259
2005-04-01,0.6186
2005-04-15,0.8197
2005-05-05,0.6098
2005-08-31,-1.0101
2005-10-17,2.0408
2006-01-10,4.8
2006-01-12,-3.8167999999999997
2006-02-07,3.1746
2006-03-03,-0.7692
2006-04-24,-0.7752
2006-07-25,2.7344
2006-08-07,-1.1407
2006-09-21,0.0
2006-09-25,1.5385
2006-09-29,0.7576
2006-11-03,-0.7519
2006-11-06,0.8712
2007-02-08,-2.3658
2007-02-12,0.9615
2007-02-13,0.0
2007-02-15,0.5333
2007-06-28,0.5362
2007-06-29,0.9524
2007-07-10,-1.8868
2007-07-11,0.9615
2007-07-13,-1.4285999999999999
2007-09-18,-7.6684
2007-10-17,1.0526
2007-10-25,4.1667
2007-10-30,-4.0
2008-02-19,0.9228
2008-02-20,1.9443000000000001
2008-06-27,-0.9233
2008-07-21,-0.5236
2008-08-08,9.1263
2008-10-31,-8.2524
2009-02-09,-3.8154
2009-06-16,1.226
2009-07-24,0.0
2009-08-14,0.7952
2009-08-17,0.0
2009-10-26,0.0
2010-10-05,-7.7491
2010-12-07,2.8872
2010-12-09,0.9231
2010-12-17,1.2195
2011-04-20,3.6474
2011-05-12,2.3669000000000002
2011-05-24,-1.7341
2011-05-26,1.7059
2011-06-02,-0.5205
2011-08-16,3.1096
2011-08-23,1.286
2011-09-12,1.7528000000000001
2011-09-27,1.5901
2012-11-09,28.9881
2013-02-08,3.3628
2013-07-19,6.9444
2014-04-02,3.7
2014-05-02,0.0
2014-05-19,8.7132
2014-06-02,-6.6667
2014-06-03,0.0
2014-06-11,1.0
2014-07-01,-0.9901
2014-07-25,30.9524
2014-08-06,-23.4848
2014-08-07,1.7822
2014-09-04,-0.517
2014-10-02,3.1496
2014-10-06,0.1908
2014-10-14,1.5238
2015-02-03,24.8015
2015-05-28,-11.8295
2015-06-16,-6.7708
2015-07-16,0.0
2015-07-20,0.0
2015-07-27,15.4562
2015-08-04,-13.3871
2015-10-07,1.207
2015-10-12,5.0
2015-10-14,0.0
2015-10-30,23.4568
2015-12-09,-21.6008
2016-01-27,0.7339
2016-02-16,0.8138
2016-03-21,0.4364
2016-03-29,26.7198
2016-03-30,0.0
2016-04-05,-18.8571
2016-04-07,-2.4648
2016-04-11,-0.2888
2016-04-13,0.0
2016-04-19,4.9963999999999995
2016-05-02,-4.7448
2016-05-13,0.612
2016-06-17,26.7198
2016-07-01,-19.1429
2016-07-19,0.0
2016-08-11,0.9814
2016-08-18,0.3521
2016-09-26,-0.7018
2016-10-04,0.0
2016-11-08,1.6925
2016-11-17,3.4965
2017-01-12,-1.416
2017-02-08,6.5219000000000005
2017-02-13,0.571
2017-02-16,0.0
2017-02-17,12.9032
2017-03-03,-11.4286
2017-03-06,0.0
2017-03-16,0.0
2017-03-17,1.6129
2017-03-23,7.9302
2017-03-29,-8.8123
2017-04-04,9.6703
2017-04-06,-8.6765
2017-04-19,0.0709
2017-06-01,1.3141
2017-06-21,0.0
2017-06-22,0.6517
2017-07-25,-0.5904
2017-07-27,5.364
2017-08-01,6.0606
2017-08-04,0.5143
2017-10-02,-9.7086
2017-10-05,0.6265
2017-10-18,0.6289
2017-10-19,-0.625
2017-10-24,10.0629
2017-10-26,-2.8571
2017-11-20,2.8977
2017-12-18,-7.2785
2017-12-27,-0.031
2018-01-08,0.0
2018-02-16,0.5618
2018-02-23,1.1794
2018-04-18,-0.6123
2018-05-07,0.5555
2018-05-09,-0.0012
2018-05-11,5.4012
2018-06-05,-0.4392
2018-06-11,-4.4118
2018-07-18,-0.3015
2018-09-10,1.2477
2018-09-24,0.0
2018-10-02,-0.6315
2018-10-18,-0.0432
2018-11-01,0.0062
2018-11-06,0.037
2018-11-26,1.8021
2018-12-11,-0.6211
2018-12-12,-1.875
2019-01-16,26.1146
2019-01-31,-32.8283
2019-02-08,12.0301
2019-02-15,180.6295
2019-02-19,8.3032
2019-02-28,-7.6
2019-03-15,-4.7619
2019-04-09,2.2727
2019-04-30,-22.7111
2019-05-02,-18.5356
2019-05-03,5.8824
2019-05-06,-5.5556
2019-05-14,1.5468
2019-05-21,0.0
2019-05-23,-5.814
2019-05-24,-6.1728
2019-05-30,-7.2368
2019-07-19,-3.5461
2019-08-14,-1.0047
2019-08-16,-1.1194
2019-08-22,-0.3774
2019-08-27,-1.1364
2019-08-28,0.0
2019-09-09,0.0
2019-09-16,0.8889
2019-10-01,-5.818
2019-10-09,1.129
2019-10-21,-3.9074999999999998
2019-10-22,0.0
2019-10-29,-2.0747
2019-11-04,1.4915
2019-11-06,-1.4696
2019-12-11,-4.4532
2019-12-24,-3.5714
2019-12-26,0.0741
2020-01-06,3.6269
2020-02-07,3.125
2020-02-13,-2.49
2020-02-18,-4.9107
2020-02-27,1.4085
2020-02-28,-3.7037
2020-03-03,0.0
2020-03-10,1.9231
2020-03-12,-2.8302
2020-03-18,-30.0971
2020-03-23,0.0
2020-03-24,11.1111
2020-03-25,20.0
2020-03-26,6.25
2020-04-03,-7.8431
2020-05-07,-7.9574
2020-06-05,19.9348
2020-06-08,6.7961
2020-06-11,0.9091
2020-06-24,-9.9099
2020-06-30,12.46
2020-07-01,0.4446
2020-07-08,15.085
2020-07-10,0.0
