ticker,NASB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,1.0989
2000-01-04,-0.5435
2000-01-05,2.7321999999999997
2000-01-06,-2.1277
2000-01-07,-0.5435
2000-01-10,0.5464
2000-01-12,0.0
2000-01-13,-0.5435
2000-01-18,0.0
2000-01-19,2.7321999999999997
2000-01-20,-2.6596
2000-01-21,-0.5464
2000-01-24,-3.2967
2000-01-25,0.0
2000-01-26,6.25
2000-01-27,-4.8128
2000-01-28,-1.1236
2000-02-01,6.8182
2000-02-02,-3.4043
2000-02-03,-1.1111
2000-02-04,-1.1236
2000-02-07,-1.1364
2000-02-08,0.0
2000-02-16,3.4483
2000-02-17,-2.2222
2000-02-22,2.2727
2000-02-23,-2.2222
2000-02-25,0.0
2000-02-29,0.0
2000-03-01,0.0
2000-03-02,2.5568
2000-03-06,-2.4931
2000-03-08,0.0
2000-03-09,0.0
2000-03-10,-4.5455
2000-03-13,1.9344999999999999
2000-03-14,-1.8978000000000002
2000-03-15,1.1905000000000001
2000-03-16,3.5294
2000-03-17,0.0
2000-03-20,-4.5455
2000-03-21,-2.3810000000000002
2000-03-22,0.0
2000-03-23,1.9817
2000-03-24,0.8969
2000-03-27,-5.1852
2000-03-28,0.0
2000-03-29,-5.0
2000-03-30,-1.3158
2000-03-31,12.0
2000-04-03,-7.1429
2000-04-05,7.6923
2000-04-06,0.0
2000-04-10,0.0
2000-04-11,0.0
2000-04-12,0.0
2000-04-13,0.0
2000-04-14,-5.9524
2000-04-17,3.7975
2000-04-18,4.878
2000-04-19,0.0
2000-04-24,-1.1628
2000-04-25,2.3529
2000-04-26,1.1494
2000-05-01,3.4091
2000-05-02,-1.0989
2000-05-04,-0.2242
2000-05-08,0.0
2000-05-15,0.0
2000-05-16,2.2472
2000-05-19,0.0
2000-05-22,-5.4945
2000-05-23,0.0
2000-05-25,-1.1628
2000-05-26,3.5294
2000-05-30,0.0
2000-05-31,-3.4091
2000-06-05,7.0588
2000-06-06,-2.1978
2000-06-07,3.3708
2000-06-08,1.087
2000-06-12,-2.1505
2000-06-13,2.1978
2000-06-15,-1.6129
2000-06-16,2.7321999999999997
2000-06-21,-2.6596
2000-06-26,0.0
2000-06-27,0.0
2000-06-28,2.7321999999999997
2000-06-29,-4.2553
2000-06-30,0.0
2000-07-03,-2.2222
2000-07-06,0.0
2000-07-07,1.1364
2000-07-12,-1.1236
2000-07-13,3.4091
2000-07-21,1.0989
2000-07-24,10.8696
2000-07-25,2.9412000000000003
