ticker,HUBV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-26,-54.5455
2000-01-28,30.0
2000-05-02,-23.0769
2000-05-09,75.0
2000-05-10,-10.7143
2000-05-11,60.0
2000-05-16,0.0
2000-06-01,-50.0
2000-06-21,60.0
2000-08-08,-30.0
2000-08-24,-12.5
2000-08-31,22.449
2000-09-01,-16.6667
2000-09-05,0.0
2000-09-11,-20.0
2000-09-14,-40.0
2000-09-15,25.0
2000-09-18,40.0
2000-09-20,33.3333
2000-09-21,-25.0
2000-09-22,33.3333
2000-09-25,14.2857
2000-09-27,-34.375
2000-10-03,19.0476
2000-10-06,-12.0
2000-10-10,-27.2727
2000-10-13,18.75
2000-10-17,-42.1053
2000-10-20,90.9091
2000-10-23,0.0
2000-10-24,0.0
2000-10-25,-52.381
2000-10-31,50.0
2000-11-01,26.6667
2000-11-08,-42.1053
2000-11-16,-9.0909
2000-11-20,25.0
2000-11-21,-28.0
2000-11-22,-66.6667
2000-12-04,100.0
2000-12-06,-33.3333
2000-12-07,0.0
2000-12-08,25.0
2000-12-11,-40.0
2000-12-12,0.0
2000-12-14,-33.3333
2000-12-15,0.0
2000-12-19,25.0
2000-12-20,-20.0
2000-12-21,0.0
2000-12-22,0.0
2000-12-26,-50.0
2000-12-28,100.0
2000-12-29,-50.0
2001-01-02,525.0
2001-01-08,-84.0
2001-01-09,0.0
2001-01-11,0.0
2001-01-12,0.0
2001-01-16,0.0
2001-01-17,0.0
2001-01-18,0.0
2001-01-24,0.0
2001-01-25,0.0
2001-01-26,-50.0
2001-01-29,500.0
2001-02-05,-33.3333
2001-02-06,-50.0
2001-02-09,0.0
2001-02-12,0.0
2001-02-13,0.0
2001-02-14,-30.0
2001-02-15,0.0
2001-02-16,0.0
2001-02-26,42.8571
2001-03-02,0.0
2001-03-05,100.0
2001-03-12,-75.0
2001-03-13,50.0
2001-03-16,0.0
2001-03-27,20.0
2001-03-28,-22.2222
2001-03-29,14.2857
2001-04-02,25.0
2001-04-04,0.0
2001-04-05,0.0
2001-04-10,-40.0
2001-06-05,-16.6667
2001-07-11,0.0
2001-07-23,0.0
2001-07-24,-40.0
2001-09-05,-33.3333
2001-10-23,0.0
2001-11-20,0.0
2001-12-14,0.0
2001-12-20,-50.0
2001-12-21,0.0
2001-12-26,0.0
2002-01-07,0.0
2002-01-25,0.0
2002-03-27,0.0
2002-09-10,600.0
2002-09-25,-85.7143
2002-10-11,0.0
2002-11-07,0.0
2002-11-21,0.0
2002-12-10,0.0
