ticker,WAYN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.0
2000-01-10,2.8344
2000-01-11,0.8403
2000-01-12,0.0
2000-01-13,-1.6667
2000-01-14,1.6949
2000-01-20,0.0
2000-01-21,0.0
2000-01-26,0.0
2000-01-27,0.0
2000-02-01,5.0
2000-02-02,-1.5873
2000-02-03,3.2258
2000-02-08,-1.5625
2000-02-11,0.0
2000-02-14,0.0
2000-02-15,1.5873
2000-02-17,1.5625
2000-02-18,-35.3846
2000-02-22,47.619
2000-02-23,0.0
2000-02-24,0.8065
2000-02-25,0.0
2000-02-29,3.2
2000-03-01,-0.7752
2000-03-03,0.0
2000-03-07,-2.3438
2000-03-08,0.0
2000-03-16,0.0
2000-03-17,-0.8
2000-04-03,0.0
2000-04-13,1.043
2000-04-14,0.0
2000-04-17,-0.8065
2000-04-19,0.0
2000-05-01,7.3171
2000-05-08,-3.7879
2000-05-09,-1.5748
2000-05-11,0.0
2000-05-17,0.0
2000-05-23,0.0
2000-05-24,0.0
2000-05-31,0.8
2000-06-05,-0.7937
2000-06-06,0.0
2000-06-07,0.0
2000-06-09,0.0
2000-06-15,0.0
2000-06-16,0.8
2000-06-21,-0.7937
2000-06-22,2.4
2000-06-23,-2.3438
2000-06-27,0.0
2000-07-05,-5.6
2000-07-07,1.0966
2000-07-12,3.3898
2000-07-21,0.0
2000-07-24,0.8197
2000-07-27,0.0
2000-08-01,2.439
2000-08-16,0.0
2000-08-22,0.0
2000-08-28,-0.7937
2000-08-29,0.0
2000-08-31,-4.4
2000-09-01,0.0
2000-09-05,-6.2762
2000-09-06,0.0
2000-09-07,1.7856999999999998
2000-09-13,-1.7544
2000-09-15,0.0
2000-09-22,1.7856999999999998
2000-09-27,1.7544
2000-10-10,1.1034
2000-10-18,0.0
2000-10-30,3.4483
2000-10-31,-3.3333
2000-11-01,3.4483
2000-11-17,0.0
2000-11-21,-0.8333
2000-11-22,0.4202
2000-11-27,-0.4184
2000-12-01,0.0
2000-12-05,0.0
2000-12-14,0.0
2000-12-15,-5.042
2000-12-20,-4.4248
2000-12-29,0.0
2001-01-04,2.1111
2001-01-05,-4.5872
2001-01-08,0.0
2001-01-09,0.0
2001-01-10,1.4423
2001-01-11,3.3175
2001-01-12,-0.9174
2001-01-19,0.0
2001-01-22,1.8519
2001-01-26,3.6364
2001-02-01,12.2807
2001-02-05,-6.25
2001-02-06,13.3333
2001-02-07,-8.8235
2001-02-08,-3.2258
2001-02-12,3.3333
