ticker,IFMK US Equity
2017-04-13,-1.5753
2017-04-17,-8.907399999999999
2017-04-18,4.7364
2017-04-19,-4.4493
2017-04-20,1.9083999999999999
2017-04-21,6.4419
2017-04-24,-5.6298
2017-04-25,0.7466
2017-04-26,1.4054
2017-04-27,2.1898
2017-04-28,-4.5
2017-05-01,4.2633
2017-05-02,0.2869
2017-05-03,-3.2904
2017-05-04,2.5888
2017-05-05,-3.9654
2017-05-08,-1.2763
2017-05-09,4.2586
2017-05-10,-3.4282
2017-05-11,-2.1903
2017-05-12,-1.1583
2017-05-15,-0.0781
2017-05-16,0.3127
2017-05-17,1.8706
2017-05-18,0.9946
2017-05-19,-0.9091
2017-05-22,4.9694
2017-05-23,-0.2185
2017-05-24,-5.1095
2017-05-25,0.0
2017-05-26,0.2308
2017-05-30,-2.8396
2017-05-31,1.8957000000000002
2017-06-01,-0.7752
2017-06-02,1.0937000000000001
2017-06-05,0.3864
2017-06-06,5.4657
2017-06-07,5.1095
2017-06-08,5.3472
2017-06-09,5.4713
2017-06-12,-12.75
2017-06-13,8.8467
2017-06-15,-1.284
2017-06-16,-18.9995
2017-06-19,2.0576
2017-06-20,-2.7419000000000002
2017-06-21,2.8192
2017-06-22,-1.7742
2017-06-23,-1.8883
2017-06-26,-0.5021
2017-06-27,-1.4298
2017-06-28,2.3038
2017-06-29,0.1668
2017-06-30,1.9983
2017-07-03,4.0384
2017-07-05,-2.7047
2017-07-06,1.5323
2017-07-07,0.8737
2017-07-10,-3.8583
2017-07-11,1.8837000000000002
2017-07-12,4.0997
2017-07-13,-0.3243
2017-07-14,3.6954000000000002
2017-07-17,2.3534
2017-07-18,-0.365
2017-07-19,-2.9304
2017-07-20,-1.8868
2017-07-21,4.1331
2017-07-24,-1.3836
2017-07-25,4.7228
2017-07-26,0.4971
2017-07-27,-0.6128
2017-07-28,-1.2454
2017-07-31,-0.0058
2017-08-01,0.8209
2017-08-02,-1.4228
2017-08-03,-0.3254
2017-08-04,-4.3917
2017-08-07,-1.0237
2017-08-08,2.1174
2017-08-09,-1.5917
2017-08-10,-1.3857
2017-08-14,0.6245
2017-08-15,-2.7929
2017-08-16,-2.3943
2017-08-17,3.7334
2017-08-18,-5.8061
2017-08-21,-3.7657
2017-08-22,0.0
2017-08-23,3.1478
2017-08-24,4.9486
2017-08-25,2.5785
2017-08-28,-3.2106
2017-08-29,4.5306999999999995
2017-08-30,-5.7276
2017-08-31,1.9007
2017-09-01,0.6148
2017-09-05,3.461
2017-09-06,-0.3096
2017-09-07,-0.3106
2017-09-08,2.0249
2017-09-11,0.3817
2017-09-12,9.4297
2017-09-13,3.8916
2017-09-14,2.2074
2017-09-15,-13.743500000000001
2017-09-18,-7.9666
2017-09-19,0.742
2017-09-20,-0.982
2017-09-21,1.5702
2017-09-22,1.8714
2017-09-25,-5.2716
2017-09-26,0.5902
2017-09-27,2.347
2017-09-28,-0.1638
2017-09-29,-0.9426
2017-10-02,1.0824
2017-10-03,2.6627
2017-10-04,-1.6025
2017-10-06,5.8394
2017-10-09,-7.5088
2017-10-10,3.9759
2017-10-11,-1.9123999999999999
2017-10-12,-0.0812
2017-10-13,0.6829
2017-10-16,-0.8398
2017-10-17,-0.2443
2017-10-18,-0.8163
2017-10-19,1.9752999999999998
2017-10-20,-2.2599
2017-10-23,1.9818
2017-10-24,-1.7879
2017-10-25,1.4082
2017-10-26,-0.0813
2017-10-27,-4.6379
2017-10-30,2.3891
2017-10-31,-1.9167
2017-11-01,9.6007
2017-11-02,-5.7364
2017-11-03,-3.7007
2017-11-06,-0.0102
2017-11-07,-0.5876
2017-11-08,-0.5155
2017-11-09,-1.3817
2017-11-10,7.7933
2017-11-13,-9.5857
2017-11-14,3.9102
2017-11-15,-0.3303
2017-11-16,2.1541
2017-11-17,-3.8666
2017-11-21,-4.0636
2017-11-22,1.2891
2017-11-24,-0.1818
2017-11-27,1.888
2017-11-28,-3.2832
2017-11-29,5.0832
2017-11-30,-3.2463
2017-12-04,4.2633
2017-12-05,-2.8832
2017-12-06,-0.711
2017-12-07,3.6157
2017-12-08,-1.9189
2017-12-11,-0.8007
2017-12-12,2.0466
2017-12-13,-3.2359999999999998
2017-12-14,3.1789
2017-12-15,2.7298
2017-12-18,-2.6572
2017-12-19,10.2755
2017-12-20,0.5803
2017-12-21,13.4913
2017-12-22,-4.5448
2017-12-26,0.381
2017-12-27,-2.569
2017-12-28,-2.6217
2017-12-29,-0.1077
2018-01-02,-0.8163
2018-01-03,1.0093
2018-01-04,-2.3828
2018-01-05,-1.5394
2018-01-08,5.9619
2018-01-09,-3.3962
2018-01-10,0.0
2018-01-11,3.5156
2018-01-12,0.4528
2018-01-16,8.7153
2018-01-17,12.3013
2018-01-18,2.7692
2018-01-19,4.7078
2018-01-22,-5.6971
2018-01-23,0.0606
2018-01-24,0.6061
2018-01-25,-5.5422
2018-01-26,-0.6059
2018-01-29,-4.0744
2018-01-30,0.4013
2018-01-31,2.0973
2018-02-01,-2.4457
2018-02-02,-2.3411
2018-02-05,-2.1918
2018-02-06,-7.563
2018-02-07,-1.5909
2018-02-08,-3.7721
2018-02-09,-1.16
2018-02-12,6.0299
2018-02-13,-9.0076
2018-02-14,3.943
2018-02-15,1.937
2018-02-16,-2.5139
2018-02-20,-0.1291
2018-02-21,-1.4362
2018-02-22,0.0825
2018-02-23,-2.1022
2018-02-26,-0.6316
2018-02-27,-2.4975
2018-02-28,-3.0881
2018-03-01,-2.6906
2018-03-02,-3.2258
2018-03-05,-6.1905
2018-03-06,-10.1523
2018-03-07,-2.5989
2018-03-08,-3.8283
2018-03-09,7.1616
2018-03-12,-0.3793
2018-03-13,-24.4068
2018-03-14,-6.1286
2018-03-15,-20.3806
2018-03-16,11.9978
2018-03-19,1.9643000000000002
2018-03-20,-0.5254
2018-03-21,5.8979
2018-03-22,26.3508
2018-03-23,21.3158
2018-03-26,-3.0369
2018-03-27,-5.481
2018-03-28,-1.7751000000000001
2018-03-29,-1.2048
2018-04-02,-0.6098
2018-04-03,-3.1902
2018-04-04,-8.1115
2018-04-05,14.4828
2018-04-06,-6.6265
2018-04-09,-3.0968
2018-04-10,1.8641999999999999
2018-04-11,1.9607999999999999
2018-04-12,-1.9231
2018-04-13,-4.3647
2018-04-16,4.2058
2018-04-17,0.9995
2018-04-18,-3.6364
2018-04-19,1.752
2018-04-20,-3.9735
2018-04-23,0.5255
2018-04-24,-6.6972000000000005
2018-04-25,0.8824
2018-04-26,2.0845
2018-04-27,-2.8988
2018-04-30,2.2059
2018-05-01,-4.3165
2018-05-02,-2.2556
2018-05-03,0.0
2018-05-04,-1.5385
2018-05-07,0.0
2018-05-08,4.6875
2018-05-09,-3.8493
2018-05-10,0.8988
2018-05-11,-1.8462
2018-05-14,-1.0972
2018-05-15,-2.6941
2018-05-16,-0.1629
2018-05-17,1.6313
2018-05-18,-0.321
2018-05-21,-3.6699
2018-05-22,2.3052
2018-05-23,2.9412000000000003
2018-05-24,-2.6984
2018-05-25,0.0
2018-05-29,-0.1631
2018-05-30,-1.1438
2018-05-31,1.6496
2018-06-01,0.3285
2018-06-04,0.2139
2018-06-05,-0.2135
2018-06-06,-3.5656
2018-06-07,-5.3782
2018-06-08,1.5986
2018-06-11,2.8252
2018-06-12,-3.0893
2018-06-13,0.7035
2018-06-14,0.8711
2018-06-15,0.6908
2018-06-18,-4.6312
2018-06-19,-0.3597
2018-06-20,2.3466
2018-06-21,-1.9665
2018-06-22,4.5245999999999995
2018-06-25,0.3442
2018-06-26,-4.8027
2018-06-27,-0.9009
2018-06-28,0.0018
2018-06-29,-5.4563
2018-07-02,0.7692
2018-07-03,-1.145
2018-07-05,-2.3166
2018-07-06,5.5375
2018-07-09,-2.9269
2018-07-10,-2.3862
2018-07-11,3.3556
2018-07-12,-4.2065
2018-07-13,1.0679
2018-07-16,-9.1537
2018-07-17,-8.6957
2018-07-18,2.1286
2018-07-19,-6.2806
2018-07-20,3.7065
2018-07-23,-5.7688
2018-07-24,1.5655000000000001
2018-07-25,-1.0025
2018-07-26,2.3494
2018-07-27,-2.2954
2018-07-30,-34.1772
2018-07-31,0.0
2018-08-01,-3.4615
2018-08-02,-0.3984
2018-08-03,-12.0
2018-08-06,9.0909
2018-08-07,71.25
2018-08-08,-19.708
2018-08-09,-12.1212
2018-08-10,1.3793
2018-08-13,29.2517
2018-08-14,-11.5789
2018-08-15,2.6786
2018-08-16,1.1594
2018-08-17,-9.7421
2018-08-20,6.9841
2018-08-21,-5.0445
2018-08-22,1.5625
2018-08-23,-6.7692
2018-08-24,1.9802
2018-08-27,3.8834999999999997
2018-08-28,4.3614
2018-08-29,3.2836
2018-08-30,-4.6243
2018-08-31,3.6364
2018-09-04,3.2164
2018-09-05,-8.2153
2018-09-06,-0.3086
2018-09-07,2.7864
2018-09-10,-0.9036
2018-09-11,-5.7751
2018-09-12,6.129
2018-09-13,-2.7356
2018-09-14,-2.1875
2018-09-17,4.4728
2018-09-18,-5.1988
2018-09-19,-3.871
2018-09-20,2.6846
2018-09-21,-2.9412000000000003
2018-09-24,1.0101
2018-09-25,-2.6667
2018-09-26,1.0274
2018-09-27,-0.678
2018-09-28,-23.8908
2018-10-01,21.9731
2018-10-02,2.9412000000000003
2018-10-03,1.0714
2018-10-04,-2.1201
2018-10-05,-23.4657
2018-10-08,14.6226
2018-10-09,-10.6996
2018-10-10,-0.4608
2018-10-11,1.0093
2018-10-12,-2.3742
2018-10-15,-17.8404
2018-10-16,14.2857
2018-10-17,-5.5
2018-10-18,48.1481
2018-10-19,-30.0
2018-10-22,0.5102
2018-10-23,1.0152
2018-10-24,-19.0955
2018-10-25,0.6211
2018-10-26,-8.0247
2018-10-29,-6.0403
2018-10-30,5.0
2018-10-31,0.6803
2018-11-01,8.1081
2018-11-02,-8.125
2018-11-05,1.3605
2018-11-06,2.0134
2018-11-07,-6.5789
2018-11-08,-1.4085
2018-11-09,-6.4286
2018-11-12,-3.8167999999999997
2018-11-13,11.1111
2018-11-14,-12.4214
2018-11-15,1.1337
2018-11-16,-5.6452
2018-11-19,-3.4188
2018-11-20,-14.1593
2018-11-21,10.3093
2018-11-23,7.4766
2018-11-26,-8.6957
2018-11-27,0.0
2018-11-28,3.8095
2018-11-29,-0.9174
2018-11-30,-1.8519
2018-12-03,2.8302
2018-12-04,-8.2569
2018-12-06,1.0
2018-12-07,-0.9901
2018-12-10,1.0
2018-12-11,-0.9901
2018-12-12,-5.0
2018-12-13,4.2105
2018-12-14,-4.0404
2018-12-17,-12.6316
2018-12-18,3.6145
2018-12-19,-2.7907
2018-12-20,-3.2297
2018-12-21,0.0
2018-12-24,3.7083
2018-12-26,5.5304
2018-12-27,-0.6099
2018-12-28,1.1364
2018-12-31,-2.1011
2019-01-02,6.6223
2019-01-03,3.3369
2019-01-04,12.5
2019-01-07,2.7778
2019-01-08,-10.8108
2019-01-09,0.0
2019-01-10,2.0202
2019-01-11,6.9307
2019-01-14,1.3889
2019-01-15,-3.1963
2019-01-16,-3.7736
2019-01-17,7.8431
2019-01-18,-0.9091
2019-01-22,11.0092
2019-01-23,23.9669
2019-01-24,-8.0
2019-01-25,1.4493
2019-01-28,-14.2857
2019-01-29,-6.6667
2019-01-30,2.6786
2019-01-31,5.2174
2019-02-01,-4.1322
2019-02-04,0.8621
2019-02-05,-1.7094
2019-02-06,-7.8261
2019-02-07,-3.7736
2019-02-08,-6.8627
2019-02-11,0.4211
2019-02-12,-2.348
2019-02-13,14.8562
2019-02-14,31.7757
2019-02-15,-26.2411
2019-02-19,6.7308
2019-02-20,-9.9099
2019-02-21,-1.01
2019-02-22,-11.0011
2019-02-25,3.0647
2019-02-26,28.8546
2019-02-27,-0.8547
2019-02-28,13.7931
2019-03-01,2.7879
2019-03-04,14.9764
2019-03-05,0.641
2019-03-06,0.0
2019-03-07,-1.9108
2019-03-08,-4.5455
2019-03-11,2.0408
2019-03-12,-7.3333
2019-03-13,-0.7194
2019-03-14,-7.2464
2019-03-15,-7.0313
2019-03-18,1.6806999999999999
2019-03-19,-0.9752
2019-03-20,-1.8862
2019-03-21,-0.4849
2019-03-22,-5.1201
2019-03-25,4.8829
2019-03-26,-1.2197
2019-03-27,-5.2174
2019-03-28,1.8349
2019-03-29,5.4054
2019-04-01,-2.8462
2019-04-02,5.5687999999999995
2019-04-03,-4.1667
2019-04-04,0.8696
2019-04-05,14.1293
2019-04-08,-9.3587
2019-04-09,-3.3333
2019-04-10,1.7241
2019-04-11,1.6949
2019-04-12,-7.25
2019-04-15,-2.0665
2019-04-16,0.0
2019-04-17,-1.8349
2019-04-18,-0.4206
2019-04-22,-1.4546999999999999
2019-04-23,0.9524
2019-04-24,0.0
2019-04-25,-0.9434
2019-04-26,0.0667
2019-04-29,-1.0184
2019-04-30,0.0481
2019-05-01,1.4897
2019-05-02,1.3258
2019-05-03,-1.0093
2019-05-06,-3.7009
2019-05-07,-0.9706
2019-05-08,3.9501
2019-05-09,0.0
2019-05-10,-0.9524
2019-05-13,-2.4038
2019-05-14,1.468
2019-05-15,0.0097
2019-05-16,-1.6505
2019-05-17,0.4738
2019-05-20,-0.7664
2019-05-21,1.9802
2019-05-22,1.5922
2019-05-23,-1.357
2019-05-24,5.5997
2019-05-28,2.7523
2019-05-29,-5.8036
2019-05-30,4.1706
2019-05-31,2.8207
2019-06-03,2.6549
2019-06-04,8.6121
2019-06-05,7.1514
2019-06-06,-8.8889
2019-06-07,2.8455
2019-06-10,-25.6917
2019-06-11,-2.6516
2019-06-12,1.631
2019-06-13,10.7527
2019-06-14,-2.0874
2019-06-17,0.1487
2019-06-18,1.9802
2019-06-19,-2.9126
2019-06-20,-1.99
2019-06-21,-0.0102
2019-06-24,-2.0408
2019-06-25,4.1667
2019-06-26,3.0
2019-06-27,16.5049
2019-06-28,4.1667
2019-07-01,0.8
2019-07-02,-4.7619
2019-07-03,3.3333
2019-07-05,3.2258
2019-07-08,10.9375
2019-07-09,11.2676
2019-07-10,8.8608
2019-07-11,-21.5116
2019-07-12,11.8519
2019-07-15,7.2848
2019-07-16,1.8519
2019-07-17,3.6364
2019-07-18,0.0
2019-07-19,7.0175
2019-07-22,9.2896
2019-07-23,4.0
2019-07-24,-6.7308
2019-07-25,3.0928
2019-07-26,2.5
2019-07-29,-6.8293
2019-07-30,-1.0471
2019-07-31,-0.5291
2019-08-01,-4.2553
2019-08-02,-1.1111
2019-08-05,-7.3034
2019-08-06,18.1818
2019-08-07,9.2308
2019-08-08,0.939
2019-08-09,20.9302
2019-08-12,-16.1538
2019-08-13,4.1284
2019-08-14,-18.9427
2019-08-15,21.7391
2019-08-16,2.2321
2019-08-19,2.6201
2019-08-20,0.8511
2019-08-21,-0.8439
2019-08-22,-19.1489
2019-08-23,5.7895
2019-08-26,-8.9552
2019-08-27,-10.929
2019-08-28,2.454
2019-08-29,4.1916
2019-08-30,4.3391
2019-09-03,2.4511
2019-09-04,2.1505
2019-09-05,6.3158
2019-09-06,-2.4752
2019-09-09,-0.7614
2019-09-10,-3.3247999999999998
2019-09-11,3.7037
2019-09-12,0.0
2019-09-13,1.3316
2019-09-16,-2.9606
2019-09-17,-5.0485
2019-09-18,-1.0929
2019-09-19,2.2099
2019-09-20,2.7027
2019-09-23,-0.5263
2019-09-24,-1.0582
2019-09-25,-0.5348
2019-09-26,1.6129
2019-09-27,-1.5873
2019-09-30,0.0161
2019-10-01,-3.2414
2019-10-02,3.8889
2019-10-03,-4.2781
2019-10-04,-0.5084
2019-10-07,-1.1736
2019-10-08,0.5682
2019-10-09,1.1356
2019-10-10,2.2289
2019-10-11,-1.4645000000000001
2019-10-14,-0.732
2019-10-15,1.1173
2019-10-16,0.5525
2019-10-17,1.0989
2019-10-18,-1.75
2019-10-21,-2.3786
2019-10-22,-1.4053
2019-10-23,0.9943
2019-10-24,-2.6916
2019-10-25,0.0
2019-10-28,-0.8772
2019-10-29,0.885
2019-10-30,0.0
2019-10-31,-0.5848
2019-11-01,2.9412000000000003
2019-11-04,-56.0
2019-11-05,-7.7922
2019-11-06,-11.2676
2019-11-07,-28.5714
2019-11-08,-4.4444
2019-11-11,5.8023
2019-11-12,-5.4841
2019-11-13,-12.7442
2019-11-14,-0.0496
2019-11-15,-1.3893
2019-11-18,10.8941
2019-11-19,16.0962
2019-11-20,-9.1787
2019-11-21,-2.5208
2019-11-22,-2.4674
2019-11-25,-0.2189
2019-11-26,-4.4369
2019-11-27,-1.6717
2019-11-29,-3.0736
2019-12-02,-3.6108000000000002
2019-12-03,4.9957
2019-12-04,6.4533
2019-12-05,-7.0559
2019-12-06,-1.6038000000000001
2019-12-09,4.2651
2019-12-10,-2.2668
2019-12-11,1.8662
2019-12-12,-1.8843
2019-12-13,0.1334
2019-12-16,3.8891999999999998
2019-12-17,-0.8718
2019-12-18,4.3714
2019-12-19,-3.544
2019-12-20,0.2055
2019-12-23,-2.5641
2019-12-24,-1.3158
2019-12-26,-2.1867
2019-12-27,2.2356
2019-12-30,6.3731
2019-12-31,1.7048999999999999
2020-01-02,-1.405
2020-01-03,1.0
2020-01-06,1.4851
2020-01-07,17.0732
2020-01-08,-12.5
2020-01-09,7.1429
2020-01-10,2.2
2020-01-13,30.0746
2020-01-14,0.3322
2020-01-15,-10.7964
2020-01-16,13.0202
2020-01-17,-5.1577
2020-01-21,-8.3738
2020-01-22,1.0085
2020-01-23,-5.8828
2020-01-24,-1.9804
2020-01-27,-4.0816
2020-01-28,-1.6064
2020-01-29,-4.2059
2020-01-30,-1.0756000000000001
2020-01-31,7.5222
2020-02-03,-6.6213999999999995
2020-02-04,2.2727
2020-02-05,2.5556
2020-02-06,-2.4919000000000002
2020-02-07,2.2
2020-02-10,0.0217
2020-02-11,-2.1739
2020-02-12,-3.5778
2020-02-13,-2.8348
2020-02-14,-0.0237
2020-02-18,-1.4235
2020-02-19,5.367
2020-02-20,-1.7816
2020-02-21,0.027
2020-02-24,-4.6071
2020-02-25,3.5827
2020-02-26,0.0471
2020-02-27,-7.0534
2020-02-28,-1.5711
2020-03-02,-0.2571
2020-03-03,1.0296
2020-03-04,17.3484
2020-03-05,16.9565
2020-03-06,24.5353
2020-03-09,12.4179
2020-03-10,0.9028
2020-03-11,11.8421
2020-03-12,1.1764999999999999
2020-03-13,33.7209
2020-03-16,6.9565
2020-03-17,-14.8862
2020-03-18,36.5938
2020-03-19,48.951
2020-03-20,-34.2723
2020-03-23,-3.5714
2020-03-24,-11.1111
2020-03-25,-5.8333
2020-03-26,29.2035
2020-03-27,-5.4795
2020-03-30,10.8696
2020-03-31,-2.6144
2020-04-01,-10.0671
2020-04-02,9.7015
2020-04-03,-2.7211
2020-04-06,0.6993
2020-04-07,-0.6944
2020-04-08,-3.4965
2020-04-09,-1.4493
2020-04-13,0.7353
2020-04-14,-1.4599
2020-04-15,2.2222
2020-04-16,-0.7246
2020-04-17,-6.5693
2020-04-20,-3.9063
2020-04-21,0.0
2020-04-22,4.065
2020-04-23,-4.6875
2020-04-24,-0.8197
2020-04-27,3.3058
2020-04-28,-0.2
2020-04-29,0.2004
2020-04-30,3.2
2020-05-01,-2.3256
2020-05-04,1.5873
2020-05-05,-1.5625
2020-05-06,-2.3810000000000002
2020-05-07,0.813
2020-05-08,-1.6129
2020-05-11,-2.459
2020-05-12,2.521
2020-05-13,0.8197
2020-05-14,-4.878
2020-05-15,4.2735
2020-05-18,-4.0984
2020-05-19,0.0
2020-05-20,-1.7094
2020-05-21,-5.2174
2020-05-22,0.0
2020-05-26,0.0
2020-05-27,-3.6696999999999997
2020-05-28,1.9048
2020-05-29,-0.9346
2020-06-01,3.7736
2020-06-02,-2.7273
2020-06-03,-1.8692
2020-06-04,-1.9048
2020-06-05,-0.9709
2020-06-08,0.0
2020-06-09,35.2941
2020-06-10,-11.5942
2020-06-11,-8.1967
2020-06-12,0.4464
2020-06-15,0.0
2020-06-16,-1.3333
2020-06-17,-3.6036
2020-06-18,11.215
2020-06-19,-6.7227
2020-06-22,0.9009
2020-06-23,-1.7856999999999998
2020-06-24,2.7273
2020-06-25,-0.885
2020-06-26,-4.4643
2020-06-29,-2.8037
2020-06-30,2.8846
2020-07-01,-2.8037
2020-07-02,0.0
2020-07-06,23.0769
2020-07-07,-14.0625
2020-07-08,1.3636
2020-07-09,-2.2422
2020-07-10,-1.8349
2020-07-13,-4.6729
2020-07-14,-6.6765
2020-07-15,0.3152
2020-07-16,3.5711
2020-07-17,4.1355
2020-07-20,-2.9032
2020-07-21,4.0
2020-07-22,-1.9231
2020-07-23,-4.902
2020-07-24,-1.0309
2020-07-27,-2.0833
2020-07-28,-1.0532
2020-07-29,1.5805
2020-07-30,-2.4555
2020-07-31,0.6293
