ticker,SOHI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-18,-5.2632
2000-01-19,9.2593
2000-01-21,0.0
2000-02-04,-10.5085
2000-02-24,-2.0833
2000-02-25,4.2553
2000-03-08,4.0816
2000-03-14,-15.6863
2000-03-24,0.0
2000-03-27,-4.6512
2000-03-28,-2.439
2000-03-29,-2.5
2000-04-03,2.5641
2000-04-10,0.0
2000-04-17,0.0
2000-04-20,16.0
2000-05-10,-9.4828
2000-05-11,-4.7619
2000-05-15,0.0
2000-05-31,0.0
2000-06-02,0.0
2000-06-05,0.0
2000-06-06,-2.5
2000-06-07,0.0
2000-06-12,1.0256
2000-06-13,-1.0152
2000-06-16,0.0
2000-06-22,-1.2821
2000-06-23,-1.2987
2000-06-27,-1.3158
2000-07-05,1.3333
2000-07-06,0.0
2000-07-11,0.0
2000-07-13,-2.6316
2000-07-14,0.0
2000-07-18,0.0
2000-07-19,0.0
2000-07-20,-2.7027
2000-07-25,6.9444
2000-07-26,-1.9481000000000002
2000-07-27,-0.6623
2000-07-28,0.0
2000-08-02,1.3333
2000-08-03,-1.3158
2000-08-04,1.3333
2000-08-07,0.0
2000-08-16,0.0
2000-08-21,6.5789
2000-09-08,1.2346
2000-09-13,-7.3171
2000-09-22,9.2105
2000-09-27,-6.0241
2000-10-18,3.8462
2000-10-19,-1.2346
2000-10-20,0.0
2000-10-23,2.5
2000-10-24,-0.6098
2000-10-26,0.0
2000-10-27,1.8405
2000-10-31,-2.4096
2000-11-02,1.2346
2000-11-14,2.439
2000-11-15,0.0
2000-11-27,-1.1905000000000001
2000-11-28,0.0
2001-01-05,-2.4096
2001-01-10,4.9383
2001-01-17,-5.8824
2001-01-18,0.3125
2001-01-23,4.6729
2001-01-24,1.1905000000000001
2001-01-25,3.5294
2001-01-30,12.5
2001-02-01,-3.3333
2001-02-13,0.0
2001-02-22,0.0
2001-02-26,-6.3218
2001-02-27,0.2209
2001-02-28,-0.2204
2001-03-13,0.0
2001-03-22,1.8405
2001-03-23,14.4578
2001-04-23,-1.0526
2001-04-25,8.5106
2001-04-30,-5.8824
2001-05-02,8.3333
2001-05-08,0.0
2001-05-09,1.9231
2001-05-11,-0.9057
2001-05-14,-4.0366
2001-06-05,0.3968
2001-06-06,6.7194
2001-06-11,-9.2593
2001-06-12,6.1224
2001-06-19,-4.2308
2001-06-21,-2.8112
2001-06-22,3.3058
2001-06-27,-4.0
2001-06-28,0.0
2001-08-01,5.8333
2001-08-14,-2.3622
