ticker,CFX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-05-08,16.6667
2008-05-09,-2.3810000000000002
2008-05-12,1.9024
2008-05-13,5.6486
2008-05-14,4.9388
2008-05-15,3.8428
2008-05-16,-0.9979
2008-05-19,0.042
2008-05-20,-3.4425
2008-05-21,0.3043
2008-05-22,-2.9042
2008-05-23,-1.25
2008-05-27,7.3689
2008-05-28,1.0105
2008-05-29,1.2922
2008-05-30,2.0165
2008-06-02,-1.8959000000000001
2008-06-03,-1.2747
2008-06-04,-0.2915
2008-06-05,2.9657
2008-06-06,-2.069
2008-06-09,-3.894
2008-06-10,-5.1724
2008-06-11,3.1818
2008-06-12,1.4097
2008-06-13,5.126
2008-06-16,1.2397
2008-06-17,-3.7959
2008-06-18,3.4366
2008-06-19,-2.42
2008-06-20,0.7987
2008-06-23,0.6672
2008-06-24,3.2726
2008-06-25,-2.9683
2008-06-26,-0.8681
2008-06-27,6.1301
2008-06-30,-1.4144999999999999
2008-07-01,1.3551
2008-07-02,-1.6909
2008-07-03,-4.72
2008-07-07,3.1486
2008-07-08,-0.2442
2008-07-09,1.9584000000000001
2008-07-10,3.7615
2008-07-11,3.2395
2008-07-14,-0.7471
2008-07-15,-0.7904
2008-07-16,-3.2625
2008-07-17,-2.1961
2008-07-18,2.6464
2008-07-21,6.4844
2008-07-22,0.5869
2008-07-23,-5.434
2008-07-24,-0.4242
2008-07-25,3.6406
2008-07-28,-6.2780000000000005
2008-07-29,1.8340999999999998
2008-07-30,5.9906
2008-07-31,0.8127
2008-08-01,-3.188
2008-08-04,4.542
2008-08-05,-16.1839
2008-08-06,3.1965
2008-08-07,-2.8882
2008-08-08,-3.5345
2008-08-11,-9.16
2008-08-12,7.4766
2008-08-13,5.8581
2008-08-14,3.8911
2008-08-15,-1.7894
2008-08-18,0.5085
2008-08-19,-1.5598999999999998
2008-08-20,1.7987
2008-08-21,1.3042
2008-08-22,1.9102999999999999
2008-08-25,-1.141
2008-08-26,0.0412
2008-08-27,1.6069
2008-08-28,0.811
2008-08-29,-1.0861
2008-09-02,-8.0927
2008-09-03,-3.8496
2008-09-04,-5.6604
2008-09-05,2.7805
2008-09-08,0.8543
2008-09-09,-15.7647
2008-09-10,8.6034
2008-09-11,-1.4403000000000001
2008-09-12,-3.3403
2008-09-15,-11.0151
2008-09-16,9.284
2008-09-17,-8.4398
2008-09-18,8.6113
2008-09-19,11.0553
2008-09-22,-1.3072
2008-09-23,-3.3622
2008-09-24,-4.2172
