ticker,LOGL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-01-13,21.9512
2006-02-01,102.0
2006-05-12,102.9703
2011-03-15,1314.6341
2011-03-16,15.1724
2011-03-17,1.7964
2011-03-18,-7.0588
2011-03-21,-11.3924
2011-03-22,21.4286
2011-03-23,1.1764999999999999
2011-03-24,5.2326
2011-03-25,2.2099
2011-03-28,0.0
2011-03-29,0.5405
2011-03-30,2.1505
2011-03-31,0.0
2011-04-01,-7.3684
2011-04-04,2.8409
2011-04-05,-13.8122
2011-04-06,12.1795
2011-04-07,7.4286
2011-04-08,4.2553
2011-04-11,-2.0408
2011-04-12,3.6458
2011-04-13,-1.005
2011-04-14,0.5076
2011-04-15,1.5152
2011-04-18,0.995
2011-04-19,0.0
2011-04-20,0.0
2011-04-21,2.4631
2011-04-25,3.8462
2011-04-26,1.3889
2011-04-27,0.4566
2011-04-28,0.0
2011-04-29,1.8182
2011-05-02,-14.732099999999999
2011-05-03,-15.1832
2011-05-04,20.3704
2011-05-05,5.641
2011-05-06,2.9126
2011-05-09,1.8868
2011-05-10,0.9259
2011-05-11,-1.3761
2011-05-12,-20.9302
2011-05-13,15.8824
2011-05-16,5.5838
2011-05-17,-3.8462
2011-05-18,5.5
2011-05-19,4.2654
2011-05-20,-1.8182
2011-05-23,-2.3148
2011-05-24,1.4218
2011-05-25,1.8692
2011-05-26,4.1284
2011-05-27,-0.8811
2011-05-31,0.0
2011-06-01,4.4444
2011-06-02,-1.2766
2011-06-03,-4.3103
2011-06-06,-9.9099
2011-06-07,-0.5
2011-06-08,4.0201
2011-06-09,0.0
2011-06-10,-0.9662
2011-06-13,-5.3659
2011-06-14,5.6701
2011-06-15,1.4634
2011-06-16,0.9615
2011-06-17,-4.2857
2011-06-20,-0.4975
2011-06-21,4.5
2011-06-22,-1.9139
2011-06-23,1.4634
2011-06-24,0.9615
2011-06-27,-3.3333
2011-06-28,0.9852
2011-06-29,-2.439
2011-06-30,3.5
2011-07-01,-0.9662
2011-07-05,2.439
2011-07-06,2.8571
2011-07-07,3.7037
2011-07-08,1.7856999999999998
2011-07-11,1.3158
2011-07-12,4.329
2011-07-13,8.2988
2011-07-14,3.8314
2011-07-15,-10.3321
2011-07-18,-9.465
2011-07-19,6.3636
2011-07-20,0.4274
2011-07-21,-0.8511
2011-07-22,-2.1459
2011-07-25,1.3158
2011-07-26,2.1645
2011-07-27,-1.2711999999999999
2011-07-28,3.8627000000000002
2011-07-29,-2.4793
2011-08-01,-0.8475
