ticker,INTV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-04-29,0.0
2015-04-30,0.0
2015-05-01,0.9434
2015-05-04,-1.8692
2015-05-05,0.0
2015-05-06,1.9048
2015-05-07,0.0
2015-05-08,0.0
2015-05-11,0.0
2015-05-12,0.0
2015-05-13,-0.9346
2015-05-14,0.9434
2015-05-15,0.0
2015-05-18,0.0
2015-05-19,0.9346
2015-05-20,0.0
2015-05-21,0.0
2015-05-22,0.9259
2015-05-26,0.0
2015-05-27,0.9174
2015-05-28,0.9091
2015-05-29,0.9009
2015-06-01,2.6786
2015-06-02,-0.8696
2015-06-03,3.5088
2015-06-04,6.7797
2015-06-05,2.3810000000000002
2015-06-08,37.9845
2015-06-09,1.6854
2015-06-10,17.1271
2015-06-11,10.3774
2015-06-12,-11.538499999999999
2015-06-15,-9.1787
2015-06-16,-18.617
2015-06-17,-3.268
2015-06-18,-10.8108
2015-06-19,-6.0606
2015-06-22,-6.4516
2015-06-23,29.3103
2015-06-24,-16.0
2015-06-25,-6.3492
2015-06-26,4.2373
2015-06-29,0.813
2015-06-30,-7.2581
2015-07-01,4.3478
2015-07-02,0.0
2015-07-06,-0.8333
2015-07-07,3.3613
2015-07-08,-2.439
2015-07-09,-7.9167
2015-07-10,-0.4525
2015-07-13,0.0
2015-07-14,4.5455
2015-07-15,0.8696
2015-07-16,-0.8621
2015-07-17,1.7391
2015-07-20,2.5641
2015-07-21,1.6667
2015-07-22,4.0984
2015-07-23,-0.8661
2015-07-24,9.6108
2015-07-27,4.3478
2015-07-28,4.1667
2015-07-29,0.0
2015-07-30,-22.0
2015-07-31,-6.8376
2015-08-03,3.6696999999999997
2015-08-04,-4.4248
2015-08-05,-2.7778
2015-08-06,2.8571
2015-08-07,9.2593
2015-08-10,3.3898
2015-08-11,3.2787
2015-08-12,1.5873
2015-08-13,3.9063
2015-08-14,3.0075
2015-08-17,-3.6496
2015-08-18,3.0303
2015-08-19,-4.4118
2015-08-20,1.5385
2015-08-21,-9.858
2015-08-24,5.0531
2015-08-25,4.0
2015-08-26,3.1538
2015-08-27,0.6711
2015-08-28,-0.7407
2015-08-31,-3.7313
2015-09-01,2.3256
2015-09-02,-2.2727
2015-09-03,-2.3256
2015-09-04,2.3810000000000002
2015-09-08,-3.1008
2015-09-09,0.0
2015-09-10,-3.2
2015-09-11,0.0
2015-09-14,-4.9587
2015-09-16,-6.087
2015-09-17,10.1852
2015-09-18,-2.521
2015-09-21,0.0
2015-09-22,1.7241
