ticker,BCBF US Equity
2009-03-09,-11.1111
2009-03-10,0.5
2009-03-11,14.4279
2009-03-12,-2.1739
2009-03-16,2.2222
2009-03-17,-13.0435
2009-03-20,12.5
2009-03-23,0.0
2009-03-25,0.0
2009-03-27,0.0
2009-03-30,2.2222
2009-04-03,-2.6087
2009-04-08,0.4464
2009-04-14,0.0
2009-04-15,0.0
2009-04-24,2.2222
2009-05-15,-6.5217
2009-05-29,-72.093
2009-06-01,150.0
2009-06-02,-23.3333
2009-06-05,30.4348
2009-06-08,0.0
2009-06-10,3.3333
2009-06-12,22.5806
2009-06-15,0.0
2009-06-16,0.0
2009-06-18,0.0
2009-06-22,110.5263
2009-06-25,0.0
2009-06-30,-50.0
2009-07-08,12.5
2009-07-16,77.7778
2009-07-23,25.0
2009-07-28,0.0
2009-07-31,5.0
2009-08-03,-52.381
2009-08-04,0.0
2009-08-06,76.0
2009-08-07,-42.9545
2009-08-19,-0.3984
2009-09-16,-20.0
2009-09-18,12.5
2009-09-28,11.1111
2009-10-09,-20.0
2009-10-30,0.5
2009-11-16,-0.4975
2009-12-01,12.5
2009-12-07,-11.1111
2009-12-14,-25.0
2009-12-21,3.3333
2009-12-24,0.0
2009-12-29,-34.8387
2009-12-30,3.9604
2010-01-04,-4.7619
2010-01-05,0.0
2010-01-08,25.0
2010-01-14,-20.0
2010-01-29,175.0
2010-02-01,-27.2727
2010-02-12,37.5
2010-02-17,190.9091
2010-02-23,-64.375
2010-02-24,0.0
2010-02-25,-3.5088
2010-02-26,3.6364
2010-03-04,0.0
2010-03-15,5.2632
2010-04-08,-64.6667
2010-04-09,0.0
2010-04-26,41.5094
2010-04-29,0.0
2010-06-07,-46.6667
2010-06-08,-36.25
2010-08-04,-1.9607999999999999
2010-10-05,100.0
2010-11-29,-70.0
2010-12-02,33.3333
2010-12-03,-37.5
2010-12-21,40.0
2011-03-07,85.7143
2011-03-15,-27.6923
2011-03-16,38.2979
2011-03-17,-27.6923
2011-05-20,-23.4043
2011-06-15,38.8889
2011-06-29,102.0
2011-07-25,13.8614
2011-09-13,30.4348
2011-09-16,-33.3333
2011-10-03,0.0
2011-10-05,-15.0
2011-10-11,0.0
2011-10-18,-11.7647
2011-10-21,13.3333
2012-05-01,-64.7059
2012-05-21,-16.6667
2012-05-30,-20.0
2012-06-12,50.0
2012-07-11,33.3333
2013-05-07,0.0
2013-07-18,0.0
2013-07-29,150.0
2013-08-12,100.0
2013-08-15,0.0
2013-10-25,-25.0
2014-01-30,3.3333
2014-02-18,0.0
2014-06-02,12.9032
2014-06-05,0.0
2014-06-06,0.0
2014-06-10,0.0
2014-06-12,0.0
2014-06-13,0.0
2014-06-16,0.0
2014-09-08,-2.8571
2014-10-22,-17.647100000000002
2014-12-02,0.0
2015-01-20,-7.1429
2015-01-23,-21.5385
2015-03-25,-36.2745
2015-05-19,0.0
2015-05-26,-6.1538
2015-06-26,0.0
2015-07-06,-9.8361
2015-09-21,-7.2727
2015-10-27,-19.6078
2015-11-03,-17.0732
2016-01-15,61.7647
2016-03-17,-27.2727
2016-04-11,-25.0
2016-05-16,0.0
2016-11-28,-16.6667
2017-01-17,100.0
2017-03-10,20.0
2017-04-17,53.3333
2017-05-22,8.1522
2017-06-20,-1.005
2017-07-11,-13.7056
2017-07-28,47.0588
2017-08-15,-56.0
2017-08-16,0.0
2017-10-24,109.0909
2017-10-27,0.8696
2017-12-08,7.7586
2017-12-12,-8.0
2017-12-22,21.7391
2018-01-02,0.0
2018-01-19,0.0
2018-01-22,-3.5714
2018-01-26,-18.5185
2018-02-05,-40.9091
2018-02-06,115.3846
2018-02-12,-46.4286
2018-04-11,0.0
2018-04-24,0.0
2018-05-22,-33.3333
2018-07-09,-50.0
2018-07-20,0.0
2018-10-03,0.0
2018-10-30,-96.0
2018-12-31,0.0
2019-02-07,0.0
2019-04-17,0.0
2019-07-02,1900.0
2019-07-16,-60.0
2019-07-18,6.0
2019-07-25,312.7358
2019-07-26,45.7143
2019-08-20,7.8431
2019-09-05,81.8182
2019-10-02,-45.0
2019-11-22,36.3636
2019-12-02,-26.6667
2020-01-16,0.0
2020-01-22,9.0909
2020-02-14,8.3333
2020-03-20,-33.8462
2020-03-25,-6.9767
2020-04-13,-50.0
2020-07-20,0.0
