ticker,BCBF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-11-02,4.878
2006-01-10,16.5116
2006-05-22,10.7784
2006-05-24,1.8018
2006-05-25,0.0
2006-08-02,10.2655
2006-08-08,41.252
2007-01-17,-2.2727
2007-01-23,0.0
2007-01-24,-6.9767
2007-01-25,0.0
2007-01-29,-1.0
2007-01-30,2.2727
2007-01-31,-0.6173
2007-02-06,-1.1179999999999999
2007-02-08,0.5025
2007-02-09,-1.0716
2007-02-13,-0.054
2007-02-14,-0.6321
2007-03-05,-2.2901
2007-03-16,0.0
2007-03-26,1.5625
2007-03-30,-1.6667
2007-04-02,0.1304
2007-04-04,-0.2604
2007-04-09,-3.3943
2007-05-08,0.0
2007-08-03,-8.1081
2007-08-06,-7.3529
2007-08-14,7.1429
2007-12-04,-14.0741
2008-01-16,-3.4483
2008-01-23,-14.2857
2008-02-01,-14.5833
2008-02-05,0.0
2008-02-07,-22.439
2008-02-28,0.6289
2008-03-10,-3.125
2008-04-22,-1.6129
2008-04-23,-14.7541
2008-04-28,-15.3846
2008-04-29,-18.1818
2008-04-30,0.0
2008-05-07,33.3333
2008-05-15,0.0
2008-05-22,-29.1667
2008-05-23,-5.8824
2008-05-28,31.25
2008-05-29,0.0
2008-06-06,-4.2857
2008-06-20,-5.4726
2008-06-27,0.0
2008-07-01,-0.1053
2008-07-08,-19.9157
2008-08-12,0.6579
2008-08-13,-34.6405
2008-08-14,0.0
2008-08-19,0.0
2008-09-02,-8.0
2008-09-19,41.3043
2008-09-29,-7.6923
2008-09-30,0.0
2008-10-08,0.0
2008-10-24,-8.3333
2008-11-04,-11.818200000000001
2008-11-05,3.0928
2008-11-10,0.0
2008-11-14,-5.0
2008-11-19,-2.1053
2008-11-20,-7.5269
2008-11-21,-6.9767
2008-11-25,0.0
2008-12-11,-12.5
2008-12-22,0.0
2008-12-23,0.0
2008-12-24,-7.1429
2008-12-26,-7.6923
2008-12-31,-8.3333
2009-01-05,-18.1818
2009-01-09,33.3333
2009-01-12,8.3333
2009-01-26,-7.6923
2009-01-28,-33.3333
2009-01-29,12.5
2009-02-03,-11.1111
2009-02-04,-12.5
2009-02-05,14.2857
2009-02-06,0.0
2009-02-13,0.0
2009-02-17,-5.0
2009-02-19,31.5789
2009-02-20,-10.0
2009-02-24,11.1111
2009-02-25,-0.4
2009-02-26,-9.6386
2009-02-27,11.1111
2009-03-02,-0.4
2009-03-03,-9.6386
2009-03-04,0.0
2009-03-05,0.0
2009-03-06,0.0
