ticker,SRLY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-04-10,42.8571
2000-04-11,33.3333
2000-04-17,6.25
2000-05-31,-5.8824
2000-06-02,-35.0
2000-06-08,15.3846
2000-06-13,-16.6667
2000-07-03,60.0
2000-08-23,-31.25
2000-09-28,1.8182
2001-02-22,0.0
2001-04-02,45.8333
2001-04-03,0.0
2001-04-04,14.2857
2001-04-19,18.75
2001-04-30,-31.5789
2001-08-06,0.0
2001-11-19,0.0
2001-11-26,7.6923
2001-11-27,14.2857
2002-02-06,-12.5
2002-02-27,-7.1429
2002-02-28,3.0769
2002-05-07,10.1695
2002-06-18,7.6923
2002-09-16,1.4285999999999999
2002-10-31,1.4085
2002-12-06,0.0
2002-12-16,4.1667
2003-01-10,20.0
2003-02-13,-20.0
2003-05-08,-2.5714
2003-11-06,17.3021
2004-01-13,0.0
2004-03-04,0.0
2004-03-12,12.5
2004-06-24,-5.5556
2004-07-06,8.2353
2004-09-23,-2.1739
2004-11-30,0.2222
2005-01-11,-0.2217
2005-04-11,10.4651
2005-04-28,10.526299999999999
2005-06-28,32.381
2005-06-29,-23.0216
2005-11-17,14.9533
2005-12-06,0.0
2005-12-23,5.6911000000000005
2006-01-11,-4.6154
2006-01-12,0.0
2006-03-10,0.0
2006-03-28,-15.9664
2006-07-17,14.0
2006-09-20,-3.5088
2006-10-16,0.0
2006-10-23,9.0909
2007-05-08,21.7391
2007-07-24,10.7143
2007-07-27,6.4516
2007-10-05,0.0
2007-12-06,0.0
2008-01-18,-21.2121
2008-02-04,-7.6923
2008-04-07,20.8333
2008-05-09,21.4286
2008-09-17,2.3529
2008-10-20,-4.5977
2008-11-25,-24.0964
2008-12-01,-8.7302
2008-12-10,-46.7826
2008-12-29,61.7647
2009-01-20,-9.0909
2009-04-06,13.6364
2009-04-13,-35.0
2009-07-23,44.6154
2009-08-26,0.0
2009-08-28,1.0638
2009-09-03,-1.0526
2009-10-16,0.2128
2009-11-11,-4.4586
2010-03-25,4.878
2010-03-29,0.0
2010-05-03,16.2791
2010-06-25,5.0
2010-08-23,-9.5238
2010-10-22,1.0526
2010-11-26,44.7917
2010-12-10,29.4964
2011-03-15,-0.5556
2011-03-30,-5.3254
2011-04-18,25.25
2011-07-29,-7.6846
2011-08-01,18.9189
2011-12-28,-30.0
2011-12-29,100.0
2011-12-30,0.0
2012-01-03,-12.357099999999999
2012-04-23,-14.1037
2012-04-25,58.2591
2012-06-21,-12.5
2012-08-23,-14.2857
2012-12-12,-32.0833
2013-01-11,0.8589
2014-07-25,160.5119
2015-04-13,33.3333
2015-04-16,5.8824
2015-06-08,-4.1667
2015-06-10,0.0
2015-06-19,-11.5942
2015-06-26,50.8197
2015-06-30,4.3478
2015-07-07,-8.2917
2015-07-14,99.9091
2015-07-16,0.0
2015-09-09,-54.5455
2015-11-03,-2.5
2015-11-30,-14.1026
2015-12-07,7.4627
2016-01-08,-16.5556
2016-01-11,-13.3123
2016-01-14,-5.9176
2016-01-15,10.2041
2016-01-20,3.7037
2016-03-07,2.963
2016-05-10,-1.0791
2016-05-11,3.6355
2016-05-13,0.0009
2016-05-17,-15.4377
2016-05-25,-0.416
2016-05-26,0.0
2016-06-02,0.0
2016-06-14,0.0
2016-06-21,-16.25
2016-07-28,4.4776
2016-07-29,-8.0952
2016-08-08,2.0725
2016-08-09,-5.1777
2016-08-26,5.4604
2016-09-09,0.5076
2016-09-28,-9.0909
2016-09-29,0.0
2016-11-21,-5.4444
2016-11-29,-1.1751
2016-12-02,0.0
2017-01-11,9.7503
2017-01-18,-7.909
2017-01-27,0.5882
2017-04-07,27.3292
2017-05-01,-2.439
2017-05-30,0.0
2017-07-20,0.0
2017-07-21,0.0
2017-08-16,-17.4
2017-08-17,21.0654
2017-08-28,0.0
2017-09-12,0.0
2017-10-18,0.0
2017-10-19,-13.5
2017-10-31,4.0462
2017-11-01,0.0
2017-11-02,2.7778
2017-11-10,7.027
2017-11-16,-0.101
2017-11-21,0.0
2017-11-22,6.1678
2017-11-27,23.7143
2017-11-28,92.4557
2017-12-04,-47.96
2017-12-06,0.0
2017-12-20,1.8447
2017-12-22,0.7547
2017-12-29,-2.5468
2018-02-07,-3.9201
2018-02-20,4.0
2018-03-14,-18.1452
2018-03-15,1.9704000000000002
2018-04-03,25.6039
2018-04-05,-9.6154
2018-04-06,4.2553
2018-04-09,6.1224
2018-04-10,1.9231
2018-04-12,1.8868
2018-04-19,0.0
2018-04-25,1.8519
2018-05-22,-12.0
2018-06-12,13.6364
2018-08-31,-12.0
2018-09-25,0.8264
2018-09-27,0.0
2018-10-05,0.082
2018-11-19,2.3750999999999998
2018-11-21,0.8
2019-01-15,17.0643
2019-01-22,20.3382
2019-01-23,0.0
2019-01-24,0.0
2019-01-25,0.0
2019-01-28,3.3898
2019-01-30,11.4754
2019-02-01,0.0
2019-02-04,-10.2941
2019-04-11,61.8361
2019-05-29,-27.0665
2019-06-03,0.0
2019-06-17,-1.3333
2019-09-18,-15.5405
2019-09-30,1.6667
2019-10-15,4.9187
2020-01-09,24.9992
2020-01-13,-1.0
2020-01-16,11.1111
2020-01-21,-9.0909
2020-02-03,14.8
2020-02-04,3.4408
2020-05-04,-31.4667
2020-06-10,-0.0778
2020-06-23,28.5047
2020-06-29,7.5758
