ticker,FJHL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-04,40.0
2000-01-18,7.1429
2000-01-25,6.6667
2000-03-20,-12.5
2000-04-20,-28.5714
2000-05-22,-20.0
2000-06-05,50.0
2000-06-16,0.0
2000-06-26,0.0
2000-07-11,0.0
2000-07-19,0.0
2000-07-26,0.0
2000-10-03,-16.6667
2000-10-24,-20.0
2000-10-30,0.0
2000-10-31,-50.0
2000-12-11,-65.0
2000-12-15,0.0
2000-12-28,-10.7143
2001-02-20,12.0
2001-03-01,435.7143
2001-03-05,66.6667
2001-03-14,-84.0
2001-09-05,0.0
2001-10-12,0.0
2001-10-23,0.0
2001-10-25,-40.0
2001-10-26,0.0
2001-11-09,1775.0
2001-12-27,-92.8889
2002-01-14,0.0
2002-01-22,1275.0
2002-01-24,0.0
2002-02-12,-90.9091
2002-03-12,-20.0
2002-04-05,1150.0
2002-04-16,-94.0
2002-05-13,1583.3333
2002-05-20,0.0
2002-05-28,-94.0594
2002-05-31,1233.3333
2002-06-13,-92.5
2002-06-19,1233.3333
2002-08-28,-92.5
2002-09-16,0.0
2002-10-07,1566.6667
2002-10-10,20.0
2002-10-11,-95.0
2002-10-24,816.6667
2002-11-05,0.0
2002-11-19,-81.8182
2002-11-21,0.0
2002-11-25,0.0
2002-12-02,910.0
2002-12-05,0.0
2002-12-12,-90.099
2002-12-19,50.0
2002-12-20,-60.0
2003-01-09,650.0
2003-01-10,0.0
2003-02-03,0.0
2003-05-27,-77.7778
2003-06-20,-40.0
2003-07-14,0.0
2003-07-16,0.0
2003-07-21,0.0
2003-07-28,0.0
2003-07-31,0.0
2003-08-12,466.6667
2003-08-14,0.0
2003-09-26,0.0
2003-10-15,0.0
2003-10-23,-82.3529
2003-11-10,466.6667
2003-11-14,-82.3529
2003-11-17,466.6667
2004-01-12,-82.3529
2004-01-21,0.0
2004-02-02,466.6667
2004-02-06,-41.1765
2004-02-17,400.0
2004-02-19,-80.0
2004-02-25,50.0
2004-02-27,-33.3333
2004-03-01,0.0
2004-03-02,0.0
2004-03-19,0.0
2004-03-22,0.0
2004-03-30,50.0
2004-04-30,0.0
2004-05-20,-33.3333
2004-05-25,50.0
2004-06-14,-33.3333
2004-06-16,25.0
2004-07-27,0.0
2004-08-09,-40.0
2004-08-31,66.6667
2004-12-01,-40.0
2004-12-13,0.0
2004-12-23,0.0
2004-12-31,0.0
2005-01-11,13.3333
2005-01-20,-11.7647
2005-02-02,0.0
2005-02-09,0.0
2005-02-23,0.0
