ticker,APXTU US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-09-17,1.5
2019-09-18,-0.0985
2019-09-19,-0.0986
2019-09-20,0.1974
2019-09-23,0.0
2019-09-24,-0.0128
2019-09-25,0.0138
2019-09-27,0.3931
2019-09-30,0.0
2019-10-01,0.0
2019-10-02,-0.0981
2019-10-03,0.0
2019-10-04,0.0599
2019-10-07,-0.0599
2019-10-08,0.0295
2019-10-09,0.1669
2019-10-10,0.0667
2019-10-11,-0.0666
2019-10-14,0.0
2019-10-15,0.3922
2019-10-16,0.0
2019-10-17,0.0977
2019-10-18,-0.0976
2019-10-21,0.0
2019-10-22,0.0
2019-10-23,-0.1465
2019-10-24,0.2445
2019-10-25,-0.0263
2019-10-28,0.3191
2019-10-30,0.0506
2019-10-31,-0.3422
2019-11-01,0.1951
2019-11-04,0.0
2019-11-05,0.2921
2019-11-06,0.1942
2019-11-07,0.2907
2019-11-08,0.0
2019-11-11,-0.0966
2019-11-12,-0.0967
2019-11-13,0.0
2019-11-15,0.0968
2019-11-18,-0.4168
2019-11-19,-0.066
2019-11-20,0.2906
2019-11-21,0.0
2019-11-22,-0.2432
2019-11-25,0.2438
2019-11-26,0.0
2019-11-27,-0.4845
2019-11-29,0.3895
2019-12-02,0.388
2019-12-03,0.0
2019-12-04,-0.2899
2019-12-05,0.0
2019-12-06,0.0
2019-12-09,0.0504
2019-12-10,0.2402
2019-12-12,0.0
2019-12-13,0.3865
2019-12-17,0.0962
2019-12-18,-0.0962
2019-12-24,1.5399
2019-12-27,-0.4739
2019-12-30,0.0
2019-12-31,-0.2857
2020-01-02,-0.0955
2020-01-03,0.8604
2020-01-06,0.0066
2020-01-08,-0.4805
2020-01-10,0.9524
2020-01-13,0.0
2020-01-16,0.0
2020-01-21,12.1698
2020-01-22,-10.8495
2020-01-23,0.4717
2020-01-24,-0.1878
2020-01-27,1.6463
2020-01-28,-0.9718
2020-01-29,0.0
2020-01-30,0.0
2020-01-31,-0.1869
2020-02-03,0.1873
2020-02-04,0.0
2020-02-05,-0.4673
2020-02-06,-0.4695
2020-02-07,0.0019
2020-02-13,0.5641
2020-02-14,-0.6351
2020-02-19,2.3215
2020-02-20,-0.9983
2020-02-21,-0.2796
2020-02-24,0.4673
2020-02-25,-0.5581
2020-02-26,0.4677
2020-02-27,-0.3724
2020-02-28,-0.9346
2020-03-02,0.4717
2020-03-03,-0.4441
2020-03-04,0.3518
2020-03-05,-0.7509
2020-03-06,-0.0009
2020-03-09,-1.0388
2020-03-10,1.0784
2020-03-12,0.1609
2020-03-13,-3.8185000000000002
2020-03-17,-0.2555
2020-03-18,-0.3941
2020-03-19,-1.1869
2020-03-20,1.1011
2020-03-23,-0.099
2020-03-25,0.2973
2020-03-26,-1.1858
2020-03-27,0.0
2020-03-30,0.0
2020-03-31,1.5
2020-04-01,0.3941
2020-04-06,1.0893
2020-04-08,-0.4951
2020-04-09,1.8166
2020-04-15,-0.3469
2020-04-17,-1.4423
2020-04-22,-0.0976
2020-04-24,-0.3906
2020-04-27,0.9804
2020-04-29,-0.0971
2020-04-30,-1.1662
2020-05-01,0.885
2020-05-04,1.7544
2020-05-08,-0.5747
2020-05-13,0.6744
2020-05-14,0.0
2020-05-15,0.4785
2020-05-21,-0.4762
2020-05-22,-0.5742
2020-06-03,0.0962
2020-06-04,0.0
2020-06-05,0.4808
2020-06-08,1.4354
2020-06-09,0.0
2020-06-10,1.4151
2020-06-11,1.3023
2020-06-12,0.0
2020-06-17,0.0918
2020-06-18,0.0
2020-06-22,0.1835
2020-06-24,0.7326
2020-06-29,0.0
2020-06-30,4.3636
2020-07-01,-2.0514
2020-07-02,-0.8404
2020-07-06,-0.4484
2020-07-08,0.0
2020-07-09,1.3514
2020-07-10,0.4444
2020-07-13,1.9912
2020-07-14,0.2169
2020-07-15,0.4329
2020-07-16,-3.0172
2020-07-17,1.7778
2020-07-20,1.0917
2020-07-21,3.6717
2020-07-22,0.0
2020-07-23,0.0
2020-07-28,-5.25
2020-07-29,0.0
