ticker,SYPR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.3889
2000-01-05,2.8169
2000-01-06,0.0
2000-01-07,4.1096
2000-01-10,2.6316
2000-01-11,-1.9231
2000-01-12,-5.8824
2000-01-13,4.8611
2000-01-14,-5.9603
2000-01-18,8.4507
2000-01-19,-1.2987
2000-01-20,6.5789
2000-01-21,-3.5494
2000-01-24,-0.16
2000-01-25,-3.8462
2000-01-26,2.6667
2000-01-27,-2.5974
2000-01-31,-2.6667
2000-02-01,0.0
2000-02-02,0.0
2000-02-03,4.1096
2000-02-04,-1.3158
2000-02-07,0.1667
2000-02-08,-0.1664
2000-02-09,0.0
2000-02-10,2.6667
2000-02-11,-1.2987
2000-02-14,10.526299999999999
2000-02-15,-8.9286
2000-02-16,-1.3072
2000-02-17,3.3113
2000-02-18,-6.4103
2000-02-22,15.0685
2000-02-23,-8.3333
2000-02-24,-2.5974
2000-02-25,-1.3333
2000-02-28,0.0
2000-02-29,0.0
2000-03-01,0.0
2000-03-02,-0.6757
2000-03-03,0.6803
2000-03-06,0.0
2000-03-07,0.0
2000-03-08,-0.6757
2000-03-09,0.0
2000-03-10,0.0
2000-03-13,0.0
2000-03-14,0.0
2000-03-15,2.0408
2000-03-16,-1.3333
2000-03-17,-0.6757
2000-03-20,0.6803
2000-03-21,2.7027
2000-03-22,10.526299999999999
2000-03-23,-4.7619
2000-03-24,-1.25
2000-03-27,1.2658
2000-03-28,0.0
2000-03-29,6.25
2000-03-30,3.5294
2000-03-31,-6.8182
2000-04-03,2.439
2000-04-04,-2.3810000000000002
2000-04-05,-2.439
2000-04-06,0.0
2000-04-07,0.0
2000-04-10,-2.5
2000-04-11,-2.5641
2000-04-12,-3.9474
2000-04-13,1.3699
2000-04-14,-5.4054
2000-04-17,7.1429
2000-04-18,-1.3333
2000-04-19,0.0
2000-04-20,0.0
2000-04-24,-6.7568
2000-04-25,8.6957
2000-04-26,2.6667
2000-04-27,3.8961
2000-05-01,-1.875
2000-05-02,-1.9108
2000-05-03,-1.2987
2000-05-04,7.8947
2000-05-05,-4.878
2000-05-09,0.0
2000-05-10,0.0
2000-05-11,5.1282
2000-05-12,1.2195
2000-05-15,3.6145
2000-05-16,-1.1628
2000-05-17,1.1764999999999999
2000-05-18,-2.3256
2000-05-19,0.0
2000-05-22,1.1905000000000001
2000-05-24,-1.1764999999999999
2000-05-26,1.1905000000000001
2000-05-30,-3.5294
2000-05-31,-9.7561
2000-06-01,5.4054
