ticker,CTLT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-07-31,-2.4878
2014-08-01,-0.7004
2014-08-04,0.806
2014-08-05,0.9995
2014-08-06,0.5938
2014-08-07,0.4427
2014-08-08,0.5387
2014-08-11,-0.1461
2014-08-12,0.0
2014-08-13,0.1463
2014-08-14,-0.1461
2014-08-15,0.0488
2014-08-18,0.7314
2014-08-19,-0.1452
2014-08-20,-0.2424
2014-08-21,0.6803
2014-08-22,0.6274
2014-08-25,1.6787
2014-08-26,0.566
2014-08-27,-0.2345
2014-08-28,1.0813
2014-08-29,0.0
2014-09-02,0.9302
2014-09-03,-0.0922
2014-09-04,-0.8303
2014-09-05,4.186
2014-09-08,0.4464
2014-09-09,-0.0889
2014-09-10,2.2687
2014-09-11,1.1309
2014-09-12,1.0323
2014-09-15,5.7471
2014-09-16,-2.496
2014-09-17,0.3716
2014-09-18,-0.4936
2014-09-19,-2.1083
2014-09-22,1.3091
2014-09-23,-0.0834
2014-09-24,3.6295
2014-09-25,-0.6441
2014-09-26,1.4586999999999999
2014-09-29,0.5192
2014-09-30,-0.5562
2014-10-01,-4.7143
2014-10-02,6.2893
2014-10-03,-0.8679
2014-10-06,-0.5969
2014-10-07,-1.0008
2014-10-08,3.0328
2014-10-09,-4.1601
2014-10-10,-3.0713
2014-10-13,-0.6337
2014-10-14,0.8929
2014-10-15,2.0649
2014-10-16,0.1239
2014-10-17,-2.5567
2014-10-20,1.3965
2014-10-21,5.1336
2014-10-22,-4.4462
2014-10-23,0.7894
2014-10-24,2.803
2014-10-27,-1.9245999999999999
2014-10-28,3.0253
2014-10-29,1.3889
2014-10-30,0.3523
2014-10-31,1.5211000000000001
2014-11-03,-0.4994
2014-11-04,-2.1236
2014-11-05,-1.0256
2014-11-06,-1.395
2014-11-07,-0.0404
2014-11-10,0.1617
2014-11-11,-2.2608
2014-11-12,-2.024
2014-11-13,0.3794
2014-11-14,1.008
2014-11-17,6.6112
2014-11-18,-0.819
2014-11-19,1.0617
2014-11-20,1.4008
2014-11-21,1.8803
2014-11-24,1.5819
2014-11-25,3.2629
2014-11-26,3.1239
2014-11-28,0.2437
2014-12-01,-1.702
2014-12-02,0.4594
2014-12-03,0.2814
2014-12-04,1.4732
2014-12-05,0.795
2014-12-08,-0.8573
2014-12-09,0.761
2014-12-10,0.9955
2014-12-11,-1.3596
2014-12-12,-1.5162
2014-12-15,1.2596
2014-12-16,-1.2785
2014-12-17,2.1351
2014-12-18,-1.6792
2014-12-19,1.7428
