ticker,AIFM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-08-30,3.3333
2016-08-31,141.9355
2016-11-07,-46.6667
2016-11-09,50.0
2016-11-14,16.6667
2016-11-17,14.2857
2016-12-16,0.0
2017-02-28,0.0
2017-03-27,0.0
2017-04-21,-12.5
2017-04-26,-42.5714
2017-04-27,0.2488
2017-04-28,0.4963
2017-05-01,-0.4938
2017-05-02,0.0
2017-05-03,0.7444
2017-05-04,0.0
2017-05-08,-0.057
2017-05-09,0.057
2017-05-10,-1.4778
2017-05-11,1.275
2017-05-16,-0.0247
2017-05-18,-38.2716
2017-05-19,-18.0
2017-05-22,-2.1951
2017-05-30,2.2444
2017-05-31,-2.439
2017-06-05,0.0
2017-06-07,-15.0
2017-07-05,3.5294
2017-07-06,-0.5682
2017-07-07,2.8571
2017-07-10,0.5556
2017-07-11,1.105
2017-07-12,1.0929
2017-07-13,0.5405
2017-07-14,0.828
2017-07-17,0.2453
2017-07-18,-2.1277
2017-07-19,3.8043
2017-07-20,0.5236
2017-07-21,0.5208
2017-07-24,1.0363
2017-07-25,-1.0256
2017-07-26,1.1192
2017-07-27,2.48
2017-07-28,0.5
2017-07-31,0.0
2017-08-01,0.995
2017-08-02,0.4926
2017-08-03,0.4902
2017-08-04,1.2683
2017-08-07,0.6744
2017-08-08,1.4354
2017-08-09,0.0
2017-08-10,1.4151
2017-08-11,0.4651
2017-08-14,0.3241
2017-08-15,0.5999
2017-08-16,0.4587
2017-08-17,0.4566
2017-08-18,0.9091
2017-08-21,0.2432
2017-08-22,1.1054
2017-08-23,0.3111
2017-08-24,1.0191
2017-08-25,0.8772
2017-08-28,0.8696
2017-08-29,0.431
2017-08-30,0.4292
2017-08-31,-5.1282
2017-09-01,4.955
2017-09-05,2.1459
2017-09-06,0.7143
2017-09-07,1.3767
2017-09-08,0.4115
2017-09-11,1.2295
2017-09-12,-6.8826
2017-09-13,-56.5261
2017-09-14,-61.9962
2017-09-15,39.4737
2017-09-18,-1.6981000000000002
2017-09-19,6.2342
2017-09-20,2.8041
2017-09-21,-20.9139
2017-09-22,-15.5556
2017-09-25,74.0789
2017-09-26,5.8201
2017-09-27,0.0
2017-09-28,-14.2857
2017-09-29,0.0
2017-10-04,-6.6667
2017-10-05,0.0
2017-10-06,-1.7856999999999998
2017-10-09,2.0909
2017-10-11,-10.5966
2017-10-12,-16.8127
2017-10-16,-6.5852
2017-10-17,17.9185
2017-10-18,-24.413
2017-10-19,3.5375
2017-10-20,-5.5556
