ticker,AIFM US Equity
2017-10-23,0.0
2017-10-25,-20.5882
2017-10-26,-22.2222
2017-10-27,4.7619
2017-10-30,-9.0909
2017-10-31,-50.0
2017-11-01,80.0
2017-11-02,-18.0556
2017-11-03,-5.0847
2017-11-06,-3.5714
2017-11-08,-25.9259
2017-11-09,-10.0
2017-11-10,-33.3333
2017-11-13,11.6667
2017-11-15,-2.9851
2017-11-16,-7.6923
2017-11-20,0.0
2017-11-22,213.3333
2017-11-24,1.0106
2017-11-27,-1.0005
2017-12-01,-68.0851
2017-12-04,230.0
2017-12-06,-4.0909
2017-12-08,-2.5803000000000003
2017-12-12,0.0
2017-12-14,-45.9459
2017-12-15,85.0
2017-12-19,0.0
2017-12-26,-45.9459
2017-12-27,0.0
2017-12-28,0.0
2017-12-29,-50.0
2018-01-02,100.0
2018-01-04,0.0
2018-01-05,-20.0
2018-01-08,0.0
2018-01-09,-12.5
2018-01-11,-25.7143
2018-01-12,92.3077
2018-01-16,-48.0
2018-01-17,0.0
2018-01-18,53.8462
2018-01-23,-25.0
2018-01-29,33.3333
2018-01-30,40.0
2018-02-01,-19.6429
2018-02-05,22.2222
2018-02-06,-27.2727
2018-02-08,25.0
2018-02-20,0.0
2018-02-21,10.0
2018-02-27,0.0
2018-02-28,0.7273
2018-03-06,8.3032
2018-03-07,-33.3333
2018-03-12,0.0
2018-03-15,-6.25
2018-03-20,-6.6667
2018-03-22,-7.1429
2018-03-28,0.0
2018-03-29,7.6923
2018-04-25,0.0
2018-04-26,92.8571
2018-04-27,-45.9259
2018-04-30,9.589
2018-05-01,-6.3125
2018-05-02,-51.968
2018-05-03,58.3333
2018-05-04,0.7018
2018-05-07,-39.0244
2018-05-08,2.8571
2018-05-09,11.1111
2018-05-10,17.5
2018-05-11,-21.2766
2018-05-14,-18.9189
2018-05-15,0.0
2018-05-16,-16.3333
2018-05-17,75.2988
2018-05-18,11.3636
2018-05-22,0.0
2018-05-23,-48.9796
2018-05-24,76.0
2018-05-25,11.3636
2018-05-30,-8.1633
2018-05-31,6.6667
2018-06-01,0.0
2018-06-04,-33.3333
2018-06-05,0.0
2018-06-06,0.0
2018-06-07,0.0
2018-06-08,3.125
2018-06-11,-9.0909
2018-06-13,-26.6667
2018-06-14,0.0
2018-06-19,36.3636
2018-06-20,0.0
2018-06-21,33.3333
2018-06-22,10.0
2018-06-25,0.0
2018-06-26,70.4545
2018-06-27,-20.0
2018-06-28,-25.0
2018-06-29,-8.8889
2018-07-02,0.0
2018-07-05,0.0
2018-07-06,0.0
2018-07-09,0.0
2018-07-11,-26.8293
2018-07-12,-5.8333
2018-07-13,6.1947
2018-07-16,-11.6667
2018-07-17,0.0
2018-07-19,13.2075
2018-07-20,-11.6667
2018-07-23,0.0
2018-07-25,0.0
2018-07-26,0.0
2018-07-27,0.0
2018-08-01,-5.6604
2018-08-02,0.0
2018-08-03,0.0
2018-08-06,0.0
2018-08-07,4.0
2018-08-09,-3.8462
2018-08-10,32.0
2018-08-13,51.5152
2018-08-14,-5.0
2018-08-15,-24.2105
2018-08-17,2.7778
2018-08-20,21.6216
2018-08-21,31.1111
2018-08-23,-23.7288
2018-08-27,11.1111
2018-08-28,0.0
2018-08-29,0.0
2018-08-30,0.0
2018-08-31,2.0
2018-09-05,-21.5686
2018-09-07,0.0
2018-09-11,30.0
2018-09-14,-23.0769
2018-09-18,0.0
2018-09-24,0.0
2018-09-27,-42.5
2018-09-28,73.913
2018-10-02,-40.0
2018-10-03,-8.3333
2018-10-12,0.0
2018-10-16,0.0
2018-10-17,0.0
2018-11-05,0.0
2018-11-12,0.0
2018-11-20,0.0
2018-12-06,0.6818
2018-12-07,8.3521
2018-12-10,0.0
2018-12-14,14.1667
2018-12-17,-19.708
2018-12-19,81.8182
2018-12-20,-25.0
2018-12-26,0.0
2018-12-28,6.6667
2018-12-31,0.9375
2019-01-02,-7.1207
2019-01-07,-26.6667
2019-01-10,0.0
2019-01-15,10.9091
2019-01-23,2.459
2019-01-29,6.0
2019-02-12,-5.6604
2019-02-15,0.0
2019-02-22,4.0
2019-03-20,-3.8462
2019-03-29,40.0
2019-04-04,14.2857
2019-04-08,0.0
2019-04-11,0.0
2019-04-22,-12.5
2019-04-24,14.2857
2019-04-26,-65.0
2019-04-29,21.4286
2019-04-30,5.8824
2019-05-03,233.3333
2019-05-06,-70.0
2019-05-08,16.6667
2019-05-14,0.0
2019-05-24,0.0
2019-06-10,0.0
2019-06-20,9.5238
2019-06-26,0.0
2019-06-28,0.0
2019-07-19,0.0
2019-07-24,0.0
2019-07-30,0.0
2019-08-01,0.0
2019-08-06,0.0
2019-08-21,-13.0435
2019-09-10,0.0
2019-09-13,-25.0
2019-09-23,0.0
2019-09-24,0.0
2019-09-25,0.0
2019-10-07,33.3333
2019-10-09,0.0
2019-10-22,20.0
2019-10-25,-16.6667
2019-10-29,0.0
2019-11-05,0.0
2019-11-07,0.0
2019-11-15,0.0
2019-11-19,0.0
2019-12-09,25.0
2019-12-10,-20.0
2019-12-27,-25.0
2019-12-30,-26.6667
2020-01-02,0.0
2020-01-13,0.0
2020-01-16,0.0
2020-01-17,163.6364
2020-04-28,-96.2069
2020-05-21,10.0
2020-06-16,0.0
