ticker,VRUS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-12-22,0.0
2008-12-26,40.0
2008-12-29,-4.7619
2008-12-30,37.5
2008-12-31,-23.6364
2009-01-05,-4.7619
2009-01-06,12.5
2009-01-07,-22.2222
2009-01-09,28.5714
2009-01-12,-4.4444
2009-01-13,2.3256
2009-01-14,-13.6364
2009-01-15,-31.5789
2009-01-21,15.3846
2009-01-22,-16.6667
2009-01-28,-44.0
2009-01-29,7.1429
2009-01-30,-33.3333
2009-02-03,0.0
2009-02-04,0.0
2009-02-06,0.0
2009-02-10,100.0
2009-02-11,-25.0
2009-02-13,33.3333
2009-02-17,85.0
2009-02-18,-18.9189
2009-02-19,3.3333
2009-02-20,64.5161
2009-02-23,0.0
2009-02-26,-41.1765
2009-03-06,-33.3333
2009-03-13,60.0
2009-03-19,71.875
2009-04-14,-21.8182
2009-04-16,9.3023
2009-05-19,2.1277
2009-05-20,25.0
2009-05-22,-16.6667
2009-05-28,10.0
2009-06-08,-10.0
2009-06-10,-1.0101
2009-06-11,-48.9796
2009-06-15,160.0
2009-06-16,15.3846
2009-06-17,-13.3333
2009-06-18,15.3846
2009-06-23,-40.0
2009-06-24,0.0
2009-06-29,-35.5556
2009-06-30,31.0345
2009-07-01,-28.947400000000002
2009-07-02,-33.3333
2009-07-09,-44.4444
2009-07-10,0.0
2009-07-13,70.0
2009-07-16,-41.1765
2009-07-20,60.0
2009-07-22,-37.5
2009-07-28,0.0
2009-07-30,0.0
2009-08-03,0.0
2009-08-05,0.0
2009-08-06,0.0
2009-08-07,0.0
2009-08-10,10.0
2009-08-11,-9.0909
2009-08-13,-10.0
2009-08-18,22.2222
2009-08-19,9.0909
2009-08-20,-8.3333
2009-08-21,45.4545
2009-08-24,-18.75
2009-08-26,-23.0769
2009-08-27,0.0
2009-08-28,-10.0
2009-08-31,11.1111
2009-09-01,-10.0
2009-09-02,11.1111
2009-09-03,10.0
2009-09-04,18.1818
2009-09-08,7.6923
2009-09-09,-28.5714
2009-09-11,10.0
2009-09-17,0.0
2009-09-18,0.0
2009-09-22,-9.0909
2009-09-23,30.0
2009-09-24,15.3846
2009-09-28,-26.6667
2009-09-29,0.0
2009-09-30,0.0
2009-10-01,-9.0909
2009-10-05,0.0
2009-10-06,0.0
2009-10-08,0.0
2009-10-09,0.0
2009-10-12,0.0
2009-10-13,0.0
2009-10-16,0.0
2009-10-20,49.0
2009-10-21,-26.1745
2009-10-23,-18.1818
2009-10-26,50.0
