ticker,MNMT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-07-17,20.0
2015-07-23,0.0
2015-07-24,0.0
2015-07-29,0.0
2015-07-30,0.0
2015-09-29,-41.6667
2015-12-22,-14.2857
2016-04-01,-6.6667
2016-04-04,-1.7856999999999998
2016-04-05,-7.2727
2016-05-12,-11.7647
2016-05-24,-2.2222
2016-06-13,2.2727
2016-08-30,0.0
2016-09-12,0.0
2016-09-13,-44.4444
2016-09-19,-20.0
2016-10-14,-25.0
2016-10-17,33.3333
2016-10-24,0.0
2016-10-25,0.0
2017-01-03,50.0
2017-01-06,-10.0
2017-01-17,11.1111
2017-01-19,16.6667
2017-01-24,-11.4286
2017-02-01,1512.9032
2017-02-03,0.0
2017-02-08,-10.0
2017-02-09,-92.6667
2017-02-21,6.0606
2017-06-20,-25.7143
2017-06-28,17.3077
2017-06-29,14.7541
2017-07-03,0.0
2017-07-05,45.7143
2017-07-25,0.0
2017-08-07,0.0
2017-08-24,7.8431
2017-09-06,-39.2727
2017-09-14,4.7904
2017-10-24,1328.5714
2017-10-27,-60.0
2017-11-01,-69.75
2017-11-02,65.2893
2017-11-08,-44.5
2017-11-14,0.0
2017-11-21,-9.9279
2017-11-22,0.0
2017-12-11,0.0
2017-12-20,0.0
2018-01-08,0.0
2018-01-11,-0.02
2018-01-22,0.0
2018-01-29,0.04
2018-03-06,-8.0
2018-03-08,0.0
2018-06-05,-13.0435
2018-06-06,0.0
2018-06-13,22.5
2018-07-02,0.0
2018-07-23,0.0
2018-08-31,-18.3673
2018-09-05,0.0
2018-09-26,0.0
2018-10-23,12.5
2018-11-05,-25.0
2018-11-14,11.1111
2018-12-06,20.0
2018-12-18,11.1111
2019-02-01,-40.0
2019-05-16,0.0
2019-05-17,-16.6667
2019-07-09,0.0
2019-07-12,-20.0
2019-10-03,-25.0
2019-10-25,-33.3333
2019-11-06,0.0
2019-11-27,-30.0
2020-04-20,-14.2857
2020-04-21,0.0
2020-04-24,0.0
2020-06-17,650.0
2020-06-18,-86.6667
