ticker,THCAU US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-07-12,0.4
2019-07-15,0.0
2019-07-16,-0.0996
2019-07-17,0.0
2019-07-18,-0.1994
2019-07-19,0.0
2019-07-22,0.0999
2019-07-23,0.0998
2019-07-24,-0.2991
2019-07-25,0.0
2019-07-26,0.0
2019-07-29,1.2
2019-07-30,0.0988
2019-07-31,-0.4936
2019-08-01,-0.2976
2019-08-02,0.0
2019-08-05,0.0
2019-08-06,0.0995
2019-08-07,0.0
2019-08-09,-0.4821
2019-08-14,0.884
2019-08-15,0.099
2019-08-16,-0.7418
2019-08-19,0.4484
2019-08-22,0.0992
2019-08-26,-0.3964
2019-08-27,0.0
2019-08-29,0.398
2019-08-30,0.0
2019-09-06,-0.2973
2019-09-09,-0.0994
2019-09-11,0.0
2019-09-13,-0.0995
2019-09-16,0.0
2019-09-17,0.0408
2019-09-19,0.0587
2019-09-20,-0.0995
2019-09-24,0.0657
2019-09-25,0.0338
2019-09-30,0.0
2019-10-01,-0.0169
2019-10-03,0.0169
2019-10-04,0.2985
2019-10-07,-0.1984
2019-10-08,-0.0994
2019-10-09,0.0
2019-10-10,0.4975
2019-10-11,-0.297
2019-10-14,-0.0794
2019-10-23,-0.1193
2019-10-24,0.6965
2019-10-25,0.5909
2019-10-28,-0.9823
2019-10-29,0.9673
2019-10-30,0.0265
2019-10-31,0.0
2019-11-05,-0.4912
2019-11-06,-0.4936
2019-11-12,-0.0337
2019-11-15,-0.0625
2019-11-18,-0.003
2019-11-20,-0.0993
2019-11-22,0.0
2019-11-25,0.0
2019-11-27,0.1988
2019-11-29,-0.0496
2019-12-02,-0.0496
2019-12-04,0.0
2019-12-06,0.0
2019-12-10,0.0
2019-12-19,0.0
2019-12-23,0.2592
2019-12-26,0.001
2019-12-30,-0.0614
2020-01-03,0.0991
2020-01-06,0.0
2020-01-07,0.0
2020-01-08,-0.2475
2020-01-09,0.2481
2020-01-10,0.396
2020-01-13,-0.1972
2020-01-17,0.1976
2020-01-30,0.0
2020-02-06,-0.1972
2020-02-07,0.5929
2020-02-10,-0.4912
2020-02-11,-0.0987
2020-02-18,-0.1976
2020-02-21,0.0119
2020-02-24,-0.0119
2020-02-27,-0.198
2020-02-28,0.0
2020-03-05,-0.3968
2020-03-09,-0.3984
2020-03-16,-4.773
2020-03-18,-0.2384
2020-03-19,-1.0526
2020-03-23,2.1277
2020-03-25,0.5208
2020-03-31,3.6269
2020-04-15,0.0
2020-04-22,-0.1
2020-05-14,-0.7007
2020-05-18,-1.7137
2020-05-19,0.0
2020-05-27,1.7949000000000002
2020-05-28,0.7557
2020-05-29,0.0
2020-06-01,-0.2
2020-06-02,0.2004
2020-06-11,-1.1
2020-06-24,1.365
2020-06-25,0.7481
2020-06-26,0.0
