ticker,GGBL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-10-05,340.0
2010-11-18,-4.5455
2011-02-03,9.5238
2013-09-04,9030.4348
2013-09-05,5.7143
2013-09-11,-12.1622
2013-09-13,1.5385
2013-10-11,-12.1212
2013-10-24,-0.8621
2013-11-01,0.0
2013-11-25,21.7391
2013-11-26,-7.1429
2013-11-27,1.5385
2013-11-29,3.0303
2013-12-02,0.0
2013-12-03,-1.4706000000000001
2013-12-04,2.9851
2013-12-05,5.7971
2013-12-20,-73.2877
2013-12-23,-48.7179
2013-12-24,10.0
2013-12-26,-18.1818
2013-12-27,-44.4444
2013-12-30,-60.0
2013-12-31,0.0
2014-01-02,500.0
2014-01-03,191.6667
2014-01-06,-65.7143
2014-01-07,66.6667
2014-01-08,10.0
2014-01-09,-18.1818
2014-01-10,-16.6667
2014-01-13,0.0
2014-01-14,0.0
2014-01-15,0.0
2014-01-16,0.0
2014-01-17,0.0
2014-01-21,0.0
2014-01-22,0.0
2014-01-23,0.0
2014-01-27,0.0
2014-01-28,0.0
2014-01-30,33.3333
2014-01-31,0.0
2014-02-04,-10.0
2014-02-05,-11.1111
2014-02-07,-6.25
2014-02-11,33.3333
2014-02-12,-25.0
2014-02-13,0.0
2014-02-20,-33.3333
2014-02-21,0.0
2014-02-24,50.0
2014-02-26,0.0
2014-02-27,0.0
2014-02-28,0.0
2014-03-03,33.3333
2014-03-04,-10.0
2014-03-07,-33.3333
2014-03-10,0.0
2014-03-14,0.0
2014-03-18,33.3333
2014-03-19,-25.0
2014-03-25,0.0
2014-03-26,0.0
2014-03-27,-16.6667
2014-03-31,20.0
2014-04-09,-16.6667
2014-04-10,0.0
2014-04-17,0.0
2014-04-24,-75.0
2014-04-29,-20.0
2014-05-07,25.0
2014-05-15,100.0
2014-05-22,20.0
2014-05-23,0.0
2014-06-03,-16.6667
2014-06-04,0.0
2014-06-06,0.0
2014-06-11,0.0
2014-06-19,2.0
2014-06-23,-1.9607999999999999
2014-06-25,0.0
2014-06-27,0.0
2014-07-25,-60.0
2014-07-28,0.0
2014-08-13,0.0
2014-08-21,50.0
2014-08-22,0.0
2014-08-29,0.0
2014-09-02,-50.0
2014-09-03,100.0
2014-09-16,-50.0
2014-09-22,100.0
2014-09-30,0.0
2014-10-30,-83.3333
2014-11-07,0.0
2014-11-13,0.0
2014-11-26,50.0
2014-12-08,0.0
2014-12-16,-6.6667
2014-12-22,-98.2143
2014-12-31,0.0
2015-01-02,0.0
2015-02-06,700.0
2015-03-03,0.0
2015-03-13,0.0
2015-04-07,400.0
2015-04-27,100.0
2015-04-28,-70.0
2015-05-07,16.6667
2015-06-09,-96.4286
2015-06-11,700.0
2015-06-24,0.0
2015-06-25,0.0
2015-07-10,-87.5
2015-07-17,0.0
2015-07-20,0.0
2015-08-04,700.0
2015-08-18,0.0
2015-09-10,-87.5
2015-10-09,0.0
2015-10-22,0.0
2015-10-23,0.0
2015-10-29,700.0
2015-11-02,-87.5
2015-11-03,0.0
2015-11-09,700.0
2015-11-13,-87.5
2015-11-16,0.0
2015-11-23,0.0
2015-12-02,700.0
2015-12-04,-87.5
2015-12-10,0.0
2015-12-11,0.0
2015-12-14,0.0
2015-12-16,0.0
2015-12-22,0.0
2015-12-30,700.0
2016-01-26,0.0
2016-02-02,0.0
2016-02-16,-87.5
2016-03-24,700.0
2016-03-28,0.0
2016-04-19,-87.5
2016-07-13,700.0
2016-08-22,-87.5
2016-08-26,0.0
2016-09-01,700.0
2016-10-10,-87.5
2016-10-20,700.0
2016-12-07,0.0
2016-12-27,-87.5
2017-01-09,0.0
2017-01-13,700.0
2017-09-28,-99.9
2017-10-19,99900.0
2017-11-30,0.0
2017-12-05,-90.0
2018-01-25,-90.0
2018-06-19,-90.0
2018-08-08,0.0
2018-12-18,900.0
2019-01-28,-90.0
2019-02-14,9900.0
2019-03-14,0.0
2019-05-15,-99.0
2019-05-16,0.0
2019-07-19,999900.0025
2019-08-19,-99.99
2019-09-17,0.0
2019-10-11,99900.0003
2019-10-23,0.0
2019-12-31,-90.0
2020-01-10,0.0
2020-02-05,0.0
2020-04-14,0.0
2020-05-07,-99.0
2020-05-14,0.0
2020-05-15,9900.0
2020-06-09,100.0
2020-06-24,-50.0
2020-06-25,200.0
