ticker,MDMP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-02-25,0.0
2013-03-21,1.0
2013-04-19,0.0
2013-04-22,0.0
2013-04-30,0.0
2013-08-15,-49.505
2013-08-26,0.0
2013-09-04,98.0392
2013-09-18,-0.9901
2013-09-20,-33.0
2013-09-24,4.4776
2013-09-26,0.0
2013-10-15,28.5714
2013-12-11,0.0
2013-12-18,-5.5556
2014-02-19,-47.0588
2014-02-21,-44.4444
2014-02-27,67.95
2014-02-28,-40.4287
2014-03-04,-52.024
2014-03-31,8.3333
2014-04-04,0.0
2014-04-15,0.0
2014-04-21,-7.6923
2014-04-25,0.0
2014-05-06,0.0
2014-05-13,0.0
2014-05-14,-16.6667
2014-05-15,10.0
2014-05-23,36.3636
2014-05-29,-33.3333
2014-06-06,0.0
2014-06-13,0.0
2014-06-20,50.0
2014-06-23,-53.3333
2014-06-25,14.2857
2014-07-07,0.0
2014-08-11,0.0
2014-09-15,-25.0
2014-10-08,0.0
2014-10-13,-16.6667
2014-10-20,0.0
2015-02-26,-40.0
2015-03-16,0.0
2015-05-07,0.0
2015-05-08,0.0
2015-09-14,233.3333
2015-09-22,0.0
2016-07-11,30.0
2016-07-25,-17.6923
2016-09-01,-71.9626
2017-05-30,283.3333
2017-07-21,-17.0
2017-08-01,0.0
2017-11-22,20.4819
2018-01-17,-73.0435
2018-02-26,287.0968
2018-02-27,-41.6667
2018-03-09,0.0
2018-03-12,-14.2857
2018-03-15,-16.6667
2018-03-29,60.0
2018-04-02,0.0
2018-04-03,0.0
2018-04-05,37.5
2018-04-06,36.1818
2018-04-10,-0.2003
2018-04-11,23.7458
2018-04-12,-10.8108
2018-04-18,-35.1515
2018-04-19,57.0093
2018-04-20,1.1905000000000001
2018-04-23,-32.3529
2018-04-26,30.4348
2018-05-01,0.0
2018-05-02,-10.0
2018-05-03,25.9259
2018-05-04,4.7059
2018-05-08,-15.7303
2018-05-09,-13.3333
2018-05-14,23.0769
2018-05-15,-34.375
2018-05-17,-4.7619
2018-05-21,-10.0
2018-05-22,22.2222
2018-05-29,-27.2727
2018-05-30,0.0
2018-05-31,-24.875
2018-06-06,11.4809
2018-06-07,4.4776
2018-06-11,0.0
2018-06-22,-14.2857
2018-07-10,-15.8333
2018-07-19,0.0
2018-07-30,0.0
2018-08-02,0.0
2018-08-20,38.6139
2018-08-30,-27.8571
2018-08-31,-20.7921
2018-09-11,50.0
2018-09-12,-1.6667
2018-09-13,0.0
2018-09-26,12.0339
