ticker,MDMP US Equity
2018-09-27,5.9002
2018-10-01,0.0
2018-10-10,-28.5714
2018-10-17,-10.0
2018-10-19,11.1111
2018-10-22,-39.4
2018-10-25,30.363
2018-10-29,-3.2911
2018-10-30,-21.466
2018-10-31,-0.6667
2018-11-01,0.6711
2018-11-02,0.0
2018-11-05,0.0
2018-11-06,0.0
2018-11-07,-0.5
2018-11-08,0.0
2018-11-09,0.5025
2018-11-13,-0.5
2018-11-14,37.3534
2018-11-15,0.0
2018-11-19,0.0
2018-11-20,26.8293
2018-11-21,0.0
2018-11-26,-3.8462
2018-11-27,0.0
2018-11-28,0.0
2018-12-04,8.01
2018-12-06,0.0
2018-12-07,11.1008
2018-12-10,-8.3333
2018-12-11,0.3636
2018-12-13,-18.4783
2018-12-21,0.0
2018-12-26,10.0
2018-12-28,1.0101
2018-12-31,0.0
2019-01-07,0.0
2019-01-08,7.0
2019-01-09,12.1495
2019-01-10,33.3333
2019-01-11,0.0
2019-01-14,0.0
2019-01-15,49.75
2019-01-16,8.5142
2019-01-17,0.0
2019-01-18,-2.3077
2019-01-22,-13.3858
2019-01-23,0.0
2019-01-24,0.0
2019-01-25,-36.3636
2019-01-29,42.8571
2019-02-04,0.0
2019-02-08,-3.0
2019-02-11,11.6598
2019-02-13,-26.1379
2019-02-19,25.0
2019-02-21,15.0
2019-02-22,-26.087
2019-02-26,-0.8824
2019-02-27,18.6944
2019-03-01,0.0
2019-03-06,-30.0
2019-03-08,0.0
2019-03-12,0.0
2019-03-22,28.5714
2019-03-26,0.0
2019-03-28,0.0
2019-03-29,0.0
2019-04-02,11.1111
2019-04-03,-0.75
2019-04-04,30.9824
2019-04-05,7.6923
2019-04-08,-7.1429
2019-04-09,0.0
2019-04-10,7.6923
2019-04-16,-40.0
2019-04-22,42.8571
2019-04-24,-4.1667
2019-04-30,-26.9565
2019-05-01,25.0
2019-05-03,9.5238
2019-05-09,-4.4348
2019-05-10,0.091
2019-05-14,0.0
2019-05-16,-36.3636
2019-05-20,0.0
2019-06-03,-28.5714
2019-06-05,50.0
2019-06-18,-6.6667
2019-06-26,24.6786
2019-07-16,-51.8763
2019-07-17,63.8095
2019-07-18,16.2791
2019-07-24,-34.0312
2019-07-26,-0.5211
2019-07-31,14.2857
2019-08-05,-20.8333
2019-08-09,-15.7895
2019-08-15,0.0
2019-08-20,47.5
2019-08-21,-15.2542
2019-08-26,-13.25
2019-08-27,-42.1326
2019-08-28,-20.3187
2019-08-29,50.0
2019-08-30,-33.3333
2019-09-09,0.0
2019-09-10,-15.0
2019-09-11,1.1059
2019-09-13,8.5059
2019-09-16,-24.933
2019-09-17,-20.7143
2019-09-20,-0.9009
2019-09-24,46.3636
2019-09-25,-22.3602
2019-09-26,-4.0
2019-09-27,25.0
2019-09-30,0.0
2019-10-01,0.0
2019-10-02,-13.3333
2019-10-03,-11.538499999999999
2019-10-04,-6.087
2019-10-08,1.8519
2019-10-09,-9.0909
2019-10-10,51.0
2019-10-11,65.5629
2019-10-14,-15.04
2019-10-15,-24.6704
2019-10-16,-25.0
2019-10-17,23.3333
2019-10-18,-12.1622
2019-10-21,6.9231
2019-10-22,-38.8489
2019-10-23,5.8824
2019-10-24,2.2222
2019-10-29,-21.7391
2019-10-30,-9.7222
2019-10-31,-7.6923
2019-11-01,16.6667
2019-11-04,-14.2857
2019-11-05,-16.6667
2019-11-06,38.0
2019-11-07,10.1449
2019-11-08,0.0
2019-11-11,-7.8947
2019-11-12,-28.5714
2019-11-13,0.0
2019-11-14,0.0
2019-11-15,20.0
2019-11-18,-33.3333
2019-11-26,400.0
2019-11-27,54.5
2019-11-29,84.466
2019-12-02,-2.5439
2019-12-03,-29.613
2019-12-04,6.9054
2019-12-05,14.8325
2019-12-06,-16.6667
2019-12-09,-5.0
2019-12-10,-34.2105
2019-12-11,4.0
2019-12-12,-19.3846
2019-12-13,-4.5802
2019-12-16,-17.5
2019-12-17,5.4545
2019-12-18,32.0115
2019-12-19,28.4284
2019-12-20,-18.6441
2019-12-23,-1.0417
2019-12-24,4.8421
2019-12-26,-0.4016
2019-12-27,-2.4194
2019-12-30,-1.6529
2019-12-31,6.7227
2020-01-02,-1.5748
2020-01-03,3.6
2020-01-06,19.6911
2020-01-07,14.3226
2020-01-08,-15.3499
2020-01-09,-5.1333
2020-01-10,4.7084
2020-01-13,-16.1074
2020-01-14,4.0
2020-01-15,3.4615
2020-01-16,-1.487
2020-01-17,-9.434
2020-01-21,-16.25
2020-01-22,34.3284
2020-01-23,-0.7407
2020-01-24,4.1045
2020-01-27,-0.7168
2020-01-28,-13.3574
2020-01-29,15.8333
2020-01-30,-2.3921
2020-01-31,8.1629
2020-02-03,2.2147
2020-02-04,-20.0
2020-02-05,-15.4792
2020-02-06,10.4264
2020-02-07,-7.2679
2020-02-10,2.0605
2020-02-11,-15.566
2020-02-12,2.7933
2020-02-13,8.1522
2020-02-14,-17.0854
2020-02-18,7.2727
2020-02-19,-3.9548
2020-02-20,-27.647100000000002
2020-02-21,8.9431
2020-02-24,11.9403
2020-02-25,-20.0
2020-02-26,0.0
2020-02-27,-8.3333
2020-02-28,-9.0909
2020-03-02,18.0
2020-03-03,14.4068
2020-03-04,-14.6148
2020-03-05,-23.6575
2020-03-06,1.1364
2020-03-09,-42.6966
2020-03-10,56.8627
2020-03-11,-31.25
2020-03-12,21.8182
2020-03-13,-4.4776
2020-03-16,21.875
2020-03-17,-10.2564
2020-03-18,-7.1429
2020-03-19,-3.0769
2020-03-20,-1.5873
2020-03-23,-35.4839
2020-03-24,24.75
2020-03-25,38.2766
2020-03-26,-1.4493
2020-03-27,-13.2353
2020-03-30,-6.7797
2020-03-31,-1.8182
2020-04-01,-1.8519
2020-04-02,0.0
2020-04-03,0.0
2020-04-06,0.0
2020-04-07,0.0
2020-04-08,-5.6604
2020-04-09,-20.0
2020-04-13,0.0
2020-04-14,50.0
2020-04-15,-6.6667
2020-04-16,7.1429
2020-04-17,0.0
2020-04-20,-12.5333
2020-04-21,-4.7256
2020-04-22,0.0
2020-04-23,0.0
2020-04-24,32.0
2020-04-27,-12.1212
2020-04-28,13.7931
2020-04-29,-16.6667
2020-04-30,0.0
2020-05-01,-9.0909
2020-05-04,-34.0
2020-05-05,21.2121
2020-05-06,0.0
2020-05-07,0.0
2020-05-08,0.0
2020-05-11,37.5
2020-05-12,0.0
2020-05-13,-27.2727
2020-05-15,0.0
2020-05-18,125.0
2020-05-19,-16.6667
2020-05-20,18.6667
2020-05-22,-7.8652
2020-05-26,-32.9268
2020-05-27,-27.2727
2020-06-01,32.25
2020-06-02,-3.2136
2020-06-04,95.3125
2020-06-05,-20.0
2020-06-08,-23.75
2020-06-09,57.377
2020-06-10,-37.5
2020-06-11,10.25
2020-06-12,-0.2268
2020-06-15,0.0
2020-06-16,0.0
2020-06-18,33.3333
2020-06-19,0.0
2020-06-22,-25.0
2020-06-23,11.6667
2020-06-24,-10.4478
2020-06-25,3.0303
2020-06-26,0.7353
2020-06-30,-24.0876
2020-07-01,-1.9231
2020-07-02,1.9607999999999999
2020-07-06,0.0
2020-07-07,3.8462
2020-07-08,122.2222
2020-07-09,22.5
2020-07-10,-44.898
2020-07-13,29.6296
2020-07-14,-6.6667
2020-07-15,0.0
2020-07-16,-31.6327
2020-07-17,10.4478
2020-07-20,0.0
2020-07-22,-22.973
2020-07-23,4.8246
2020-07-24,13.8075
2020-07-27,-25.0
2020-07-28,0.0
2020-07-29,194.1176
2020-07-30,-6.6667
2020-07-31,-42.8571
