ticker,CBMI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-01-30,-16.2791
2006-03-10,21.0826
2006-08-18,23.4118
2008-02-22,-31.4677
2008-04-18,29.2
2008-04-21,-2.6058
2008-04-25,-0.6623
2008-04-28,0.0
2008-05-28,-2.6667
2008-05-29,-4.9315
2008-05-30,0.0
2008-06-05,3.7464
2008-06-11,-2.5423999999999998
2008-06-13,-7.2464
2008-06-16,0.0
2008-06-17,3.4375
2008-06-23,1.9637
2008-07-01,11.1111
2008-07-10,-14.6667
2008-07-28,20.3125
2008-07-29,0.0
2008-08-01,-9.0909
2008-08-04,0.0
2008-08-07,0.0
2008-08-11,-10.0
2008-08-22,1.5873
2008-09-03,9.375
2008-09-10,0.0
2008-09-19,0.0
2008-10-01,-14.2857
2008-10-15,-4.1667
2008-10-20,13.0435
2008-11-05,-13.0769
2008-11-06,0.0
2008-11-12,-3.3628
2008-11-24,9.8901
2008-12-02,0.0
2008-12-23,-11.0544
2009-04-17,1.7208
2009-05-04,0.0
2009-11-09,-33.8346
2012-03-28,-23.2955
2019-04-22,85.1852
2019-05-30,220.0
2019-05-31,-12.5
2019-06-11,-35.7143
