ticker,ARGL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-03-06,0.1361
2006-03-07,-0.4076
2006-03-13,1.6371
2006-03-15,1.3423
2006-03-21,-0.6623
2006-03-24,0.0
2006-03-27,-0.6667
2006-03-31,0.0
2006-04-11,-0.1342
2006-04-12,0.1344
2006-04-17,-0.2685
2006-04-18,-0.4038
2006-04-19,0.0
2006-04-20,0.0
2006-04-21,0.0
2006-04-26,0.0
2006-04-27,-0.1351
2006-04-28,0.0
2006-05-01,0.0
2006-05-02,0.0
2006-05-03,-0.1353
2006-05-04,-0.1355
2006-05-05,0.0
2006-05-08,0.0
2006-05-09,0.1357
2006-05-11,-0.4065
2006-05-12,0.0
2006-05-15,-0.1361
2006-05-16,-0.1362
2006-05-17,0.0
2006-05-22,0.0
2006-05-24,0.2729
2006-05-31,0.5442
2006-06-05,-1.0825
2006-06-07,-0.1368
2006-06-08,-0.274
2006-06-09,-0.1374
2006-06-12,-0.2751
2006-06-14,0.0
2006-06-15,0.1379
2006-06-16,0.1377
2006-06-19,0.0
2006-06-20,0.1376
2006-06-23,-0.2747
2006-06-26,-0.4132
2006-06-27,-0.1383
2006-07-03,0.1385
2006-07-06,0.0
2006-07-12,-0.1383
2006-07-13,0.4155
2006-07-14,-1.3793
2006-07-18,0.4196
2006-07-21,0.0
2006-07-26,0.2786
2006-08-07,-0.2778
2006-08-08,-0.1393
2006-08-10,0.2789
2006-08-16,-0.1391
2006-08-17,-0.1393
2006-08-18,0.0
2006-08-22,0.0
2006-08-24,0.8368
2006-08-30,0.2766
2006-08-31,0.6897
2006-09-08,-1.0959
2006-09-11,0.0
2006-09-12,0.277
2006-09-21,0.4144
2006-10-18,-0.9629
2006-10-19,-0.2778
2006-10-25,-0.4178
2006-10-26,0.979
2006-10-27,-0.277
2006-11-06,0.0
2006-11-07,0.4167
2006-11-08,0.9682
2006-11-09,0.0
2006-11-14,1.0959
2006-11-15,0.0
2006-11-20,-0.9485
2006-11-21,0.0
2006-11-22,-0.1368
2006-11-27,-0.411
2006-11-29,0.8253
2006-11-30,0.2729
2006-12-04,0.2721
2006-12-05,0.0
2006-12-06,0.1357
2006-12-07,0.271
2006-12-08,0.0
2006-12-11,0.1351
2006-12-14,0.4049
2006-12-15,0.0
2006-12-18,-0.2688
2006-12-19,0.2695
2006-12-20,0.0
2006-12-21,0.0
2006-12-22,-0.1344
2006-12-26,0.0
2006-12-27,0.1346
2006-12-29,-0.1344
2007-01-04,0.0
2007-01-05,0.0
