ticker,NH US Equity
2016-10-20,0.4405
2016-10-21,-1.6813
2016-10-24,-1.487
2016-10-25,-0.8302
2016-10-26,-0.8371
2016-10-27,-0.8442
2016-10-28,0.6966
2016-10-31,0.9224
2016-11-01,-2.0564
2016-11-02,-3.1104
2016-11-03,-11.3162
2016-11-04,0.4525
2016-11-07,0.6306
2016-11-08,-9.6688
2016-11-09,0.0991
2016-11-10,3.9604
2016-11-11,5.1429
2016-11-14,4.6196
2016-11-15,1.7316
2016-11-16,0.1702
2016-11-17,1.7842
2016-11-18,-2.1703
2016-11-21,2.2184
2016-11-22,0.0
2016-11-23,2.1703
2016-11-25,2.451
2016-11-28,3.5885
2016-11-29,-8.0831
2016-11-30,-3.4338
2016-12-01,-1.8213
2016-12-02,-6.3604
2016-12-05,-5.9434000000000005
2016-12-06,-0.5015
2016-12-07,-0.1008
2016-12-08,0.9082
2016-12-09,4.8
2016-12-12,0.9542
2016-12-13,2.6465
2016-12-14,6.9061
2016-12-15,-16.3652
2016-12-16,6.5396
2016-12-19,0.2417
2016-12-20,7.4253
2016-12-21,4.9372
2016-12-22,-9.5808
2016-12-23,3.6897
2016-12-27,-0.9124
2016-12-28,-4.4199
2016-12-29,-2.7938
2016-12-30,-1.4866
2017-01-03,-1.1066
2017-01-04,4.883
2017-01-05,-0.388
2017-01-06,2.8238
2017-01-09,-4.6402
2017-01-10,0.8937
2017-01-11,-2.2638
2017-01-12,-0.5035
2017-01-13,1.2146
2017-01-17,-2.4
2017-01-18,1.127
2017-01-19,-3.1408
2017-01-20,0.1046
2017-01-23,-0.627
2017-01-24,0.4206
2017-01-25,0.5236
2017-01-26,-2.0833
2017-01-27,-3.0851
2017-01-30,-9.4402
2017-01-31,-1.3333
2017-02-01,-0.7371
2017-02-02,-1.2376
2017-02-03,-0.3759
2017-02-06,-4.6541
2017-02-07,1.0554
2017-02-08,-0.9138
2017-02-09,2.7668
2017-02-10,1.1538
2017-02-13,0.7605
2017-02-14,-1.3836
2017-02-15,1.4031
2017-02-16,-1.8868
2017-02-17,0.5128
2017-02-21,-1.0204
2017-02-22,-0.7732
2017-02-23,-1.039
2017-02-24,-1.0499
2017-02-27,2.6525
2017-02-28,-2.1964
2017-03-01,0.9247
2017-03-02,-0.9162
2017-03-03,-5.284
2017-03-06,-23.2915
2017-03-07,-10.1818
2017-03-08,-6.0729
2017-03-09,-1.9397
2017-03-10,-4.8352
2017-03-13,-5.3118
2017-03-14,0.2439
2017-03-15,2.4331
2017-03-16,20.19
2017-03-17,8.8933
2017-03-20,0.1815
2017-03-21,-7.6087
2017-03-22,-0.5882
2017-03-23,-6.1144
2017-03-24,-0.2101
2017-03-27,-1.0526
2017-03-28,0.4255
2017-03-29,5.0847
2017-03-30,2.621
2017-03-31,-2.5540000000000003
2017-04-03,7.0565
2017-04-04,-1.6949
2017-04-05,4.4061
2017-04-06,-0.5505
2017-04-07,-4.059
2017-04-10,-14.4231
2017-04-11,-4.7191
2017-04-12,-4.2453
2017-04-13,-4.9261
2017-04-17,-5.6995000000000005
2017-04-18,-4.3956
2017-04-19,1.1494
2017-04-20,-0.8523
2017-04-21,-5.4441
2017-04-24,-3.0303
2017-04-25,10.3125
2017-04-26,-8.2153
2017-04-27,2.4691
2017-04-28,-6.3253
2017-05-01,-4.1801
2017-05-02,4.698
2017-05-03,0.0
2017-05-04,0.0
2017-05-05,1.6026
2017-05-08,2.2082
2017-05-09,0.0
2017-05-10,6.1728
2017-05-11,-2.3256
2017-05-12,-4.1667
2017-05-15,-1.5528
2017-05-16,1.2618
2017-05-17,-4.9844
2017-05-18,4.918
2017-05-19,-3.75
2017-05-22,2.9221
2017-05-23,0.6309
2017-05-24,-0.627
2017-05-25,-2.5237
2017-05-26,-0.6472
2017-05-30,2.6059
2017-05-31,-1.9048
2017-06-01,10.6796
2017-06-02,1.7544
2017-06-05,-8.3333
2017-06-06,-1.8809
2017-06-07,14.377
2017-06-08,-5.0279
2017-06-09,-0.2941
2017-06-12,-3.2448
2017-06-13,8.8415
2017-06-14,-0.5602
2017-06-15,-4.507
2017-06-16,5.3097
2017-06-19,21.8487
2017-06-20,-0.4598
2017-06-21,2.5404
2017-06-22,4.5045
2017-06-23,-1.2931
2017-06-26,8.0786
2017-06-27,-5.0505
2017-06-28,-4.8936
2017-06-29,-1.1186
2017-06-30,-4.2986
2017-07-03,-2.3641
2017-07-05,-2.6634
2017-07-06,-4.9751
2017-07-07,6.8063
2017-07-10,0.2451
2017-07-11,6.357
2017-07-12,-1.8391
2017-07-13,0.4684
2017-07-14,-0.9324
2017-07-17,0.4706
2017-07-18,-5.3864
2017-07-19,-0.9901
2017-07-20,8.0
2017-07-21,-2.7778
2017-07-24,0.9524
2017-07-25,-0.4717
2017-07-26,3.7915
2017-07-27,-3.1963
2017-07-28,1.4151
2017-07-31,-0.4651
2017-08-01,3.7382999999999997
2017-08-02,-3.8288
2017-08-03,-2.5761
2017-08-04,0.9615
2017-08-07,1.9048
2017-08-08,-1.1682
2017-08-09,-6.383
2017-08-10,2.2727
2017-08-11,-13.8272
2017-08-14,-1.4327
2017-08-15,-3.4884
2017-08-16,-4.2169
2017-08-17,-3.4591
2017-08-18,-2.2801
2017-08-21,-0.6667
2017-08-22,0.6711
2017-08-23,-2.3333
2017-08-24,1.3652
2017-08-25,-4.0404
2017-08-28,1.7544
2017-08-29,-3.4483
2017-08-30,-3.9286
2017-08-31,2.974
2017-09-01,-3.9711
2017-09-05,18.0451
2017-09-06,8.2803
2017-09-07,11.4706
2017-09-08,8.7071
2017-09-11,-0.2427
2017-09-12,7.7859
2017-09-13,0.9029
2017-09-14,4.698
2017-09-15,-1.0684
2017-09-18,-6.5875
2017-09-19,-1.9653
2017-09-20,0.9434
2017-09-21,4.6729
2017-09-22,-0.2232
2017-09-25,-1.3423
2017-09-26,-0.4535
2017-09-27,2.5057
2017-09-28,-1.1111
2017-09-29,-7.4157
2017-10-02,14.3204
2017-10-03,0.4246
2017-10-04,5.074
2017-10-05,-5.6338
2017-10-06,-8.742
2017-10-09,-2.1028000000000002
2017-10-10,-4.0573
2017-10-11,3.2338
2017-10-12,-0.7229
2017-10-13,-2.9126
2017-10-16,0.75
2017-10-17,-0.2481
2017-10-18,-4.7264
2017-10-19,-0.2611
2017-10-20,1.0471
2017-10-23,1.8135
2017-10-24,-0.7634
2017-10-25,-2.5641
2017-10-26,-1.5789
2017-10-27,3.2086
2017-10-30,-5.6995000000000005
2017-10-31,0.2747
2017-11-01,-2.4657999999999998
2017-11-02,-5.0562
2017-11-03,-2.6627
2017-11-06,3.0395
2017-11-07,-3.2448
2017-11-08,3.9634
2017-11-09,2.6393
2017-11-10,-2.8571
2017-11-13,-0.8824
2017-11-14,-0.2967
2017-11-15,2.9762
2017-11-16,2.8902
2017-11-17,-7.8652
2017-11-20,6.4024
2017-11-21,-9.7421
2017-11-22,3.4920999999999998
2017-11-24,1.227
2017-11-27,-1.5152
2017-11-28,4.3077
2017-11-29,-3.5398
2017-11-30,-1.2232
2017-12-01,-0.3096
2017-12-04,-7.1429
2017-12-05,2.3411
2017-12-06,-0.9804
2017-12-07,-0.33
2017-12-08,1.6556
2017-12-11,-0.6515
2017-12-12,0.9836
2017-12-13,-0.974
2017-12-14,-4.2623
2017-12-15,2.3973
2017-12-18,8.0268
2017-12-19,0.0
2017-12-20,-3.4056
2017-12-21,3.8462
2017-12-22,-1.2346
2017-12-26,3.4375
2017-12-27,-3.0211
2017-12-28,-3.4268
2017-12-29,-1.6129
2018-01-02,5.5738
2018-01-03,0.0
2018-01-04,4.3478
2018-01-05,4.7619
2018-01-08,2.5568
2018-01-09,8.0332
2018-01-10,-3.8462
2018-01-11,0.2667
2018-01-12,0.266
2018-01-16,4.7745
2018-01-17,-3.5443
2018-01-18,-1.5748
2018-01-19,2.6667
2018-01-22,-0.5195
2018-01-23,0.7833
2018-01-24,-5.1813
2018-01-25,-3.5519
2018-01-26,-1.983
2018-01-29,-1.4451
2018-01-30,-5.8651
2018-01-31,7.1651
2018-02-01,-4.0698
2018-02-02,-5.1515
2018-02-05,-5.7508
2018-02-06,2.3729
2018-02-07,4.3046
2018-02-08,-6.6667
2018-02-09,1.3605
2018-02-12,-0.6711
2018-02-13,1.0135
2018-02-14,1.6722000000000001
2018-02-15,4.9342
2018-02-16,3.1348
2018-02-20,-5.4711
2018-02-21,0.3215
2018-02-22,-0.9615
2018-02-23,1.2945
2018-02-26,2.5559
2018-02-27,-2.4922
2018-02-28,-3.5144
2018-03-01,2.3179
2018-03-02,6.7961
2018-03-05,4.5455
2018-03-06,3.1884
2018-03-07,4.4944
2018-03-08,-1.0753
2018-03-09,-0.2717
2018-03-12,0.8174
2018-03-13,-1.8919000000000001
2018-03-14,-12.6722
2018-03-15,0.9464
2018-03-16,-3.125
2018-03-19,0.6452
2018-03-20,-2.8846
2018-03-21,16.1716
2018-03-22,-9.943200000000001
2018-03-23,-1.5773000000000001
2018-03-26,0.0
2018-03-27,-2.8846
2018-03-28,0.0
2018-03-29,0.6601
2018-04-02,1.3115
2018-04-03,-1.2945
2018-04-04,-0.6557
2018-04-05,2.6403
2018-04-06,-2.2508
2018-04-09,1.6447
2018-04-10,3.8834999999999997
2018-04-11,-4.3614
2018-04-12,0.9772
2018-04-13,-2.9032
2018-04-16,3.9867
2018-04-17,4.1534
2018-04-18,0.0
2018-04-19,0.3067
2018-04-20,1.2232
2018-04-23,1.2085
2018-04-24,2.6866
2018-04-25,-6.1047
2018-04-26,4.644
2018-04-27,1.7751000000000001
2018-04-30,-0.8721
2018-05-01,-0.5865
2018-05-02,0.0
2018-05-03,-4.1298
2018-05-04,4.9231
2018-05-07,2.0528
2018-05-08,1.1494
2018-05-09,0.5682
2018-05-10,-12.9944
2018-05-11,4.8701
2018-05-14,2.4768
2018-05-15,2.1148
2018-05-16,0.7396
2018-05-17,1.6153
2018-05-18,-4.9133
2018-05-21,5.4711
2018-05-22,-1.1527
2018-05-23,-2.6239
2018-05-24,0.2994
2018-05-25,3.8806000000000003
2018-05-29,0.0
2018-05-30,-3.4483
2018-05-31,1.7856999999999998
2018-06-01,-1.7544
2018-06-04,2.0833
2018-06-05,1.4577
2018-06-06,0.2874
2018-06-07,0.2865
2018-06-08,-2.5714
2018-06-11,-5.5718
2018-06-12,0.9317
2018-06-13,-2.1538
2018-06-14,3.1447
2018-06-15,-1.8293
2018-06-18,1.2422
2018-06-19,-3.0675
2018-06-20,-1.8987
2018-06-21,0.0
2018-06-22,6.4516
2018-06-25,3.9394
2018-06-26,-2.0408
2018-06-27,-1.7856999999999998
2018-06-28,0.303
2018-06-29,0.0
2018-07-02,4.5317
2018-07-03,0.289
2018-07-05,3.7464
2018-07-06,-1.6667
2018-07-09,-5.3672
2018-07-10,-0.8955
2018-07-11,-4.2169
2018-07-12,0.3145
2018-07-13,-0.9404
2018-07-16,-0.3165
2018-07-17,0.9524
2018-07-18,-0.3145
2018-07-19,0.3155
2018-07-20,-3.4591
2018-07-23,0.6515
2018-07-24,0.9709
2018-07-25,1.2821
2018-07-26,2.8481
2018-07-27,-3.3846
2018-07-30,1.2739
2018-07-31,1.5723
2018-08-01,0.0
2018-08-02,0.9288
2018-08-03,-3.681
2018-08-06,0.3185
2018-08-07,0.9524
2018-08-08,0.0
2018-08-09,-3.7736
2018-08-10,-7.6797
2018-08-13,-10.4425
2018-08-14,-4.7431
2018-08-15,-2.0747
2018-08-16,-0.8475
2018-08-17,-0.4274
2018-08-20,2.1459
2018-08-21,1.2605
2018-08-22,-2.4896
2018-08-23,-1.2766
2018-08-24,1.2931
2018-08-27,0.0
2018-08-28,0.0
2018-08-29,-1.7021
2018-08-30,-4.329
2018-08-31,0.4525
2018-09-04,-8.5586
2018-09-05,-3.9409
2018-09-06,-3.0769
2018-09-07,-4.7619
2018-09-10,-11.6667
2018-09-11,-8.805
2018-09-12,2.7586
2018-09-13,13.4228
2018-09-14,-6.5089
2018-09-17,-10.7595
2018-09-18,10.6383
2018-09-19,8.9744
2018-09-20,-8.2353
2018-09-21,-0.641
2018-09-24,1.2903
2018-09-25,5.0955
2018-09-26,3.6364
2018-09-27,-7.6023
2018-09-28,-0.6329
2018-10-01,0.6369
2018-10-02,-8.8608
2018-10-03,2.7778
2018-10-04,-2.027
2018-10-05,-2.069
2018-10-08,-0.7042
2018-10-09,-1.4184
2018-10-10,-0.7194
2018-10-11,1.4493
2018-10-12,1.4285999999999999
2018-10-15,-4.2254
2018-10-16,2.9412000000000003
2018-10-17,-0.7143
2018-10-18,-5.036
2018-10-19,3.7879
2018-10-22,4.3796
2018-10-23,5.5944
2018-10-24,-1.3245
2018-10-25,4.0268
2018-10-26,-5.8065
2018-10-29,9.589
2018-10-30,6.25
2018-10-31,-8.8235
2018-11-01,1.9355
2018-11-02,0.0
2018-11-05,-0.6329
2018-11-06,-5.0955
2018-11-07,4.698
2018-11-08,1.2821
2018-11-09,-8.8608
2018-11-12,-4.8611
2018-11-13,4.3796
2018-11-14,-2.7972
2018-11-15,5.036
2018-11-16,-6.1644
2018-11-19,-10.219
2018-11-20,-8.9431
2018-11-21,2.6786
2018-11-23,0.8696
2018-11-26,-1.7241
2018-11-27,-7.0175
2018-11-28,0.0
2018-11-29,-3.7736
2018-11-30,-12.6569
2018-12-03,-8.9348
2018-12-04,4.7578
2018-12-06,-5.1653
2018-12-07,-1.9106999999999998
2018-12-10,-4.4523
2018-12-11,-4.8981
2018-12-12,-8.7556
2018-12-13,4.9123
2018-12-14,-9.6845
2018-12-17,-8.2273
2018-12-18,8.5789
2018-12-19,16.6586
2018-12-20,-7.6039
2018-12-21,-11.5575
2018-12-24,-15.2542
2018-12-26,0.0
2018-12-27,1.8599999999999999
2018-12-28,-0.5301
2018-12-31,7.422
2019-01-02,4.9063
2019-01-03,6.0781
2019-01-04,1.9155
2019-01-07,14.825
2019-01-08,9.8349
2019-01-09,0.835
2019-01-10,-1.8982999999999999
2019-01-11,-2.8830999999999998
2019-01-14,-4.3327
2019-01-15,-1.8731
2019-01-16,2.9915000000000003
2019-01-17,-4.2739
2019-01-18,1.1559
2019-01-22,-9.8557
2019-01-23,-14.4668
2019-01-24,5.6688
2019-01-25,-4.3478
2019-01-28,9.5858
2019-01-29,-6.8072
2019-01-30,-6.6762
2019-01-31,1.9423
2019-02-01,5.6404
2019-02-04,1.7679
2019-02-05,-7.0012
2019-02-06,5.0377
2019-02-07,-6.5565
2019-02-08,1.5571000000000002
2019-02-11,4.1264
2019-02-12,9.0711
2019-02-13,0.0
2019-02-14,-3.0
2019-02-15,0.0
2019-02-19,5.3608
2019-02-20,7.6973
2019-02-21,2.1955999999999998
2019-02-22,-2.9337999999999997
2019-02-25,0.9159
2019-02-26,-1.679
2019-02-27,-1.4923
2019-02-28,6.9811
2019-03-01,63.5036
2019-03-04,-16.0804
2019-03-05,-5.2984
2019-03-06,-3.64
2019-03-07,25.9182
2019-03-08,10.1852
2019-03-11,11.7647
2019-03-12,-3.7594
2019-03-13,-13.2813
2019-03-14,2.7027
2019-03-15,0.0
2019-03-18,1.7544
2019-03-19,-0.8621
2019-03-20,-2.6087
2019-03-21,-9.8214
2019-03-22,-7.9208
2019-03-25,-4.1398
2019-03-26,2.4004
2019-03-27,3.9544
2019-03-28,3.2666
2019-03-29,-6.1224
2019-04-01,2.1739
2019-04-02,-2.1277
2019-04-03,2.2935
2019-04-04,-2.2527
2019-04-05,1.9893
2019-04-08,-5.8836
2019-04-09,-6.2288
2019-04-10,7.4275
2019-04-11,-2.3159
2019-04-12,-3.257
2019-04-15,-1.3205
2019-04-16,-5.3526
2019-04-17,0.1146
2019-04-18,-0.0891
2019-04-22,-2.0247
2019-04-23,-5.3418
2019-04-24,-0.5904
2019-04-25,-2.7348
2019-04-26,2.2721
2019-04-29,-6.9703
2019-04-30,2.9851
2019-05-01,3.5362
2019-05-02,-3.9054
2019-05-03,-0.7429
2019-05-06,3.4488
2019-05-07,-4.7241
2019-05-08,23.0345
2019-05-09,-14.5589
2019-05-10,-5.9348
2019-05-13,1.0089
2019-05-14,-6.2761
2019-05-15,-2.6086
2019-05-16,-4.6872
2019-05-17,0.3598
2019-05-20,-8.417300000000001
2019-05-21,7.7927
2019-05-22,-4.22
2019-05-23,-2.6002
2019-05-24,11.7909
2019-05-28,-6.3682
2019-05-29,-6.1459
2019-05-30,6.5861
2019-05-31,-4.5326
2019-06-03,1.8917000000000002
2019-06-04,12.7594
2019-06-05,-3.1316
2019-06-06,-2.9661999999999997
2019-06-07,-1.1334
2019-06-10,9.3625
2019-06-11,-6.4803
2019-06-12,0.0679
2019-06-13,3.4114
2019-06-14,-4.5462
2019-06-17,-2.3384
2019-06-18,4.7007
2019-06-19,0.0
2019-06-20,5.1286
2019-06-21,-3.3269
2019-06-24,5.8901
2019-06-25,-8.8594
2019-06-26,5.1946
2019-06-27,-7.073
2019-06-28,-7.7867
2019-07-01,6.5234
2019-07-02,-3.5351
2019-07-03,1.7953000000000001
2019-07-05,0.0
2019-07-08,21.8182
2019-07-09,-13.4328
2019-07-10,0.3448
2019-07-11,-2.9210000000000003
2019-07-12,1.292
2019-07-15,-3.4947
2019-07-16,3.0961
2019-07-17,-1.3172
2019-07-18,-1.6907
2019-07-19,0.8689
2019-07-22,-1.2742
2019-07-23,-0.818
2019-07-24,0.3482
2019-07-25,-0.3836
2019-07-26,-0.9718
2019-07-29,-4.6472999999999995
2019-07-30,-0.9709
2019-07-31,8.3529
2019-08-01,-0.8867
2019-08-02,-1.4059
2019-08-05,1.8519
2019-08-06,-11.6909
2019-08-07,9.5532
2019-08-08,-2.2176
2019-08-09,6.823
2019-08-12,-1.0255
2019-08-13,-1.0362
2019-08-14,5.1249
2019-08-15,1.2231
2019-08-16,-3.3316
2019-08-19,-0.7143
2019-08-20,2.518
2019-08-21,1.7544
2019-08-22,-3.4483
2019-08-23,-6.75
2019-08-26,-10.1111
2019-08-27,2.4712
2019-08-28,0.0624
2019-08-29,0.8311
2019-08-30,1.9163000000000001
2019-09-03,-5.5600000000000005
2019-09-04,4.346
2019-09-05,-0.3693
2019-09-06,1.5445
2019-09-09,16.5078
2019-09-10,9.6432
2019-09-11,20.7255
2019-09-12,6.2529
2019-09-13,-1.5718
2019-09-16,-0.8173
2019-09-17,-1.1029
2019-09-18,5.5121
2019-09-19,5.7101
2019-09-20,-8.2174
2019-09-23,0.4132
2019-09-24,-3.5042
2019-09-25,-2.8430999999999997
2019-09-26,-13.5408
2019-09-27,5.7735
2019-09-30,4.3594
2019-10-01,-1.0871
2019-10-02,-1.3668
2019-10-03,-6.2857
2019-10-04,-0.6098
2019-10-07,2.3006
2019-10-08,-2.5337
2019-10-09,2.9379999999999997
2019-10-10,9.2947
2019-10-11,1.1622
2019-10-14,-0.6217
2019-10-15,0.476
2019-10-16,2.7883
2019-10-17,-2.3075
2019-10-18,-4.4315999999999995
2019-10-21,8.6037
2019-10-22,-7.7661999999999995
2019-10-23,1.7319
2019-10-24,0.5536
2019-10-25,0.4818
2019-10-28,0.0
2019-10-29,1.3699
2019-10-30,-2.027
2019-10-31,-2.0276
2019-11-01,0.1126
2019-11-04,-5.2454
2019-11-05,8.3408
2019-11-06,1.3699
2019-11-07,-4.0541
2019-11-08,-7.7465
2019-11-11,6.6565
2019-11-12,10.2061
2019-11-13,2.6107
2019-11-14,10.1266
2019-11-15,0.0
2019-11-18,6.8966
2019-11-19,10.7527
2019-11-20,4.8544
2019-11-21,-0.9259
2019-11-22,9.3458
2019-11-25,2.5641
2019-11-26,20.8333
2019-11-27,-24.8276
2019-11-29,8.2569
2019-12-02,-5.9322
2019-12-03,-3.6036
2019-12-04,1.8692
2019-12-05,-1.8349
2019-12-06,2.8037
2019-12-09,-13.0
2019-12-10,-8.046
2019-12-11,-2.0
2019-12-12,0.9508
2019-12-13,5.3526
2019-12-16,4.6555
2019-12-17,17.7206
2019-12-18,0.885
2019-12-19,-3.5088
2019-12-20,7.2727
2019-12-23,-6.7797
2019-12-24,-1.8182
2019-12-26,-2.7778
2019-12-27,-0.9619
2019-12-30,-0.952
2019-12-31,0.0
2020-01-02,0.0
2020-01-03,-0.9709
2020-01-06,-0.9804
2020-01-07,-3.9604
2020-01-08,0.5876
2020-01-09,6.5901
2020-01-10,3.8269
2020-01-13,6.5012
2020-01-14,9.5652
2020-01-15,8.7302
2020-01-16,3.6496
2020-01-17,1.4085
2020-01-21,1.3889
2020-01-22,-8.2192
2020-01-23,3.7313
2020-01-24,-2.1583
2020-01-27,-3.6765
2020-01-28,56.4885
2020-01-29,-10.7317
2020-01-30,2.7321999999999997
2020-01-31,-8.5106
2020-02-03,-4.6512
2020-02-04,0.0
2020-02-05,-0.6098
2020-02-06,25.1534
2020-02-07,-8.3333
2020-02-10,-3.2086
2020-02-11,-2.7624
2020-02-12,1.7045
2020-02-13,-2.7933
2020-02-14,-3.4483
2020-02-18,1.7856999999999998
2020-02-19,17.5439
2020-02-20,-2.4876
2020-02-21,-3.0612
2020-02-24,-2.1053
2020-02-25,-9.1398
2020-02-26,6.5089
2020-02-27,0.0
2020-02-28,26.1111
2020-03-02,-3.0837
2020-03-03,-10.4545
2020-03-04,13.198
2020-03-05,-1.7936999999999999
2020-03-06,-2.7397
2020-03-09,-10.3286
2020-03-10,2.6178
2020-03-11,-7.6531
2020-03-12,-14.3646
2020-03-13,3.2258
2020-03-16,-14.375
2020-03-17,2.1898
2020-03-18,-20.7143
2020-03-19,6.3063
2020-03-20,8.4746
2020-03-23,0.0
2020-03-24,4.6875
2020-03-25,5.2239
2020-03-26,9.2199
2020-03-27,4.5455
2020-03-30,-0.6211
2020-03-31,-0.625
2020-04-01,-6.2893
2020-04-02,2.0134
2020-04-03,-1.3158
2020-04-06,3.3333
2020-04-07,-6.4516
2020-04-08,5.5172
2020-04-09,4.5752
2020-04-13,12.5
2020-04-14,10.55
2020-04-15,0.5076
2020-04-16,-0.5
2020-04-17,2.0101
2020-04-20,2.9557
2020-04-21,-2.8708
2020-04-22,1.9704000000000002
2020-04-23,1.9324
2020-04-24,-1.8957000000000002
2020-04-27,1.9324
2020-04-28,22.2749
2020-04-29,6.9767
2020-04-30,7.2464
2020-05-01,-5.0676
2020-05-04,-1.7793999999999999
2020-05-05,-3.6231999999999998
2020-05-06,3.0075
2020-05-07,4.7445
2020-05-08,-7.3171
2020-05-11,-13.9098
2020-05-12,-3.4934
2020-05-13,-9.9548
2020-05-14,-1.005
2020-05-15,7.1066
2020-05-18,2.8436
2020-05-19,5.7604
2020-05-20,12.4183
2020-05-21,-2.3256
2020-05-22,4.3651
2020-05-26,-1.5209000000000001
2020-05-27,1.1583
2020-05-28,-2.6718
2020-05-29,3.5294
2020-06-01,9.4697
2020-06-02,0.692
2020-06-03,0.6873
2020-06-04,-5.802
2020-06-05,0.3623
2020-06-08,1.444
2020-06-09,1.4235
2020-06-10,9.1228
2020-06-11,-15.1125
2020-06-12,7.9545
2020-06-15,35.7895
2020-06-16,-8.5271
2020-06-17,1.4123999999999999
2020-06-18,-4.7354
2020-06-19,2.3392
2020-06-22,2.8571
2020-06-23,9.7222
2020-06-24,26.3291
2020-06-25,-9.018
2020-06-26,-5.2863
2020-06-29,-4.186
2020-06-30,11.165
2020-07-01,11.3537
2020-07-02,-0.9804
2020-07-06,10.8911
2020-07-07,1.0714
2020-07-08,5.8304
2020-07-09,-9.3489
2020-07-10,-4.0516
2020-07-13,-7.8695
2020-07-14,0.0
2020-07-15,0.2083
2020-07-16,-3.3264
2020-07-17,6.8817
2020-07-20,-4.2254
2020-07-21,-4.8319
2020-07-22,-4.6358
2020-07-23,-1.2731
2020-07-24,-3.8687
2020-07-27,3.4146
2020-07-28,-5.4245
2020-07-29,1.2469000000000001
2020-07-30,0.0
2020-07-31,10.8374
