ticker,KYNC US Equity
2018-10-26,5.8824
2018-10-29,11.0
2018-10-30,-24.9249
2018-10-31,1.3333
2018-11-01,-21.0526
2018-11-02,-8.3333
2018-11-05,9.0909
2018-11-06,-8.3333
2018-11-07,-18.1818
2018-11-08,33.3333
2018-11-09,66.6667
2018-11-12,-40.0
2018-11-13,-6.6667
2018-11-14,7.1429
2018-11-15,-16.6667
2018-11-16,-30.0
2018-11-19,-14.2857
2018-11-20,-16.6667
2018-11-21,96.0
2018-11-23,-18.3673
2018-11-26,12.5
2018-11-27,-33.3333
2018-11-28,8.0
2018-11-29,8.0247
2018-11-30,-7.4286
2018-12-03,-8.9506
2018-12-04,-1.6949
2018-12-06,14.6552
2018-12-07,-24.812
2018-12-10,-28.0
2018-12-11,11.1111
2018-12-12,-5.0
2018-12-13,-10.526299999999999
2018-12-14,-2.3529
2018-12-17,3.6145
2018-12-18,-12.7907
2018-12-19,33.3333
2018-12-20,10.0
2018-12-21,-22.7273
2018-12-24,0.0
2018-12-26,17.647100000000002
2018-12-27,-5.0
2018-12-28,-15.7895
2018-12-31,-12.5
2019-01-02,14.2857
2019-01-03,56.25
2019-01-04,0.0
2019-01-07,8.0
2019-01-08,22.963
2019-01-09,-18.6747
2019-01-10,-25.9259
2019-01-11,-15.0
2019-01-14,-5.8824
2019-01-15,6.25
2019-01-16,-17.647100000000002
2019-01-17,-21.4286
2019-01-18,18.1818
2019-01-22,-7.6923
2019-01-28,8.3333
2019-01-30,-30.7692
2019-01-31,100.0
2019-02-01,-16.6667
2019-02-04,-13.3333
2019-02-05,38.4615
2019-02-06,0.0
2019-02-07,-5.5556
2019-02-11,-23.5294
2019-02-12,7.6923
2019-02-13,-1.4285999999999999
2019-02-14,1.4493
2019-02-15,-7.1429
2019-02-19,-7.6923
2019-02-20,8.3333
2019-02-21,-1.5385
2019-02-22,-21.875
2019-02-25,0.5
2019-02-26,-0.4975
2019-02-27,-10.0
2019-02-28,-11.1111
2019-03-01,175.0
2019-03-04,-13.6364
2019-03-05,-15.7895
2019-03-06,19.375
2019-03-07,4.712
2019-03-08,150.0
2019-03-11,20.0
2019-03-12,-28.3333
2019-03-13,-37.2093
2019-03-14,-7.4074
2019-03-15,-24.0
2019-03-18,-26.3158
2019-03-19,14.2857
2019-03-20,0.0
2019-03-21,-25.0
2019-03-22,-50.0
2019-03-25,0.0
2019-03-26,-33.3333
2019-03-27,50.0
2019-03-28,-16.6667
2019-03-29,0.0
2019-04-01,20.0
2019-04-02,-15.0
2019-04-03,-21.5686
2019-04-04,0.0
2019-04-05,25.0
2019-04-08,0.0
2019-04-09,0.0
2019-04-10,0.0
2019-04-11,-20.0
2019-04-12,50.0
2019-04-15,0.0
2019-04-16,-33.3333
2019-04-17,25.0
2019-04-18,-20.0
2019-04-22,0.0
2019-04-23,0.0
2019-04-24,0.0
2019-04-25,25.0
2019-04-26,0.0
2019-04-29,-20.0
2019-04-30,10.0
2019-05-01,36.3636
2019-05-02,-16.6667
2019-05-03,0.0
2019-05-06,20.0
2019-05-07,-16.6667
2019-05-08,-20.0
2019-05-09,0.0
2019-05-10,25.0
2019-05-13,-20.0
2019-05-14,50.0
2019-05-15,-33.3333
2019-05-16,0.0
2019-05-17,25.0
2019-05-20,20.0
2019-05-21,-16.6667
2019-05-22,0.0
2019-05-23,20.0
2019-05-24,0.0
2019-05-28,0.0
2019-05-29,-16.6667
2019-05-30,0.0
2019-05-31,0.0
2019-06-03,0.0
2019-06-04,0.0
2019-06-05,0.0
2019-06-06,0.0
2019-06-07,-20.0
2019-06-10,25.0
2019-06-11,0.0
2019-06-12,0.0
2019-06-13,20.0
2019-06-14,-16.6667
2019-06-17,20.0
2019-06-18,-16.6667
2019-06-19,-20.0
2019-06-20,37.5
2019-06-21,9.0909
2019-06-24,-16.6667
2019-06-25,0.0
2019-06-26,0.0
2019-06-27,0.0
2019-06-28,0.0
2019-07-01,0.0
2019-07-02,0.0
2019-07-03,0.0
2019-07-05,-20.0
2019-07-08,0.0
2019-07-09,25.0
2019-07-10,0.0
2019-07-11,0.0
2019-07-12,-20.0
2019-07-15,0.0
2019-07-16,25.0
2019-07-17,0.0
2019-07-19,0.0
2019-07-22,-20.0
2019-07-23,25.0
2019-07-24,-3.0
2019-07-25,3.0928
2019-07-26,0.0
2019-07-29,-20.0
2019-07-30,0.0
2019-07-31,25.0
2019-08-01,0.0
2019-08-02,-20.0
2019-08-05,25.0
2019-08-06,0.0
2019-08-07,-40.0
2019-08-08,33.3333
2019-08-09,25.0
2019-08-12,0.0
2019-08-13,-20.0
2019-08-14,-25.0
2019-08-15,33.3333
2019-08-16,0.0
2019-08-19,-25.0
2019-08-20,0.0
2019-08-21,33.3333
2019-08-22,50.0
2019-08-23,-16.6667
2019-08-26,0.0
2019-08-27,-20.0
2019-08-28,25.0
2019-08-29,0.0
2019-08-30,0.0
2019-09-03,0.0
2019-09-04,-20.0
2019-09-05,0.0
2019-09-06,0.0
2019-09-09,0.0
2019-09-10,0.0
2019-09-11,0.0
2019-09-12,0.0
2019-09-13,0.0
2019-09-16,0.0
2019-09-17,0.0
2019-09-19,-25.0
2019-09-20,0.0
2019-09-23,0.0
2019-09-24,-16.6667
2019-09-25,20.0
2019-09-26,-16.6667
2019-09-27,20.0
2019-09-30,0.0
2019-10-01,-16.6667
2019-10-02,-22.0
2019-10-03,2.5641
2019-10-07,0.0
2019-10-08,-25.0
2019-10-09,-33.3333
2019-10-10,100.0
2019-10-11,-50.0
2019-10-14,100.0
2019-10-15,0.0
2019-10-16,0.0
2019-10-17,0.0
2019-10-18,-50.0
2019-10-21,100.0
2019-10-22,-50.0
2019-10-23,100.0
2019-10-24,0.0
2019-10-25,0.0
2019-10-28,-50.0
2019-10-29,100.0
2019-10-30,0.0
2019-10-31,0.0
2019-11-01,-25.0
2019-11-04,33.3333
2019-11-05,0.0
2019-11-06,0.0
2019-11-07,0.0
2019-11-08,0.0
2019-11-11,0.0
2019-11-12,0.0
2019-11-13,-50.0
2019-11-15,0.0
2019-11-18,0.0
2019-11-19,100.0
2019-11-20,-25.0
2019-11-21,-33.3333
2019-11-25,0.0
2019-11-26,100.0
2019-11-27,0.0
2019-11-29,0.0
2019-12-02,-50.0
2019-12-03,50.0
2019-12-04,-33.3333
2019-12-05,100.0
2019-12-06,-50.0
2019-12-09,100.0
2019-12-10,-50.0
2019-12-11,100.0
2019-12-12,-25.0
2019-12-13,33.3333
2019-12-16,0.0
2019-12-17,50.0
2019-12-18,-33.3333
2019-12-19,100.0
2019-12-20,-25.0
2019-12-23,0.0
2019-12-24,0.0
2019-12-26,100.0
2019-12-27,0.0
2019-12-30,16.6667
2019-12-31,14.2857
2020-01-02,0.0
2020-01-03,-31.25
2020-01-06,27.2727
2020-01-07,0.0
2020-01-08,14.2857
2020-01-09,-25.0
2020-01-10,16.6667
2020-01-13,7.1429
2020-01-14,-6.6667
2020-01-15,14.2857
2020-01-16,50.0
2020-01-17,-25.0
2020-01-21,-11.1111
2020-01-22,12.5
2020-01-23,11.1111
2020-01-24,0.0
2020-01-27,-10.0
2020-01-28,0.0
2020-01-29,-22.2222
2020-01-30,14.2857
2020-01-31,11.25
2020-02-03,-21.3483
2020-02-04,-14.2857
2020-02-05,-16.6667
2020-02-06,0.0
2020-02-07,20.0
2020-02-10,0.0
2020-02-11,-33.3333
2020-02-12,0.0
2020-02-13,-25.0
2020-02-14,0.0
2020-02-18,33.3333
2020-02-19,-25.0
2020-02-20,-33.3333
2020-02-21,0.0
2020-02-24,50.0
2020-02-25,-33.3333
2020-02-26,50.0
2020-02-27,0.0
2020-02-28,-33.3333
2020-03-02,50.0
2020-03-03,-33.3333
2020-03-04,0.0
2020-03-05,0.0
2020-03-06,0.0
2020-03-09,0.0
2020-03-10,0.0
2020-03-11,50.0
2020-03-12,-33.3333
2020-03-13,0.0
2020-03-16,0.0
2020-03-17,0.0
2020-03-18,0.0
2020-03-19,-50.0
2020-03-20,100.0
2020-03-23,0.0
2020-03-24,0.0
2020-03-25,0.0
2020-03-26,0.0
2020-03-27,-50.0
2020-03-30,100.0
2020-03-31,-50.0
2020-04-01,100.0
2020-04-02,-50.0
2020-04-03,100.0
2020-04-06,0.0
2020-04-07,-50.0
2020-04-08,100.0
2020-04-09,-50.0
2020-04-13,100.0
2020-04-14,0.0
2020-04-15,0.0
2020-04-16,-50.0
2020-04-17,0.0
2020-04-20,50.0
2020-04-21,33.3333
2020-04-22,0.0
2020-04-23,0.0
2020-04-24,-50.0
2020-04-27,100.0
2020-04-28,-50.0
2020-04-29,100.0
2020-04-30,0.0
2020-05-01,-25.0
2020-05-04,33.3333
2020-05-05,-50.0
2020-05-06,0.0
2020-05-07,100.0
2020-05-08,-50.0
2020-05-11,100.0
2020-05-12,0.0
2020-05-13,-50.0
2020-05-14,0.0
2020-05-15,100.0
2020-05-18,-50.0
2020-05-19,50.0
2020-05-20,33.3333
2020-05-21,0.0
2020-05-22,0.0
2020-05-26,0.0
2020-05-27,0.0
2020-05-28,-50.0
2020-05-29,50.0
2020-06-01,-33.3333
2020-06-02,0.0
2020-06-03,50.0
2020-06-04,33.3333
2020-06-05,0.0
2020-06-08,0.0
2020-06-09,0.0
2020-06-10,0.0
2020-06-11,0.0
2020-06-12,-25.0
2020-06-15,-33.3333
2020-06-16,0.0
2020-06-17,100.0
2020-06-18,0.0
2020-06-19,0.0
2020-06-23,-50.0
2020-06-24,0.0
2020-06-25,50.0
2020-06-26,33.3333
2020-06-29,-50.0
2020-06-30,100.0
2020-07-01,0.0
2020-07-02,0.0
2020-07-06,-50.0
2020-07-07,50.0
2020-07-08,0.0
2020-07-09,33.3333
2020-07-10,0.0
2020-07-13,0.0
2020-07-14,0.0
2020-07-15,-25.0
2020-07-16,33.3333
2020-07-17,-25.0
2020-07-20,33.3333
2020-07-21,-50.0
2020-07-22,0.0
2020-07-23,100.0
2020-07-24,-50.0
2020-07-27,0.0
2020-07-28,50.0
2020-07-29,33.3333
2020-07-30,0.0
2020-07-31,-25.0
