ticker,ENOB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-02-03,0.0
2015-02-04,0.0
2015-02-06,0.0
2015-02-09,0.0
2015-02-11,0.0
2015-02-19,0.0
2015-02-26,0.0
2015-02-27,0.0
2015-03-06,0.8333
2015-03-09,0.0
2015-03-10,0.8264
2015-03-17,-0.8197
2015-03-18,0.6612
2015-03-19,-0.6568
2015-03-20,0.8264
2015-03-23,-0.8197
2015-03-24,0.0
2015-03-25,1.9835
2015-03-26,-1.1345
2015-03-30,-0.9836
2015-04-01,0.1656
2015-04-08,-0.8264
2015-04-09,-65.6667
2015-04-10,191.2621
2015-04-13,0.0
2015-04-20,4.0
2015-04-21,-3.8462
2015-05-04,0.0
2015-05-12,0.6667
2015-05-18,-0.1656
2015-05-19,0.8292
2015-05-21,1.8092000000000001
2015-05-22,-1.454
2015-06-01,0.0
2015-06-15,-1.6393
2015-06-29,4.1667
2015-07-09,-8.0
2015-07-10,-8.6957
2015-07-14,-4.7619
2015-07-15,-20.0
2015-07-17,25.0
2015-07-20,5.0
2015-07-21,-4.7619
2015-07-22,-5.0
2015-07-23,5.2632
2015-07-24,0.0
2015-07-28,-2.0
2015-07-29,-1.2245
2015-08-03,-1.8595000000000002
2015-08-04,-5.2632
2015-08-07,0.0
2015-08-11,0.0
2015-08-12,0.0
2015-08-18,0.0
2015-08-21,-11.1111
2015-09-04,1.25
2015-09-08,0.0
2015-09-11,12.3457
2015-09-15,-12.0879
2015-09-16,0.0
2015-09-17,0.0
2015-09-21,0.0
2015-09-22,18.75
2015-09-25,-10.526299999999999
2015-09-29,0.0
2015-09-30,-5.6471
2015-10-02,-0.2494
2015-10-05,0.0
2015-10-08,2.5
2015-10-13,-2.439
2015-11-03,6.25
2015-11-16,0.0
2015-11-20,5.8824
2015-12-09,-11.1111
2015-12-11,-6.25
2015-12-16,33.3333
2015-12-18,-40.0
2015-12-21,0.0
2015-12-28,8.3333
2015-12-29,15.3846
2015-12-30,4.0
2016-01-13,-17.9487
2016-01-15,-6.25
2016-01-21,-33.3333
2016-01-22,0.0
2016-01-27,-25.0
2016-01-28,16.6667
2016-01-29,94.2857
2016-02-02,-41.1765
2016-02-03,0.0
2016-02-05,2.5
2016-02-08,-2.439
2016-02-11,0.0
2016-02-16,0.0
2016-02-23,0.0
2016-02-24,1.0
2016-02-25,-0.9901
2016-02-26,0.0
2016-02-29,-4.5
2016-03-03,4.712
2016-03-16,-7.5
2016-03-18,7.027
2016-03-28,-1.0101
