ticker,DTRC US Equity
2006-08-10,-2.2222
2006-08-11,3.6364
2006-08-14,4.1667
2006-08-15,-11.5789
2006-08-16,7.1429
2006-08-18,8.8889
2006-08-21,-16.3265
2006-08-22,0.0
2006-08-24,3.9024
2006-08-25,9.1549
2006-08-28,-3.2258
2006-08-29,2.2222
2006-08-30,19.5652
2006-08-31,18.1818
2006-09-01,-1.5385
2006-09-05,6.4844
2006-09-06,-4.6222
2006-09-07,4.6154
2006-09-08,2.9412000000000003
2006-09-11,-4.2857
2006-09-12,0.7463
2006-09-13,2.2222
2006-09-14,7.2464
2006-09-15,-2.7027
2006-09-18,5.5556
2006-09-19,5.2632
2006-09-20,-6.25
2006-09-21,1.3333
2006-09-22,-1.3158
2006-09-25,6.6667
2006-09-26,0.0
2006-09-27,1.25
2006-09-28,0.0
2006-09-29,0.0
2006-10-02,1.2346
2006-10-03,-2.439
2006-10-04,-1.25
2006-10-05,-1.2658
2006-10-06,1.2821
2006-10-09,0.0
2006-10-10,0.0
2006-10-11,1.2658
2006-10-12,-1.25
2006-10-13,1.2658
2006-10-16,5.0
2006-10-17,5.9524
2006-10-18,3.3708
2006-10-19,-1.087
2006-10-20,1.0989
2006-10-23,1.087
2006-10-24,1.6129
2006-10-25,-2.6455
2006-10-26,-2.1739
2006-10-27,8.8889
2006-10-30,1.8048
2006-10-31,-3.7775
2006-11-01,-1.5625
2006-11-02,5.8201
2006-11-03,18.0
2006-11-06,-5.0847
2006-11-07,1.7856999999999998
2006-11-08,0.0
2006-11-09,2.6206
2006-11-10,5.9942
2006-11-13,-6.8296
2006-11-14,-9.9811
2006-11-15,-0.9615
2006-11-16,-13.5922
2006-11-17,-4.4944
2006-11-20,8.2353
2006-11-21,3.2609
2006-11-22,7.3684
2006-11-24,3.9215999999999998
2006-11-27,-12.2642
2006-11-28,-3.2258
2006-11-29,-1.6667
2006-11-30,3.9548
2006-12-01,6.5217
2006-12-04,-15.3061
2006-12-05,6.0241
2006-12-06,-1.669
2006-12-07,-7.5479
2006-12-08,5.0
2006-12-11,-5.9524
2006-12-12,-25.3165
2006-12-13,15.2542
2006-12-14,9.5588
2006-12-15,-4.698
2006-12-18,-8.4507
2006-12-19,-7.6923
2006-12-20,-9.1667
2006-12-21,-3.6696999999999997
2006-12-22,4.7619
2006-12-26,0.0
2006-12-27,-5.0909
2006-12-28,-11.8774
2006-12-29,-9.7826
2007-01-03,20.4819
2007-01-04,-5.0
2007-01-05,7.1579
2007-01-08,-8.6076
2007-01-09,-5.4145
2007-01-10,4.5455
2007-01-11,-2.1739
2007-01-12,3.3333
2007-01-16,22.5806
2007-01-17,-3.5088
2007-01-18,3.6364
2007-01-19,0.0
2007-01-22,-8.7719
2007-01-23,5.7692
2007-01-24,-4.5455
2007-01-25,0.0
2007-01-26,-4.7619
2007-01-29,20.0
2007-01-30,-3.3333
2007-01-31,-5.1724
2007-02-01,-1.8182
2007-02-02,-5.5556
2007-02-05,0.0
2007-02-06,-0.5882
2007-02-07,0.5917
2007-02-08,0.0
2007-02-09,1.9607999999999999
2007-02-12,-3.8462
2007-02-13,0.0
2007-02-14,-7.0
2007-02-15,5.3763
2007-02-16,-5.5102
2007-02-20,1.5119
2007-02-21,0.0
2007-02-22,0.0
2007-02-23,-2.1277
2007-02-26,-2.1739
2007-02-27,-6.6667
2007-02-28,2.3810000000000002
2007-03-01,-6.9767
2007-03-02,-2.5
2007-03-05,-12.8205
2007-03-06,5.8824
2007-03-07,0.0
2007-03-08,0.0
2007-03-09,-8.3333
2007-03-12,9.0909
2007-03-13,-8.3333
2007-03-14,-7.5758
2007-03-15,1.6393
2007-03-16,-10.3226
2007-03-19,-20.8633
2007-03-20,-13.6364
2007-03-21,36.3158
2007-03-22,8.1081
2007-03-23,7.1429
2007-03-26,16.6667
2007-03-27,28.5714
2007-03-28,-23.3333
2007-03-29,-10.8696
2007-03-30,16.687
2007-04-02,-10.8169
2007-04-03,-6.25
2007-04-04,3.3333
2007-04-05,-6.4516
2007-04-09,6.8966
2007-04-10,0.3226
2007-04-11,-6.7524
2007-04-12,-3.4483
2007-04-13,0.0
2007-04-16,-3.5714
2007-04-17,3.7037
2007-04-18,0.0
2007-04-19,-3.5714
2007-04-20,0.0
2007-04-23,0.0
2007-04-24,-11.1111
2007-04-25,4.1667
2007-04-26,-4.0
2007-04-27,0.0
2007-04-30,4.1667
2007-05-01,-0.6
2007-05-02,-3.4205
2007-05-03,4.1667
2007-05-04,0.0
2007-05-07,0.0
2007-05-08,24.0
2007-05-09,-13.1855
2007-05-10,-14.2127
2007-05-11,3.9524
2007-05-14,-4.1667
2007-05-15,8.6957
2007-05-16,8.0
2007-05-17,-11.1111
2007-05-18,0.0
2007-05-21,23.1771
2007-05-22,-1.9026999999999998
2007-05-23,0.0
2007-05-24,0.0
2007-05-25,-6.5517
2007-05-29,7.0111
2007-05-30,-6.8966
2007-05-31,-3.7037
2007-06-01,0.0
2007-06-04,9.6154
2007-06-05,-1.7544
2007-06-06,0.0
2007-06-07,0.0
2007-06-08,-14.2857
2007-06-11,-0.3646
2007-06-12,-3.816
2007-06-13,6.5217
2007-06-14,-2.0408
2007-06-15,16.6667
2007-06-18,-7.1429
2007-06-19,0.0
2007-06-20,-15.3846
2007-06-21,9.0909
2007-06-22,0.0
2007-06-25,4.1667
2007-06-26,-8.0
2007-06-27,0.0
2007-06-28,-2.1739
2007-06-29,6.6667
2007-07-02,-6.25
2007-07-03,2.2222
2007-07-05,-4.3478
2007-07-06,2.2727
2007-07-09,11.1111
2007-07-10,-13.6
2007-07-11,1.8519
2007-07-12,9.0909
2007-07-13,-8.3333
2007-07-16,0.0
2007-07-17,9.0909
2007-07-18,-6.25
2007-07-19,-4.4444
2007-07-20,0.0
2007-07-23,-2.3256
2007-07-24,0.0
2007-07-25,-9.5238
2007-07-26,-15.7895
2007-07-27,6.25
2007-07-30,11.7647
2007-07-31,-5.2632
2007-08-01,0.5556
2007-08-02,-0.5525
2007-08-03,-8.3333
2007-08-06,0.0
2007-08-07,9.0909
2007-08-08,-13.8889
2007-08-09,-16.129
2007-08-10,0.0
2007-08-13,0.0
2007-08-14,-7.6923
2007-08-15,0.0
2007-08-16,-15.9375
2007-08-17,18.9591
2007-08-20,8.3333
2007-08-21,7.6923
2007-08-22,7.1429
2007-08-23,43.3333
2007-08-24,-15.814
2007-08-27,8.8398
2007-08-28,-23.8579
2007-08-30,16.6667
2007-08-31,8.5714
2007-09-04,-10.526299999999999
2007-09-05,-5.2941
2007-09-06,-0.6211
2007-09-07,6.25
2007-09-10,-5.2941
2007-09-12,-6.8323
2007-09-13,10.0
2007-09-14,3.0303
2007-09-17,0.0
2007-09-18,2.9412000000000003
2007-09-19,2.8571
2007-09-20,0.0
2007-09-21,-5.5556
2007-09-24,-11.7647
2007-09-25,0.6667
2007-09-26,0.0
2007-09-27,5.9603
2007-09-28,12.5
2007-10-01,-7.2917
2007-10-02,7.8652
2007-10-03,0.0
2007-10-04,0.0
2007-10-05,-27.7778
2007-10-08,15.3846
2007-10-09,0.0
2007-10-10,0.0
2007-10-11,6.6667
2007-10-12,-18.75
2007-10-15,0.0
2007-10-16,15.3846
2007-10-17,0.0
2007-10-18,6.6667
2007-10-19,12.5
2007-10-22,-22.2222
2007-10-23,0.0
2007-10-24,-3.5714
2007-10-26,3.7037
2007-10-29,-7.1429
2007-10-30,23.0769
2007-10-31,0.0
2007-11-01,-12.5
2007-11-02,0.0
2007-11-05,0.0
2007-11-06,21.4286
2007-11-07,5.8824
2007-11-08,33.3333
2007-11-09,-4.5833
2007-11-12,-8.2969
2007-11-13,0.0
2007-11-14,-9.5238
2007-11-15,5.2632
2007-11-16,-16.0
2007-11-19,-4.7619
2007-11-20,6.25
2007-11-21,0.0
2007-11-23,5.8824
2007-11-26,-5.5556
2007-11-27,-11.7647
2007-11-28,0.0
2007-11-29,6.6667
2007-11-30,-9.375
2007-12-03,10.3448
2007-12-04,-6.25
2007-12-05,0.0
2007-12-06,0.0
2007-12-07,-16.6667
2007-12-10,4.0
2007-12-11,0.0
2007-12-12,7.6923
2007-12-13,-5.7143
2007-12-14,-1.5152
2007-12-17,23.0769
2007-12-18,-6.25
2007-12-19,-18.3333
2007-12-20,46.9388
2007-12-21,-11.1111
2007-12-24,6.25
2007-12-26,-5.8824
2007-12-27,6.25
2007-12-28,0.0
2007-12-31,0.0
2008-01-02,-11.7647
2008-01-03,33.3333
2008-01-04,-15.0
2008-01-07,-5.8824
2008-01-08,-6.25
2008-01-09,6.6667
2008-01-10,-6.25
2008-01-11,-6.6667
2008-01-14,-3.5714
2008-01-15,18.5185
2008-01-16,0.0
2008-01-17,-12.5
2008-01-18,0.0
2008-01-22,14.2857
2008-01-23,-12.5
2008-01-24,0.0
2008-01-25,0.0
2008-01-28,0.0
2008-01-29,-14.2857
2008-01-30,16.6667
2008-01-31,-7.1429
2008-02-01,0.0
2008-02-04,21.5385
2008-02-05,-5.0633
2008-02-06,0.0
2008-02-07,-12.0
2008-02-08,9.8485
2008-02-11,0.0
2008-02-12,10.3448
2008-02-13,-18.125
2008-02-14,6.8702
2008-02-19,0.0
2008-02-20,0.0
2008-02-21,0.0
2008-02-25,0.0
2008-02-26,-7.1429
2008-02-27,15.3846
2008-02-28,0.0
2008-02-29,0.0
2008-03-03,-6.6667
2008-03-05,0.0
2008-03-06,0.0
2008-03-07,0.0
2008-03-11,0.0
2008-03-12,0.0
2008-03-14,0.0
2008-03-17,0.0
2008-03-18,0.0
2008-03-19,0.0
2008-03-20,0.0
2008-03-24,7.1429
2008-03-25,-6.6667
2008-03-27,0.0
2008-03-28,7.1429
2008-03-31,-6.6667
2008-04-01,7.1429
2008-04-04,6.6667
2008-04-07,-12.5
2008-04-08,0.0
2008-04-09,-7.1429
2008-04-15,7.6923
2008-04-16,0.0
2008-04-17,0.0
2008-04-18,-14.2857
2008-04-21,25.0
2008-04-22,-20.0
2008-04-23,0.0
2008-04-24,-8.3333
2008-04-25,-9.0909
2008-04-28,10.0
2008-04-29,0.0
2008-04-30,18.1818
2008-05-02,0.0
2008-05-05,-19.2308
2008-05-06,-4.7619
2008-05-07,0.0
2008-05-08,0.0
2008-05-09,0.0
2008-05-12,5.0
2008-05-13,0.0
2008-05-14,23.8095
2008-05-15,-7.6923
2008-05-16,-16.6667
2008-05-19,10.0
2008-05-22,0.0
2008-05-23,9.0909
2008-05-27,-16.6667
2008-05-28,10.0
2008-05-30,17.2727
2008-06-02,-14.7287
2008-06-03,0.0
2008-06-05,14.5455
2008-06-06,-0.7937
2008-06-09,-12.0
2008-06-10,-8.1818
2008-06-13,3.9604
2008-06-16,0.0
2008-06-17,0.0
2008-06-18,-2.8571
2008-06-19,-11.7647
2008-06-20,27.7778
2008-06-23,-13.0435
2008-06-24,-10.0
2008-06-25,11.1111
2008-06-26,-10.0
2008-06-27,11.1111
2008-06-30,-20.0
2008-07-01,0.0
2008-07-02,6.25
2008-07-03,-5.8824
2008-07-07,-25.0
2008-07-08,33.3333
2008-07-09,-11.25
2008-07-10,-8.4507
2008-07-11,-15.3846
2008-07-15,-7.9545
2008-07-16,-1.2346
2008-07-17,40.0
2008-07-18,42.8571
2008-07-21,-29.0
2008-07-22,7.7465
2008-07-23,-13.7255
2008-07-24,-16.4773
2008-07-25,8.8435
2008-07-28,-16.6667
2008-08-01,20.0
2008-08-04,0.0
2008-08-08,1.6667
2008-08-11,6.5574
2008-08-12,-20.0
2008-08-13,50.0
2008-08-14,-10.2564
2008-08-15,-28.5714
2008-08-18,0.0
2008-08-19,0.0
2008-08-20,-16.0
2008-08-25,23.8095
2008-08-26,0.0
2008-08-28,0.0
2008-09-03,-23.0769
2008-09-04,0.0
2008-09-05,0.0
2008-09-08,0.0
2008-09-09,0.0
2008-09-10,25.0
2008-09-11,-20.0
2008-09-12,2.5
2008-09-15,2.439
2008-09-16,19.0476
2008-09-17,-20.0
2008-09-18,0.0
2008-09-19,20.0
2008-09-22,0.0
2008-09-25,6.25
2008-09-26,-17.647100000000002
2008-09-29,-4.7619
2008-09-30,0.0
2008-10-01,27.5
2008-10-07,-17.647100000000002
2008-10-08,-4.7619
2008-10-09,-18.75
2008-10-10,-13.8462
2008-10-13,39.2857
2008-10-14,0.0
2008-10-17,28.2051
2008-10-20,-40.0
2008-10-21,66.6667
2008-10-22,-40.0
2008-10-24,66.6667
2008-10-28,-40.0
2008-10-29,0.0
2008-10-31,66.6667
2008-11-03,-20.0
2008-11-10,0.0
2008-11-12,-22.5
2008-11-14,29.0323
2008-11-17,-25.0
2008-11-18,0.0
2008-11-19,33.3333
2008-11-20,-25.0
2008-11-21,0.0
2008-11-24,0.0
2008-11-26,0.0
2008-12-03,-33.3333
2008-12-08,0.0
2008-12-10,74.375
2008-12-11,-28.3154
2008-12-16,8.0
2008-12-17,-7.4074
2008-12-18,-20.0
2008-12-22,0.0
2008-12-23,0.0
2008-12-24,0.0
2008-12-26,0.0
2008-12-29,0.0
2008-12-31,50.0
2009-01-05,26.6667
2009-01-07,5.2632
2009-01-08,-10.3125
2009-01-09,-30.3136
2009-01-12,20.0
2009-01-13,33.3333
2009-01-14,9.6875
2009-01-15,-46.4387
2009-01-16,38.2979
2009-01-20,-25.7692
2009-01-26,7.772
2009-01-28,7.6923
2009-01-29,0.0
2009-02-02,-26.7857
2009-02-03,3.0488
2009-02-04,23.0769
2009-02-05,7.2115
2009-02-06,-30.0448
2009-02-09,28.2051
2009-02-10,0.0
2009-02-11,0.5
2009-02-12,-4.4776
2009-02-13,-16.6667
2009-02-17,0.0
2009-02-18,-9.375
2009-02-19,-11.7241
2009-02-20,0.0
2009-02-23,-5.4688
2009-02-24,-14.876
2009-02-25,0.9709
2009-02-26,-6.7308
2009-02-27,-8.2474
2009-03-02,-1.1236
2009-03-03,-9.0909
2009-03-04,20.0
2009-03-05,0.0
2009-03-09,-16.6667
2009-03-11,8.125
2009-03-12,19.0751
2009-03-13,0.0
2009-03-16,-19.9029
2009-03-17,-1.8182
2009-03-18,0.0
2009-03-19,3.7037
2009-03-20,-4.7619
2009-03-23,0.0
2009-03-24,95.0
2009-03-25,-36.859
2009-03-26,20.8122
2009-03-27,-12.605
2009-03-30,15.3846
2009-03-31,66.6667
2009-04-01,50.0
2009-04-02,38.6667
2009-04-03,-23.0769
2009-04-06,-37.1875
2009-04-07,-12.4378
2009-04-08,-4.5455
2009-04-09,10.4167
2009-04-13,-11.5903
2009-04-14,2.439
2009-04-15,-8.9286
2009-04-16,9.8039
2009-04-17,-4.7619
2009-04-20,-5.0
2009-04-21,5.2632
2009-04-22,30.0
2009-04-23,-11.538499999999999
2009-04-24,13.0435
2009-04-27,-3.8462
2009-04-28,0.0
2009-04-29,20.0
2009-04-30,-6.6667
2009-05-01,0.0
2009-05-04,25.0
2009-05-05,0.0
2009-05-06,11.4286
2009-05-07,-10.2564
2009-05-08,11.4286
2009-05-11,-2.5641
2009-05-12,-2.6316
2009-05-13,-10.8108
2009-05-14,-9.0909
2009-05-15,-16.6667
2009-05-18,36.0
2009-05-19,-11.7647
2009-05-20,0.0
2009-05-22,13.3333
2009-05-26,-10.2941
2009-05-27,0.0
2009-05-28,0.0
2009-05-29,-1.6393
2009-06-01,0.0
2009-06-02,0.0
2009-06-03,-3.3333
2009-06-04,-6.8966
2009-06-05,11.1111
2009-06-08,0.0
2009-06-10,-10.0
2009-06-11,0.0
2009-06-12,18.5185
2009-06-15,-21.4844
2009-06-16,2.2388
2009-06-17,16.7883
2009-06-18,-12.9167
2009-06-22,0.0
2009-06-23,-8.134
2009-06-24,0.0
2009-06-26,0.0
2009-07-01,0.0
2009-07-02,0.0
2009-07-06,0.0
2009-07-07,-15.8854
2009-07-08,0.0
2009-07-13,4.0248
2009-07-14,32.7381
2009-07-20,-24.6637
2009-07-24,14.2857
2009-07-27,-8.3333
2009-07-29,4.5455
2009-07-30,-4.3478
2009-07-31,0.0
2009-08-03,0.0
2009-08-04,36.3636
2009-08-05,-23.3333
2009-08-10,0.0
2009-08-12,8.6957
2009-08-13,0.0
2009-08-14,0.0
2009-08-17,12.0
2009-08-18,7.1429
2009-08-19,0.0
2009-08-20,0.0
2009-08-21,-15.625
2009-08-25,0.0
2009-08-27,14.5679
2009-08-31,-20.6897
2009-09-03,0.0
2009-09-04,-12.5
2009-09-08,4.3478
2009-09-09,38.0952
2009-09-14,-9.9138
2009-09-15,14.8325
2009-09-16,20.0
2009-09-17,4.1667
2009-09-18,4.0
2009-09-21,-23.0769
2009-09-22,3.3333
2009-09-23,9.6774
2009-09-24,2.9412000000000003
2009-09-25,0.0
2009-09-28,0.0
2009-09-30,-11.4286
2009-10-01,0.0
2009-10-05,0.0
2009-10-06,3.2258
2009-10-08,-3.125
2009-10-09,0.0
2009-10-13,0.0
2009-10-19,0.0
2009-10-20,0.0
2009-10-21,-3.2258
2009-10-22,6.6667
2009-10-28,-6.25
2009-10-29,0.0
2009-10-30,0.0
2009-11-02,0.0
2009-11-03,0.0
2009-11-04,0.0
2009-11-05,0.0
2009-11-09,-16.6667
2009-11-10,0.0
2009-11-11,-15.5
2009-11-12,4.142
2009-11-13,0.0
2009-11-18,0.0
2009-11-20,36.3636
2009-11-23,-26.6667
2009-11-24,-3.6932
2009-11-27,3.8348
2009-11-30,0.0
2009-12-01,4.5455
2009-12-02,-8.1522
2009-12-03,-3.8462
2009-12-07,-1.5385
2009-12-08,45.0
2009-12-10,-13.7931
2009-12-11,-12.0
2009-12-14,2.2727
2009-12-15,11.1111
2009-12-16,-8.0
2009-12-17,0.0
2009-12-18,0.0
2009-12-21,0.0
2009-12-22,0.0
2009-12-24,0.0
2009-12-28,0.0
2009-12-29,0.0
2009-12-30,0.0
2009-12-31,0.0
2010-01-04,0.0
2010-01-05,4.3478
2010-01-06,-16.6667
2010-01-07,5.0
2010-01-11,0.0
2010-01-12,0.0
2010-01-20,19.6429
2010-01-22,-4.4776
2010-01-27,-8.3333
2010-01-28,0.0
2010-02-03,0.0
2010-02-05,-4.5455
2010-02-08,0.0
2010-02-09,-4.7619
2010-02-10,0.0
2010-02-11,0.0
2010-02-12,0.0
2010-02-16,10.0
2010-02-17,-27.2727
2010-02-18,12.5
2010-02-19,22.2222
2010-02-22,0.0
2010-02-23,4.5455
2010-02-24,4.3478
2010-02-25,-4.1667
2010-02-26,8.6957
2010-03-01,-20.0
2010-03-02,25.0
2010-03-03,0.0
2010-03-04,-20.0
2010-03-05,25.0
2010-03-08,4.0
2010-03-09,-42.3077
2010-03-10,73.3333
2010-03-11,-3.8462
2010-03-15,-37.5
2010-03-17,28.0
2010-03-18,-38.4375
2010-03-19,22.8426
2010-03-22,45.4545
2010-03-23,13.6364
2010-03-24,-12.0
2010-03-25,-4.5455
2010-03-26,-4.7619
2010-03-29,0.0
2010-03-31,25.0
2010-04-01,-20.0
2010-04-05,0.0
2010-04-06,0.0
2010-04-09,0.0
2010-04-12,-10.0
2010-04-13,0.0
2010-04-14,0.0
2010-04-15,0.0
2010-04-19,11.1111
2010-04-20,5.0
2010-04-21,-4.7619
2010-04-22,25.0
2010-04-23,-20.0
2010-04-26,-10.0
2010-04-27,-5.5556
2010-04-28,17.647100000000002
2010-05-03,-15.0
2010-05-06,0.0
2010-05-10,0.0
2010-05-11,0.0
2010-05-12,0.0
2010-05-13,17.647100000000002
2010-05-17,-20.0
2010-05-18,18.75
2010-05-19,-21.0526
2010-05-21,0.0
2010-05-24,0.0
2010-05-25,0.0
2010-05-28,-25.8333
2010-06-01,0.0
2010-06-02,-1.1236
2010-06-03,0.0
2010-06-09,52.8409
2010-06-11,-22.6766
2010-06-16,0.0
2010-06-18,0.0
2010-06-24,0.0
2010-06-25,0.0
2010-06-28,0.0
2010-06-29,-23.0769
2010-07-02,0.0
2010-07-07,0.0
2010-07-12,0.0
2010-07-19,-40.0
2010-07-21,66.6667
2010-08-12,-90.0
2010-08-13,0.0
2010-08-16,0.0
2010-08-17,-25.0
2010-08-18,0.0
2010-08-20,0.0
2010-08-23,0.0
2010-08-25,0.0
2010-08-26,0.0
2010-08-27,573.3333
2010-08-31,-79.2079
2010-09-02,-4.7619
2010-09-07,25.0
2010-09-08,0.0
2010-09-13,0.0
2010-09-14,0.0
2010-09-15,0.0
2010-09-16,24.4
2010-09-17,0.0
2010-09-20,0.0
2010-09-23,-64.3087
2010-09-24,0.0
2010-09-27,0.0
2010-09-28,0.0
2010-09-29,0.0
2010-09-30,566.6667
2010-10-01,-32.4324
2010-10-04,50.0
2010-10-05,-33.3333
2010-10-06,-77.8
2010-10-11,80.1802
2010-10-13,30.0
2010-10-14,-3.8462
2010-10-21,100.0
2010-10-25,-48.0
2010-10-26,0.0
2010-11-02,34.6154
2010-11-05,-65.7143
2010-11-08,150.0
2010-11-09,303.3333
2010-11-10,-16.5289
2010-11-11,-40.5941
2010-11-12,-16.6667
2010-11-15,0.0
2010-11-16,0.0
2010-11-17,0.0
2010-11-18,0.0
2010-11-22,16.0
2010-11-23,0.0
2010-11-24,0.0
2010-11-26,89.6552
2010-11-29,0.0
2010-11-30,0.0
2010-12-01,-26.3636
2010-12-02,-7.4074
2010-12-03,0.0
2010-12-06,36.0
2010-12-07,0.0
2010-12-08,0.0
2010-12-10,-26.4706
2010-12-13,1.3333
2010-12-16,-27.6316
2010-12-17,78.1818
2010-12-20,-43.8776
2010-12-21,78.1818
2010-12-22,0.0
2010-12-27,0.0
2010-12-28,-43.8776
2010-12-29,45.4545
2010-12-31,22.5
2011-01-03,-48.9796
2011-01-04,0.0
2011-01-05,96.0
2011-01-06,0.0
2011-01-11,-46.7347
2011-01-12,-4.2146
2011-01-13,100.0
2011-01-14,-23.0
2011-01-18,29.8701
2011-01-19,-2.0
2011-01-26,-46.9388
2011-01-27,88.4615
2011-01-31,-48.9796
2011-02-03,0.0
2011-02-04,42.0
2011-02-07,0.0
2011-02-08,12.6761
2011-02-09,-43.75
2011-02-10,0.0
2011-02-11,77.7778
2011-02-15,-35.0
2011-02-17,0.0
2011-02-18,44.2308
2011-02-22,0.0
2011-02-23,-32.0
2011-02-25,-1.9607999999999999
2011-03-02,0.0
2011-03-03,30.0
2011-03-04,-23.0769
2011-03-07,0.0
2011-03-08,10.0
2011-03-10,0.0
2011-03-11,9.0909
2011-03-14,-16.6667
2011-03-15,0.0
2011-03-18,50.0
2011-03-21,-46.6667
2011-03-23,0.0
2011-03-24,0.25
2011-03-28,0.0
2011-03-29,2.7431
2011-03-31,-2.6699
2011-04-04,9.7257
2011-04-07,-8.8636
2011-04-08,0.0
2011-04-11,12.2195
2011-04-12,-4.4444
2011-04-13,4.6512
2011-04-14,0.0
2011-04-15,-6.4444
2011-04-18,-0.2375
2011-04-19,-16.6667
2011-04-20,0.0
2011-04-21,0.0
2011-04-25,0.0
2011-04-26,14.2857
2011-04-27,-25.0
2011-04-28,13.3333
2011-04-29,-2.9412000000000003
2011-05-02,-24.2424
2011-05-03,4.0
2011-05-04,11.538499999999999
2011-05-05,3.4483
2011-05-06,-16.6667
2011-05-09,0.0
2011-05-10,0.0
2011-05-11,20.0
2011-05-12,-16.6667
2011-05-13,0.0
2011-05-17,0.0
2011-05-18,-8.0
2011-05-20,8.6957
2011-05-23,20.0
2011-05-25,0.0
2011-05-26,0.0
2011-05-27,33.3333
2011-05-31,-0.5
2011-06-01,-7.0352
2011-06-06,-59.4595
2011-06-07,0.0
2011-06-08,0.0
2011-06-10,6.6667
2011-06-14,0.0
2011-06-15,0.0
2011-06-16,15.625
2011-06-17,51.3514
2011-06-20,-33.9286
2011-06-21,24.3243
2011-06-22,0.0
2011-06-23,17.3913
2011-06-24,-25.9259
2011-06-27,-39.75
2011-06-28,12.0332
2011-06-29,-11.1111
2011-06-30,16.6667
2011-07-01,7.1429
2011-07-05,-13.3333
2011-07-06,-9.8558
2011-07-07,0.1067
2011-07-08,-6.2334
2011-07-11,-4.5455
2011-07-12,0.0
2011-07-13,0.0
2011-07-14,4.7619
2011-07-18,-18.1818
2011-07-19,0.0
2011-07-20,0.0
2011-07-21,11.1111
2011-07-22,20.0
2011-07-25,-33.3333
2011-07-26,0.0
2011-07-28,0.0
2011-07-29,12.5
2011-08-01,0.0
2011-08-02,-22.2222
2011-08-03,-11.4286
2011-08-04,-3.2258
2011-08-05,50.0
2011-08-08,-66.6667
2011-08-09,33.3333
2011-08-12,50.0
2011-08-15,0.0
2011-08-16,-16.6667
2011-08-26,0.0
2011-08-29,-20.0
2011-08-30,25.0
2011-08-31,-19.75
2011-09-01,0.0
2011-09-06,0.1558
2011-09-07,-12.9082
2011-09-09,14.2857
2011-09-12,5.0
2011-09-13,0.0
2011-09-14,0.0
2011-09-15,-16.6667
2011-09-20,20.0
2011-09-21,-4.3155
2011-09-23,4.5100999999999996
2011-09-26,-19.0476
2011-09-28,-29.4118
2011-09-30,41.6667
2011-10-03,0.0
2011-10-04,-20.5882
2011-10-06,0.0
2011-10-07,11.1111
2011-10-10,0.0
2011-10-11,0.0
2011-10-18,16.6667
2011-10-19,-5.7143
2011-10-21,6.0606
2011-10-24,-5.7143
2011-10-25,0.0
2011-10-26,6.0606
2011-10-28,0.0
2011-10-31,-5.7143
2011-11-01,7.9545
2011-11-03,-7.3684
2011-11-04,8.5227
